eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878376.989609,"{'circle_3d': {'center': [-4.958750776765555, -5.113503802708414, 27.447432518243943], 'normal': [-0.0973250230038646, -0.027143320619611225, -0.9948824453386632], 'radius': 2.4502512675034906}, 'confidence': 0.2664888044386491, 'timestamp': 201868.800349, 'diameter_3d': 4.900502535006981, 'ellipse': {'center': [98.98221132394485, 56.88105837244858], 'axes': [58.78937531100217, 60.64925983281498], 'angle': 28.147840962925983}, 'location': [98.98221132394485, 56.88105837244858], 'diameter': 60.64925983281498, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.6045076173635144, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.543649672051608, 'phi': -1.668311698378045, 'norm_pos': [0.3093194103873277, 0.7629955901147976], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.080673,"{'circle_3d': {'center': [-4.733146470004293, -7.044664457228334, 27.63789142780202], 'normal': [-0.07852466410709272, -0.18807337516293787, -0.9790108695421563], 'radius': 2.4318971338972513}, 'confidence': 0.3501557492031963, 'timestamp': 201868.892749, 'diameter_3d': 4.8637942677945025, 'ellipse': {'center': [102.09952199191545, 34.00587579959294], 'axes': [54.76220225227875, 59.72460658892585], 'angle': 63.302519915321724}, 'location': [102.09952199191545, 34.00587579959294], 'diameter': 59.72460658892585, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.6001947302792243, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.3815961802543022, 'phi': -1.65083314902516, 'norm_pos': [0.31906100622473577, 0.8583088508350294], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.0886989,"{'circle_3d': {'center': [-4.7413678811730735, -7.111359969964934, 27.651563578543637], 'normal': [-0.07920978170449113, -0.1936313345576546, -0.977871523647022], 'radius': 2.44291298806367}, 'confidence': 0.29940053834523894, 'timestamp': 201868.901149, 'diameter_3d': 4.88582597612734, 'ellipse': {'center': [102.0293866412548, 33.24630676295699], 'axes': [54.794685514720335, 59.968000888435355], 'angle': 63.66849562171287}, 'location': [102.0293866412548, 33.24630676295699], 'diameter': 59.968000888435355, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.6001947302792243, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.3759341371882274, 'phi': -1.651622097121665, 'norm_pos': [0.31884183325392124, 0.8614737218210126], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.096734,"{'circle_3d': {'center': [-4.04768165110979, -6.468845842387653, 27.507130134041333], 'normal': [-0.021402595865884146, -0.14008849059288112, -0.9899076440222138], 'radius': 2.435750785772721}, 'confidence': 0.2765718935649098, 'timestamp': 201868.909549, 'diameter_3d': 4.871501571545442, 'ellipse': {'center': [110.14044888233423, 40.59521338769618], 'axes': [57.22550221855776, 60.14930391592092], 'angle': 72.20638319629725}, 'location': [110.14044888233423, 40.59521338769618], 'diameter': 60.14930391592092, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.6001947302792243, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4302455407597565, 'phi': -1.5924137594762733, 'norm_pos': [0.34418890275729447, 0.8308532775512659], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.10555,"{'circle_3d': {'center': [-4.813435843801444, -6.823062901049269, 27.604173160640002], 'normal': [-0.0852154452568553, -0.16960657881468244, -0.9818207251389913], 'radius': 2.449466816099546}, 'confidence': 0.32945338343521063, 'timestamp': 201868.917949, 'diameter_3d': 4.898933632199092, 'ellipse': {'center': [101.06554599938593, 36.5882218136896], 'axes': [55.68146070193391, 60.21529065422154], 'angle': 60.20519452417374}, 'location': [101.06554599938593, 36.5882218136896], 'diameter': 60.21529065422154, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5990331447699226, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4003658763164313, 'phi': -1.6573726507246005, 'norm_pos': [0.31582983124808106, 0.8475490757762933], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.1142342,"{'circle_3d': {'center': [-4.7637041710247665, -6.8650526395529, 27.607290583028142], 'normal': [-0.08107113919213219, -0.173105723689985, -0.9815609399399796], 'radius': 2.4417295235754453}, 'confidence': 0.35817057300042987, 'timestamp': 201868.926349, 'diameter_3d': 4.8834590471508905, 'ellipse': {'center': [101.6709289322643, 36.08760119669819], 'axes': [55.464601162780006, 60.02276027050644], 'angle': 61.37690206245528}, 'location': [101.6709289322643, 36.08760119669819], 'diameter': 60.02276027050644, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5990331447699226, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.3968141970805699, 'phi': -1.653203375451385, 'norm_pos': [0.31772165291332594, 0.8496349950137576], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.120376,"{'circle_3d': {'center': [-4.289505320492221, -6.789645114323539, 27.56468965013307], 'normal': [-0.04155456831442011, -0.16682176325420503, -0.9851110176812359], 'radius': 2.0228309653246948}, 'confidence': 0.8917841231436272, 'timestamp': 201868.934749, 'diameter_3d': 4.0456619306493895, 'ellipse': {'center': [107.28708481998527, 36.74518701064022], 'axes': [46.63088362762287, 49.833113023133826], 'angle': 69.16953060384134}, 'location': [107.28708481998527, 36.74518701064022], 'diameter': 49.833113023133826, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.598567657425686, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4031909488343801, 'phi': -1.6129539585870083, 'norm_pos': [0.335272140062454, 0.8468950541223323], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.130132,"{'circle_3d': {'center': [-4.2814857459179905, -6.780927177295988, 27.562881114068755], 'normal': [-0.04088627043323417, -0.166095268501909, -0.9852617290199287], 'radius': 2.0424071629611666}, 'confidence': 0.7618518140287984, 'timestamp': 201868.943149, 'diameter_3d': 4.084814325922333, 'ellipse': {'center': [107.38248992907995, 36.85146563202335], 'axes': [47.109718598520104, 50.319208699081074], 'angle': 69.26625364297402}, 'location': [107.38248992907995, 36.85146563202335], 'diameter': 50.319208699081074, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5976990466077803, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.403927722736187, 'phi': -1.6122704079698915, 'norm_pos': [0.33557028102837483, 0.846452226533236], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.136138,"{'circle_3d': {'center': [-4.2919055251492555, -6.801922243504589, 27.566876765543363], 'normal': [-0.04175458536917291, -0.1678448573526258, -0.9849287580637115], 'radius': 2.024845666046736}, 'confidence': 0.9172399791007279, 'timestamp': 201868.951549, 'diameter_3d': 4.049691332093472, 'ellipse': {'center': [107.26210401214513, 36.602895991912476], 'axes': [46.6466102701238, 49.87909611998738], 'angle': 69.20211311153072}, 'location': [107.26210401214513, 36.602895991912476], 'diameter': 49.87909611998738, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5968014762604334, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4021532231503713, 'phi': -1.6131644656608717, 'norm_pos': [0.3351940750379535, 0.8474879333670313], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.148504,"{'circle_3d': {'center': [-4.331776795927585, -6.797468325990913, 27.567876175558027], 'normal': [-0.04507719126736708, -0.16747369755981945, -0.9848454738958226], 'radius': 2.051531716796699}, 'confidence': 0.7662568391330788, 'timestamp': 201868.959949, 'diameter_3d': 4.103063433593398, 'ellipse': {'center': [106.78126505755209, 36.66759543440941], 'axes': [47.23642967847325, 50.530459637723226], 'angle': 68.42387793381252}, 'location': [106.78126505755209, 36.66759543440941], 'diameter': 50.530459637723226, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5962264366964898, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4025297121467968, 'phi': -1.6165352305491296, 'norm_pos': [0.3336914533048503, 0.8472183523566275], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.156045,"{'circle_3d': {'center': [-4.322298230782801, -6.799932085841116, 27.567865355861485], 'normal': [-0.04428731083863505, -0.16767901088066967, -0.9848463755372013], 'radius': 2.070394926167846}, 'confidence': 0.7732363640222215, 'timestamp': 201868.968349, 'diameter_3d': 4.140789852335692, 'ellipse': {'center': [106.89776664248762, 36.64310199814253], 'axes': [47.67371276144832, 50.99624479298931], 'angle': 68.6174645380044}, 'location': [106.89776664248762, 36.64310199814253], 'diameter': 50.99624479298931, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5963591119124034, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4023214538660693, 'phi': -1.6157348021507116, 'norm_pos': [0.33405552075777384, 0.8473204083410728], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.164555,"{'circle_3d': {'center': [-4.33299216456151, -6.790998066829607, 27.56683341133602], 'normal': [-0.04517847198686083, -0.16693450929637724, -0.9849323709143233], 'radius': 2.028819024911286}, 'confidence': 0.715118271398647, 'timestamp': 201868.976749, 'diameter_3d': 4.057638049822572, 'ellipse': {'center': [106.76289751237911, 36.73668335410997], 'axes': [46.72732117905032, 49.97242279936822], 'angle': 68.35840890196701}, 'location': [106.76289751237911, 36.73668335410997], 'diameter': 49.97242279936822, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5960790285407414, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.403076599329522, 'phi': -1.6166338155019717, 'norm_pos': [0.33363405472618474, 0.8469304860245418], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.172161,"{'circle_3d': {'center': [-4.6886827317814905, -6.854250924440613, 27.599435776837467], 'normal': [-0.07481935258852586, -0.17220558076396117, -0.982215507122536], 'radius': 2.366529791220464}, 'confidence': 0.3747143595762315, 'timestamp': 201868.985149, 'diameter_3d': 4.733059582440928, 'ellipse': {'center': [102.55010614656851, 36.16957345056646], 'axes': [53.894717513315804, 58.19453337265144], 'angle': 62.523033676664}, 'location': [102.55010614656851, 36.16957345056646], 'diameter': 58.19453337265144, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5960790285407414, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.3977280642731105, 'phi': -1.6468235743427206, 'norm_pos': [0.32046908170802657, 0.8492934439559731], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.180183,"{'circle_3d': {'center': [-4.330735710302633, -6.7965558029415245, 27.567673431816957], 'normal': [-0.044990434131954464, -0.16739765397237047, -0.9848623692075785], 'radius': 2.045571296376986}, 'confidence': 0.8608539342176497, 'timestamp': 201868.993549, 'diameter_3d': 4.091142592753972, 'ellipse': {'center': [106.79310382859262, 36.67637663793542], 'axes': [47.102245520700016, 50.38405965224703], 'angle': 68.43739022533451}, 'location': [106.79310382859262, 36.67637663793542], 'diameter': 50.38405965224703, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.595453878615948, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4026068446131057, 'phi': -1.6164465401750217, 'norm_pos': [0.33372844946435193, 0.8471817640086025], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.188153,"{'circle_3d': {'center': [-4.333454398940065, -6.804113130383871, 27.569084963634346], 'normal': [-0.04521699151840704, -0.16802743125923264, -0.9847447415561295], 'radius': 2.0579869146946677}, 'confidence': 0.7050183690173695, 'timestamp': 201869.001949, 'diameter_3d': 4.115973829389335, 'ellipse': {'center': [106.76361623124956, 36.592248506574606], 'axes': [47.367789590176635, 50.68739082695106], 'angle': 68.43632465170192}, 'location': [106.76361623124956, 36.592248506574606], 'diameter': 50.68739082695106, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.59463944778535, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4019680189503836, 'phi': -1.6166815709939073, 'norm_pos': [0.3336363007226549, 0.8475322978892725], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878377.196447,"{'circle_3d': {'center': [-4.343031325541087, -6.786569028425102, 27.566548330545004], 'normal': [-0.046015068735158905, -0.16656542276266856, -0.984956127646908], 'radius': 2.071301110536176}, 'confidence': 0.7113321774238429, 'timestamp': 201869.010349, 'diameter_3d': 4.142602221072352, 'ellipse': {'center': [106.64349950158817, 36.80187344474754], 'axes': [47.707312347609914, 51.018312119786636], 'angle': 68.1402388134002}, 'location': [106.64349950158817, 36.80187344474754], 'diameter': 51.018312119786636, 'sphere': {'center': [-3.79085050071918, -4.787783955273079, 39.3860218623079], 'radius': 12.0}, 'projected_sphere': {'center': [127.35595120900274, 78.77108500927767], 'axes': [206.67055343788977, 206.67055343788977], 'angle': 90.0}, 'model_confidence': 0.5934912911732093, 'model_id': 56, 'model_birth_timestamp': 201831.840248, 'theta': 1.4034509267438158, 'phi': -1.6174802696816453, 'norm_pos': [0.33326093594246303, 0.8466588606468852], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
