eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878454.796244,"{'circle_3d': {'center': [-1.7811820192013863, 5.126874109580441, 30.743731209208573], 'normal': [-0.042403860504378534, 0.3709727254686503, -0.9276751314833692], 'radius': 2.383162676859776}, 'confidence': 0.991750626873336, 'timestamp': 201946.609761, 'diameter_3d': 4.766325353719552, 'ellipse': {'center': [140.41382137464464, 175.9049730076623], 'axes': [45.41634886570384, 52.6254762050417], 'angle': -80.67937474960829}, 'location': [140.41382137464464, 175.9049730076623], 'diameter': 52.6254762050417, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3283514409796462, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9508525975313216, 'phi': -1.616474348483081, 'norm_pos': [0.4387931917957645, 0.2670626124680737], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.8889852,"{'circle_3d': {'center': [-1.797147095925596, 5.144350321007667, 30.75147748215034], 'normal': [-0.04373428356472934, 0.37242907642091916, -0.927029608738222], 'radius': 2.412321491943136}, 'confidence': 0.9821158465421815, 'timestamp': 201946.702162, 'diameter_3d': 4.824642983886272, 'ellipse': {'center': [140.24645413827582, 176.06593042816246], 'axes': [45.89878995460715, 53.25659457211037], 'angle': -80.52312789747594}, 'location': [140.24645413827582, 176.06593042816246], 'diameter': 53.25659457211037, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.332383728276997, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.952421345511455, 'phi': -1.6179381663641959, 'norm_pos': [0.4382701691821119, 0.26639195654932313], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.898627,"{'circle_3d': {'center': [-1.7911327163622568, 5.123694176193223, 30.74291934514376], 'normal': [-0.04323308526778442, 0.37070773101971544, -0.9277427868221034], 'radius': 2.3872734339812305}, 'confidence': 0.996124970393154, 'timestamp': 201946.710562, 'diameter_3d': 4.774546867962461, 'ellipse': {'center': [140.30525018170954, 175.86946947851106], 'axes': [45.50060793661129, 52.71762745071039], 'angle': -80.55188916753522}, 'location': [140.30525018170954, 175.86946947851106], 'diameter': 52.71762745071039, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3328013420099918, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.950567257381288, 'phi': -1.6173629310176814, 'norm_pos': [0.4384539068178423, 0.26721054383953724], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.9046469,"{'circle_3d': {'center': [-1.7880716811818615, 5.12654295619212, 30.743915846248555], 'normal': [-0.04297799900275147, 0.3709451293529568, -0.9276597450633705], 'radius': 2.3440546362462515}, 'confidence': 0.3889932523047612, 'timestamp': 201946.718962, 'diameter_3d': 4.688109272492503, 'ellipse': {'center': [140.33684028531758, 175.92237828683386], 'axes': [44.66707193964372, 51.760821719570814], 'angle': -80.59542354689194}, 'location': [140.33684028531758, 175.92237828683386], 'diameter': 51.760821719570814, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.33322296506739235, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9508228811287287, 'phi': -1.6170927077055484, 'norm_pos': [0.4385526258916174, 0.26699009047152555], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.9126,"{'circle_3d': {'center': [-1.8091673767620047, 5.115732069778602, 30.740595961985306], 'normal': [-0.04473597363443007, 0.37004422215183036, -0.927936402085308], 'radius': 2.431068197006658}, 'confidence': 0.9931770235336687, 'timestamp': 201946.727362, 'diameter_3d': 4.862136394013316, 'ellipse': {'center': [140.11006426328976, 175.7624214748804], 'axes': [46.35538581326503, 53.68943800425821], 'angle': -80.31552838981307}, 'location': [140.11006426328976, 175.7624214748804], 'diameter': 53.68943800425821, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.33256443679662295, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.949852948200762, 'phi': -1.6189692005264293, 'norm_pos': [0.4378439508227805, 0.2676565771879983], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.920583,"{'circle_3d': {'center': [-1.7958480006692952, 5.135736439168797, 30.747959582145484], 'normal': [-0.04362602562670427, 0.37171125293434665, -0.9273227670719598], 'radius': 2.416237840230744}, 'confidence': 0.9955132901952021, 'timestamp': 201946.735762, 'diameter_3d': 4.832475680461488, 'ellipse': {'center': [140.25864437983861, 175.97596808989556], 'axes': [46.00618248254813, 53.349147702646356], 'angle': -80.52035361388702}, 'location': [140.25864437983861, 175.97596808989556], 'diameter': 53.349147702646356, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3320706368276749, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.951647999303488, 'phi': -1.617806801272846, 'norm_pos': [0.43830826368699566, 0.26676679962543515], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.932483,"{'circle_3d': {'center': [-1.799360451526776, 5.11597432324645, 30.74022410210278], 'normal': [-0.043918729864827685, 0.3700644099408177, -0.927967390408852], 'radius': 2.4353382283442464}, 'confidence': 0.9940665354342033, 'timestamp': 201946.744162, 'diameter_3d': 4.870676456688493, 'ellipse': {'center': [140.21676414079457, 175.76328635441206], 'axes': [46.44205961322785, 53.78453454964721], 'angle': -80.4350420057372}, 'location': [140.21676414079457, 175.76328635441206], 'diameter': 53.78453454964721, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.332524553986957, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9498746786303365, 'phi': -1.6180889178027305, 'norm_pos': [0.438177387939983, 0.2676529735232831], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.940501,"{'circle_3d': {'center': [-1.7979886404128242, 5.097359334458347, 30.73275384908823], 'normal': [-0.043804412271998376, 0.3685131608751425, -0.9285899114933978], 'radius': 2.4097274697058726}, 'confidence': 0.9959346894557227, 'timestamp': 201946.752562, 'diameter_3d': 4.819454939411745, 'ellipse': {'center': [140.22564019460506, 175.5875040929532], 'axes': [46.02207038034834, 53.231176298348885], 'angle': -80.41144489746846}, 'location': [140.22564019460506, 175.5875040929532], 'diameter': 53.231176298348885, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3331021562035352, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9482054385463776, 'phi': -1.6179344255937742, 'norm_pos': [0.43820512560814084, 0.26838539961269503], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.9489841,"{'circle_3d': {'center': [-1.786183825342143, 5.111177926698049, 30.737696839431038], 'normal': [-0.042820677682774914, 0.36966471022845093, -0.928177995631497], 'radius': 2.417318538099312}, 'confidence': 0.9940084146226335, 'timestamp': 201946.760962, 'diameter_3d': 4.834637076198624, 'ellipse': {'center': [140.3575607852052, 175.72540139440375], 'axes': [46.1234386665009, 53.39064029645934], 'angle': -80.58497146199817}, 'location': [140.3575607852052, 175.72540139440375], 'diameter': 53.39064029645934, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3329863757965179, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9494444710358874, 'phi': -1.6168977614185858, 'norm_pos': [0.4386173774537663, 0.26781082752331775], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.9564538,"{'circle_3d': {'center': [-1.7544930531941436, 5.145739920447082, 30.750105410665036], 'normal': [-0.04017978000377498, 0.37254487637420375, -0.9271439480286637], 'radius': 2.41086317154964}, 'confidence': 0.9980795105118747, 'timestamp': 201946.769362, 'diameter_3d': 4.82172634309928, 'ellipse': {'center': [140.70951984312936, 176.08417141307416], 'axes': [45.890748072828266, 53.22701371985302], 'angle': -81.04165508637374}, 'location': [140.70951984312936, 176.08417141307416], 'diameter': 53.22701371985302, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.33472811945618464, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9525461249125162, 'phi': -1.6141063806386255, 'norm_pos': [0.43971724950977925, 0.2663159524455243], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.964937,"{'circle_3d': {'center': [-1.7817654239781744, 5.148922428573139, 30.752600273784648], 'normal': [-0.042452477569110886, 0.3728100853847085, -0.9269360427686963], 'radius': 2.4304285581894693}, 'confidence': 0.9931882662177185, 'timestamp': 201946.777762, 'diameter_3d': 4.860857116378939, 'ellipse': {'center': [140.41543297258406, 176.1036259667086], 'axes': [46.23604645743414, 53.654876369256215], 'angle': -80.71837504570412}, 'location': [140.41543297258406, 176.1036259667086], 'diameter': 53.654876369256215, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3361213639912375, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9528319225168052, 'phi': -1.6165630585226491, 'norm_pos': [0.43879822803932517, 0.26623489180538085], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.972584,"{'circle_3d': {'center': [-1.7914702839162513, 5.1354213228497345, 30.747628190050065], 'normal': [-0.04326121589728396, 0.3716849932410914, -0.9273503830799114], 'radius': 2.437764190953644}, 'confidence': 0.9966093599225139, 'timestamp': 201946.786162, 'diameter_3d': 4.875528381907288, 'ellipse': {'center': [140.30726236675287, 175.96103273431135], 'axes': [46.42059823191848, 53.82545812117873], 'angle': -80.57246774779539}, 'location': [140.30726236675287, 175.96103273431135], 'diameter': 53.82545812117873, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3367051042283409, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9516197129999142, 'phi': -1.61741287553926, 'norm_pos': [0.4384601948961027, 0.26682903027370275], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.980468,"{'circle_3d': {'center': [-1.7989287145530057, 5.159576725831869, 30.75769095654269], 'normal': [-0.04388275178368016, 0.3736979434896026, -0.9265118192055262], 'radius': 2.436438974437973}, 'confidence': 0.9969454257329315, 'timestamp': 201946.794562, 'diameter_3d': 4.872877948875946, 'ellipse': {'center': [140.2322545159446, 176.20751295718298], 'axes': [46.30027776273019, 53.77879649433719], 'angle': -80.53396982068018}, 'location': [140.2322545159446, 176.20751295718298], 'diameter': 53.77879649433719, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3388019816881638, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9537889455032358, 'phi': -1.6181243597794457, 'norm_pos': [0.43822579536232686, 0.2658020293450709], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.988136,"{'circle_3d': {'center': [-1.7711372616814822, 5.172867086955484, 30.761778603264716], 'normal': [-0.04156679737771987, 0.3748054735832372, -0.9261711819786906], 'radius': 2.4225098581344446}, 'confidence': 0.9948212956816579, 'timestamp': 201946.802962, 'diameter_3d': 4.845019716268889, 'ellipse': {'center': [140.53614799240424, 176.35295634271688], 'axes': [46.00190558425295, 53.46427537147288], 'angle': -80.89616808515552}, 'location': [140.53614799240424, 176.35295634271688], 'diameter': 53.46427537147288, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.33947753211200915, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9549832707007915, 'phi': -1.615646483443693, 'norm_pos': [0.43917546247626327, 0.26519601523867964], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878454.996819,"{'circle_3d': {'center': [-1.7774117494357007, 5.14823544501894, 30.752125462341404], 'normal': [-0.04208967135723807, 0.37275283675519183, -0.9269756103889666], 'radius': 2.4702242199970543}, 'confidence': 0.9961561475723524, 'timestamp': 201946.811362, 'diameter_3d': 4.940448439994109, 'ellipse': {'center': [140.46465344277908, 176.07439409751439], 'axes': [46.999703815319165, 54.53507249723301], 'angle': -80.76920113992242}, 'location': [140.46465344277908, 176.07439409751439], 'diameter': 54.53507249723301, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3418806030930921, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9527702268093488, 'phi': -1.6161705328919582, 'norm_pos': [0.43895204200868465, 0.26635669126035677], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.004713,"{'circle_3d': {'center': [-1.7725124712489038, 5.151489773291275, 30.753213238305158], 'normal': [-0.04168139817500499, 0.3730240307778865, -0.9268849623919869], 'radius': 2.440862021385376}, 'confidence': 0.9974129363640422, 'timestamp': 201946.819762, 'diameter_3d': 4.881724042770752, 'ellipse': {'center': [140.5169846477793, 176.12463052590556], 'axes': [46.43071663410675, 53.88442308705882], 'angle': -80.83537159854225}, 'location': [140.5169846477793, 176.12463052590556], 'diameter': 53.88442308705882, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.34372228216498213, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9530625007445044, 'phi': -1.6157353832018049, 'norm_pos': [0.43911557702431037, 0.2661473728087268], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
