eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603861245.833971,"{'circle_3d': {'center': [0.26217046969335833, 0.09699712385746295, 1.016539120018109], 'normal': [-0.05390398001017462, 0.6148391776547536, -0.7868082018890556], 'radius': 0.08908349592712232}, 'confidence': 0.15154646884462197, 'timestamp': 184739.558829, 'diameter_3d': 0.17816699185424464, 'ellipse': {'center': [247.83946109649307, 151.19387322520456], 'axes': [43.04417156535044, 61.18550202022217], 'angle': 81.42247276279016}, 'location': [247.83946109649307, 151.19387322520456], 'diameter': 61.18550202022217, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2329783566713424, 'phi': -1.639199124874768, 'norm_pos': [0.7744983159265408, 0.37002552822831436], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.497695,"{'circle_3d': {'center': [-0.029076830082572336, 0.009013690998571633, 0.9727426383770865], 'normal': [-0.07817458832483552, 0.6075072249165128, -0.7904579086924742], 'radius': 0.0769071258261303}, 'confidence': 0.8187520476190552, 'timestamp': 184744.220829, 'diameter_3d': 0.1538142516522606, 'ellipse': {'center': [149.9693354456547, 122.12970769275002], 'axes': [42.04715243099442, 53.71418036346146], 'angle': -80.64398330068803}, 'location': [149.9693354456547, 122.12970769275002], 'diameter': 53.71418036346146, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6026227431722542, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223714863671363, 'phi': -1.669373623804016, 'norm_pos': [0.46865417326767095, 0.49112621794687494], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.506006,"{'circle_3d': {'center': [-0.028626719987574822, 0.008664063233239538, 0.972429438977171], 'normal': [-0.07813707915025239, 0.6074780892694017, -0.7904840086424673], 'radius': 0.07673410868044478}, 'confidence': 0.9044705758032432, 'timestamp': 184744.229229, 'diameter_3d': 0.15346821736088956, 'ellipse': {'center': [150.12294845054905, 122.01242076306899], 'axes': [41.981119078250195, 53.609779197702466], 'angle': -80.67283839081053}, 'location': [150.12294845054905, 122.01242076306899], 'diameter': 53.609779197702466, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6010684000340882, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223678183928994, 'phi': -1.6693233985208724, 'norm_pos': [0.4691342139079658, 0.49161491348721253], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.513694,"{'circle_3d': {'center': [-0.028256391701860117, 0.008601116808065079, 0.9723444672842589], 'normal': [-0.07810621845977617, 0.6074728437339706, -0.7904910896168765], 'radius': 0.07664658248458762}, 'confidence': 0.9170374354628952, 'timestamp': 184744.237629, 'diameter_3d': 0.15329316496917525, 'ellipse': {'center': [150.25127372830116, 121.99280774642936], 'axes': [41.941195487831145, 53.552649145565006], 'angle': -80.70085577237975}, 'location': [150.25127372830116, 121.99280774642936], 'diameter': 53.552649145565006, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5996202317609667, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2236715802759845, 'phi': -1.6692838593536892, 'norm_pos': [0.46953523040094114, 0.49169663438987765], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.52212,"{'circle_3d': {'center': [-0.028294658087598457, 0.0079070809054409, 0.9718149391065971], 'normal': [-0.07810940732525436, 0.6074150074087519, -0.790535216965015], 'radius': 0.07641004007681534}, 'confidence': 0.8998952584063922, 'timestamp': 184744.246029, 'diameter_3d': 0.1528200801536307, 'ellipse': {'center': [150.23197475142558, 121.75683210822643], 'axes': [41.85901122505235, 53.41638266899476], 'angle': -80.68485138632944}, 'location': [150.23197475142558, 121.75683210822643], 'diameter': 53.41638266899476, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5982897317294511, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2235987718026995, 'phi': -1.6692823921062676, 'norm_pos': [0.46947492109820493, 0.49267986621572324], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.5295439,"{'circle_3d': {'center': [-0.02743314881909875, 0.008317382543213903, 0.9720451268796975], 'normal': [-0.07803761488621272, 0.6074491992118997, -0.7905160346505901], 'radius': 0.0765071633886981}, 'confidence': 0.8921368670193988, 'timestamp': 184744.254429, 'diameter_3d': 0.1530143267773962, 'ellipse': {'center': [150.5357116087295, 121.89756047012592], 'axes': [41.892705404902806, 53.470397132952534], 'angle': -80.76056094565817}, 'location': [150.5357116087295, 121.89756047012592], 'diameter': 53.470397132952534, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5982379566887186, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2236418143826815, 'phi': -1.6691948265997982, 'norm_pos': [0.47042409877727975, 0.492093498041142], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.538076,"{'circle_3d': {'center': [-0.0276577184320701, 0.008237791601266586, 0.9720061395005235], 'normal': [-0.078056329020627, 0.607442566633404, -0.7905192835988545], 'radius': 0.07628385391165857}, 'confidence': 0.4735950429115847, 'timestamp': 184744.262829, 'diameter_3d': 0.15256770782331713, 'ellipse': {'center': [150.4561974860873, 121.87563652258699], 'axes': [41.77310180943861, 53.31644663998577], 'angle': -80.74140983858831}, 'location': [150.4561974860873, 121.87563652258699], 'diameter': 53.31644663998577, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5983726732357919, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2236334648061478, 'phi': -1.669217869490869, 'norm_pos': [0.4701756171440228, 0.49218484782255423], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.5455732,"{'circle_3d': {'center': [-0.027365502817010556, 0.010286639053104452, 0.9735519916211537], 'normal': [-0.07803197771937204, 0.6076133039210572, -0.7903904625888021], 'radius': 0.0769647077307325}, 'confidence': 0.9091178001067973, 'timestamp': 184744.271229, 'diameter_3d': 0.153929415461465, 'ellipse': {'center': [150.575098024713, 122.57167748303975], 'axes': [42.00745626027002, 53.706901404340485], 'angle': -80.80198691474821}, 'location': [150.575098024713, 122.57167748303975], 'diameter': 53.706901404340485, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5980782584816935, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2238484184149607, 'phi': -1.669203295492821, 'norm_pos': [0.47054718132722806, 0.48928467715400104], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.559457,"{'circle_3d': {'center': [-0.02753582269610977, 0.01009522173590316, 0.9734216587373119], 'normal': [-0.0780461710426303, 0.6075973524779571, -0.7904013236624555], 'radius': 0.07689897053392006}, 'confidence': 0.3116503569384054, 'timestamp': 184744.279629, 'diameter_3d': 0.15379794106784012, 'ellipse': {'center': [150.51420547457565, 122.50678069955256], 'axes': [41.983016419637906, 53.66840712991209], 'angle': -80.78514593945008}, 'location': [150.51420547457565, 122.50678069955256], 'diameter': 53.66840712991209, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5977832969756736, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223828334484462, 'phi': -1.6692197357228442, 'norm_pos': [0.4703568921080489, 0.489555080418531], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.566072,"{'circle_3d': {'center': [-0.02767076832971016, 0.010077116087953364, 0.9734210664036382], 'normal': [-0.07805741651209701, 0.6075958436739614, -0.790401373023595], 'radius': 0.07717499050259728}, 'confidence': 0.4030303748023979, 'timestamp': 184744.288029, 'diameter_3d': 0.15434998100519456, 'ellipse': {'center': [150.4678703244088, 122.49317536106172], 'axes': [42.134305211756136, 53.86172726639846], 'angle': -80.77414469021762}, 'location': [150.4678703244088, 122.49317536106172], 'diameter': 53.86172726639846, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5975555419915568, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223826434815599, 'phi': -1.6692338197590706, 'norm_pos': [0.4702120947637775, 0.4896117693289095], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.573814,"{'circle_3d': {'center': [-0.027806081835183294, 0.010059075923858352, 0.9734205626980472], 'normal': [-0.0780686926375531, 0.6075943403269534, -0.7904014149990609], 'radius': 0.07694168790920461}, 'confidence': 0.27171304951925374, 'timestamp': 184744.296429, 'diameter_3d': 0.15388337581840922, 'ellipse': {'center': [150.41996716474443, 122.49303785828246], 'axes': [42.00620865166991, 53.69874157505953], 'angle': -80.76326913460126}, 'location': [150.41996716474443, 122.49303785828246], 'diameter': 53.69874157505953, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5975555419915568, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2238245420201355, 'phi': -1.669247943078998, 'norm_pos': [0.47006239738982636, 0.48961234225715644], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.581718,"{'circle_3d': {'center': [-0.027941763209545, 0.010041101244027573, 0.9734201476359186], 'normal': [-0.0780799994187499, 0.6075928424369674, -0.7904014495875716], 'radius': 0.07668922534745178}, 'confidence': 0.32580241515551095, 'timestamp': 184744.304829, 'diameter_3d': 0.15337845069490355, 'ellipse': {'center': [150.37188568742144, 122.49340791473524], 'axes': [41.86759997797068, 53.522351369695535], 'angle': -80.75237290620274}, 'location': [150.37188568742144, 122.49340791473524], 'diameter': 53.522351369695535, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5975555419915568, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2238226560980845, 'phi': -1.6692621056825283, 'norm_pos': [0.469912142773192, 0.4896108003552698], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.5896251,"{'circle_3d': {'center': [-0.025697217032681907, 0.01616942890620532, 0.9779126616268048], 'normal': [-0.07789295390401131, 0.6081035364088155, -0.7900270734216644], 'radius': 0.07790600291560446}, 'confidence': 0.8785289581958102, 'timestamp': 184744.313229, 'diameter_3d': 0.1558120058312089, 'ellipse': {'center': [151.19905099296662, 124.58476663063519], 'axes': [42.12755267712161, 54.11880881092143], 'angle': -81.0348510544385}, 'location': [151.19905099296662, 124.58476663063519], 'diameter': 54.11880881092143, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5976175268575745, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.224465804388376, 'phi': -1.6690739916279924, 'norm_pos': [0.4724970343530207, 0.4808968057056867], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.5977979,"{'circle_3d': {'center': [-0.025968470677951272, 0.01607131804017481, 0.9778638920943976], 'normal': [-0.07791555837445042, 0.608095360503313, -0.7900311375493649], 'radius': 0.0772981222533563}, 'confidence': 0.8767722718548241, 'timestamp': 184744.321629, 'diameter_3d': 0.1545962445067126, 'ellipse': {'center': [151.10261508210675, 124.56678794096725], 'axes': [41.8013811705006, 53.69857640669558], 'angle': -81.01248203775913}, 'location': [151.10261508210675, 124.56678794096725], 'diameter': 53.69857640669558, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5985524016512311, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2244555054733617, 'phi': -1.6691018258988792, 'norm_pos': [0.4721956721315836, 0.4809717169126365], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.605515,"{'circle_3d': {'center': [-0.025218887301336368, 0.015448948014921804, 0.9773109869961587], 'normal': [-0.07785309309306586, 0.6080434963345419, -0.7900772129742183], 'radius': 0.07769143681951422}, 'confidence': 0.7903000241276897, 'timestamp': 184744.330029, 'diameter_3d': 0.15538287363902845, 'ellipse': {'center': [151.35941205918328, 124.34201761986243], 'axes': [42.06597669689793, 54.002258509692325], 'angle': -81.05953581295438}, 'location': [151.35941205918328, 124.34201761986243], 'diameter': 54.002258509692325, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5987406611646096, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2243901758049525, 'phi': -1.6690178284723742, 'norm_pos': [0.47299816268494776, 0.48190825991723985], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.6139038,"{'circle_3d': {'center': [-0.02586520242289536, 0.013257452488447008, 0.9756885129520629], 'normal': [-0.0779069526865291, 0.6078608717073357, -0.7902124191445595], 'radius': 0.07692736199508331}, 'confidence': 0.7694519187307564, 'timestamp': 184744.338429, 'diameter_3d': 0.15385472399016661, 'ellipse': {'center': [151.1179339047436, 123.60416416994111], 'axes': [41.795549390896326, 53.56028972724292], 'angle': -80.97207350282333}, 'location': [151.1179339047436, 123.60416416994111], 'diameter': 53.56028972724292, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.5999030846526865, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.224160162339792, 'phi': -1.6690686332272604, 'norm_pos': [0.4722435434523238, 0.48498264929191204], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.6215072,"{'circle_3d': {'center': [-0.025512958748363013, 0.011262852957599101, 0.974119810994523], 'normal': [-0.07787759904698474, 0.6076946550797651, -0.7903431443076878], 'radius': 0.07698389336752005}, 'confidence': 0.7910684854542268, 'timestamp': 184744.346829, 'diameter_3d': 0.1539677867350401, 'ellipse': {'center': [151.22684872487758, 122.91087798634965], 'axes': [41.96866992495982, 53.6862298592818], 'angle': -80.96466882498278}, 'location': [151.22684872487758, 122.91087798634965], 'diameter': 53.6862298592818, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6001595541660576, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223950849748715, 'phi': -1.66901570001643, 'norm_pos': [0.47258390226524244, 0.4878713417235432], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.629424,"{'circle_3d': {'center': [-0.025305960397627336, 0.008368368096568268, 0.9718745551113948], 'normal': [-0.07786034918442343, 0.6074534480080125, -0.7905302489646153], 'radius': 0.07597505417548212}, 'confidence': 0.8052050435856232, 'timestamp': 184744.355229, 'diameter_3d': 0.15195010835096423, 'ellipse': {'center': [151.27633179985438, 121.92948736590407], 'axes': [41.617899917749675, 53.10410237669572], 'angle': -80.92992884174936}, 'location': [151.27633179985438, 121.92948736590407], 'diameter': 53.10410237669572, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6004426731050727, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223647163107035, 'phi': -1.6689709914409327, 'norm_pos': [0.4727385368745449, 0.49196046930873305], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.6415749,"{'circle_3d': {'center': [-0.02474728304664542, 0.008376585147908067, 0.9718258609205215], 'normal': [-0.07781379273850828, 0.6074541327622908, -0.7905343068138547], 'radius': 0.07631931722349204}, 'confidence': 0.8896300003657976, 'timestamp': 184744.363629, 'diameter_3d': 0.15263863444698408, 'ellipse': {'center': [151.4722309058578, 121.92338034224257], 'axes': [41.812396020699275, 53.347246141361005], 'angle': -80.97426222221023}, 'location': [151.4722309058578, 121.92338034224257], 'diameter': 53.347246141361005, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6009457343184921, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2236480251325323, 'phi': -1.6689121638170317, 'norm_pos': [0.4733507215808056, 0.49198591524065594], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.6495569,"{'circle_3d': {'center': [-0.02383829636441548, 0.00935567017051131, 0.9724888431861061], 'normal': [-0.07773804384832245, 0.607535723180841, -0.7904790582917227], 'radius': 0.07593710612162229}, 'confidence': 0.9495818314445781, 'timestamp': 184744.372029, 'diameter_3d': 0.15187421224324457, 'ellipse': {'center': [151.79450015188658, 122.27493341943212], 'axes': [41.54339860310945, 53.04187373207558], 'angle': -81.0635078332949}, 'location': [151.79450015188658, 122.27493341943212], 'diameter': 53.04187373207558, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.601436854206816, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223750741988877, 'phi': -1.6688240696614822, 'norm_pos': [0.4743578129746456, 0.49052111075236615], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.6575859,"{'circle_3d': {'center': [-0.02270618273549796, 0.01112958122921004, 0.9737411925002544], 'normal': [-0.07764370104591266, 0.6076835491023993, -0.790374695848877], 'radius': 0.07636734076706907}, 'confidence': 0.8713976396371524, 'timestamp': 184744.380429, 'diameter_3d': 0.15273468153413813, 'ellipse': {'center': [152.20122649032112, 122.88124045572717], 'axes': [41.668049221274245, 53.27266354920423], 'angle': -81.18292738875664}, 'location': [152.20122649032112, 122.88124045572717], 'diameter': 53.27266354920423, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.602633503253458, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223936865454133, 'phi': -1.668718708264277, 'norm_pos': [0.4756288327822535, 0.4879948314344701], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.666511,"{'circle_3d': {'center': [-0.021689670947122153, 0.012951391333408502, 0.9750423603975769], 'normal': [-0.07755899173021467, 0.6078353666110825, -0.7902662651907668], 'radius': 0.0765521874902499}, 'confidence': 0.8188810195636198, 'timestamp': 184744.388829, 'diameter_3d': 0.1531043749804998, 'ellipse': {'center': [152.56628680158275, 123.50896142479668], 'axes': [41.653110503858386, 53.32905463194601], 'angle': -81.2926674574881}, 'location': [152.56628680158275, 123.50896142479668], 'diameter': 53.32905463194601, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6032120555130471, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2241280422090206, 'phi': -1.6686258911005845, 'norm_pos': [0.4767696462549461, 0.48537932739668055], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.673667,"{'circle_3d': {'center': [-0.02141429601340683, 0.013985979527567416, 0.9758111821301583], 'normal': [-0.07753604381907173, 0.6079215822939291, -0.7902021967130517], 'radius': 0.07632270720873141}, 'confidence': 0.7813636840853313, 'timestamp': 184744.397229, 'diameter_3d': 0.15264541441746282, 'ellipse': {'center': [152.66728517850424, 123.8733064913607], 'axes': [41.45905856669743, 53.12638124132635], 'angle': -81.33088603314958}, 'location': [152.66728517850424, 123.8733064913607], 'diameter': 53.12638124132635, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.603882742499029, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.224236622079806, 'phi': -1.6686050089234152, 'norm_pos': [0.47708526618282576, 0.48386122295266376], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.6813362,"{'circle_3d': {'center': [-0.021284101108840714, 0.013009951712288803, 0.9750476073370837], 'normal': [-0.07752519424369121, 0.6078402466426559, -0.7902658279458078], 'radius': 0.07598222746476238}, 'confidence': 0.9117835742201148, 'timestamp': 184744.405629, 'diameter_3d': 0.15196445492952476, 'ellipse': {'center': [152.7060187289242, 123.5441682030301], 'axes': [41.34146990862595, 52.93037027067418], 'angle': -81.32548269863514}, 'location': [152.7060187289242, 123.5441682030301], 'diameter': 52.93037027067418, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6035111732814125, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2241341878707517, 'phi': -1.6685835854755313, 'norm_pos': [0.4772063085278881, 0.4852326324873746], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.689884,"{'circle_3d': {'center': [-0.0214370263515411, 0.010843332947099604, 0.97339652699727], 'normal': [-0.07753793801391624, 0.6076596950788901, -0.7904034179741257], 'radius': 0.07625638557464479}, 'confidence': 0.9251219079130596, 'timestamp': 184744.414029, 'diameter_3d': 0.15251277114928957, 'ellipse': {'center': [152.64124693155034, 122.78484189995656], 'axes': [41.639477057553854, 53.21261526785368], 'angle': -81.27823019474744}, 'location': [152.64124693155034, 122.78484189995656], 'diameter': 53.21261526785368, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6050620129472439, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.22390682972987, 'phi': -1.668582640835823, 'norm_pos': [0.47700389666109483, 0.4883964920835143], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.697854,"{'circle_3d': {'center': [-0.02222027606097665, 0.008279429582486841, 0.971502810130513], 'normal': [-0.07760320882303588, 0.6074460364651724, -0.7905612277130221], 'radius': 0.07701081629771292}, 'confidence': 0.8592671956312538, 'timestamp': 184744.422429, 'diameter_3d': 0.15402163259542584, 'ellipse': {'center': [152.35535868339215, 121.87140911437825], 'axes': [42.225265922803636, 53.846622088672724], 'angle': -81.1731945050979}, 'location': [152.35535868339215, 121.87140911437825], 'diameter': 53.846622088672724, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6065561173210776, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2236378328783575, 'phi': -1.66864502046535, 'norm_pos': [0.4761104958856005, 0.492202462023424], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861250.705423,"{'circle_3d': {'center': [-0.02311050894142963, 0.005848362047241373, 0.9697227505215444], 'normal': [-0.07767739489640696, 0.6072434475039019, -0.7907095660137694], 'radius': 0.07621161891773731}, 'confidence': 0.784570707163786, 'timestamp': 184744.430829, 'diameter_3d': 0.15242323783547462, 'ellipse': {'center': [152.02723350718233, 121.04203879860454], 'axes': [41.945569710871425, 53.38606584797103], 'angle': -81.06024185078178}, 'location': [152.02723350718233, 121.04203879860454], 'diameter': 53.38606584797103, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.6069252993301855, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2233828238507134, 'phi': -1.668719707027916, 'norm_pos': [0.4750851047099448, 0.49565817167248105], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
