eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603861245.833971,"{'circle_3d': {'center': [0.26217046969335833, 0.09699712385746295, 1.016539120018109], 'normal': [-0.05390398001017462, 0.6148391776547536, -0.7868082018890556], 'radius': 0.08908349592712232}, 'confidence': 0.15154646884462197, 'timestamp': 184739.558829, 'diameter_3d': 0.17816699185424464, 'ellipse': {'center': [247.83946109649307, 151.19387322520456], 'axes': [43.04417156535044, 61.18550202022217], 'angle': 81.42247276279016}, 'location': [247.83946109649307, 151.19387322520456], 'diameter': 61.18550202022217, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2329783566713424, 'phi': -1.639199124874768, 'norm_pos': [0.7744983159265408, 0.37002552822831436], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.0865479,"{'circle_3d': {'center': [-0.033328038443262153, 0.0049876096212733145, 0.9700710081526545], 'normal': [-0.07852885568822633, 0.6071717181350712, -0.7906805445445103], 'radius': 0.07195631182749383}, 'confidence': 0.999834860606043, 'timestamp': 184740.810429, 'diameter_3d': 0.14391262365498766, 'ellipse': {'center': [148.4396198990617, 120.8496731558887], 'axes': [39.55093057677262, 50.39535467325151], 'angle': -80.23022834403207}, 'location': [148.4396198990617, 120.8496731558887], 'diameter': 50.39535467325151, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.13165145938738299, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2232925463607165, 'phi': -1.669789743079354, 'norm_pos': [0.46387381218456786, 0.49645969518379707], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.093507,"{'circle_3d': {'center': [-0.03405158000552433, 0.005002922585144454, 0.9701546558461409], 'normal': [-0.07858915081841485, 0.6071729942153938, -0.7906735739033863], 'radius': 0.07230338742505839}, 'confidence': 0.9823220122553107, 'timestamp': 184740.818829, 'diameter_3d': 0.14460677485011678, 'ellipse': {'center': [148.1881144966431, 120.84638475765672], 'axes': [39.734214714902585, 50.63578423375795], 'angle': -80.17315273725298}, 'location': [148.1881144966431, 120.84638475765672], 'diameter': 50.63578423375795, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.13261969532442075, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223294152361541, 'phi': -1.6698661226066451, 'norm_pos': [0.4630878578020097, 0.496473396843097], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.102035,"{'circle_3d': {'center': [-0.03481347193453943, 0.0051133143636201694, 0.9703151887370431], 'normal': [-0.07865264181249944, 0.6071821935302668, -0.790660196162478], 'radius': 0.07254926409703578}, 'confidence': 0.9967909670722715, 'timestamp': 184740.827229, 'diameter_3d': 0.14509852819407157, 'ellipse': {'center': [147.92390972413708, 120.87890283097514], 'axes': [39.85488615041272, 50.80119991454416], 'angle': -80.11517671025716}, 'location': [147.92390972413708, 120.87890283097514], 'diameter': 50.80119991454416, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.13478605372190255, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2233057301450305, 'phi': -1.669947302909599, 'norm_pos': [0.4622622178879284, 0.496337904870937], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.113467,"{'circle_3d': {'center': [-0.03478726807456067, 0.004762794729900044, 0.9700434132531974], 'normal': [-0.07865045815750121, 0.6071529835607902, -0.790682844119465], 'radius': 0.07229403920658801}, 'confidence': 0.9998540804142229, 'timestamp': 184740.835629, 'diameter_3d': 0.14458807841317603, 'ellipse': {'center': [147.929076685461, 120.76249847323383], 'axes': [39.737485774219316, 50.636394333792644], 'angle': -80.10988841067869}, 'location': [147.929076685461, 120.76249847323383], 'diameter': 50.636394333792644, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.13552977257996757, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2232689683369027, 'phi': -1.6699417467766728, 'norm_pos': [0.4622783646420657, 0.4968229230281923], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.12181,"{'circle_3d': {'center': [-0.03588684693771216, 0.004562461369273407, 0.9699990231616411], 'normal': [-0.0787420897294305, 0.6071362891140712, -0.7906865432937613], 'radius': 0.07282960110486744}, 'confidence': 0.9700292195381967, 'timestamp': 184740.844029, 'diameter_3d': 0.14565920220973488, 'ellipse': {'center': [147.54475259294304, 120.67886277274663], 'axes': [40.03519731630196, 51.01668665336104], 'angle': -80.01847519153384}, 'location': [147.54475259294304, 120.67886277274663], 'diameter': 51.01668665336104, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.13608794254185153, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2232479582327493, 'phi': -1.670056037848836, 'norm_pos': [0.461077351852947, 0.49717140511355573], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.1295161,"{'circle_3d': {'center': [-0.03533427196716654, 0.005003851644845625, 0.9702829502716721], 'normal': [-0.07869604181521837, 0.6071730716370356, -0.7906628827012588], 'radius': 0.0723001368637936}, 'confidence': 0.9998317742670412, 'timestamp': 184740.852429, 'diameter_3d': 0.1446002737275872, 'ellipse': {'center': [147.74051382641517, 120.84681114424231], 'axes': [39.719411757177646, 50.62902692272307], 'angle': -80.07181817516224}, 'location': [147.74051382641517, 120.84681114424231], 'diameter': 50.62902692272307, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.13713610421151046, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223294249800001, 'phi': -1.6700013207193032, 'norm_pos': [0.4616891057075474, 0.4964716202323237], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.137784,"{'circle_3d': {'center': [-0.035134650364269104, 0.006989021784037597, 0.9717878807281704], 'normal': [-0.07867940668164358, 0.6073385024819683, -0.790537471829884], 'radius': 0.07300942481881201}, 'confidence': 0.9999160845098714, 'timestamp': 184740.860829, 'diameter_3d': 0.14601884963762402, 'ellipse': {'center': [147.83096266707616, 121.52333249270369], 'axes': [39.980779336002975, 51.04639090889124], 'angle': -80.12938711337084}, 'location': [147.83096266707616, 121.52333249270369], 'diameter': 51.04639090889124, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.13760373487985422, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2235024681946403, 'phi': -1.6699961191455153, 'norm_pos': [0.461971758334613, 0.49365278128040135], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.1463418,"{'circle_3d': {'center': [-0.033802962301888284, 0.008708877213990718, 0.9729769629395619], 'normal': [-0.07856843267644519, 0.6074818237677977, -0.7904383816456013], 'radius': 0.07259205563703455}, 'confidence': 0.9277671758759923, 'timestamp': 184740.869229, 'diameter_3d': 0.1451841112740691, 'ellipse': {'center': [148.30967290009087, 122.13369437449917], 'axes': [39.65133174698406, 50.68899259747636], 'angle': -80.26929325830586}, 'location': [148.30967290009087, 122.13369437449917], 'diameter': 50.68899259747636, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.1372305429182985, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223682885343845, 'phi': -1.6698694534491534, 'norm_pos': [0.463467727812784, 0.49110960677292015], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.156954,"{'circle_3d': {'center': [-0.03210796910012437, 0.010248779639119299, 0.9739922871685565], 'normal': [-0.07842718324296485, 0.6076101489698917, -0.7903537712931852], 'radius': 0.0731091096498987}, 'confidence': 0.9883044058889263, 'timestamp': 184740.877629, 'diameter_3d': 0.1462182192997974, 'ellipse': {'center': [148.91436179328306, 122.65677744129796], 'axes': [39.84996211793872, 50.99428529938392], 'angle': -80.43200927686154}, 'location': [148.91436179328306, 122.65677744129796], 'diameter': 50.99428529938392, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.1477237690865607, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223844446096592, 'phi': -1.6697030193218614, 'norm_pos': [0.46535738060400955, 0.48893009399459186], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.162526,"{'circle_3d': {'center': [-0.03219431650565374, 0.010457815663770909, 0.9741615629080957], 'normal': [-0.0784343788600923, 0.6076275686386127, -0.7903396649815568], 'radius': 0.07279966120302776}, 'confidence': 0.9998327623755724, 'timestamp': 184740.886029, 'diameter_3d': 0.14559932240605553, 'ellipse': {'center': [148.88535311445978, 122.7371129306084], 'axes': [39.66597366833174, 50.7692188203779], 'angle': -80.42950002171118}, 'location': [148.88535311445978, 122.7371129306084], 'diameter': 50.7692188203779, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.14772790411049508, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223866378906898, 'phi': -1.669713788834733, 'norm_pos': [0.4652667284826868, 0.4885953627891316], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.171268,"{'circle_3d': {'center': [-0.032583002601978106, 0.010229235648499646, 0.9740244118634074], 'normal': [-0.07846676936811933, 0.6076085203040068, -0.7903510942352808], 'radius': 0.07394291868251707}, 'confidence': 0.5591331942415632, 'timestamp': 184740.894429, 'diameter_3d': 0.14788583736503413, 'ellipse': {'center': [148.75120028902143, 122.6289388384742], 'axes': [40.30294637492179, 51.5761863810153], 'angle': -80.39439340975747}, 'location': [148.75120028902143, 122.6289388384742], 'diameter': 51.5761863810153, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.15684505966532258, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2238423954897306, 'phi': -1.6697529502878725, 'norm_pos': [0.46484750090319193, 0.4890460881730242], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.1776462,"{'circle_3d': {'center': [-0.0325993368132822, 0.008105609450571372, 0.972393803665792], 'normal': [-0.07846813055239467, 0.6074315514541794, -0.7904869782517489], 'radius': 0.07318697979303528}, 'confidence': 0.9651571488835375, 'timestamp': 184740.902829, 'diameter_3d': 0.14637395958607055, 'ellipse': {'center': [148.72480533440046, 121.90869364341256], 'axes': [40.029790148440064, 51.134220635803636], 'angle': -80.351013141149}, 'location': [148.72480533440046, 121.90869364341256], 'diameter': 51.134220635803636, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.15272323052060166, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2236195982079914, 'phi': -1.6697377556901682, 'norm_pos': [0.4647650166700014, 0.49204710981911437], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.185945,"{'circle_3d': {'center': [-0.032954130458332065, 0.007341488113280725, 0.9718419044408115], 'normal': [-0.07849769668948216, 0.6073678746760719, -0.7905329698538306], 'radius': 0.07321451586213723}, 'confidence': 0.9685032894704853, 'timestamp': 184740.911229, 'diameter_3d': 0.14642903172427446, 'ellipse': {'center': [148.5944876171181, 121.64136566524807], 'axes': [40.09217742665673, 51.18342240389882], 'angle': -80.30770925205826}, 'location': [148.5944876171181, 121.64136566524807], 'diameter': 51.18342240389882, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.15621586010671207, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223539440769254, 'phi': -1.6697690721995113, 'norm_pos': [0.464357773803494, 0.4931609763947997], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.197908,"{'circle_3d': {'center': [-0.03291647258689401, 0.005639212904209323, 0.9705305475197399], 'normal': [-0.07849455853352899, 0.6072260184086492, -0.7906422495972532], 'radius': 0.07388637609372761}, 'confidence': 0.9998006411334444, 'timestamp': 184740.919629, 'diameter_3d': 0.14777275218745523, 'ellipse': {'center': [148.59414769620213, 121.02919294047975], 'axes': [40.57661089540314, 51.724547310177385], 'angle': -80.27559901330179}, 'location': [148.59414769620213, 121.02919294047975], 'diameter': 51.724547310177385, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.16093245239506837, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2233608872843056, 'phi': -1.669751551299696, 'norm_pos': [0.46435671155063163, 0.49571169608133436], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.2056231,"{'circle_3d': {'center': [-0.03318646682984461, 0.003087674475088953, 0.9685982733831402], 'normal': [-0.07851705805377487, 0.6070133902062226, -0.7908032724419698], 'radius': 0.07307414421405002}, 'confidence': 0.9942205995956299, 'timestamp': 184740.928029, 'diameter_3d': 0.14614828842810004, 'ellipse': {'center': [148.47473385891448, 120.15485721442853], 'axes': [40.296436817093564, 51.25825969463292], 'angle': -80.20126677917997}, 'location': [148.47473385891448, 120.15485721442853], 'diameter': 51.25825969463292, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.16668212586771203, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.22309329928386, 'phi': -1.6697597071568264, 'norm_pos': [0.46398354330910774, 0.4993547616065478], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.213912,"{'circle_3d': {'center': [-0.033538512636662854, 0.003016843935237823, 0.9685788651474105], 'normal': [-0.07854639520434308, 0.607007487661235, -0.7908048897949473], 'radius': 0.07407088908544486}, 'confidence': 0.6356414471415888, 'timestamp': 184740.936429, 'diameter_3d': 0.14814177817088972, 'ellipse': {'center': [148.35362862110702, 120.10449249672658], 'axes': [40.84965161525701, 51.96064335724624], 'angle': -80.17130134231178}, 'location': [148.35362862110702, 120.10449249672658], 'diameter': 51.96064335724624, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.16668212586771203, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223085871838772, 'phi': -1.669796241637624, 'norm_pos': [0.46360508944095946, 0.49956461459697254], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.222435,"{'circle_3d': {'center': [-0.03388241410974602, 0.002743547932439583, 0.9684032577682018], 'normal': [-0.07857505366043331, 0.606984712994335, -0.7908195237432145], 'radius': 0.07411969147375339}, 'confidence': 0.7169950772129448, 'timestamp': 184740.944829, 'diameter_3d': 0.14823938294750677, 'ellipse': {'center': [148.2309984389106, 120.00717170385887], 'axes': [40.89169587756644, 52.00510416844144], 'angle': -80.1380179012769}, 'location': [148.2309984389106, 120.00717170385887], 'diameter': 52.00510416844144, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.16668212586771203, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2230572138180444, 'phi': -1.6698303064116025, 'norm_pos': [0.46322187012159566, 0.499970117900588], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.2299252,"{'circle_3d': {'center': [-0.03422695149028332, 0.0024695759924835414, 0.9682272183974678], 'normal': [-0.07860376510881144, 0.6069618819993388, -0.7908341936907758], 'radius': 0.0738342717547984}, 'confidence': 0.6784644389526164, 'timestamp': 184740.953229, 'diameter_3d': 0.1476685435095968, 'ellipse': {'center': [148.10721541895543, 119.91818671599839], 'axes': [40.74853368783681, 51.814552341537706], 'angle': -80.10474536899677}, 'location': [148.10721541895543, 119.91818671599839], 'diameter': 51.814552341537706, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.16668212586771203, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2230284855476397, 'phi': -1.6698644315666953, 'norm_pos': [0.4628350481842357, 0.50034088868334], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.2377548,"{'circle_3d': {'center': [-0.03457212485292338, 0.0021949280733988275, 0.9680507471622519], 'normal': [-0.07863252955569809, 0.6069389946727483, -0.7908488996270437], 'radius': 0.07389432168252555}, 'confidence': 0.7119590063333366, 'timestamp': 184740.961629, 'diameter_3d': 0.1477886433650511, 'ellipse': {'center': [147.98406849069556, 119.8200367342767], 'axes': [40.79685984942086, 51.8669798682189], 'angle': -80.07122003888792}, 'location': [147.98406849069556, 119.8200367342767], 'diameter': 51.8669798682189, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.16668212586771203, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.222999687027757, 'phi': -1.669898617102666, 'norm_pos': [0.4624502140334236, 0.5007498469405138], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.245814,"{'circle_3d': {'center': [-0.03397537464556133, 0.003207236988990836, 0.9687684124132172], 'normal': [-0.07858280037175126, 0.6070233537490477, -0.7907890941894634], 'radius': 0.0742380422179918}, 'confidence': 0.9998024465535552, 'timestamp': 184740.970029, 'diameter_3d': 0.1484760844359836, 'ellipse': {'center': [148.20310696923727, 120.16714701613003], 'axes': [40.924746884848304, 52.068657079576454], 'angle': -80.14045341153485}, 'location': [148.20310696923727, 120.16714701613003], 'diameter': 52.068657079576454, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.1695759536191388, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2231058369657672, 'phi': -1.6698437927657075, 'norm_pos': [0.46313470927886646, 0.49930355409945826], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.253807,"{'circle_3d': {'center': [-0.03360582982932436, 0.006412871668915798, 0.9711932487134938], 'normal': [-0.07855200497039819, 0.6072904899723748, -0.7905870244977737], 'radius': 0.07450118627917002}, 'confidence': 0.9800482922598226, 'timestamp': 184740.978429, 'diameter_3d': 0.14900237255834003, 'ellipse': {'center': [148.36231122634362, 121.28412877491643], 'axes': [40.856097703670955, 52.1211595406203], 'angle': -80.23693787822393}, 'location': [148.36231122634362, 121.28412877491643], 'diameter': 52.1211595406203, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.17148900542545142, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2234420341666095, 'phi': -1.6698303718022645, 'norm_pos': [0.46363222258232384, 0.4946494634378482], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.261539,"{'circle_3d': {'center': [-0.03287997073586424, 0.009143557165184113, 0.9732193448763269], 'normal': [-0.07849151671260984, 0.6075180470970638, -0.790418183150871], 'radius': 0.07462424830468331}, 'confidence': 0.9998986320023217, 'timestamp': 184740.986829, 'diameter_3d': 0.14924849660936662, 'ellipse': {'center': [148.64009087472826, 122.23387271487077], 'axes': [40.74623903970923, 52.096435782305996], 'angle': -80.3494038874958}, 'location': [148.64009087472826, 122.23387271487077], 'diameter': 52.096435782305996, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.17558800525658835, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2237284883020125, 'phi': -1.669775609332788, 'norm_pos': [0.46450028398352583, 0.4906921970213718], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.269956,"{'circle_3d': {'center': [-0.03233737195662778, 0.010919890325212123, 0.9745310308954576], 'normal': [-0.07844630014767347, 0.6076660748603995, -0.79030887598261], 'radius': 0.07527487753009839}, 'confidence': 0.9998339643278231, 'timestamp': 184740.995229, 'diameter_3d': 0.15054975506019677, 'ellipse': {'center': [148.8461710594466, 122.83496696503566], 'axes': [40.98770239181937, 52.47935988440106], 'angle': -80.42663202301726}, 'location': [148.8461710594466, 122.83496696503566], 'diameter': 52.47935988440106, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.18036902674883892, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223914862745567, 'phi': -1.6697325545812096, 'norm_pos': [0.4651442845607706, 0.48818763764568474], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.2812748,"{'circle_3d': {'center': [-0.030653371121026174, 0.010972898171252687, 0.9744047845298383], 'normal': [-0.07830596674470668, 0.6076704921809029, -0.7903193965130784], 'radius': 0.07540769423473916}, 'confidence': 0.9999010820820143, 'timestamp': 184741.003629, 'diameter_3d': 0.1508153884694783, 'ellipse': {'center': [149.43234413864374, 122.85026294669737], 'axes': [41.07386660722112, 52.57633903109113], 'angle': -80.55847388465068}, 'location': [149.43234413864374, 122.85026294669737], 'diameter': 52.57633903109113, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.18436832615227328, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2239204247839295, 'phi': -1.6695554100163794, 'norm_pos': [0.4669760754332617, 0.48812390438876097], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.289788,"{'circle_3d': {'center': [-0.030131936528061898, 0.010509706648407224, 0.973997010071443], 'normal': [-0.07826251386195965, 0.6076318928873324, -0.7903533777179446], 'radius': 0.07502728754797942}, 'confidence': 0.9999161072250858, 'timestamp': 184741.012029, 'diameter_3d': 0.15005457509595885, 'ellipse': {'center': [149.60884158988182, 122.69920209850298], 'axes': [40.90240755863107, 52.33180296914279], 'angle': -80.59037997193452}, 'location': [149.60884158988182, 122.69920209850298], 'diameter': 52.33180296914279, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.18785703275783217, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223871823552354, 'phi': -1.6694967465222117, 'norm_pos': [0.4675276299683807, 0.4887533245895709], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861247.297611,"{'circle_3d': {'center': [-0.029673316048500098, 0.007674398059049459, 0.9717724775322587], 'normal': [-0.07822429548866283, 0.6073956171715525, -0.7905387554295432], 'radius': 0.0757295413270684}, 'confidence': 0.9361989360131833, 'timestamp': 184741.020429, 'diameter_3d': 0.1514590826541368, 'ellipse': {'center': [149.74756971488296, 121.69332015993105], 'axes': [41.48649981006059, 52.94400384113329], 'angle': -80.57176936263787}, 'location': [149.74756971488296, 121.69332015993105], 'diameter': 52.94400384113329, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.19069709023943338, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2235743629024376, 'phi': -1.6694258759687572, 'norm_pos': [0.46796115535900923, 0.4929444993336206], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
