eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175531.33119,"{'circle_3d': {'center': [-5.964361440291555e-07, 1.0671576783138903e-05, 7.248964770489863e-05], 'normal': [0.34373722422355213, -0.6084510026484942, -0.7152846273051935], 'radius': 2.7171150281068194e-06}, 'confidence': 0.022645325690827244, 'timestamp': 50919.830167, 'diameter_3d': 5.434230056213639e-06, 'ellipse': {'center': [154.6808933049392, 211.71544878996338], 'axes': [37.45512388415795, 46.63220317365293], 'angle': -54.578157246998856}, 'location': [154.6808933049392, 211.71544878996338], 'diameter': 46.63220317365293, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166890824482218, 'phi': -1.1228212648763098, 'norm_pos': [0.483377791577935, 0.11785229670848596], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.339767,"{'circle_3d': {'center': [-6.312703391131436e-07, 1.0700584165412863e-05, 7.244823289020985e-05], 'normal': [0.34373722132070256, -0.6084510002312123, -0.715284630756428], 'radius': 2.75703194756664e-06}, 'confidence': 0.029732104399356207, 'timestamp': 50919.838567, 'diameter_3d': 5.51406389513328e-06, 'ellipse': {'center': [154.37295062739003, 212.0296912812525], 'axes': [38.050027573738745, 47.344342364910005], 'angle': -54.57829900068414}, 'location': [154.37295062739003, 212.0296912812525], 'diameter': 47.344342364910005, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166890854942246, 'phi': -1.1228212700569178, 'norm_pos': [0.4824154707105938, 0.11654295299478123], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.34863,"{'circle_3d': {'center': [-6.662607843210822e-07, 1.0729725095970366e-05, 7.240662938734488e-05], 'normal': [0.3437372184048322, -0.6084509978028015, -0.7152846342233867], 'radius': 2.7336649143224356e-06}, 'confidence': 0.022471582127359724, 'timestamp': 50919.846967, 'diameter_3d': 5.467329828644871e-06, 'ellipse': {'center': [154.07356310574136, 212.32486060332826], 'axes': [37.770878592075015, 46.96929867808507], 'angle': -54.578990295999716}, 'location': [154.07356310574136, 212.32486060332826], 'diameter': 46.96929867808507, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166890885542511, 'phi': -1.1228212752608964, 'norm_pos': [0.48147988470544173, 0.11531308081946556], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.355531,"{'circle_3d': {'center': [-7.014074805411497e-07, 1.0758999573035055e-05, 7.2364837192751e-05], 'normal': [0.3437372154759407, -0.6084509953632616, -0.7152846377060693], 'radius': 2.7075295786062383e-06}, 'confidence': 0.030226872848509567, 'timestamp': 50919.855367, 'diameter_3d': 5.4150591572124765e-06, 'ellipse': {'center': [153.7728989810762, 212.6209047051687], 'axes': [37.45291745850528, 46.54633348601964], 'angle': -54.57971859014473}, 'location': [153.7728989810762, 212.6209047051687], 'diameter': 46.54633348601964, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166890916283011, 'phi': -1.1228212804882456, 'norm_pos': [0.4805403093158631, 0.11407956372846373], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.368056,"{'circle_3d': {'center': [-7.367104251088108e-07, 1.0788407604600536e-05, 7.232285630998092e-05], 'normal': [0.3437372125340287, -0.6084509929125924, -0.7152846412044763], 'radius': 2.7570494415669485e-06}, 'confidence': 0.02224426872141362, 'timestamp': 50919.863767, 'diameter_3d': 5.514098883133897e-06, 'ellipse': {'center': [153.45825034630454, 212.943558410438], 'axes': [38.183594714942785, 47.42529663917975], 'angle': -54.57981813108205}, 'location': [153.45825034630454, 212.943558410438], 'diameter': 47.42529663917975, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166890947163754, 'phi': -1.1228212857389654, 'norm_pos': [0.4795570323322017, 0.11273517328984173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.376877,"{'circle_3d': {'center': [-7.721653894066094e-07, 1.0817945661933948e-05, 7.22806917661245e-05], 'normal': [0.34373720957944837, -0.6084509904510876, -0.7152846447181883], 'radius': 2.7417065079567656e-06}, 'confidence': 0.029800521231970058, 'timestamp': 50919.872166, 'diameter_3d': 5.483413015913531e-06, 'ellipse': {'center': [153.15247959971256, 213.24653418261047], 'axes': [38.01555023012053, 47.188221907521644], 'angle': -54.580485661334464}, 'location': [153.15247959971256, 213.24653418261047], 'diameter': 47.188221907521644, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166890978181034, 'phi': -1.122821291012427, 'norm_pos': [0.47860149874910174, 0.11147277423912305], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.383853,"{'circle_3d': {'center': [-8.077808155704247e-07, 1.0847620773191124e-05, 7.223833352654196e-05], 'normal': [0.34373720661149615, -0.6084509879781617, -0.7152846482480416], 'radius': 2.7263823543865198e-06}, 'confidence': 0.014971645492402, 'timestamp': 50919.880566, 'diameter_3d': 5.4527647087730395e-06, 'ellipse': {'center': [152.84494393511807, 213.55131772346002], 'axes': [37.847552877542206, 46.95132578019388], 'angle': -54.581168290724456}, 'location': [152.84494393511807, 213.55131772346002], 'diameter': 46.95132578019388, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891009342231, 'phi': -1.1228212963098854, 'norm_pos': [0.47764044979724396, 0.11020284281891657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.391433,"{'circle_3d': {'center': [-8.435524909700121e-07, 1.0877429438060915e-05, 7.219578659523052e-05], 'normal': [0.34373720363052324, -0.6084509854941063, -0.7152846517936192], 'radius': 2.718648712645955e-06}, 'confidence': 0.022502607763435257, 'timestamp': 50919.888966, 'diameter_3d': 5.43729742529191e-06, 'ellipse': {'center': [152.53444254283963, 213.86036960007922], 'axes': [37.78497408116298, 46.84516387091276], 'angle': -54.58180145546798}, 'location': [152.53444254283963, 213.86036960007922], 'diameter': 46.84516387091276, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891040643669, 'phi': -1.1228213016307145, 'norm_pos': [0.47667013294637384, 0.10891512666633651], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.399631,"{'circle_3d': {'center': [-8.794804156053715e-07, 1.090737165032607e-05, 7.215305097574287e-05], 'normal': [0.3437372006365295, -0.6084509829989219, -0.7152846553549209], 'radius': 2.730937397380528e-06}, 'confidence': 0.029843261145609, 'timestamp': 50919.897366, 'diameter_3d': 5.461874794761056e-06, 'ellipse': {'center': [152.2189379550497, 214.17779908455347], 'axes': [38.00141555786755, 47.08445061727949], 'angle': -54.582278198029776}, 'location': [152.2189379550497, 214.17779908455347], 'diameter': 47.08445061727949, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891072085344, 'phi': -1.1228213069749142, 'norm_pos': [0.47568418110953037, 0.10759250381436058], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.407538,"{'circle_3d': {'center': [-9.155645903646814e-07, 1.0937447412651125e-05, 7.211012666630268e-05], 'normal': [0.34373719762951493, -0.6084509804926084, -0.7152846589319467], 'radius': 2.7276825423651027e-06}, 'confidence': 0.02239027218925661, 'timestamp': 50919.905766, 'diameter_3d': 5.455365084730205e-06, 'ellipse': {'center': [151.90423651973038, 214.4918594323807], 'axes': [38.001700145289306, 47.055803681812044], 'angle': -54.58290489401042}, 'location': [151.90423651973038, 214.4918594323807], 'diameter': 47.055803681812044, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891103667254, 'phi': -1.1228213123424846, 'norm_pos': [0.47470073912415744, 0.10628391903174716], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.4153569,"{'circle_3d': {'center': [-9.518050152479418e-07, 1.0967656723259722e-05, 7.206701366690993e-05], 'normal': [0.34373719460947955, -0.6084509779751658, -0.7152846625246966], 'radius': 2.7116544585964382e-06}, 'confidence': 0.022503645992502118, 'timestamp': 50919.914166, 'diameter_3d': 5.4233089171928765e-06, 'ellipse': {'center': [151.5898871753194, 214.8034635398272], 'axes': [37.82374382464801, 46.80660641721629], 'angle': -54.583658876274995}, 'location': [151.5898871753194, 214.8034635398272], 'diameter': 46.80660641721629, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891135389402, 'phi': -1.1228213177334256, 'norm_pos': [0.47371839742287314, 0.10498556858405339], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.4257019,"{'circle_3d': {'center': [-9.882016884787959e-07, 1.0997999585704576e-05, 7.202371197756463e-05], 'normal': [0.3437371915764234, -0.608450975446594, -0.7152846661331708], 'radius': 2.743596310515002e-06}, 'confidence': 0.02962990744192412, 'timestamp': 50919.922566, 'diameter_3d': 5.487192621030004e-06, 'ellipse': {'center': [151.2658967865534, 215.1327823386352], 'axes': [38.316386955937034, 47.38633915868988], 'angle': -54.58401261642943}, 'location': [151.2658967865534, 215.1327823386352], 'diameter': 47.38633915868988, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891167251789, 'phi': -1.1228213231477373, 'norm_pos': [0.4727059274579794, 0.10361340692235332], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.431458,"{'circle_3d': {'center': [-1.0247546118336004e-06, 1.1028475997321152e-05, 7.198022159826678e-05], 'normal': [0.34373718853034646, -0.608450972906893, -0.715284669757369], 'radius': 2.7426390837590565e-06}, 'confidence': 0.02221114572145363, 'timestamp': 50919.930966, 'diameter_3d': 5.485278167518113e-06, 'ellipse': {'center': [150.94556611982074, 215.45295323846892], 'axes': [38.349747957521785, 47.39792140394447], 'angle': -54.58466968780968}, 'location': [150.94556611982074, 215.45295323846892], 'diameter': 47.39792140394447, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891199254414, 'phi': -1.1228213285854196, 'norm_pos': [0.47170489412443983, 0.10227936150637951], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.439318,"{'circle_3d': {'center': [-1.0614637853123554e-06, 1.1059085958997628e-05, 7.193654252901638e-05], 'normal': [0.3437371854712487, -0.6084509703560629, -0.7152846733972914], 'radius': 2.715150865786541e-06}, 'confidence': 0.02988921914510187, 'timestamp': 50919.939366, 'diameter_3d': 5.430301731573082e-06, 'ellipse': {'center': [150.62787093718305, 215.7660522460698], 'axes': [38.01141719116212, 46.9505353836132], 'angle': -54.585577564863904}, 'location': [150.62787093718305, 215.7660522460698], 'diameter': 46.9505353836132, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891231397275, 'phi': -1.1228213340464726, 'norm_pos': [0.470712096678697, 0.10097478230804258], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.4521668,"{'circle_3d': {'center': [-1.0983292098032393e-06, 1.108982946629311e-05, 7.189267476981342e-05], 'normal': [0.3437371823991299, -0.6084509677941038, -0.715284677052938], 'radius': 2.7388707515429753e-06}, 'confidence': 0.02960445744212982, 'timestamp': 50919.947766, 'diameter_3d': 5.4777415030859505e-06, 'ellipse': {'center': [150.2999269077515, 216.09805338015704], 'axes': [38.39121574598449, 47.38939565836326], 'angle': -54.586053650186834}, 'location': [150.2999269077515, 216.09805338015704], 'diameter': 47.38939565836326, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891263680373, 'phi': -1.1228213395308964, 'norm_pos': [0.46968727158672346, 0.09959144424934563], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.459855,"{'circle_3d': {'center': [-1.1353508844180737e-06, 1.1120706527201207e-05, 7.184861832243428e-05], 'normal': [0.34373717931399045, -0.6084509652210155, -0.7152846807243086], 'radius': 2.72594903010796e-06}, 'confidence': 0.029719052190767314, 'timestamp': 50919.956166, 'diameter_3d': 5.45189806021592e-06, 'ellipse': {'center': [149.97629209831658, 216.41960025456908], 'axes': [38.257164240906945, 47.19407979086328], 'angle': -54.58687099673786}, 'location': [149.97629209831658, 216.41960025456908], 'diameter': 47.19407979086328, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891296103709, 'phi': -1.1228213450386908, 'norm_pos': [0.4686759128072393, 0.09825166560596221], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.468147,"{'circle_3d': {'center': [-1.1725288082686802e-06, 1.115171713461649e-05, 7.180437318510258e-05], 'normal': [0.3437371762158301, -0.6084509626367982, -0.7152846844114035], 'radius': 2.7323205701558654e-06}, 'confidence': 0.02962375266305834, 'timestamp': 50919.964566, 'diameter_3d': 5.464641140311731e-06, 'ellipse': {'center': [149.64766686145214, 216.7494285862435], 'axes': [38.39444043789306, 47.33311507970405], 'angle': -54.58753644555499}, 'location': [149.64766686145214, 216.7494285862435], 'diameter': 47.33311507970405, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891328667282, 'phi': -1.1228213505698559, 'norm_pos': [0.46764895894203795, 0.09687738089065201], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.47564,"{'circle_3d': {'center': [-1.2098629849077724e-06, 1.1182861295644386e-05, 7.175993935604197e-05], 'normal': [0.3437371731046488, -0.6084509600414515, -0.7152846881142226], 'radius': 2.7598095101405878e-06}, 'confidence': 0.02197695825928798, 'timestamp': 50919.972966, 'diameter_3d': 5.5196190202811756e-06, 'ellipse': {'center': [149.31369247419502, 217.08824438971237], 'axes': [38.82977161031274, 47.83875931508887], 'angle': -54.58803090498123}, 'location': [149.31369247419502, 217.08824438971237], 'diameter': 47.83875931508887, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891361371095, 'phi': -1.1228213561243918, 'norm_pos': [0.46660528898185943, 0.09546564837619842], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.48376,"{'circle_3d': {'center': [-1.247353407229923e-06, 1.121413900229129e-05, 7.171531683880517e-05], 'normal': [0.34373716998044684, -0.6084509574349759, -0.7152846918327657], 'radius': 2.7098879109089113e-06}, 'confidence': 0.022362460937351916, 'timestamp': 50919.981366, 'diameter_3d': 5.419775821817823e-06, 'ellipse': {'center': [148.9909276599676, 217.40272748362804], 'axes': [38.17432757057109, 47.00151958513308], 'angle': -54.58923845261884}, 'location': [148.9909276599676, 217.40272748362804], 'diameter': 47.00151958513308, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891394215142, 'phi': -1.1228213617022982, 'norm_pos': [0.46559664893739877, 0.09415530215154988], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.4927418,"{'circle_3d': {'center': [-1.285000081452381e-06, 1.1245550259886272e-05, 7.167050563161581e-05], 'normal': [0.34373716684322403, -0.6084509548173711, -0.7152846955670329], 'radius': 2.771502878806998e-06}, 'confidence': 0.029127195002224784, 'timestamp': 50919.989766, 'diameter_3d': 5.543005757613996e-06, 'ellipse': {'center': [148.64760619563273, 217.7567681183845], 'axes': [39.09285551958459, 48.100520506438585], 'angle': -54.589464289813264}, 'location': [148.64760619563273, 217.7567681183845], 'diameter': 48.100520506438585, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891427199426, 'phi': -1.1228213673035752, 'norm_pos': [0.4645237693613523, 0.09268013284006449], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.499584,"{'circle_3d': {'center': [-1.3228030031342541e-06, 1.1277095068429333e-05, 7.162550573269755e-05], 'normal': [0.3437371636929805, -0.6084509521886371, -0.7152846993170244], 'radius': 2.710109453153214e-06}, 'confidence': 0.02232084792041821, 'timestamp': 50919.998166, 'diameter_3d': 5.420218906306428e-06, 'ellipse': {'center': [148.32323489235398, 218.070927227289], 'axes': [38.27418042605075, 47.06328971424585], 'angle': -54.59082023418879}, 'location': [148.32323489235398, 218.070927227289], 'diameter': 47.06328971424585, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891460323952, 'phi': -1.1228213729282228, 'norm_pos': [0.4635101090386062, 0.09137113655296258], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.508422,"{'circle_3d': {'center': [-1.3607621758282562e-06, 1.1308773425255936e-05, 7.15803171491558e-05], 'normal': [0.3437371605297162, -0.6084509495487741, -0.7152847030827398], 'radius': 2.725169979551945e-06}, 'confidence': 0.029569954234160683, 'timestamp': 50920.006566, 'diameter_3d': 5.45033995910389e-06, 'ellipse': {'center': [147.98416668633314, 218.4128300001947], 'axes': [38.536253195474444, 47.35437809219677], 'angle': -54.591507710854366}, 'location': [147.98416668633314, 218.4128300001947], 'diameter': 47.35437809219677, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891493588711, 'phi': -1.122821378576241, 'norm_pos': [0.46245052089479105, 0.08994654166585536], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.516254,"{'circle_3d': {'center': [-1.3988775977580303e-06, 1.1340585328589725e-05, 7.15349398721088e-05], 'normal': [0.3437371573534309, -0.608450946897782, -0.7152847068641794], 'radius': 2.729240561738269e-06}, 'confidence': 0.03687399991536057, 'timestamp': 50920.014966, 'diameter_3d': 5.458481123476538e-06, 'ellipse': {'center': [147.64512115066094, 218.7528871454202], 'axes': [38.64334795609648, 47.45472869401186], 'angle': -54.592314910360486}, 'location': [147.64512115066094, 218.7528871454202], 'diameter': 47.45472869401186, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891526993708, 'phi': -1.12282138424763, 'norm_pos': [0.4613910035958154, 0.08852963689408244], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.525387,"{'circle_3d': {'center': [-1.4371492706999334e-06, 1.137253078464795e-05, 7.148937390866195e-05], 'normal': [0.3437371541641249, -0.6084509442356607, -0.7152847106613431], 'radius': 2.7339124403484876e-06}, 'confidence': 0.03677758636396116, 'timestamp': 50920.023366, 'diameter_3d': 5.467824880696975e-06, 'ellipse': {'center': [147.30414873139034, 219.0950091174194], 'axes': [38.75942921788374, 47.565797955888016], 'angle': -54.593138230606044}, 'location': [147.30414873139034, 219.0950091174194], 'diameter': 47.565797955888016, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891560538941, 'phi': -1.1228213899423896, 'norm_pos': [0.46032546478559483, 0.08710412867741912], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.536119,"{'circle_3d': {'center': [-1.4755771911012516e-06, 1.1404609790766074e-05, 7.144361925348619e-05], 'normal': [0.3437371509617982, -0.6084509415624102, -0.715284714474231], 'radius': 2.7298318416577625e-06}, 'confidence': 0.0441589153314804, 'timestamp': 50920.031766, 'diameter_3d': 5.459663683315525e-06, 'ellipse': {'center': [146.9628347397718, 219.43601102899112], 'axes': [38.75156190986573, 47.52464511631823], 'angle': -54.594063823326834}, 'location': [146.9628347397718, 219.43601102899112], 'diameter': 47.52464511631823, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891594224416, 'phi': -1.1228213956605197, 'norm_pos': [0.4592588585617869, 0.08568328737920372], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.5438411,"{'circle_3d': {'center': [-1.5141613642910556e-06, 1.1436822343391384e-05, 7.139767590835788e-05], 'normal': [0.3437371477464504, -0.6084509388780308, -0.7152847183028431], 'radius': 2.700265480330518e-06}, 'confidence': 0.037168407552196754, 'timestamp': 50920.040166, 'diameter_3d': 5.400530960661036e-06, 'ellipse': {'center': [146.6240055499604, 219.7702276008192], 'axes': [38.38108869502183, 47.03927647945982], 'angle': -54.59524528605457}, 'location': [146.6240055499604, 219.7702276008192], 'diameter': 47.03927647945982, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891628050123, 'phi': -1.1228214014020208, 'norm_pos': [0.45820001734362625, 0.08429071832991997], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175531.5527291,"{'circle_3d': {'center': [-1.5529017876048101e-06, 1.1469168447852951e-05, 7.135154387327702e-05], 'normal': [0.34373714451808185, -0.6084509361825221, -0.7152847221471794], 'radius': 2.7034764498802502e-06}, 'confidence': 0.044508115647431255, 'timestamp': 50920.048566, 'diameter_3d': 5.4069528997605005e-06, 'ellipse': {'center': [146.27779581997152, 220.11742482073763], 'axes': [38.47697714880256, 47.125178379126766], 'angle': -54.59615172212159}, 'location': [146.27779581997152, 220.11742482073763], 'diameter': 47.125178379126766, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166891662016072, 'phi': -1.1228214071668925, 'norm_pos': [0.457118111937411, 0.08284406324692661], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
