eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403595.201921,"{'circle_3d': {'center': [4.7776102805164635, 5.508196345433234, 44.52626330078532], 'normal': [0.8162334701962857, 0.2877616463231604, -0.5009552445445736], 'radius': 1.3249849716636548}, 'confidence': 0.17821820619584663, 'timestamp': 276913.769938, 'diameter_3d': 2.6499699433273096, 'ellipse': {'center': [226.3447119936488, 196.66985401849678], 'axes': [13.909084727511177, 37.017006291758555], 'angle': 21.178898798542992}, 'location': [226.3447119936488, 196.66985401849678], 'diameter': 37.017006291758555, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8626851281929484, 'phi': -0.5504613331907037, 'norm_pos': [0.7073272249801524, 0.18054227492293007], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.297934,"{'circle_3d': {'center': [4.633207951569237, 5.933148208926728, 44.55189308666564], 'normal': [0.8041999427840166, 0.32317430161428484, -0.4988194290545463], 'radius': 1.3250583106753737}, 'confidence': 0.2979537178204137, 'timestamp': 276913.862338, 'diameter_3d': 2.6501166213507474, 'ellipse': {'center': [224.30008971976315, 202.53423265492302], 'axes': [13.691081988523315, 37.007655575327995], 'angle': 23.699674263620363}, 'location': [224.30008971976315, 202.53423265492302], 'diameter': 37.007655575327995, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.89987819630071, 'phi': -0.5551892349453921, 'norm_pos': [0.7009377803742598, 0.15610736393782076], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.301888,"{'circle_3d': {'center': [4.5691805647479535, 4.893950182714476, 43.901299753254264], 'normal': [0.7988643272155765, 0.23657446609659727, -0.5530355401721614], 'radius': 1.3262072493833208}, 'confidence': 0.11327396328840765, 'timestamp': 276913.870738, 'diameter_3d': 2.6524144987666416, 'ellipse': {'center': [224.31943312680727, 189.0849830897878], 'axes': [16.581501276892123, 37.56748548576318], 'angle': 18.52205370786325}, 'location': [224.31943312680727, 189.0849830897878], 'diameter': 37.56748548576318, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.809635041709348, 'phi': -0.6055240340495974, 'norm_pos': [0.7009982285212727, 0.21214590379255083], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.309433,"{'circle_3d': {'center': [4.5081756187570265, 5.321696733418085, 44.011130947156865], 'normal': [0.7937805817163324, 0.2722200119885646, -0.5438829406802779], 'radius': 1.3244522839561945}, 'confidence': 0.27478093849273805, 'timestamp': 276913.879138, 'diameter_3d': 2.648904567912389, 'ellipse': {'center': [223.30619212829282, 194.93323561669087], 'axes': [15.997954515294435, 37.43387930215763], 'angle': 20.971378117253565}, 'location': [223.30619212829282, 194.93323561669087], 'diameter': 37.43387930215763, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8464957489507139, 'phi': -0.6007105648035332, 'norm_pos': [0.6978318504009151, 0.18777818493045473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.318043,"{'circle_3d': {'center': [4.528895697952799, 5.521198911751717, 44.14569375346006], 'normal': [0.795507254982647, 0.28884519351636734, -0.5326693734883452], 'radius': 1.3135315697442052}, 'confidence': 0.256631933299232, 'timestamp': 276913.887538, 'diameter_3d': 2.6270631394884103, 'ellipse': {'center': [223.41326363525584, 197.50664875055438], 'axes': [15.273964838290874, 37.015824584669666], 'angle': 21.948533677645322}, 'location': [223.41326363525584, 197.50664875055438], 'diameter': 37.015824584669666, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8638167240315027, 'phi': -0.5900286416526371, 'norm_pos': [0.6981664488601745, 0.17705563020602344], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.325717,"{'circle_3d': {'center': [4.928951216208756, 5.387797240025208, 44.709597241050105], 'normal': [0.8288452148373099, 0.2777283875391582, -0.48567741618917454], 'radius': 1.3266358818345354}, 'confidence': 0.20425252633391663, 'timestamp': 276913.895938, 'diameter_3d': 2.653271763669071, 'ellipse': {'center': [228.17721523181143, 194.69065013110034], 'axes': [13.248860039747251, 36.90737396395766], 'angle': 20.1616769434916}, 'location': [228.17721523181143, 194.69065013110034], 'diameter': 36.90737396395766, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.85222498680541, 'phi': -0.5300385338131185, 'norm_pos': [0.7130537975994107, 0.18878895778708193], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.334377,"{'circle_3d': {'center': [4.907138720037637, 5.3965604753899346, 44.677519395377495], 'normal': [0.82702750682305, 0.2784586571528855, -0.48835056999522547], 'radius': 1.3143316086463908}, 'confidence': 0.24201515049465344, 'timestamp': 276913.904338, 'diameter_3d': 2.6286632172927815, 'ellipse': {'center': [227.92552663075648, 194.86565924725397], 'axes': [13.245931976170434, 36.59145940819124], 'angle': 20.264118903733735}, 'location': [227.92552663075648, 194.86565924725397], 'diameter': 36.59145940819124, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8529852456075144, 'phi': -0.5333966976115981, 'norm_pos': [0.712267270721114, 0.18805975313644174], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.3427799,"{'circle_3d': {'center': [4.916785434920471, 5.395785472518581, 44.69344394131864], 'normal': [0.8278313997299529, 0.2783940735802726, -0.4870235245001299], 'radius': 1.323776340537941}, 'confidence': 0.348801158691751, 'timestamp': 276913.912738, 'diameter_3d': 2.647552681075882, 'ellipse': {'center': [228.03326250192933, 194.82817901798654], 'axes': [13.280206881130106, 36.84134636710294], 'angle': 20.234329642732238}, 'location': [228.03326250192933, 194.82817901798654], 'diameter': 36.84134636710294, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8529180031034103, 'phi': -0.531781391761072, 'norm_pos': [0.7126039453185291, 0.18821592075838944], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.351039,"{'circle_3d': {'center': [4.897151271944222, 5.510097752721601, 44.72665914735988], 'normal': [0.8261952194819321, 0.2879200969305243, -0.4842555906633598], 'radius': 1.3273390961719422}, 'confidence': 0.2645959422788491, 'timestamp': 276913.921138, 'diameter_3d': 2.6546781923438845, 'ellipse': {'center': [227.71139250124196, 196.35620339915957], 'axes': [13.15771311620413, 36.915590125888606], 'angle': 20.85795816723426}, 'location': [227.71139250124196, 196.35620339915957], 'diameter': 36.915590125888606, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8628505810550264, 'phi': -0.5301565468331109, 'norm_pos': [0.7115981015663811, 0.18184915250350175], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.362973,"{'circle_3d': {'center': [4.908913125224106, 5.501313103376246, 44.74154078686764], 'normal': [0.8271753739219223, 0.28718804281841137, -0.4830154540377134], 'radius': 1.329531969731313}, 'confidence': 0.18028922948079584, 'timestamp': 276913.929538, 'diameter_3d': 2.659063939462626, 'ellipse': {'center': [227.85181401338835, 196.20937143827274], 'axes': [13.124599380015745, 36.96403634701833], 'angle': 20.78209269223309}, 'location': [227.85181401338835, 196.20937143827274], 'diameter': 36.96403634701833, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8620862447209907, 'phi': -0.5285221628163573, 'norm_pos': [0.7120369187918386, 0.18246095234053028], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.369668,"{'circle_3d': {'center': [4.921171004859523, 4.689658323231054, 44.35001040691437], 'normal': [0.8281968638915406, 0.21955014447297874, -0.5156429857004857], 'radius': 1.308898171517193}, 'confidence': 0.1777409311297632, 'timestamp': 276913.937938, 'diameter_3d': 2.617796343034386, 'ellipse': {'center': [228.60976161098066, 185.54080523381072], 'axes': [14.632363875085586, 36.69472346946108], 'angle': 16.566169227411358}, 'location': [228.60976161098066, 185.54080523381072], 'diameter': 36.69472346946108, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.7921496673977217, 'phi': -0.5568782397334614, 'norm_pos': [0.7144055050343145, 0.22691331152578864], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.379431,"{'circle_3d': {'center': [4.823627979074309, 4.9807903022354525, 44.32496863969536], 'normal': [0.8200682784094395, 0.24381114272334534, -0.5177297996354031], 'radius': 1.3093195017472206}, 'confidence': 0.30769131516918935, 'timestamp': 276913.946338, 'diameter_3d': 2.618639003494441, 'ellipse': {'center': [227.28427040379734, 189.6455031739979], 'axes': [14.663124401334565, 36.73404581021701], 'angle': 18.344441303685365}, 'location': [227.28427040379734, 189.6455031739979], 'diameter': 36.73404581021701, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8170899799882927, 'phi': -0.5631348749708253, 'norm_pos': [0.7102633450118667, 0.20981040344167545], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.3862112,"{'circle_3d': {'center': [3.954849084244283, 4.954621907650038, 43.115124858447764], 'normal': [0.7476700371736038, 0.24163044317456073, -0.6185501147393696], 'radius': 1.3231664889938453}, 'confidence': 0.11777433362689754, 'timestamp': 276913.954738, 'diameter_3d': 2.6463329779876905, 'ellipse': {'center': [216.63402317854968, 191.20210852824943], 'axes': [19.828418440938492, 38.17169867349654], 'angle': 20.512754994943418}, 'location': [216.63402317854968, 191.20210852824943], 'diameter': 38.17169867349654, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8148420584749372, 'phi': -0.6911691772886102, 'norm_pos': [0.6769813224329677, 0.2033245477989607], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.39618,"{'circle_3d': {'center': [4.485322819792507, 5.4110888069703815, 44.023183121366245], 'normal': [0.7918761818026224, 0.279669351451256, -0.5428785928294962], 'radius': 1.3195634566535333}, 'confidence': 0.19558636238211136, 'timestamp': 276913.963138, 'diameter_3d': 2.6391269133070665, 'ellipse': {'center': [222.969425644849, 196.17070064967646], 'axes': [15.86551407684551, 37.28751447613415], 'angle': 21.503458725925498}, 'location': [222.969425644849, 196.17070064967646], 'diameter': 37.28751447613415, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.854246027723129, 'phi': -0.6009687688506945, 'norm_pos': [0.6967794551401532, 0.1826220806263481], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.402313,"{'circle_3d': {'center': [4.710019038152157, 5.372074051925608, 44.342665865264465], 'normal': [0.8106008666659267, 0.2764181218641916, -0.516255030837978], 'radius': 1.3178224435884929}, 'confidence': 0.2828806782598214, 'timestamp': 276913.971538, 'diameter_3d': 2.6356448871769858, 'ellipse': {'center': [225.66896108755225, 195.08293914040036], 'axes': [14.586327629561612, 36.967071349402715], 'angle': 20.674814384490148}, 'location': [225.66896108755225, 195.08293914040036], 'diameter': 36.967071349402715, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8508613322894096, 'phi': -0.5670962668018239, 'norm_pos': [0.7052155033986007, 0.18715442024833184], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.4097862,"{'circle_3d': {'center': [4.696011478090447, 5.3712008011994445, 44.32026066179537], 'normal': [0.8094335699941174, 0.27634535097034457, -0.5181221311270688], 'radius': 1.3222111022915}, 'confidence': 0.22284655814681537, 'timestamp': 276913.979938, 'diameter_3d': 2.644422204583, 'ellipse': {'center': [225.50414344955274, 195.10809119223612], 'axes': [14.723536178928272, 37.10912292195969], 'angle': 20.708754440645524}, 'location': [225.50414344955274, 195.10809119223612], 'diameter': 37.10912292195969, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8507856119313257, 'phi': -0.5693873751291708, 'norm_pos': [0.7047004482798523, 0.18704962003234948], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403595.419256,"{'circle_3d': {'center': [4.702587754205227, 5.3703254854936855, 44.33007884819077], 'normal': [0.8099815930036824, 0.2762724079948647, -0.5173039489274521], 'radius': 1.3120223145317556}, 'confidence': 0.2483914553978798, 'timestamp': 276913.988338, 'diameter_3d': 2.624044629063511, 'ellipse': {'center': [225.58485608099818, 195.07986374201266], 'axes': [14.571740332535303, 36.814745533301554], 'angle': 20.68620293636752}, 'location': [225.58485608099818, 195.07986374201266], 'diameter': 36.814745533301554, 'sphere': {'center': [-5.017191361838964, 2.055056589555309, 50.5377262353202], 'radius': 12.0}, 'projected_sphere': {'center': [98.44878121631527, 145.21156332976875], 'axes': [294.4335075684618, 294.4335075684618], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 276690.504604, 'theta': 1.8507097141714621, 'phi': -0.5683629571469999, 'norm_pos': [0.7049526752531193, 0.18716723440828054], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
