eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403775.448875,"{'circle_3d': {'center': [-0.6923652735302, -0.5138896053885926, 14.077626605470728], 'normal': [-0.11554743459952492, 0.12964354497918487, -0.9848052302880497], 'radius': 3.1840417242947043}, 'confidence': 0.04114189849708508, 'timestamp': 277094.010394, 'diameter_3d': 6.368083448589409, 'ellipse': {'center': [133.07476122163467, 93.27688671086005], 'axes': [275.89930169628025, 281.1436353585004], 'angle': -31.157696322645712}, 'location': [133.07476122163467, 93.27688671086005], 'diameter': 281.1436353585004, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7008058091735336, 'phi': -1.687592566808649, 'norm_pos': [0.4158586288176084, 0.6113463053714164], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.5410922,"{'circle_3d': {'center': [-0.4062618776777819, -0.7870955766078904, 14.014880022785086], 'normal': [-0.09170548494515673, 0.10687638071091007, -0.9900341121785199], 'radius': 3.1908228693227914}, 'confidence': 0.04973554225586478, 'timestamp': 277094.102793, 'diameter_3d': 6.381645738645583, 'ellipse': {'center': [144.92986785079745, 81.7400286640538], 'axes': [280.14999195005527, 283.0505478049604], 'angle': -22.7467898544799}, 'location': [144.92986785079745, 81.7400286640538], 'diameter': 283.0505478049604, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.677877227515752, 'phi': -1.6631613739328373, 'norm_pos': [0.45290583703374204, 0.6594165472331092], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.5486562,"{'circle_3d': {'center': [-0.5081959045581405, -0.682765346407594, 14.036499777798992], 'normal': [-0.10019998718518663, 0.11557056656093478, -0.9882324659273611], 'radius': 3.192293248095608}, 'confidence': 0.052127513784785834, 'timestamp': 277094.111193, 'diameter_3d': 6.384586496191216, 'ellipse': {'center': [140.7048122677923, 86.13832694134045], 'axes': [279.07053366625934, 282.70961275126416], 'angle': -26.878313655662293}, 'location': [140.7048122677923, 86.13832694134045], 'diameter': 282.70961275126416, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.686625722863549, 'phi': -1.6718441291187218, 'norm_pos': [0.43970253833685097, 0.6410903044110814], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.562752,"{'circle_3d': {'center': [-0.6112608778930001, -0.5769786272428274, 14.060264789901213], 'normal': [-0.10878873496309159, 0.12438612649133197, -0.9862520482521759], 'radius': 3.1924315145039968}, 'confidence': 0.05912172083635556, 'timestamp': 277094.119593, 'diameter_3d': 6.3848630290079935, 'ellipse': {'center': [136.44215137431894, 90.59511606935293], 'axes': [277.697984683872, 282.2262936147058], 'angle': -30.006195693285946}, 'location': [136.44215137431894, 90.59511606935293], 'diameter': 282.2262936147058, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6955054556979545, 'phi': -1.6806574003274124, 'norm_pos': [0.4263817230447467, 0.6225203497110294], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.571657,"{'circle_3d': {'center': [-0.48188780103270157, -0.7079027201086963, 14.030949705273704], 'normal': [-0.09800764522473339, 0.11347578541917626, -0.9886949719711352], 'radius': 3.201171190577319}, 'confidence': 0.07113853171621023, 'timestamp': 277094.127993, 'diameter_3d': 6.402342381154638, 'ellipse': {'center': [141.8122580891465, 85.0575133217528], 'axes': [280.1679877593151, 283.61467607327876], 'angle': -26.008872953320804}, 'location': [141.8122580891465, 85.0575133217528], 'diameter': 283.61467607327876, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.684517067582481, 'phi': -1.6696018291224215, 'norm_pos': [0.4431633065285828, 0.6455936944926968], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.580286,"{'circle_3d': {'center': [-0.6043395806587383, -0.5824079020673274, 14.058819951908433], 'normal': [-0.10821196019356978, 0.12393368692262367, -0.9863724514182411], 'radius': 3.1921193254741036}, 'confidence': 0.04547324181812483, 'timestamp': 277094.136393, 'diameter_3d': 6.384238650948207, 'ellipse': {'center': [136.72756823886388, 90.36685580101147], 'axes': [277.7589176530014, 282.227231290601], 'angle': -29.893903847638782}, 'location': [136.72756823886388, 90.36685580101147], 'diameter': 282.227231290601, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6950494879480007, 'phi': -1.6800663449341484, 'norm_pos': [0.42727365074644963, 0.6234714341624522], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.5866392,"{'circle_3d': {'center': [-0.5919682027715071, -0.5941956537003363, 14.055994314251592], 'normal': [-0.10718101203630054, 0.12295137428653961, -0.986607921222978], 'radius': 3.1970757157543814}, 'confidence': 0.05673042656137374, 'timestamp': 277094.144793, 'diameter_3d': 6.394151431508763, 'ellipse': {'center': [137.24923745099483, 89.8580407538109], 'axes': [278.35979008160234, 282.7237266279109], 'angle': -29.595634074232574}, 'location': [137.24923745099483, 89.8580407538109], 'diameter': 282.7237266279109, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6940596043658642, 'phi': -1.6790078353348843, 'norm_pos': [0.42890386703435884, 0.6255914968591212], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.595818,"{'circle_3d': {'center': [-0.5892406787543546, -0.5961394422016002, 14.05545625777167], 'normal': [-0.1069537183682045, 0.12278939191143429, -0.9866527592629715], 'radius': 3.1986895286771806}, 'confidence': 0.06463497083622961, 'timestamp': 277094.153193, 'diameter_3d': 6.397379057354361, 'ellipse': {'center': [137.3654197531352, 89.77199746840668], 'axes': [278.533788431844, 282.87721807069136], 'angle': -29.556366316907578}, 'location': [137.3654197531352, 89.77199746840668], 'diameter': 282.87721807069136, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6938963852346458, 'phi': -1.6787752687227357, 'norm_pos': [0.4292669367285475, 0.6259500105483056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.6047192,"{'circle_3d': {'center': [-0.5864994024898308, -0.5980883621742927, 14.054917047904532], 'normal': [-0.10672527867949416, 0.1226269819137099, -0.9866976934185662], 'radius': 3.200971886019}, 'confidence': 0.0645837654625033, 'timestamp': 277094.161593, 'diameter_3d': 6.401943772038, 'ellipse': {'center': [137.48357052398237, 89.68409618630878], 'axes': [278.7662532346672, 283.08995854471215], 'angle': -29.516441805534086}, 'location': [137.48357052398237, 89.68409618630878], 'diameter': 283.08995854471215, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6937327385249594, 'phi': -1.6785415530683168, 'norm_pos': [0.4296361578874449, 0.62631626589038], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.613735,"{'circle_3d': {'center': [-0.5837443717797387, -0.600042413875318, 14.054376696623716], 'normal': [-0.10649569278698649, 0.12246414427195779, -0.9867427226919675], 'radius': 3.198078293329648}, 'confidence': 0.06236930692926655, 'timestamp': 277094.169993, 'diameter_3d': 6.396156586659296, 'ellipse': {'center': [137.59143806908938, 89.60870265449903], 'axes': [278.54684459340507, 282.8442669682663], 'angle': -29.478826983334134}, 'location': [137.59143806908938, 89.60870265449903], 'diameter': 282.8442669682663, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6935686642368053, 'phi': -1.6783066883716273, 'norm_pos': [0.4299732439659043, 0.626630405606254], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.620957,"{'circle_3d': {'center': [-0.4638667578260457, -0.721172160962074, 14.027661894825528], 'normal': [-0.09650589162417875, 0.1123699986813948, -0.98896895617515], 'radius': 3.199688446161162}, 'confidence': 0.054200789989315316, 'timestamp': 277094.178393, 'diameter_3d': 6.399376892322324, 'ellipse': {'center': [142.5566660799467, 84.49999274093014], 'axes': [280.2325041075756, 283.55050497861214], 'angle': -25.579470156340786}, 'location': [142.5566660799467, 84.49999274093014], 'diameter': 283.55050497861214, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6834041623701832, 'phi': -1.6680706746326674, 'norm_pos': [0.4454895814998334, 0.6479166969127911], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.6314209,"{'circle_3d': {'center': [-0.46922008016360695, -0.7148620429432524, 14.02890421143158], 'normal': [-0.09695200181897552, 0.11289584184962993, -0.9888654297913123], 'radius': 3.2021689184564917}, 'confidence': 0.06545295713545868, 'timestamp': 277094.186793, 'diameter_3d': 6.404337836912983, 'ellipse': {'center': [142.33958684006967, 84.76020815280522], 'axes': [280.38146729044973, 283.743067787885], 'angle': -25.827928850075704}, 'location': [142.33958684006967, 84.76020815280522], 'diameter': 283.743067787885, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6839333730890178, 'phi': -1.6685276520153618, 'norm_pos': [0.44481120887521775, 0.6468324660299782], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.6340292,"{'circle_3d': {'center': [-0.46484615496392145, -0.7184265644955468, 14.028069795658773], 'normal': [-0.09658750805233507, 0.11259879838693874, -0.9889349644390463], 'radius': 3.2001597943790236}, 'confidence': 0.06209922881322778, 'timestamp': 277094.195193, 'diameter_3d': 6.400319588758047, 'ellipse': {'center': [142.51709110426395, 84.61423889618575], 'axes': [280.2538143808392, 283.58221253488523], 'angle': -25.706059601974438}, 'location': [142.51709110426395, 84.61423889618575], 'diameter': 283.58221253488523, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.683634423430152, 'phi': -1.668155747556045, 'norm_pos': [0.44536590970082485, 0.6474406712658927], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.646986,"{'circle_3d': {'center': [-0.4604505616756388, -0.7220039489328709, 14.027234552427874], 'normal': [-0.09622120861164482, 0.11230068301716169, -0.9890045680416208], 'radius': 3.2050225589763146}, 'confidence': 0.03945301431997478, 'timestamp': 277094.203593, 'diameter_3d': 6.410045117952629, 'ellipse': {'center': [142.70866626214686, 84.45210292479535], 'axes': [280.7292572135171, 284.03118014444823], 'angle': -25.577712804416688}, 'location': [142.70866626214686, 84.45210292479535], 'diameter': 284.03118014444823, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6833344051674937, 'phi': -1.6677820530296363, 'norm_pos': [0.44596458206920897, 0.6481162378133527], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.653854,"{'circle_3d': {'center': [-0.5731691468191166, -0.6064184204280925, 14.05245062230261], 'normal': [-0.10561442404026798, 0.12193281039255992, -0.9869032288853931], 'radius': 3.196970321042159}, 'confidence': 0.05103286813092631, 'timestamp': 277094.211993, 'diameter_3d': 6.393940642084318, 'ellipse': {'center': [138.0266846319347, 89.3417395509317], 'axes': [278.5705659004086, 282.78307729983476], 'angle': -29.375589473218316}, 'location': [138.0266846319347, 89.3417395509317], 'diameter': 282.78307729983476, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6930333182989754, 'phi': -1.677406568433565, 'norm_pos': [0.43133338947479594, 0.6277427518711178], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403775.663946,"{'circle_3d': {'center': [-0.5606328008586358, -0.6182854551743939, 14.049655760351891], 'normal': [-0.10456972854356122, 0.1209438908303681, -0.9871361340479528], 'radius': 3.2056311561169704}, 'confidence': 0.05426619843034226, 'timestamp': 277094.220393, 'diameter_3d': 6.411262312233941, 'ellipse': {'center': [138.56293350572932, 88.82063044079362], 'axes': [279.4930310806821, 283.6077948107502], 'angle': -29.05144458332175}, 'location': [138.56293350572932, 88.82063044079362], 'diameter': 283.6077948107502, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6920370251041228, 'phi': -1.676335156047357, 'norm_pos': [0.4330091672054041, 0.6299140398300266], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
