eye_packets,595
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851407.492197,"{'circle_3d': {'center': [23.365574190022784, -24.425205676451043, 110.24600081959571], 'normal': [0.12004372667276132, -0.353547952126259, -0.9276817068552359], 'radius': 15.667844470973684}, 'confidence': 0.039634137776764194, 'timestamp': 176597.077387, 'diameter_3d': 31.335688941947367, 'ellipse': {'center': [231.32044608406858, 46.89853074095838], 'axes': [79.36454087563315, 96.88622761558628], 'angle': -64.27165580193908}, 'location': [231.32044608406858, 46.89853074095838], 'diameter': 96.88622761558628, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.2094350168475947, 'phi': -1.4421095794747851, 'norm_pos': [0.7228763940127143, 0.8045894552460068], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.1087658,"{'circle_3d': {'center': [17.478220858686694, -26.851248540615476, 112.4476020704422], 'normal': [-0.37056905093857956, -0.5557181908066283, -0.7442149359513609], 'radius': 15.76404326068159}, 'confidence': 0.019581443647584056, 'timestamp': 176597.698987, 'diameter_3d': 31.52808652136318, 'ellipse': {'center': [215.03857540090394, 41.07615391055792], 'axes': [62.52672267608367, 98.05863829893909], 'angle': 67.39177785703298}, 'location': [215.03857540090394, 41.07615391055792], 'diameter': 98.05863829893909, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9815697463481711, 'phi': -2.0327888346405176, 'norm_pos': [0.6719955481278248, 0.8288493587060086], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.115873,"{'circle_3d': {'center': [20.22428459658287, -22.6858569851612, 109.76606457997782], 'normal': [-0.14173040611389812, -0.20860222785210533, -0.9676763934900592], 'radius': 3.9642481629061965}, 'confidence': 0.8161486459647102, 'timestamp': 176597.707387, 'diameter_3d': 7.928496325812393, 'ellipse': {'center': [222.5564411189683, 49.98695146000691], 'axes': [22.883753985006283, 24.93585842369926], 'angle': 81.79170776503459}, 'location': [222.5564411189683, 49.98695146000691], 'diameter': 24.93585842369926, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.3606507994789723, 'phi': -1.7162269611415408, 'norm_pos': [0.695488878496776, 0.7917210355833045], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.124487,"{'circle_3d': {'center': [20.9883267561634, -24.454395519467994, 110.20345213073138], 'normal': [-0.0780602261488541, -0.3559804390443381, -0.9312274309272629], 'radius': 15.177757068909104}, 'confidence': 0.02906245365953065, 'timestamp': 176597.715787, 'diameter_3d': 30.355514137818208, 'ellipse': {'center': [225.22595780710793, 46.6867251980767], 'axes': [80.1258543304746, 94.80780204343644], 'angle': -87.23066327024499}, 'location': [225.22595780710793, 46.6867251980767], 'diameter': 94.80780204343644, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.2068333025462243, 'phi': -1.654425907147717, 'norm_pos': [0.7038311181472123, 0.8054719783413471], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.141232,"{'circle_3d': {'center': [20.511132866934076, -27.075820601469637, 111.65785380577971], 'normal': [-0.11782638358463099, -0.5744325292111416, -0.8100272913399018], 'radius': 15.616304337533682}, 'confidence': 0.027274150116256647, 'timestamp': 176597.732587, 'diameter_3d': 31.232608675067365, 'ellipse': {'center': [223.36248500676345, 40.30736926619355], 'axes': [65.03584674705918, 96.79294194654888], 'angle': 88.03095166393716}, 'location': [223.36248500676345, 40.30736926619355], 'diameter': 96.79294194654888, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9588856093243945, 'phi': -1.7152430215774621, 'norm_pos': [0.6980077656461358, 0.8320526280575269], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.157697,"{'circle_3d': {'center': [19.164663697354747, -28.707195801853093, 113.39619830547397], 'normal': [-0.23003214771624167, -0.7103804625764294, -0.6651652496987129], 'radius': 16.427106987249637}, 'confidence': 0.036695191013931455, 'timestamp': 176597.740987, 'diameter_3d': 32.854213974499274, 'ellipse': {'center': [219.10138434579292, 36.52434404056014], 'axes': [51.01475267697718, 100.98931704689578], 'angle': 79.09704307921317}, 'location': [219.10138434579292, 36.52434404056014], 'diameter': 100.98931704689578, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.7807576951690404, 'phi': -1.9037487855424855, 'norm_pos': [0.6846918260806029, 0.8478152331643327], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.16095,"{'circle_3d': {'center': [20.064955482844848, -23.022898121402967, 109.86849282722424], 'normal': [-0.15500783225873346, -0.23668898920558576, -0.9591407062195236], 'radius': 3.916378136696933}, 'confidence': 0.8430102903344695, 'timestamp': 176597.749387, 'diameter_3d': 7.832756273393866, 'ellipse': {'center': [222.01085158042537, 49.01898046536661], 'axes': [22.26404901078539, 24.63190052741053], 'angle': 80.98063648663783}, 'location': [222.01085158042537, 49.01898046536661], 'diameter': 24.63190052741053, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.3318397411745115, 'phi': -1.7310221267333683, 'norm_pos': [0.6937839111888293, 0.7957542480609725], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.175831,"{'circle_3d': {'center': [19.31225681685456, -26.34705892643327, 111.4196104376914], 'normal': [-0.2177327210912574, -0.513702389624778, -0.829880905347261], 'radius': 15.587638338207062}, 'confidence': 0.030297057009904017, 'timestamp': 176597.757787, 'diameter_3d': 31.175276676414125, 'ellipse': {'center': [220.35412621717404, 42.15459048796406], 'axes': [69.76067280208274, 97.21002815379798], 'angle': 79.35686749803253}, 'location': [220.35412621717404, 42.15459048796406], 'diameter': 97.21002815379798, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.0313017855576265, 'phi': -1.8273795026756157, 'norm_pos': [0.6886066444286689, 0.8243558729668164], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.178862,"{'circle_3d': {'center': [17.44479369198095, -27.78672442335146, 113.24767947349551], 'normal': [-0.37335464816405806, -0.6336745143679601, -0.6775418190302518], 'radius': 16.383860579428635}, 'confidence': 0.039635366287648216, 'timestamp': 176597.766187, 'diameter_3d': 32.76772115885727, 'ellipse': {'center': [214.65973669204055, 38.91167060753091], 'axes': [56.049618324001045, 101.29933422921839], 'angle': 68.327983042351}, 'location': [214.65973669204055, 38.91167060753091], 'diameter': 101.29933422921839, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.8845024113742231, 'phi': -2.074439920609984, 'norm_pos': [0.6708116771626267, 0.8378680391352878], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.191846,"{'circle_3d': {'center': [19.989930832158183, -23.097246769992775, 109.8994912021776], 'normal': [-0.16125988648262207, -0.2428847099214033, -0.9565575083067445], 'radius': 4.167780547451175}, 'confidence': 0.8118725358832395, 'timestamp': 176597.774587, 'diameter_3d': 8.33556109490235, 'ellipse': {'center': [221.77425996721837, 48.82359034339623], 'axes': [23.60144819664647, 26.216639382402025], 'angle': 80.35225516079157}, 'location': [221.77425996721837, 48.82359034339623], 'diameter': 26.216639382402025, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.3254578190108817, 'phi': -1.7378095245356056, 'norm_pos': [0.6930445623975574, 0.7965683735691824], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.194747,"{'circle_3d': {'center': [18.322828038629858, -26.3174763066921, 111.71445196831894], 'normal': [-0.3001851192766491, -0.5112371713130134, -0.8053107777949656], 'radius': 15.576225120949903}, 'confidence': 0.026726022826000787, 'timestamp': 176597.782987, 'diameter_3d': 31.152450241899807, 'ellipse': {'center': [217.61549569669248, 42.28399666894386], 'axes': [68.23056055330792, 97.23730541251872], 'angle': 72.27479081285533}, 'location': [217.61549569669248, 42.28399666894386], 'diameter': 97.23730541251872, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.0341726426221067, 'phi': -1.9275989623816965, 'norm_pos': [0.680048424052164, 0.8238166805460673], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.199379,"{'circle_3d': {'center': [17.82227568668546, -28.564291442863055, 113.83397803397776], 'normal': [-0.3418978152720155, -0.6984717659939265, -0.6286836056567311], 'radius': 16.292938104880346}, 'confidence': 0.012460355350643708, 'timestamp': 176597.791387, 'diameter_3d': 32.58587620976069, 'ellipse': {'center': [215.27906769515516, 36.915525274645276], 'axes': [48.60603081023636, 100.16730923224236], 'angle': 71.1356420876049}, 'location': [215.27906769515516, 36.915525274645276], 'diameter': 100.16730923224236, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.7975365477877159, 'phi': -2.068891149616004, 'norm_pos': [0.6727470865473599, 0.8461853113556447], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.208831,"{'circle_3d': {'center': [20.00139625132925, -23.01512221968296, 109.8770271188439], 'normal': [-0.16030443488503315, -0.23604099739558548, -0.9584295152512193], 'radius': 4.185608941775372}, 'confidence': 0.8727535419974877, 'timestamp': 176597.799787, 'diameter_3d': 8.371217883550743, 'ellipse': {'center': [221.82238981683815, 49.06084975762306], 'axes': [23.791806803353975, 26.333762889622875], 'angle': 80.23542575488962}, 'location': [221.82238981683815, 49.06084975762306], 'diameter': 26.333762889622875, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.3325066297257904, 'phi': -1.7365197228314058, 'norm_pos': [0.6931949681776193, 0.7955797926765706], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.215656,"{'circle_3d': {'center': [20.73417084419007, -24.259288160395776, 110.15487214689236], 'normal': [-0.09923988547996475, -0.3397214924549866, -0.9352757629138476], 'radius': 15.75217415672417}, 'confidence': 0.034770366589487754, 'timestamp': 176597.808187, 'diameter_3d': 31.50434831344834, 'ellipse': {'center': [224.6492683131552, 47.32383687564709], 'axes': [84.24970985148289, 98.56265740371043], 'angle': -89.76218638510372}, 'location': [224.6492683131552, 47.32383687564709], 'diameter': 98.56265740371043, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.2241755640065948, 'phi': -1.6765083998817036, 'norm_pos': [0.70202896347861, 0.8028173463514705], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.2241778,"{'circle_3d': {'center': [21.764263057929384, -25.904620638192284, 110.8314769001103], 'normal': [-0.013398867668355413, -0.4768325322713625, -0.8788920334790196], 'radius': 16.597547076337154}, 'confidence': 0.021031106963798816, 'timestamp': 176597.816587, 'diameter_3d': 33.19509415267431, 'ellipse': {'center': [227.03412420929817, 43.52471076263873], 'axes': [77.75504595148206, 102.98568571126623], 'angle': -81.64923017746999}, 'location': [227.03412420929817, 43.52471076263873], 'diameter': 102.98568571126623, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.0737486651865855, 'phi': -1.5860403263622653, 'norm_pos': [0.7094816381540567, 0.8186470384890052], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.241657,"{'circle_3d': {'center': [19.909261363718283, -23.120689344624914, 109.91936779116871], 'normal': [-0.1679823421859472, -0.2448382578074149, -0.9549011258908187], 'radius': 4.172470653541}, 'confidence': 0.8103584349887645, 'timestamp': 176597.824987, 'diameter_3d': 8.344941307082, 'ellipse': {'center': [221.51760542133093, 48.7647268717226], 'axes': [23.587309952146057, 26.253546939611407], 'angle': 79.52549979331914}, 'location': [221.51760542133093, 48.7647268717226], 'diameter': 26.253546939611407, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.3234434572978233, 'phi': -1.744930590900673, 'norm_pos': [0.6922425169416592, 0.7968136380344891], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.244641,"{'circle_3d': {'center': [21.20426359287995, -24.43397013776738, 110.1796735045646], 'normal': [-0.060065489755808166, -0.35427832390262015, -0.9332089831078273], 'radius': 15.769484506048116}, 'confidence': 0.027979884016855274, 'timestamp': 176597.833387, 'diameter_3d': 31.53896901209623, 'ellipse': {'center': [225.8362244735099, 46.889061098531286], 'axes': [83.28302457412526, 98.42357821910447], 'angle': -85.07334177373491}, 'location': [225.8362244735099, 46.889061098531286], 'diameter': 98.42357821910447, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.2086541029676185, 'phi': -1.6350721217198725, 'norm_pos': [0.7057382014797184, 0.804628912089453], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.2587678,"{'circle_3d': {'center': [19.76852506934453, -23.122512186978497, 109.94548710006491], 'normal': [-0.17971036671709312, -0.24499016133687995, -0.9527245168161348], 'radius': 4.231229209019718}, 'confidence': 0.8116518693715066, 'timestamp': 176597.841787, 'diameter_3d': 8.462458418039436, 'ellipse': {'center': [221.07701322044574, 48.77835320251046], 'axes': [23.886646665098745, 26.638616694818086], 'angle': 77.99650268183288}, 'location': [221.07701322044574, 48.77835320251046], 'diameter': 26.638616694818086, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.323286782189193, 'phi': -1.757233588807457, 'norm_pos': [0.6908656663138929, 0.7967568616562064], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.260694,"{'circle_3d': {'center': [20.36071780774103, -24.423130470941373, 110.26193083982119], 'normal': [-0.13036097185071832, -0.3533750183337865, -0.9263542051697787], 'radius': 15.21448659067843}, 'confidence': 0.03614834914837443, 'timestamp': 176597.850187, 'diameter_3d': 30.42897318135686, 'ellipse': {'center': [223.58078172428765, 46.791032641466515], 'axes': [80.50171166412383, 95.2998386638595], 'angle': 86.63764159919683}, 'location': [223.58078172428765, 46.791032641466515], 'diameter': 95.2998386638595, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.2096198839844594, 'phi': -1.7106030237756338, 'norm_pos': [0.6986899428883989, 0.8050373639938895], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.268215,"{'circle_3d': {'center': [22.46221803512564, -27.039359308396865, 111.54473243764218], 'normal': [0.04476404709799936, -0.5713940881217437, -0.8194540720180289], 'radius': 15.700983644979862}, 'confidence': 0.019605293147574497, 'timestamp': 176597.858587, 'diameter_3d': 31.401967289959725, 'ellipse': {'center': [228.498118849954, 40.412395058340735], 'axes': [63.94935999722151, 96.73321180736318], 'angle': -78.41312303838502}, 'location': [228.498118849954, 40.412395058340735], 'diameter': 96.73321180736318, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9625927666825586, 'phi': -1.5162238964638086, 'norm_pos': [0.7140566214061063, 0.831615020590247], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.27586,"{'circle_3d': {'center': [21.429075395037156, -29.16067389349781, 113.43156302303898], 'normal': [-0.041331172909374374, -0.7481703035468226, -0.6622181899016296], 'radius': 16.560449419972358}, 'confidence': 0.03738913742143502, 'timestamp': 176597.866987, 'diameter_3d': 33.120898839944715, 'ellipse': {'center': [225.0499237917085, 35.37768134064717], 'axes': [47.174334058855166, 101.12014954195601], 'angle': -87.90927377338916}, 'location': [225.0499237917085, 35.37768134064717], 'diameter': 101.12014954195601, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.7254961675670439, 'phi': -1.6331286990060454, 'norm_pos': [0.7032810118490891, 0.8525929944139701], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.284405,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176597.875387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.293113,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176597.883787, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.3098838,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176597.892187, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.314147,"{'circle_3d': {'center': [19.68125312192159, -22.853572638946645, 109.89639377950368], 'normal': [-0.18698302900233832, -0.22257853233422553, -0.9568156268629044], 'radius': 4.506790583928931}, 'confidence': 0.8635931605037224, 'timestamp': 176597.900587, 'diameter_3d': 9.013581167857861, 'ellipse': {'center': [220.8512556587628, 49.58045195431224], 'axes': [25.72071838749566, 28.407667740702674], 'angle': 76.11903787142973}, 'location': [220.8512556587628, 49.58045195431224], 'diameter': 28.407667740702674, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.3463377715125917, 'phi': -1.7637863202188986, 'norm_pos': [0.6901601739336337, 0.793414783523699], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.323744,"{'circle_3d': {'center': [18.80765675315856, -24.55282508444371, 110.64583487777773], 'normal': [-0.2597827263992572, -0.36418290279231436, -0.8943622020067331], 'radius': 15.729921031297627}, 'confidence': 0.03174407900503666, 'timestamp': 176597.908987, 'diameter_3d': 31.459842062595254, 'ellipse': {'center': [219.48451908655548, 46.67408618185277], 'axes': [81.10249270866012, 98.94786517206431], 'angle': 72.87592954151285}, 'location': [219.48451908655548, 46.67408618185277], 'diameter': 98.94786517206431, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1980410212378678, 'phi': -1.8534844883239021, 'norm_pos': [0.6858891221454859, 0.8055246409089468], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.330582,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176597.917387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851408.337447,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176597.925787, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
