eye_packets,547
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851426.473189,"{'circle_3d': {'center': [16.308754971828808, -20.5352070644742, 77.67481848819801], 'normal': [0.08112248526746771, -0.7023514032568989, -0.7071927945950061], 'radius': 16.274584026280476}, 'confidence': 0.06255136611018912, 'timestamp': 176616.061387, 'diameter_3d': 32.54916805256095, 'ellipse': {'center': [231.9358973113733, 35.883393879293095], 'axes': [72.52151114886094, 145.26706769413335], 'angle': -78.53308552825234}, 'location': [231.9358973113733, 35.883393879293095], 'diameter': 145.26706769413335, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.7921008704905171, 'phi': -1.4565849662589867, 'norm_pos': [0.7247996790980415, 0.8504858588362788], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.597961,"{'circle_3d': {'center': [13.645069256431412, -15.991424290013866, 74.9337395283998], 'normal': [-0.14085132434898198, -0.32370283871853756, -0.9356160412448573], 'radius': 15.585355560618268}, 'confidence': 0.045020175582520174, 'timestamp': 176616.187387, 'diameter_3d': 31.170711121236536, 'ellipse': {'center': [224.03882462213411, 51.69522958024547], 'axes': [124.3905268182761, 143.9282495305066], 'angle': 85.26389405486799}, 'location': [224.03882462213411, 51.69522958024547], 'diameter': 143.9282495305066, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.2411558971017609, 'phi': -1.7202182017042884, 'norm_pos': [0.7001213269441691, 0.7846032100823106], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.605301,"{'circle_3d': {'center': [12.920443322878384, -16.770382151078365, 75.37126109250251], 'normal': [-0.20123681881173427, -0.38861599380724576, -0.8991559109029645], 'radius': 16.43816433955158}, 'confidence': 0.04838551128261331, 'timestamp': 176616.195787, 'diameter_3d': 32.87632867910316, 'ellipse': {'center': [221.62125507968182, 49.53000713844516], 'axes': [123.96023848117161, 151.64606730481606], 'angle': 79.35419981716801}, 'location': [221.62125507968182, 49.53000713844516], 'diameter': 151.64606730481606, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.171667279869245, 'phi': -1.7909743631496067, 'norm_pos': [0.6925664221240057, 0.7936249702564785], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.626601,"{'circle_3d': {'center': [14.944964049740923, -16.55806688881157, 75.02400645270151], 'normal': [-0.03252675823985608, -0.37092305528501285, -0.9280937975530476], 'radius': 2.64912681397073}, 'confidence': 0.8986544553478722, 'timestamp': 176616.212587, 'diameter_3d': 5.29825362794146, 'ellipse': {'center': [227.58669832593134, 45.27799674086319], 'axes': [20.19916481667553, 24.225016100027695], 'angle': -81.84321065003851}, 'location': [227.58669832593134, 45.27799674086319], 'diameter': 24.225016100027695, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1907935422875844, 'phi': -1.6058288319098561, 'norm_pos': [0.7112084322685355, 0.8113416802464034], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.641773,"{'circle_3d': {'center': [15.408057497226666, -17.946792153138745, 75.67822128108921], 'normal': [0.0060643623839558725, -0.48665016064561056, -0.873575895187406], 'radius': 15.417917025575075}, 'confidence': 0.05688213448800781, 'timestamp': 176616.229387, 'diameter_3d': 30.83583405115015, 'ellipse': {'center': [229.66393005990054, 44.814087988290225], 'axes': [104.49059207788632, 140.4124340239525], 'angle': -79.73348197363916}, 'location': [229.66393005990054, 44.814087988290225], 'diameter': 140.4124340239525, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.062545224006647, 'phi': -1.563854440001091, 'norm_pos': [0.7176997814371892, 0.813274633382124], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.6480582,"{'circle_3d': {'center': [16.378084040619555, -19.637431892404237, 76.87646623664656], 'normal': [0.08689990766669659, -0.6275368055844017, -0.7737221488909598], 'radius': 16.042930642412223}, 'confidence': 0.07652300228873009, 'timestamp': 176616.237787, 'diameter_3d': 32.085861284824446, 'ellipse': {'center': [232.5315236000739, 39.121450068856916], 'axes': [84.8851093246814, 144.2002872722136], 'angle': -76.26992173992787}, 'location': [232.5315236000739, 39.121450068856916], 'diameter': 144.2002872722136, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.8924108374758323, 'phi': -1.4589509436640689, 'norm_pos': [0.726661011250231, 0.8369939580464295], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.657612,"{'circle_3d': {'center': [14.806459369328094, -16.504961634279912, 75.00863495847604], 'normal': [-0.04406881494092516, -0.36649761740737463, -0.9293747554051703], 'radius': 2.639439380853478}, 'confidence': 0.7944132670039875, 'timestamp': 176616.246187, 'diameter_3d': 5.278878761706956, 'ellipse': {'center': [226.9783243947467, 45.5005963853736], 'axes': [20.229529102018173, 24.15473670730393], 'angle': -83.15462969686251}, 'location': [226.9783243947467, 45.5005963853736], 'diameter': 24.15473670730393, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.195554416857318, 'phi': -1.6181785377907132, 'norm_pos': [0.7093072637335834, 0.81041418172761], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.663685,"{'circle_3d': {'center': [15.059319124504295, -17.21866315428546, 75.30780798774668], 'normal': [-0.022997168676241728, -0.42597274407450364, -0.9044436696326167], 'radius': 15.176130935718614}, 'confidence': 0.048364229895388355, 'timestamp': 176616.254587, 'diameter_3d': 30.35226187143723, 'ellipse': {'center': [228.6162506700039, 47.22101815335233], 'axes': [110.48859010254685, 138.80426437413968], 'angle': -81.47461180849014}, 'location': [228.6162506700039, 47.22101815335233], 'diameter': 138.80426437413968, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1307595439980178, 'phi': -1.5962177159694189, 'norm_pos': [0.7144257833437622, 0.8032457576943652], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.674936,"{'circle_3d': {'center': [16.160240015844153, -18.860206448218122, 76.2761170959446], 'normal': [0.06874623893541307, -0.5627680185688922, -0.8237512439494572], 'radius': 15.707893198811057}, 'confidence': 0.06407956349896585, 'timestamp': 176616.262987, 'diameter_3d': 31.415786397622114, 'ellipse': {'center': [232.0242099607672, 41.73872480011326], 'axes': [93.99588241680537, 141.99324832626917], 'angle': -76.01578402301212}, 'location': [232.0242099607672, 41.73872480011326], 'diameter': 141.99324832626917, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9730657095992943, 'phi': -1.4875341734527938, 'norm_pos': [0.7250756561273974, 0.8260886466661947], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.69144,"{'circle_3d': {'center': [15.753670670002382, -19.749368718082877, 76.9188917900427], 'normal': [0.0348654601152655, -0.6368648743909548, -0.7701866861079489], 'radius': 16.70455289941193}, 'confidence': 0.06275983307790653, 'timestamp': 176616.279787, 'diameter_3d': 33.40910579882386, 'ellipse': {'center': [230.3846504652554, 39.2138793580761], 'axes': [89.00872244956537, 150.48020071926751], 'angle': -80.41771582825363}, 'location': [230.3846504652554, 39.2138793580761], 'diameter': 150.48020071926751, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.8803713655642981, 'phi': -1.5255583685714067, 'norm_pos': [0.719952032703923, 0.8366088360080163], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.707582,"{'circle_3d': {'center': [14.754193058072484, -16.511176597055076, 75.0136895190703], 'normal': [-0.04842434087889262, -0.36701553097197165, -0.9289535420223158], 'radius': 2.8162889690034514}, 'confidence': 0.77863767671489, 'timestamp': 176616.296587, 'diameter_3d': 5.632577938006903, 'ellipse': {'center': [226.7433952428649, 45.49564815484632], 'axes': [21.585638825770797, 25.777805542536782], 'angle': -83.68127774794435}, 'location': [226.7433952428649, 45.49564815484632], 'diameter': 25.777805542536782, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1949977102660383, 'phi': -1.6228770269821335, 'norm_pos': [0.7085731101339527, 0.810434799354807], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.711767,"{'circle_3d': {'center': [15.378186342544057, -18.170047658700746, 75.80557824539109], 'normal': [0.0035750994937383917, -0.5052547861091109, -0.8629628148289163], 'radius': 15.594564728056424}, 'confidence': 0.049012706096861744, 'timestamp': 176616.304987, 'diameter_3d': 31.18912945611285, 'ellipse': {'center': [229.51067415696227, 44.1436389214097], 'axes': [103.37592210413122, 141.8977811216136], 'angle': -80.34420723016122}, 'location': [229.51067415696227, 44.1436389214097], 'diameter': 141.8977811216136, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.0411191437595195, 'phi': -1.5666535306286846, 'norm_pos': [0.7172208567405071, 0.8160681711607929], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.72659,"{'circle_3d': {'center': [15.803764116740851, -19.26812638735288, 76.54350984702675], 'normal': [0.03903991401013792, -0.596761346830122, -0.8014685146926108], 'radius': 16.324542167132275}, 'confidence': 0.0704316784680537, 'timestamp': 176616.313387, 'diameter_3d': 32.64908433426455, 'ellipse': {'center': [230.6936940171497, 40.71162853766387], 'axes': [93.55426341645607, 147.46947497818806], 'angle': -79.2329315798103}, 'location': [230.6936940171497, 40.71162853766387], 'diameter': 147.46947497818806, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9313374182116844, 'phi': -1.5221243198830965, 'norm_pos': [0.7209177938035929, 0.8303682144264005], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.731991,"{'circle_3d': {'center': [14.873301618420127, -16.531274489238708, 75.01607572152884], 'normal': [-0.038498627516589036, -0.3686903553206078, -0.9287546918174373], 'radius': 2.6020276859833014}, 'confidence': 0.893615126371588, 'timestamp': 176616.321787, 'diameter_3d': 5.204055371966603, 'ellipse': {'center': [227.27110322097943, 45.385951162571715], 'axes': [19.8928574783956, 23.803543872014505], 'angle': -82.51949986272979}, 'location': [227.27110322097943, 45.385951162571715], 'diameter': 23.803543872014505, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1931965988142512, 'phi': -1.6122244890049302, 'norm_pos': [0.7102221975655607, 0.8108918701559512], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.740669,"{'circle_3d': {'center': [16.096810210073468, -18.256865226851534, 75.88498892161003], 'normal': [0.06346042178785596, -0.5124895834550098, -0.8563452584773377], 'radius': 15.358334041664655}, 'confidence': 0.04509695465308014, 'timestamp': 176616.330187, 'diameter_3d': 30.71666808332931, 'ellipse': {'center': [231.97503208305102, 43.66516484617601], 'axes': [98.9851786341872, 139.29101552875198], 'angle': -75.11566859895586}, 'location': [231.97503208305102, 43.66516484617601], 'diameter': 139.29101552875198, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.0327147673176706, 'phi': -1.4968254212954664, 'norm_pos': [0.7249219752595344, 0.8180618131409333], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.7477372,"{'circle_3d': {'center': [16.45040054403828, -19.052498353618958, 76.43917571323134], 'normal': [0.09292628295159046, -0.578792344018962, -0.8101630258422291], 'radius': 15.956455360233196}, 'confidence': 0.06130713317664383, 'timestamp': 176616.338587, 'diameter_3d': 31.912910720466392, 'ellipse': {'center': [232.97112505685277, 41.21372190783275], 'axes': [92.03015351686952, 143.94068638424054], 'angle': -74.49575783845725}, 'location': [232.97112505685277, 41.21372190783275], 'diameter': 143.94068638424054, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9535493392090718, 'phi': -1.4565946830409258, 'norm_pos': [0.7280347658026649, 0.8282761587173635], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.755614,"{'circle_3d': {'center': [14.833203063911526, -16.486788301675155, 75.00025023061235], 'normal': [-0.04184017372563922, -0.36498317302364486, -0.9300734827271447], 'radius': 2.6950280749378512}, 'confidence': 0.8852676616381335, 'timestamp': 176616.346987, 'diameter_3d': 5.3900561498757025, 'ellipse': {'center': [227.1069842006115, 45.57965410072515], 'axes': [20.677289708085713, 24.663027578413494], 'angle': -82.86702538878474}, 'location': [227.1069842006115, 45.57965410072515], 'diameter': 24.663027578413494, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1971815975980757, 'phi': -1.615751896787751, 'norm_pos': [0.7097093256269109, 0.8100847745803119], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
