eye_packets,767
norm_X,norm_Y,phi,theta,confidence,timestamp
1581554901.5341802,"{'circle_3d': {'center': [-1.709984436226719e-05, 2.599567321404095e-06, 0.00011657192387204418], 'normal': [-0.25639351528822996, 0.5264079338665342, -0.8106522389289446], 'radius': 4.521026403226336e-06}, 'confidence': 0.9999999999999069, 'timestamp': 400315.349273, 'diameter_3d': 9.042052806452673e-06, 'ellipse': {'center': [69.1996900919153, 133.43504375105883], 'axes': [36.41334308221882, 48.390778273959704], 'angle': -56.84731977770306}, 'location': [69.1996900919153, 133.43504375105883], 'diameter': 48.390778273959704, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9682326521815776, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.12516653318214, 'phi': -1.877121657463885, 'norm_pos': [0.21624903153723532, 0.44402065103725485], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.681372,"{'circle_3d': {'center': [-1.774273257604264e-05, 2.594133319711034e-06, 0.0001167717282761771], 'normal': [-0.2563935688622478, 0.5264079334137007, -0.8106522222785777], 'radius': 4.149039179139743e-06}, 'confidence': 0.9999999999996521, 'timestamp': 400316.500072, 'diameter_3d': 8.298078358279486e-06, 'ellipse': {'center': [65.91684938495976, 133.44536485796868], 'axes': [33.285850605875396, 44.350573417507405], 'angle': -56.63277065933067}, 'location': [65.91684938495976, 133.44536485796868], 'diameter': 44.350573417507405, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9428448341006535, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.12516653264954, 'phi': -1.8771217234471387, 'norm_pos': [0.20599015432799925, 0.4439776464251305], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.689322,"{'circle_3d': {'center': [-1.7768502940551656e-05, 2.537437208793847e-06, 0.00011674306255748945], 'normal': [-0.25639357100977817, 0.5264079286890248, -0.8106522246673875], 'radius': 4.174101981032757e-06}, 'confidence': 0.999999999999976, 'timestamp': 400316.508472, 'diameter_3d': 8.348203962065514e-06, 'ellipse': {'center': [65.75832539151676, 133.14337221173056], 'axes': [33.5019482130278, 44.631688014209054], 'angle': -56.602213265695106}, 'location': [65.75832539151676, 133.14337221173056], 'diameter': 44.631688014209054, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9432369838254462, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665270926154, 'phi': -1.8771217250081196, 'norm_pos': [0.20549476684848988, 0.4452359491177893], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.700972,"{'circle_3d': {'center': [-1.7724824113773963e-05, 2.5587053160691653e-06, 0.00011674305852515943], 'normal': [-0.2563935673698759, 0.526407930461367, -0.8106522246677236], 'radius': 4.197621508674624e-06}, 'confidence': 0.9999999999996918, 'timestamp': 400316.516872, 'diameter_3d': 8.395243017349249e-06, 'ellipse': {'center': [65.99179042742645, 133.25261466775464], 'axes': [33.69226867471865, 44.88144549683567], 'angle': -56.6247417396569}, 'location': [65.99179042742645, 133.25261466775464], 'diameter': 44.88144549683567, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9431136826582698, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665291771547, 'phi': -1.8771217209262234, 'norm_pos': [0.20622434508570767, 0.44478077221768897], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.709394,"{'circle_3d': {'center': [-1.774140438870475e-05, 2.5393884213187334e-06, 0.00011673575885851051], 'normal': [-0.2563935687515655, 0.5264079288516258, -0.8106522252760291], 'radius': 4.2063284949373666e-06}, 'confidence': 0.9999999999998817, 'timestamp': 400316.525272, 'diameter_3d': 8.412656989874733e-06, 'ellipse': {'center': [65.89833688667986, 133.14938539192661], 'axes': [33.76571358891003, 44.97836689818925], 'angle': -56.61175835336375}, 'location': [65.89833688667986, 133.14938539192661], 'diameter': 44.97836689818925, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9433298179394201, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665272838585, 'phi': -1.877121722259895, 'norm_pos': [0.20593230277087454, 0.4452108942003058], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.717697,"{'circle_3d': {'center': [-1.7709348824279658e-05, 2.5123204379084996e-06, 0.00011670804334684703], 'normal': [-0.2563935660802685, 0.5264079265959606, -0.8106522275856551], 'radius': 4.178427504446662e-06}, 'confidence': 0.999999999999751, 'timestamp': 400316.533672, 'diameter_3d': 8.356855008893324e-06, 'ellipse': {'center': [66.04471683858367, 133.01303871562305], 'axes': [33.557735606512644, 44.69017015977239], 'angle': -56.61187212759745}, 'location': [66.04471683858367, 133.01303871562305], 'diameter': 44.69017015977239, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9433114393360365, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665246308593, 'phi': -1.87712171844514, 'norm_pos': [0.20638974012057396, 0.44577900535157056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.7255511,"{'circle_3d': {'center': [-1.773459043041825e-05, 2.5763554569735447e-06, 0.00011675760877594143], 'normal': [-0.25639356818373565, 0.5264079319322121, -0.8106522234552026], 'radius': 4.166805075955699e-06}, 'confidence': 0.9999999999997322, 'timestamp': 400316.542072, 'diameter_3d': 8.333610151911398e-06, 'ellipse': {'center': [65.949784008119, 133.34968894709817], 'axes': [33.43645911601259, 44.54612742472888], 'angle': -56.62848940013688}, 'location': [65.949784008119, 133.34968894709817], 'diameter': 44.54612742472888, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.943261411960139, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166530907088, 'phi': -1.877121722268936, 'norm_pos': [0.20609307502537186, 0.4443762960537576], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.7344792,"{'circle_3d': {'center': [-1.7669770432160448e-05, 2.5368878455722665e-06, 0.00011671147864333875], 'normal': [-0.2563935627820691, 0.5264079286432445, -0.8106522272993804], 'radius': 4.153218795864532e-06}, 'confidence': 0.9999999999997868, 'timestamp': 400316.550472, 'diameter_3d': 8.306437591729064e-06, 'ellipse': {'center': [66.25633039602965, 133.14724253263438], 'axes': [33.35447391216438, 44.41734831524481], 'angle': -56.634541410655615}, 'location': [66.25633039602965, 133.14724253263438], 'diameter': 44.41734831524481, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9433062121638414, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166527038771, 'phi': -1.8771217148480828, 'norm_pos': [0.20705103248759266, 0.44521982278069006], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.742574,"{'circle_3d': {'center': [-1.765407348441883e-05, 2.5022050404999163e-06, 0.00011668399226039128], 'normal': [-0.2563935614739901, 0.5264079257530108, -0.8106522295899123], 'radius': 4.174063817651439e-06}, 'confidence': 0.9999999999995886, 'timestamp': 400316.558872, 'diameter_3d': 8.348127635302879e-06, 'ellipse': {'center': [66.31894307212372, 132.9625782980941], 'axes': [33.53756661004447, 44.651245805506285], 'angle': -56.62615627095772}, 'location': [66.31894307212372, 132.9625782980941], 'diameter': 44.651245805506285, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9430075303916152, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665236394244, 'phi': -1.877121712568809, 'norm_pos': [0.20724669710038662, 0.4459892570912747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.75202,"{'circle_3d': {'center': [-1.76448026327769e-05, 2.5744818747952536e-06, 0.0001167279940030852], 'normal': [-0.25639356070141917, 0.5264079317760803, -0.8106522259231004], 'radius': 4.118786796804338e-06}, 'confidence': 0.99999999999982, 'timestamp': 400316.567272, 'diameter_3d': 8.237573593608675e-06, 'ellipse': {'center': [66.4002322904092, 133.3506326086336], 'axes': [33.069571043562554, 44.04109005655022], 'angle': -56.65748576580372}, 'location': [66.4002322904092, 133.3506326086336], 'diameter': 44.04109005655022, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9431106765413255, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665307234537, 'phi': -1.8771217130029811, 'norm_pos': [0.20750072590752877, 0.44437236413069336], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.75766,"{'circle_3d': {'center': [-1.765994242175495e-05, 2.5531416794066786e-06, 0.00011671892488251956], 'normal': [-0.25639356196306823, 0.5264079299977307, -0.8106522266788604], 'radius': 4.109482949317244e-06}, 'confidence': 0.9999999999999692, 'timestamp': 400316.575672, 'diameter_3d': 8.218965898634489e-06, 'ellipse': {'center': [66.31196643700989, 133.23970156744102], 'axes': [32.9992272004403, 43.94592523367657], 'angle': -56.644243996464645}, 'location': [66.31196643700989, 133.23970156744102], 'diameter': 43.94592523367657, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9434663456300729, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166528631849, 'phi': -1.877121714149741, 'norm_pos': [0.2072248951156559, 0.4448345768023291], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.767235,"{'circle_3d': {'center': [-1.7695188715638466e-05, 2.5429419059364022e-06, 0.00011672344924207323], 'normal': [-0.2563935649002594, 0.5264079291477496, -0.8106522263018305], 'radius': 4.144575364778573e-06}, 'confidence': 0.9999999999996098, 'timestamp': 400316.584072, 'diameter_3d': 8.289150729557147e-06, 'ellipse': {'center': [66.13035379619664, 133.17946831826148], 'axes': [33.27770229606135, 44.32094301743481], 'angle': -56.62855308218911}, 'location': [66.13035379619664, 133.17946831826148], 'diameter': 44.32094301743481, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9432093942555175, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665276321443, 'phi': -1.877121717577223, 'norm_pos': [0.20665735561311452, 0.4450855486739105], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.774442,"{'circle_3d': {'center': [-1.7692064911312144e-05, 2.5584747440632327e-06, 0.00011673254769917207], 'normal': [-0.2563935646399424, 0.5264079304421527, -0.8106522255436257], 'radius': 4.079922789226155e-06}, 'confidence': 0.9999999999999726, 'timestamp': 400316.592472, 'diameter_3d': 8.15984557845231e-06, 'ellipse': {'center': [66.15048786718336, 133.27115234238957], 'axes': [32.75339136454845, 43.6254117025464], 'angle': -56.63583519508114}, 'location': [66.15048786718336, 133.27115234238957], 'diameter': 43.6254117025464, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9435650968701137, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166529154556, 'phi': -1.8771217175542214, 'norm_pos': [0.206720274584948, 0.4447035319067101], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.785432,"{'circle_3d': {'center': [-1.7703049474793175e-05, 2.5330128075040648e-06, 0.00011671948785263453], 'normal': [-0.25639356555532267, 0.5264079283203247, -0.8106522266319462], 'radius': 4.166791546711947e-06}, 'confidence': 0.9999999999996149, 'timestamp': 400316.600872, 'diameter_3d': 8.333583093423895e-06, 'ellipse': {'center': [66.08670795938264, 133.12361319720125], 'axes': [33.45815101257797, 44.56060923310894], 'angle': -56.622030898459855}, 'location': [66.08670795938264, 133.12361319720125], 'diameter': 44.56060923310894, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9433195884322565, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166526658969, 'phi': -1.877121718194725, 'norm_pos': [0.20652096237307074, 0.4453182783449948], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.7939599,"{'circle_3d': {'center': [-1.768548205172138e-05, 2.53389068660681e-06, 0.00011671450167938247], 'normal': [-0.25639356409137076, 0.5264079283934813, -0.8106522270474606], 'radius': 4.215534186136334e-06}, 'confidence': 0.9999999999988731, 'timestamp': 400316.609272, 'diameter_3d': 8.431068372272668e-06, 'ellipse': {'center': [66.17896180586982, 133.12102140139282], 'axes': [33.853197059134054, 45.08348040550236], 'angle': -56.62798419915599}, 'location': [66.17896180586982, 133.12102140139282], 'diameter': 45.08348040550236, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9418498034198697, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166526745012, 'phi': -1.8771217164056802, 'norm_pos': [0.20680925564334318, 0.4453290774941966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.801616,"{'circle_3d': {'center': [-1.7675551160056813e-05, 2.5954284419427154e-06, 0.00011675132110156028], 'normal': [-0.2563935632637964, 0.5264079335216275, -0.8106522239791756], 'radius': 4.088976088285036e-06}, 'confidence': 0.9999999999998861, 'timestamp': 400316.617672, 'diameter_3d': 8.177952176570071e-06, 'ellipse': {'center': [66.2538229190189, 133.4639798484949], 'axes': [32.816579721472664, 43.71388008173915], 'angle': -56.65557723813607}, 'location': [66.2538229190189, 133.4639798484949], 'diameter': 43.71388008173915, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9420656466074373, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166532776478, 'phi': -1.8771217165658882, 'norm_pos': [0.20704319662193407, 0.4439000839646047], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.809859,"{'circle_3d': {'center': [-1.7673373944759874e-05, 2.541614882112242e-06, 0.00011671568793225617], 'normal': [-0.25639356308236183, 0.5264079290371643, -0.8106522269486063], 'radius': 4.095891770296838e-06}, 'confidence': 0.9999999999995681, 'timestamp': 400316.626072, 'diameter_3d': 8.191783540593676e-06, 'ellipse': {'center': [66.2371989203813, 133.1809328109817], 'axes': [32.89132339488254, 43.8024025887206], 'angle': -56.63538800625001}, 'location': [66.2371989203813, 133.1809328109817], 'diameter': 43.8024025887206, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9417590192815517, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665275020795, 'phi': -1.8771217153092414, 'norm_pos': [0.20699124662619156, 0.4450794466209096], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.817972,"{'circle_3d': {'center': [-1.767467166180481e-05, 2.594226127250465e-06, 0.00011675026219393203], 'normal': [-0.25639356319050494, 0.5264079334214347, -0.8106522240674179], 'radius': 4.104362905191892e-06}, 'confidence': 0.9999999999999778, 'timestamp': 400316.634472, 'diameter_3d': 8.208725810383785e-06, 'ellipse': {'center': [66.25854089005779, 133.4553061732953], 'axes': [32.94076796146971, 43.87884691367235], 'angle': -56.65534848063755}, 'location': [66.25854089005779, 133.4553061732953], 'diameter': 43.87884691367235, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9421212154346326, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665326586364, 'phi': -1.877121716452402, 'norm_pos': [0.2070579402814306, 0.4439362242779362], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.8264499,"{'circle_3d': {'center': [-1.7652180681615448e-05, 2.571133875584053e-06, 0.00011672815346841503], 'normal': [-0.25639356131625657, 0.5264079314970803, -0.8106522259098116], 'radius': 4.112295554749948e-06}, 'confidence': 0.9999999999997836, 'timestamp': 400316.642872, 'diameter_3d': 8.224591109499896e-06, 'ellipse': {'center': [66.36077531481627, 133.33384435381902], 'axes': [33.01709579722651, 43.9718878111219], 'angle': -56.65377646124613}, 'location': [66.36077531481627, 133.33384435381902], 'diameter': 43.9718878111219, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.942165488843838, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665303953082, 'phi': -1.8771217136971714, 'norm_pos': [0.20737742285880084, 0.4444423151924207], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.83317,"{'circle_3d': {'center': [-1.76455344438331e-05, 2.612720510164479e-06, 0.00011675305623448651], 'normal': [-0.25639356076240344, 0.5264079349626333, -0.8106522238345811], 'radius': 4.151769707575648e-06}, 'confidence': 0.9999999999995883, 'timestamp': 400316.651272, 'diameter_3d': 8.303539415151296e-06, 'ellipse': {'center': [66.41835689226369, 133.5457784694319], 'axes': [33.32095483268503, 44.38351715322177], 'angle': -56.671954771848576}, 'location': [66.41835689226369, 133.5457784694319], 'diameter': 44.38351715322177, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9418972672907922, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166534471316, 'phi': -1.8771217138121168, 'norm_pos': [0.20755736528832402, 0.44355925637736715], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.840736,"{'circle_3d': {'center': [-1.7630228832832273e-05, 2.5932262071037826e-06, 0.0001167355564781758], 'normal': [-0.2563935594869358, 0.526407933338108, -0.8106522252928942], 'radius': 4.055971222422387e-06}, 'confidence': 0.9999999999999643, 'timestamp': 400316.659672, 'diameter_3d': 8.111942444844774e-06, 'ellipse': {'center': [66.48007815910302, 133.4591848448116], 'axes': [32.56123453470629, 43.36546439881197], 'angle': -56.6697747334122}, 'location': [66.48007815910302, 133.4591848448116], 'diameter': 43.36546439881197, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9422293598066345, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665325606317, 'phi': -1.8771217118645818, 'norm_pos': [0.20775024424719693, 0.44392006314661836], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.849563,"{'circle_3d': {'center': [-1.770528420008688e-05, 2.566322082842021e-06, 0.0001167418244776286], 'normal': [-0.25639356574154976, 0.5264079310960976, -0.8106522247705609], 'radius': 4.091649463838961e-06}, 'confidence': 0.9999999999998532, 'timestamp': 400316.668072, 'diameter_3d': 8.183298927677922e-06, 'ellipse': {'center': [66.0883839756597, 133.3099872294682], 'axes': [32.84223018814793, 43.747588115109366], 'angle': -56.634491059314655}, 'location': [66.0883839756597, 133.3099872294682], 'diameter': 43.747588115109366, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9423822001886184, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665299236926, 'phi': -1.8771217190637488, 'norm_pos': [0.20652619992393656, 0.4445417198772159], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.8569221,"{'circle_3d': {'center': [-1.7667205529647845e-05, 2.553788844394944e-06, 0.0001167216423070272], 'normal': [-0.25639356256832724, 0.5264079300516611, -0.8106522264524084], 'radius': 4.109827719422884e-06}, 'confidence': 0.9999999999998221, 'timestamp': 400316.676472, 'diameter_3d': 8.219655438845768e-06, 'ellipse': {'center': [66.27556942023875, 133.24278565870077], 'axes': [33.00030955591701, 43.94879143156003], 'angle': -56.64210071384567}, 'location': [66.27556942023875, 133.24278565870077], 'diameter': 43.94879143156003, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9424838625725962, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665286952792, 'phi': -1.877121714908794, 'norm_pos': [0.2071111544382461, 0.4448217264220802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.869184,"{'circle_3d': {'center': [-1.763239754071222e-05, 2.576889900574031e-06, 0.00011672563419651283], 'normal': [-0.2563935596676615, 0.5264079319767491, -0.8106522261197509], 'radius': 4.127125427609692e-06}, 'confidence': 0.9999999999992855, 'timestamp': 400316.684872, 'diameter_3d': 8.254250855219383e-06, 'ellipse': {'center': [66.46474938468529, 133.36237936553735], 'axes': [33.13823878139956, 44.130758164117644], 'angle': -56.66248282045544}, 'location': [66.46474938468529, 133.36237936553735], 'diameter': 44.130758164117644, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9417485141404058, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1251665309594703, 'phi': -1.8771217117739807, 'norm_pos': [0.20770234182714153, 0.4443234193102611], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.8772569,"{'circle_3d': {'center': [-1.7639364311872185e-05, 2.5688429783343736e-06, 0.00011672261227424485], 'normal': [-0.25639356024822574, 0.5264079313061722, -0.8106522263715777], 'radius': 4.083029137670546e-06}, 'confidence': 0.9999999999999505, 'timestamp': 400316.693272, 'diameter_3d': 8.166058275341092e-06, 'ellipse': {'center': [66.4227354256515, 133.32686771280174], 'axes': [32.78528307961357, 43.66056029844969], 'angle': -56.65721326103711}, 'location': [66.4227354256515, 133.32686771280174], 'diameter': 43.66056029844969, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9420514585522177, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166530170772, 'phi': -1.877121712335707, 'norm_pos': [0.20757104820516092, 0.4444713845299927], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.8846562,"{'circle_3d': {'center': [-1.7641859094919e-05, 2.5730889019470737e-06, 0.00011672615847402312], 'normal': [-0.2563935604561243, 0.5264079316599992, -0.8106522260760611], 'radius': 4.093454406263381e-06}, 'confidence': 0.9999999999998591, 'timestamp': 400316.701672, 'diameter_3d': 8.186908812526763e-06, 'ellipse': {'center': [66.41292488178878, 133.34740703777146], 'axes': [32.86708406506247, 43.770733232086044], 'angle': -56.65800247128851}, 'location': [66.41292488178878, 133.34740703777146], 'diameter': 43.770733232086044, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9422102310314373, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166530586925, 'phi': -1.8771217126736566, 'norm_pos': [0.20754039025558996, 0.4443858040092856], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554902.893101,"{'circle_3d': {'center': [-1.7688916220226503e-05, 2.5620296613126925e-06, 0.00011673386026345156], 'normal': [-0.25639356437755145, 0.5264079307383959, -0.8106522254342453], 'radius': 4.038619362742855e-06}, 'confidence': 0.9999999999999756, 'timestamp': 400316.710072, 'diameter_3d': 8.07723872548571e-06, 'ellipse': {'center': [66.16589223572822, 133.29629659055018], 'axes': [32.42094104534875, 43.18291943396163], 'angle': -56.63839134054757}, 'location': [66.16589223572822, 133.29629659055018], 'diameter': 43.18291943396163, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9425450233849553, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.125166529502982, 'phi': -1.8771217172987715, 'norm_pos': [0.20676841323665068, 0.44459876420604094], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
