eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1596180380.931175,"{'circle_3d': {'center': [-0.15734864813270244, -0.028722765707398068, 3.19344129027907], 'normal': [0.15549622001043603, -0.7230811457638172, -0.6730338640836369], 'radius': 0.6834777064612589}, 'confidence': 0.07949063235105447, 'timestamp': 54282.260246, 'diameter_3d': 1.3669554129225179, 'ellipse': {'center': [125.61733306780957, 128.45666082496462], 'axes': [183.28278233206586, 269.1334057702753], 'angle': -80.59639423639595}, 'location': [125.61733306780957, 128.45666082496462], 'diameter': 269.1334057702753, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7625438627117336, 'phi': -1.3437425648998649, 'norm_pos': [0.3925541658369049, 0.4647639132293141], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.0216162,"{'circle_3d': {'center': [-0.17771308383813889, -0.03761168472768084, 3.1983182808587625], 'normal': [0.15379918370164966, -0.7238218890155075, -0.6726274482019958], 'radius': 0.6839393564880847}, 'confidence': 0.12989966487080132, 'timestamp': 54282.352645, 'diameter_3d': 1.3678787129761694, 'ellipse': {'center': [121.65687513923014, 126.67968220591833], 'axes': [182.64022516440787, 269.00162998198954], 'angle': -81.08185050586427}, 'location': [121.65687513923014, 126.67968220591833], 'diameter': 269.00162998198954, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7614709049696683, 'phi': -1.346006367163021, 'norm_pos': [0.3801777348100942, 0.47216799080867367], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.030536,"{'circle_3d': {'center': [-0.22569121993756802, 0.05215283790863445, 3.09209200605458], 'normal': [0.1498010056933639, -0.716341512129148, -0.6814796377690111], 'radius': 0.6829018624659237}, 'confidence': 0.066419244934458, 'timestamp': 54282.361045, 'diameter_3d': 1.3658037249318473, 'ellipse': {'center': [110.36233337923458, 145.89683698183217], 'axes': [197.59928054477393, 278.2228048889359], 'angle': -82.34322678750662}, 'location': [110.36233337923458, 145.89683698183217], 'diameter': 278.2228048889359, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7722514866454571, 'phi': -1.3544203056442699, 'norm_pos': [0.3448822918101081, 0.39209651257569933], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.0378811,"{'circle_3d': {'center': [-0.15978416724284616, -0.03728871137501599, 3.2020910507152447], 'normal': [0.1552932600845907, -0.7237949745694521, -0.6723130507139556], 'radius': 0.6843948276460293}, 'confidence': 0.08250468302685114, 'timestamp': 54282.369445, 'diameter_3d': 1.3687896552920586, 'ellipse': {'center': [125.23466137911795, 126.73093020085878], 'axes': [182.3238254906006, 268.7781050618731], 'angle': -80.66012027635587}, 'location': [125.23466137911795, 126.73093020085878], 'diameter': 268.7781050618731, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7615099113577691, 'phi': -1.343793998486827, 'norm_pos': [0.3913583168097436, 0.47195445749642173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.045533,"{'circle_3d': {'center': [-0.1654979195678541, -0.030821273943749006, 3.193817448661994], 'normal': [0.15481711405750673, -0.7232560214501799, -0.6730025175517266], 'radius': 0.6828859358640363}, 'confidence': 0.08236669395902112, 'timestamp': 54282.377845, 'diameter_3d': 1.3657718717280727, 'ellipse': {'center': [124.01955615885134, 128.01399361032077], 'axes': [183.02811439060434, 268.8999091209469], 'angle': -80.79054239823606}, 'location': [124.01955615885134, 128.01399361032077], 'diameter': 268.8999091209469, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7622906661140348, 'phi': -1.3446904922456373, 'norm_pos': [0.38756111299641044, 0.4666083599569968], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.054042,"{'circle_3d': {'center': [-0.22848367420944626, 0.05209057977818077, 3.091544114706549], 'normal': [0.14956830117070735, -0.7163467003066856, -0.6815252953813469], 'radius': 0.6837790095910969}, 'confidence': 0.058354805313203084, 'timestamp': 54282.386245, 'diameter_3d': 1.3675580191821939, 'ellipse': {'center': [109.77072294996213, 145.9333566775985], 'axes': [197.93232346002853, 278.65955117598287], 'angle': -82.41856318768319}, 'location': [109.77072294996213, 145.9333566775985], 'diameter': 278.65955117598287, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7722440510330795, 'phi': -1.3547600870393246, 'norm_pos': [0.3430335092186317, 0.3919443471766729], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.06198,"{'circle_3d': {'center': [-0.16255139907514193, -0.037350360789192294, 3.2015187309539392], 'normal': [0.1550626574318994, -0.7238001120206334, -0.6723607440273978], 'radius': 0.683551877221294}, 'confidence': 0.11058246393541493, 'timestamp': 54282.394645, 'diameter_3d': 1.367103754442588, 'ellipse': {'center': [124.69201129285969, 126.68832124467049], 'axes': [182.155323251961, 268.4998116860697], 'angle': -80.72479670243075}, 'location': [124.69201129285969, 126.68832124467049], 'diameter': 268.4998116860697, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7615024659101816, 'phi': -1.344135182663268, 'norm_pos': [0.3896625352901865, 0.4721319948138729], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.0700748,"{'circle_3d': {'center': [-0.24913642590405272, -0.030883407706452815, 3.1750988574591066], 'normal': [0.14784723852949017, -0.7232611992637384, -0.6745624001519671], 'radius': 0.6845746282685375}, 'confidence': 0.05242812315113099, 'timestamp': 54282.403045, 'diameter_3d': 1.369149256537075, 'ellipse': {'center': [107.13761395912489, 128.23979895914508], 'axes': [185.6786906221588, 271.69162013562885], 'angle': -82.79413356413914}, 'location': [107.13761395912489, 128.23979895914508], 'diameter': 271.69162013562885, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7622831683093821, 'phi': -1.3550330366815078, 'norm_pos': [0.33480504362226526, 0.4656675043368955], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.077439,"{'circle_3d': {'center': [-0.16333239368709673, -0.03127009950165416, 3.1947983070000223], 'normal': [0.15499757454756985, -0.7232934235800054, -0.672920779356891], 'radius': 0.6834259150124586}, 'confidence': 0.0725693777200252, 'timestamp': 54282.411445, 'diameter_3d': 1.3668518300249173, 'ellipse': {'center': [124.45354629683382, 127.93947806565117], 'axes': [183.05270523800328, 269.0242264362125], 'angle': -80.73971998069824}, 'location': [124.45354629683382, 127.93947806565117], 'diameter': 269.0242264362125, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7622365041182647, 'phi': -1.3444092755535464, 'norm_pos': [0.3889173321776057, 0.4669188413931201], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.09049,"{'circle_3d': {'center': [-0.17068337052681892, -0.03165863986000339, 3.1935261964228783], 'normal': [0.15438499314425963, -0.723325801943201, -0.6730267885716528], 'radius': 0.6830381446819412}, 'confidence': 0.07396207909544653, 'timestamp': 54282.419845, 'diameter_3d': 1.3660762893638825, 'ellipse': {'center': [122.98991696440709, 127.8575778337413], 'axes': [183.08833550076127, 269.0111167493329], 'angle': -80.91384006907107}, 'location': [122.98991696440709, 127.8575778337413], 'diameter': 269.0111167493329, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7621896145537082, 'phi': -1.3453082460342551, 'norm_pos': [0.38434349051377215, 0.46726009235941124], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.0983949,"{'circle_3d': {'center': [-0.1713568987018519, -0.03204902850580815, 3.1937913028359475], 'normal': [0.15432886579634023, -0.7233583343303515, -0.6730046963705637], 'radius': 0.6828224373809}, 'confidence': 0.0781839169637991, 'timestamp': 54282.428245, 'diameter_3d': 1.3656448747618, 'ellipse': {'center': [122.86294817808266, 127.76910219316986], 'axes': [182.9874326210771, 268.9046637952618], 'angle': -80.9298448565764}, 'location': [122.86294817808266, 127.76910219316986], 'diameter': 268.9046637952618, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7621424996156714, 'phi': -1.3453803228298604, 'norm_pos': [0.3839467130565083, 0.4676287408617923], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.1058428,"{'circle_3d': {'center': [-0.17203280260680098, -0.03244126516101886, 3.194057934821357], 'normal': [0.1542725404709278, -0.7233910207182856, -0.6729824770384463], 'radius': 0.6825124786921611}, 'confidence': 0.06286377738860673, 'timestamp': 54282.436645, 'diameter_3d': 1.3650249573843223, 'ellipse': {'center': [122.73664997464901, 127.67631224332051], 'axes': [182.8597917766939, 268.7600521378196], 'angle': -80.94585442612379}, 'location': [122.73664997464901, 127.67631224332051], 'diameter': 268.7600521378196, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7620951593042364, 'phi': -1.3454526450901048, 'norm_pos': [0.3835520311707782, 0.4680153656528312], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.113587,"{'circle_3d': {'center': [-0.17271108168281035, -0.03283534954724665, 3.194326093224836], 'normal': [0.1542160172145937, -0.7234238610838045, -0.672960130504823], 'radius': 0.6831401902722692}, 'confidence': 0.07677013030864023, 'timestamp': 54282.445045, 'diameter_3d': 1.3662803805445385, 'ellipse': {'center': [122.59901341411592, 127.62254948516077], 'axes': [182.99597694365534, 268.9940909251255], 'angle': -80.96229820464463}, 'location': [122.59901341411592, 127.62254948516077], 'diameter': 268.9940909251255, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.762047593619363, 'phi': -1.3455252128150506, 'norm_pos': [0.38312191691911224, 0.4682393771451634], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.121867,"{'circle_3d': {'center': [-0.1733917353680483, -0.033231281384423994, 3.1945957788950867], 'normal': [0.1541592960741572, -0.7234568554035694, -0.6729376566989688], 'radius': 0.6835147187406742}, 'confidence': 0.07673633135899974, 'timestamp': 54282.453445, 'diameter_3d': 1.3670294374813483, 'ellipse': {'center': [122.46389033810392, 127.55778793163726], 'axes': [183.06059539609026, 269.125741784393], 'angle': -80.97868215534739}, 'location': [122.46389033810392, 127.55778793163726], 'diameter': 269.125741784393, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7619998025610503, 'phi': -1.3455980260046978, 'norm_pos': [0.38269965730657474, 0.4685092169515114], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.129405,"{'circle_3d': {'center': [-0.17407476309828596, -0.033629060391138665, 3.194866992684007], 'normal': [0.1541023770966374, -0.723490003654129, -0.6729150555498921], 'radius': 0.6818387578602308}, 'confidence': 0.06435094834093785, 'timestamp': 54282.461845, 'diameter_3d': 1.3636775157204617, 'ellipse': {'center': [122.35222576092039, 127.40657904496415], 'axes': [182.54786263562318, 268.42917622619075], 'angle': -80.99425078305475}, 'location': [122.35222576092039, 127.40657904496415], 'diameter': 268.42917622619075, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7619517861292984, 'phi': -1.3456710846590465, 'norm_pos': [0.3823507055028762, 0.4691392539793161], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180381.138081,"{'circle_3d': {'center': [-0.1747601643068939, -0.034028686284614196, 3.195139735446686], 'normal': [0.1540452603292534, -0.7235233058119186, -0.6728923269863355], 'radius': 0.6824821649055486}, 'confidence': 0.0754784044291197, 'timestamp': 54282.470245, 'diameter_3d': 1.3649643298110972, 'ellipse': {'center': [122.21313248576217, 127.35233983243138], 'axes': [182.68768079614907, 268.6691898788382], 'angle': -81.0108344733224}, 'location': [122.21313248576217, 127.35233983243138], 'diameter': 268.6691898788382, 'sphere': {'center': [-2.0233032882579347, 8.648250983458409, 11.269847659282712], 'radius': 12.0}, 'projected_sphere': {'center': [48.689885023719924, 595.7753407010545], 'axes': [1320.3372796032154, 1320.3372796032154], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 54239.390183, 'theta': 0.7619035443241078, 'phi': -1.3457443887780967, 'norm_pos': [0.3819160390180068, 0.46936525069820256], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
