eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1582011730.296101,"{'circle_3d': {'center': [-0.8462536232945302, 1.5453267409908626, 11.778179400544875], 'normal': [0.062338303567303126, -0.6725738969401412, -0.7373996806773807], 'radius': 0.3095370472478934}, 'confidence': 0.3406471856882296, 'timestamp': 4654.026911, 'diameter_3d': 0.6190740944957868, 'ellipse': {'center': [115.41971896086012, 201.58364134520264], 'axes': [26.99129057427786, 32.67652822781569], 'angle': 89.26979795114315}, 'location': [115.41971896086012, 201.58364134520264], 'diameter': 32.67652822781569, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8331149140500881, 'phi': -1.4864588435111643, 'norm_pos': [0.3606866217526879, 0.16006816106165567], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.387396,"{'circle_3d': {'center': [-0.9019320655461551, 1.5204502707399108, 11.796390880234197], 'normal': [0.05769843337966771, -0.6746469361277205, -0.7358820573699372], 'radius': 0.3103539766809379}, 'confidence': 0.42594600213553585, 'timestamp': 4654.119311, 'diameter_3d': 0.6207079533618758, 'ellipse': {'center': [112.56257471534516, 200.15099811469568], 'axes': [26.914338928494544, 32.727987588540984], 'angle': 88.40655053866358}, 'location': [112.56257471534516, 200.15099811469568], 'diameter': 32.727987588540984, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.830310044428376, 'phi': -1.4925492357542904, 'norm_pos': [0.3517580459854536, 0.1660375078554347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.3950121,"{'circle_3d': {'center': [-0.8226400750001941, 1.5215402085797862, 11.801966519265461], 'normal': [0.06430609925849781, -0.6745561079743978, -0.7354174207839987], 'radius': 0.3076707421982933}, 'confidence': 0.3547453183066878, 'timestamp': 4654.127711, 'diameter_3d': 0.6153414843965866, 'ellipse': {'center': [116.75031741757323, 200.16605745178066], 'axes': [26.675083778103982, 32.40703606248943], 'angle': 89.74291807740025}, 'location': [116.75031741757323, 200.16605745178066], 'diameter': 32.40703606248943, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8304330874494905, 'phi': -1.4835765389459827, 'norm_pos': [0.36484474192991634, 0.16597476061758054], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.402546,"{'circle_3d': {'center': [-0.9187556511698456, 1.5226362219575034, 11.793084654466917], 'normal': [0.05629646791102683, -0.6744647735262544, -0.7361575761838772], 'radius': 0.3078524403905479}, 'confidence': 0.4399249083863655, 'timestamp': 4654.136111, 'diameter_3d': 0.6157048807810958, 'ellipse': {'center': [111.66549368368325, 200.2846681657666], 'axes': [26.712571126090975, 32.47844379701836], 'angle': 88.11604093554119}, 'location': [111.66549368368325, 200.2846681657666], 'diameter': 32.47844379701836, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8305568023895408, 'phi': -1.4944714892170936, 'norm_pos': [0.3489546677615102, 0.1654805493093059], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.409919,"{'circle_3d': {'center': [-1.0124676795849457, 1.348154747667465, 11.949380273271828], 'normal': [0.0484871322097685, -0.6890048963837577, -0.7231329412834681], 'radius': 0.3058474156930737}, 'confidence': 0.40962622901189133, 'timestamp': 4654.144511, 'diameter_3d': 0.6116948313861474, 'ellipse': {'center': [107.43690211236867, 190.17403628894544], 'axes': [25.45673306302697, 31.86737364275501], 'angle': 87.26986883049916}, 'location': [107.43690211236867, 190.17403628894544], 'diameter': 31.86737364275501, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8106811892485399, 'phi': -1.503845064598496, 'norm_pos': [0.3357403191011521, 0.20760818212939403], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.417402,"{'circle_3d': {'center': [-1.1812488095947082, 1.3613266918475357, 11.927192728347965], 'normal': [0.034422038042288286, -0.6879072343687518, -0.7249819033604565], 'radius': 0.31078945760677557}, 'confidence': 0.33667349816346137, 'timestamp': 4654.152911, 'diameter_3d': 0.6215789152135511, 'ellipse': {'center': [98.56596447620252, 190.99737378661084], 'axes': [25.930643872483312, 32.50267465783162], 'angle': 84.67945996997267}, 'location': [98.56596447620252, 190.99737378661084], 'diameter': 32.50267465783162, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8121946259323944, 'phi': -1.5233520988455769, 'norm_pos': [0.30801863898813286, 0.20417760922245487], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.4302819,"{'circle_3d': {'center': [-0.8986171511783672, 1.5359034356662473, 11.782508591469028], 'normal': [0.05797467624365005, -0.6733591723838592, -0.7370389147670346], 'radius': 0.30876360816048576}, 'confidence': 0.4165199423857111, 'timestamp': 4654.161311, 'diameter_3d': 0.6175272163209715, 'ellipse': {'center': [112.68139480163083, 201.05654031145093], 'axes': [26.872681795789102, 32.59804162893206], 'angle': 88.40779755257051}, 'location': [112.68139480163083, 201.05654031145093], 'diameter': 32.59804162893206, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.832053261608265, 'phi': -1.4922990458862766, 'norm_pos': [0.3521293587550963, 0.16226441536895442], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.438329,"{'circle_3d': {'center': [-0.8350101269479191, 1.5223359923394337, 11.80016382463507], 'normal': [0.06327526159618739, -0.6744897926610937, -0.7355676453365311], 'radius': 0.31105977798383627}, 'confidence': 0.3933035741827201, 'timestamp': 4654.169711, 'diameter_3d': 0.6221195559676725, 'ellipse': {'center': [116.09314122930785, 200.22536717072495], 'axes': [26.976804060256097, 32.77251692783572], 'angle': 89.5306758028937}, 'location': [116.09314122930785, 200.22536717072495], 'diameter': 32.77251692783572, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8305229146963099, 'phi': -1.4849852180643957, 'norm_pos': [0.36279106634158703, 0.165727636788646], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.448031,"{'circle_3d': {'center': [-1.030187334189273, 1.3478611543380232, 11.948490023932619], 'normal': [0.04701049432607455, -0.6890293624945446, -0.7232071287284021], 'radius': 0.3087839238971015}, 'confidence': 0.405684615912293, 'timestamp': 4654.178111, 'diameter_3d': 0.617567847794203, 'ellipse': {'center': [106.51307955607834, 190.1683972811704], 'axes': [25.699047200265923, 32.18148323113695], 'angle': 87.00251591849292}, 'location': [106.51307955607834, 190.1683972811704], 'diameter': 32.18148323113695, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8106474310178234, 'phi': -1.505884840649961, 'norm_pos': [0.3328533736127448, 0.2076316779951234], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.4545012,"{'circle_3d': {'center': [-1.3659168629520457, 1.3610337236166767, 11.92066510602175], 'normal': [0.0190330335958435, -0.6879316483879903, -0.7255258718876414], 'radius': 0.31008845558977005}, 'confidence': 0.3481084712170534, 'timestamp': 4654.186511, 'diameter_3d': 0.6201769111795401, 'ellipse': {'center': [88.92938308093898, 191.02022490181844], 'axes': [25.8048551107665, 32.523042674476734], 'angle': 81.99921088314207}, 'location': [88.92938308093898, 191.02022490181844], 'diameter': 32.523042674476734, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.812160987940042, 'phi': -1.544568910238268, 'norm_pos': [0.2779043221279343, 0.2040823962424232], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.46193,"{'circle_3d': {'center': [-1.3447312691430584, 1.3598036743451374, 11.922413227747176], 'normal': [0.020798499746592442, -0.6880341524939517, -0.725380195077189], 'radius': 0.30783678542300724}, 'confidence': 0.38361525753812226, 'timestamp': 4654.194911, 'diameter_3d': 0.6156735708460145, 'ellipse': {'center': [90.04174664889862, 190.9424278956717], 'axes': [25.619369137185096, 32.272744824653415], 'angle': 82.3083845689639}, 'location': [90.04174664889862, 190.9424278956717], 'diameter': 32.272744824653415, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8120197445787554, 'phi': -1.5421316305287018, 'norm_pos': [0.2813804582778082, 0.20440655043470124], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.471015,"{'circle_3d': {'center': [-1.3523791564694325, 1.3585684837862093, 11.923369040214496], 'normal': [0.020161175802727933, -0.6881370850405291, -0.7253005440382457], 'radius': 0.3056211430324343}, 'confidence': 0.3312537177715069, 'timestamp': 4654.203311, 'diameter_3d': 0.6112422860648686, 'ellipse': {'center': [89.65014464713443, 190.8692051948018], 'axes': [25.42387791509992, 32.040957885266955], 'angle': 82.20687479804324}, 'location': [89.65014464713443, 190.8692051948018], 'diameter': 32.040957885266955, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8118778918206724, 'phi': -1.5430064875215423, 'norm_pos': [0.2801567020222951, 0.20471164502165917], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.478552,"{'circle_3d': {'center': [-1.360058001585741, 1.3573281541063373, 11.924335897639367], 'normal': [0.019521272043035554, -0.688240445847185, -0.7252199725861731], 'radius': 0.3075182955718047}, 'confidence': 0.41706940909984525, 'timestamp': 4654.211711, 'diameter_3d': 0.6150365911436094, 'ellipse': {'center': [89.25630873814391, 190.8017488806853], 'axes': [25.570628426458573, 32.24048826497324], 'angle': 82.1050585930627}, 'location': [89.25630873814391, 190.8017488806853], 'diameter': 32.24048826497324, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8117354296658231, 'phi': -1.5438850998207774, 'norm_pos': [0.27892596480669973, 0.2049927129971446], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.486588,"{'circle_3d': {'center': [-1.019975329204587, 1.356082687481413, 11.941333691199016], 'normal': [0.04786149474146506, -0.6883442347325954, -0.7238034897895357], 'radius': 0.30909572161882537}, 'confidence': 0.40481359793223864, 'timestamp': 4654.220111, 'diameter_3d': 0.6181914432376507, 'ellipse': {'center': [107.01107838422982, 190.6379883490524], 'axes': [25.777120217992966, 32.23036778268417], 'angle': 87.12582612455937}, 'location': [107.01107838422982, 190.6379883490524], 'diameter': 32.23036778268417, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8115923581141932, 'phi': -1.504767467426501, 'norm_pos': [0.33440961995071816, 0.20567504854561502], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.495053,"{'circle_3d': {'center': [-0.9590890728801783, 1.4422779341191454, 11.864369362793466], 'normal': [0.05293534943516578, -0.6811612975127843, -0.7302171838233313], 'radius': 0.3073441926773294}, 'confidence': 0.391316247180883, 'timestamp': 4654.228511, 'diameter_3d': 0.6146883853546588, 'ellipse': {'center': [109.8487955619838, 195.60018739911231], 'axes': [26.16970599339341, 32.23972357030008], 'angle': 87.75171750384634}, 'location': [109.8487955619838, 195.60018739911231], 'diameter': 32.23972357030008, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8214486771657664, 'phi': -1.4984303052080372, 'norm_pos': [0.3432774861311994, 0.18499921917036533], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011730.504577,"{'circle_3d': {'center': [-0.8746360444054287, 1.5231094009659785, 11.796135819837943], 'normal': [0.059973101808061584, -0.6744253419422149, -0.7359033124029585], 'radius': 0.30569611285903403}, 'confidence': 0.37835406183886766, 'timestamp': 4654.236911, 'diameter_3d': 0.6113922257180681, 'ellipse': {'center': [113.99695229397126, 200.28537161549605], 'axes': [26.523121958489426, 32.229357712955775], 'angle': 88.8577227735525}, 'location': [113.99695229397126, 200.28537161549605], 'diameter': 32.229357712955775, 'sphere': {'center': [-1.5943132661021677, 9.616213504272558, 20.626975568673444], 'radius': 12.0}, 'projected_sphere': {'center': [112.07856713203475, 409.0415200618971], 'axes': [721.385447442839, 721.385447442839], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.8306102091981158, 'phi': -1.48948013306255, 'norm_pos': [0.3562404759186602, 0.1654776182687665], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
