eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1582011708.0737128,"{'circle_3d': {'center': [-0.7420535246473144, 35.66314814348837, 424.7704315032977], 'normal': [-0.06859832209387327, -0.877234870483337, -0.47513498315109165], 'radius': 13.149296345996675}, 'confidence': 1.1395635106659086e-05, 'timestamp': 4631.808911, 'diameter_3d': 26.29859269199335, 'ellipse': {'center': [158.93546502186942, 172.34083192472963], 'axes': [21.07580871809554, 38.40145048068121], 'angle': 85.20039745237789}, 'location': [158.93546502186942, 172.34083192472963], 'diameter': 38.40145048068121, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5007247443709872, 'phi': -1.7141820258113787, 'norm_pos': [0.4966733281933419, 0.28191320031362654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.2947252,"{'circle_3d': {'center': [-0.413244946217151, 37.02713801686046, 422.7391236806563], 'normal': [-0.041197607224692984, -0.7635690477023298, -0.6444106350378749], 'radius': 13.395152726178965}, 'confidence': 0.0014900507865075463, 'timestamp': 4633.026911, 'diameter_3d': 26.79030545235793, 'ellipse': {'center': [159.41010442339322, 174.64333193297585], 'axes': [27.961862357831592, 39.3036405680464], 'angle': 86.55210608710875}, 'location': [159.41010442339322, 174.64333193297585], 'diameter': 39.3036405680464, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.7019739450584929, 'phi': -1.634640117615741, 'norm_pos': [0.49815657632310384, 0.2723194502792673], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.304147,"{'circle_3d': {'center': [-0.4444588564174531, 36.85527638882431, 422.9495969767455], 'normal': [-0.04379876640805149, -0.7778908500386759, -0.6268711936971096], 'radius': 13.457631280538088}, 'confidence': 0.7540699083991417, 'timestamp': 4633.035311, 'diameter_3d': 26.915262561076176, 'ellipse': {'center': [159.36531383987585, 174.36549269701374], 'axes': [27.4220815749936, 39.46791723212333], 'angle': 86.42063528200657}, 'location': [159.36531383987585, 174.36549269701374], 'diameter': 39.46791723212333, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6794939020138009, 'phi': -1.6405518119869917, 'norm_pos': [0.49801660574961204, 0.27347711376244277], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.310326,"{'circle_3d': {'center': [-0.3805131599937257, 36.748866224333455, 423.07931751242], 'normal': [-0.03846995837274087, -0.7867583637462472, -0.616061149057565], 'radius': 13.471148463060661}, 'confidence': 0.0007216042342013118, 'timestamp': 4633.043711, 'diameter_3d': 26.942296926121323, 'ellipse': {'center': [159.456933939425, 174.19224289608576], 'axes': [27.037013466174812, 39.495521833610205], 'angle': 86.90167524141049}, 'location': [159.456933939425, 174.19224289608576], 'diameter': 39.495521833610205, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6652566941315798, 'phi': -1.6331603828196974, 'norm_pos': [0.49830291856070313, 0.27419898793297603], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.318395,"{'circle_3d': {'center': [-0.2805285557583597, 36.8892317597818, 422.89804724993485], 'normal': [-0.03013790801979371, -0.775061235792218, -0.631167004264664], 'radius': 13.523074654641846}, 'confidence': 0.001067456224981056, 'timestamp': 4633.052111, 'diameter_3d': 27.04614930928369, 'ellipse': {'center': [159.6005380031887, 174.42597597001185], 'axes': [27.723600061474563, 39.6642525987128], 'angle': 87.52702132390102}, 'location': [159.6005380031887, 174.42597597001185], 'diameter': 39.6642525987128, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6839843280172575, 'phi': -1.6185095851600706, 'norm_pos': [0.49875168125996466, 0.2732251001249506], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.325212,"{'circle_3d': {'center': [-0.20582119756046746, 37.149229487822055, 422.5864483582419], 'normal': [-0.02391229483663602, -0.75339475845553, -0.6571335785724083], 'radius': 13.351900022997373}, 'confidence': 0.3236839778952811, 'timestamp': 4633.060511, 'diameter_3d': 26.703800045994747, 'ellipse': {'center': [159.70758817383157, 174.84122371443124], 'axes': [28.35584869109962, 39.18999175798785], 'angle': 87.96719247780081}, 'location': [159.70758817383157, 174.84122371443124], 'diameter': 39.18999175798785, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.7175868108721739, 'phi': -1.6071690667573908, 'norm_pos': [0.49908621304322365, 0.27149490118986985], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.33665,"{'circle_3d': {'center': [0.07248313385446817, 37.58490314957149, 422.10827174319405], 'normal': [-0.0007202672187247184, -0.7170886199764104, -0.6969816298263972], 'radius': 13.323602904899857}, 'confidence': 0.7021548298229543, 'timestamp': 4633.068911, 'diameter_3d': 26.647205809799715, 'ellipse': {'center': [160.10682932387687, 175.54254949239987], 'axes': [29.794137096154838, 39.149911280098706], 'angle': 89.94856522113723}, 'location': [160.10682932387687, 175.54254949239987], 'diameter': 39.149911280098706, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.7711801584463299, 'phi': -1.5718297356130098, 'norm_pos': [0.5003338416371153, 0.26857271044833386], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.345857,"{'circle_3d': {'center': [0.21770265973085376, 37.84135395865474, 421.8533498877514], 'normal': [0.011381359937640749, -0.695717719219473, -0.7182251177799509], 'radius': 13.394230917831123}, 'confidence': 0.760042834295329, 'timestamp': 4633.077311, 'diameter_3d': 26.788461835662247, 'ellipse': {'center': [160.31500317552653, 175.95525865514387], 'axes': [30.749104378773165, 39.38084557386557], 'angle': -88.90456889285056}, 'location': [160.31500317552653, 175.95525865514387], 'diameter': 39.38084557386557, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.8013777386451234, 'phi': -1.5549511452010019, 'norm_pos': [0.5009843849235204, 0.2668530889369005], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.354013,"{'circle_3d': {'center': [0.23410319455709244, 37.80383724306295, 421.8901265362056], 'normal': [0.012748071173160638, -0.6988441121854557, -0.7151603970754297], 'radius': 13.356616523963256}, 'confidence': 0.008024416251048772, 'timestamp': 4633.085711, 'diameter_3d': 26.71323304792651, 'ellipse': {'center': [160.33853298124544, 175.89359375830827], 'axes': [30.54805403804018, 39.26688265889459], 'angle': -88.78214350204341}, 'location': [160.33853298124544, 175.89359375830827], 'diameter': 39.26688265889459, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.7970161156690785, 'phi': -1.5529727430780604, 'norm_pos': [0.501057915566392, 0.2671100260070489], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.362269,"{'circle_3d': {'center': [0.03753193292818901, 37.46324915872646, 422.2353952797174], 'normal': [-0.003632867295914648, -0.7272264525468295, -0.6863880017827848], 'radius': 13.290697086705109}, 'confidence': 0.5868529293821844, 'timestamp': 4633.094111, 'diameter_3d': 26.581394173410217, 'ellipse': {'center': [160.05667244041692, 175.34574086310892], 'axes': [29.324564476596404, 39.04169441658271], 'angle': 89.68832939877589}, 'location': [160.05667244041692, 175.34574086310892], 'diameter': 39.04169441658271, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.7565238038691804, 'phi': -1.5760890087248531, 'norm_pos': [0.5001771013763029, 0.2693927464037128], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.369944,"{'circle_3d': {'center': [0.017415166914996033, 37.05210773623011, 422.694167497148], 'normal': [-0.005309264463680729, -0.7614882377548586, -0.6481569836635679], 'radius': 13.399109917160324}, 'confidence': 0.0016411513707321745, 'timestamp': 4633.102511, 'diameter_3d': 26.798219834320648, 'ellipse': {'center': [160.02770429414676, 174.686706024558], 'axes': [28.117323337672186, 39.31859880830379], 'angle': 89.56412162483797}, 'location': [160.02770429414676, 174.686706024558], 'diameter': 39.31859880830379, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.7051902681872506, 'phi': -1.578987468533106, 'norm_pos': [0.5000865759192086, 0.272138724897675], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.377992,"{'circle_3d': {'center': [-0.08612239198339797, 36.90330304278886, 422.87403129352947], 'normal': [-0.013937394371880229, -0.7738886288749627, -0.63316833396511], 'radius': 13.376265049673131}, 'confidence': 0.0011248332702991082, 'timestamp': 4633.110911, 'diameter_3d': 26.752530099346263, 'ellipse': {'center': [159.87913298871243, 174.4426699354825], 'axes': [27.50033153102045, 39.2352610771122], 'angle': 88.85975106876131}, 'location': [159.87913298871243, 174.4426699354825], 'diameter': 39.2352610771122, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6858379469145475, 'phi': -1.5928049195001404, 'norm_pos': [0.49962229058972635, 0.2731555419354895], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.38611,"{'circle_3d': {'center': [0.00036820963059810974, 36.880056352269726, 422.90111678132024], 'normal': [-0.006729844237380557, -0.775825853084891, -0.6309112099825471], 'radius': 13.376171310291348}, 'confidence': 0.7170762227522637, 'timestamp': 4633.119311, 'diameter_3d': 26.752342620582695, 'ellipse': {'center': [160.00317533775947, 174.4048829364169], 'axes': [27.41481869529208, 39.23246795100321], 'angle': 89.45712388862988}, 'location': [160.00317533775947, 174.4048829364169], 'diameter': 39.23246795100321, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6827733728728586, 'phi': -1.5814627865174309, 'norm_pos': [0.5000099229304984, 0.2733129877649296], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.394877,"{'circle_3d': {'center': [0.006174118503999404, 36.82861500515868, 422.9647562700938], 'normal': [-0.0062460184979304485, -0.7801126320108114, -0.6256079192514173], 'radius': 13.391740310455896}, 'confidence': 0.31381617454391414, 'timestamp': 4633.127711, 'diameter_3d': 26.783480620911792, 'ellipse': {'center': [160.01148593560072, 174.32144698038246], 'axes': [27.245040537719152, 39.27237499029234], 'angle': 89.50045272614885}, 'location': [160.01148593560072, 174.32144698038246], 'diameter': 39.27237499029234, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6759505026318745, 'phi': -1.5807799136176055, 'norm_pos': [0.5000358935487522, 0.27366063758173975], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.403032,"{'circle_3d': {'center': [0.06345833504724802, 36.79981080313755, 423.00046096481685], 'normal': [-0.0014723337859930646, -0.7825129821792389, -0.6226325280244975], 'radius': 13.348180888564993}, 'confidence': 0.0008584584789951277, 'timestamp': 4633.136111, 'diameter_3d': 26.696361777129987, 'ellipse': {'center': [160.09363517742557, 174.27209003224985], 'axes': [27.043506197812633, 39.141311414458094], 'angle': 89.89138505164367}, 'location': [160.09363517742557, 174.27209003224985], 'diameter': 39.141311414458094, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6721046347747566, 'phi': -1.5731610137899026, 'norm_pos': [0.5002926099294549, 0.27386629153229225], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.410028,"{'circle_3d': {'center': [-0.06692319049363918, 36.627249242213374, 423.22411930113117], 'normal': [-0.01233746091440033, -0.7968931122562536, -0.6039943333316363], 'radius': 13.337978697609486}, 'confidence': 0.0005260383960865589, 'timestamp': 4633.144511, 'diameter_3d': 26.675957395218973, 'ellipse': {'center': [159.90649092214267, 173.98735015317635], 'axes': [26.314971132348692, 39.09119051126912], 'angle': 89.02879761295588}, 'location': [159.90649092214267, 173.98735015317635], 'diameter': 39.09119051126912, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6486615247141313, 'phi': -1.5912199380265863, 'norm_pos': [0.4997077841316958, 0.2750527076950985], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.419598,"{'circle_3d': {'center': [-0.08455051979411449, 36.620872334324176, 423.2329224641871], 'normal': [-0.013806405022773272, -0.7974245212470199, -0.603260736410309], 'radius': 13.422305499871994}, 'confidence': 0.0005158146987355172, 'timestamp': 4633.152911, 'diameter_3d': 26.84461099974399, 'ellipse': {'center': [159.88125841299407, 173.98094952842433], 'axes': [26.4533983087738, 39.33770788756485], 'angle': 88.91283274958795}, 'location': [159.88125841299407, 173.98094952842433], 'diameter': 39.33770788756485, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6477813726970384, 'phi': -1.5936786302972987, 'norm_pos': [0.4996289325406065, 0.2750793769648986], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.430006,"{'circle_3d': {'center': [0.024231380387668283, 36.598755922975194, 423.26057150027134], 'normal': [-0.004741246674291375, -0.7992675555261018, -0.6009566500699557], 'radius': 13.433878562221457}, 'confidence': 0.00048514472811711506, 'timestamp': 4633.161311, 'diameter_3d': 26.867757124442914, 'ellipse': {'center': [160.03729815061598, 173.94525404215196], 'axes': [26.38845780633792, 39.36906795285432], 'angle': 89.6347195360394}, 'location': [160.03729815061598, 173.94525404215196], 'diameter': 39.36906795285432, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.644720858026897, 'phi': -1.5786856617506355, 'norm_pos': [0.5001165567206749, 0.27522810815770016], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.438123,"{'circle_3d': {'center': [-0.07173544504062099, 36.59771873082779, 423.2633472361359], 'normal': [-0.012738482126648814, -0.7993539882050519, -0.6007253387479063], 'radius': 13.427320304428413}, 'confidence': 0.00048203827399262433, 'timestamp': 4633.169711, 'diameter_3d': 26.854640608856826, 'ellipse': {'center': [159.89963137338225, 173.94298273900597], 'axes': [26.366358082164094, 39.349633288792106], 'angle': 89.00080711427393}, 'location': [159.89963137338225, 173.94298273900597], 'diameter': 39.349633288792106, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6445770235974071, 'phi': -1.5919983179461672, 'norm_pos': [0.49968634804181955, 0.27523757192080844], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.445709,"{'circle_3d': {'center': [-0.09286787134620192, 36.626709151892456, 423.22540840937523], 'normal': [-0.014499517652113892, -0.7969381197829971, -0.6038869076446329], 'radius': 13.378231550582461}, 'confidence': 0.0005244813443460172, 'timestamp': 4633.178111, 'diameter_3d': 26.756463101164922, 'ellipse': {'center': [159.8692955688784, 173.9883624846969], 'axes': [26.39023910847162, 39.20914434235988], 'angle': 88.85684551953123}, 'location': [159.8692955688784, 173.9883624846969], 'diameter': 39.20914434235988, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6485870201218528, 'phi': -1.5948020340390945, 'norm_pos': [0.499591548652745, 0.2750484896470963], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.454348,"{'circle_3d': {'center': [-0.10928641573100756, 36.44361136819316, 423.4740299460061], 'normal': [-0.01586772968418103, -0.8121962684246046, -0.5831684462587268], 'radius': 13.409540556282657}, 'confidence': 0.4507524337164167, 'timestamp': 4633.186511, 'diameter_3d': 26.819081112565314, 'ellipse': {'center': [159.84564651167886, 173.68635545363247], 'axes': [25.65954783809185, 39.27837173991306], 'angle': 88.77787918659958}, 'location': [159.84564651167886, 173.68635545363247], 'diameter': 39.27837173991306, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6228893146316313, 'phi': -1.5979991283062063, 'norm_pos': [0.49951764534899645, 0.2763068522765314], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.462419,"{'circle_3d': {'center': [-0.19858506348779797, 36.379700783271076, 423.56694838038777], 'normal': [-0.023309283663913563, -0.8175221505014452, -0.5754252433935859], 'radius': 13.500809389408339}, 'confidence': 0.7039591442431862, 'timestamp': 4633.194911, 'diameter_3d': 27.001618778816677, 'ellipse': {'center': [159.71757597571306, 173.5838499696963], 'axes': [25.535037723265404, 39.53749614000107], 'angle': 88.2153377418222}, 'location': [159.71757597571306, 173.5838499696963], 'diameter': 39.53749614000107, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6137011323100632, 'phi': -1.6112821190481303, 'norm_pos': [0.4991174249241033, 0.2767339584595987], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.470218,"{'circle_3d': {'center': [-0.3606737077670671, 36.3071403797467, 423.679808753221], 'normal': [-0.03681667068718599, -0.8235688507951431, -0.5660202123241524], 'radius': 13.46454002637197}, 'confidence': 0.00018497163961939123, 'timestamp': 4633.203311, 'diameter_3d': 26.92908005274394, 'ellipse': {'center': [159.4848965780482, 173.4593446492306], 'axes': [25.102128985995137, 39.421212159847435], 'angle': 87.20364558475742}, 'location': [159.4848965780482, 173.4593446492306], 'diameter': 39.421212159847435, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6031218782726742, 'phi': -1.6357496264337366, 'norm_pos': [0.4983903018064006, 0.2772527306282059], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.480526,"{'circle_3d': {'center': [-0.43538534909566895, 36.32162040857508, 423.6640442996358], 'normal': [-0.04304264079790281, -0.8223621817261115, -0.5673339167895858], 'radius': 13.446808440271381}, 'confidence': 0.39707308211291165, 'timestamp': 4633.211711, 'diameter_3d': 26.893616880542762, 'ellipse': {'center': [159.37767355056403, 173.48185492381796], 'axes': [25.118169172756716, 39.37088938813324], 'angle': 86.724180407372}, 'location': [159.37767355056403, 173.48185492381796], 'diameter': 39.37088938813324, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6052459570265744, 'phi': -1.6465195282115492, 'norm_pos': [0.4980552298455126, 0.2771589378174252], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.486814,"{'circle_3d': {'center': [-0.58825365742745, 36.39386122521547, 423.57362755982155], 'normal': [-0.05578166649221789, -0.8163421136727459, -0.5748686451074406], 'radius': 13.317143485404396}, 'confidence': 0.00023640157472126777, 'timestamp': 4633.220111, 'diameter_3d': 26.63428697080879, 'ellipse': {'center': [159.15804711238079, 173.5940819128117], 'axes': [25.15893663003904, 38.999647501309795], 'angle': 85.7156491633907}, 'location': [159.15804711238079, 173.5940819128117], 'diameter': 38.999647501309795, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6157472032114643, 'phi': -1.6675272542808222, 'norm_pos': [0.49736889722618993, 0.27669132536328456], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.495255,"{'circle_3d': {'center': [-0.6112400975629197, 36.621904208284356, 423.262834215415], 'normal': [-0.05769720317017371, -0.7973385317503383, -0.6007680904746476], 'radius': 13.28658131410378}, 'confidence': 0.40933134620756123, 'timestamp': 4633.228511, 'diameter_3d': 26.57316262820756, 'ellipse': {'center': [159.1252747748804, 173.97080011580516], 'axes': [26.082315220705574, 38.938253114414124], 'angle': 85.43333935091677}, 'location': [159.1252747748804, 173.97080011580516], 'diameter': 38.938253114414124, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6479238631453275, 'phi': -1.6665417388447836, 'norm_pos': [0.4972664836715013, 0.27512166618414513], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.501648,"{'circle_3d': {'center': [-0.6895349700186527, 36.891567784680404, 422.92580317273826], 'normal': [-0.06422177587481813, -0.7748665670506674, -0.6288540106977121], 'radius': 13.381296589371011}, 'confidence': 0.2488204113442986, 'timestamp': 4633.236911, 'diameter_3d': 26.762593178742023, 'ellipse': {'center': [159.01362622443065, 174.4176047836773], 'axes': [27.33507999900775, 39.247052404717245], 'angle': 84.72982700334654}, 'location': [159.01362622443065, 174.4176047836773], 'diameter': 39.247052404717245, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6842923455043238, 'phi': -1.672568588485428, 'norm_pos': [0.4969175819513458, 0.27325998006801133], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011709.513186,"{'circle_3d': {'center': [-0.8230802008808472, 36.97050862501572, 422.8442072167335], 'normal': [-0.07535054511333433, -0.7682881636893918, -0.6356536736981119], 'radius': 13.339669702595923}, 'confidence': 0.7788612893980414, 'timestamp': 4633.245311, 'diameter_3d': 26.679339405191847, 'ellipse': {'center': [158.82200566382275, 174.5421132626952], 'axes': [27.502615550450717, 39.13301084038912], 'angle': 83.75513649854996}, 'location': [158.82200566382275, 174.5421132626952], 'diameter': 39.13301084038912, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.6946337933549164, 'phi': -1.6887859768363211, 'norm_pos': [0.4963187676994461, 0.27274119473877], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
