eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656496.123949,"{'circle_3d': {'center': [9.19894609374694e-08, -3.998217756873146e-09, 2.7135003275446934e-06], 'normal': [0.18281566241509659, -0.5065972053359586, -0.842578011297189], 'radius': 9.279752277980326e-08}, 'confidence': 0.8571644425392173, 'timestamp': 3026.064889, 'diameter_3d': 1.8559504555960652e-07, 'ellipse': {'center': [180.91381241308164, 119.3957656602528], 'axes': [35.431234893155946, 42.433340194675175], 'angle': -67.48180507793595}, 'location': [180.91381241308164, 119.3957656602528], 'diameter': 42.433340194675175, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715566494882142, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628540865762, 'phi': -1.357136257790089, 'norm_pos': [0.5653556637908801, 0.50251764308228], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.112988,"{'circle_3d': {'center': [2.3296180439568848, -0.19065323304008785, 72.61171291836061], 'normal': [-0.23790748963384936, 0.4997707496921953, -0.8328440575090998], 'radius': 2.042208330836036}, 'confidence': 0.2797114568150541, 'timestamp': 3027.064479, 'diameter_3d': 4.084416661672072, 'ellipse': {'center': [179.99361991583538, 118.16751757079392], 'axes': [29.35262448072828, 34.893485827104094], 'angle': -67.08792575807571}, 'location': [179.99361991583538, 118.16751757079392], 'diameter': 34.893485827104094, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.094130407161868, 'phi': -1.8490427504199238, 'norm_pos': [0.5624800622369855, 0.5076353434550254], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.125796,"{'circle_3d': {'center': [2.3270613733086196, -0.20188184801255016, 72.6057136478108], 'normal': [-0.2381205455212048, 0.4988350317778235, -0.8333439967215829], 'radius': 2.0432192258711535}, 'confidence': 0.16098760002936685, 'timestamp': 3027.072879, 'diameter_3d': 4.086438451742307, 'ellipse': {'center': [179.97367687375112, 118.07150059468428], 'axes': [29.38967972429564, 34.91352912948906], 'angle': -67.02266660739043}, 'location': [179.97367687375112, 118.07150059468428], 'diameter': 34.91352912948906, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.093050434517213, 'phi': -1.8491206821347097, 'norm_pos': [0.5624177402304722, 0.5080354141888155], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.1334221,"{'circle_3d': {'center': [2.3284500792924745, -0.19901994639032328, 72.60703054845256], 'normal': [-0.23800482002255022, 0.4990735235796757, -0.8332342550014373], 'radius': 2.036142854795055}, 'confidence': 0.07999252289148262, 'timestamp': 3027.081279, 'diameter_3d': 4.07228570959011, 'ellipse': {'center': [179.98440966453205, 118.09732765344339], 'axes': [29.28283195569939, 34.7919919810486], 'angle': -67.04623909135908}, 'location': [179.98440966453205, 118.09732765344339], 'diameter': 34.7919919810486, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.093325629546533, 'phi': -1.8490270693307225, 'norm_pos': [0.5624512802016627, 0.5079278014439859], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.141484,"{'circle_3d': {'center': [2.325741631468058, -0.21311818367010016, 72.5993731546354], 'normal': [-0.23823052400791825, 0.4978986704730276, -0.8338723711528666], 'radius': 2.028467840408068}, 'confidence': 0.08101813881632536, 'timestamp': 3027.089679, 'diameter_3d': 4.056935680816136, 'ellipse': {'center': [179.96277698689948, 117.97852913485664], 'axes': [29.200879304429485, 34.664332396626925], 'angle': -66.96875887346121}, 'location': [179.96277698689948, 117.97852913485664], 'diameter': 34.664332396626925, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.091970390866706, 'phi': -1.849075225073643, 'norm_pos': [0.5623836780840609, 0.5084227952714306], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.1492941,"{'circle_3d': {'center': [2.318842936211283, -0.20173962727333983, 72.6081507998514], 'normal': [-0.2388054152793162, 0.498846883506091, -0.8331409007182001], 'radius': 2.026575906917591}, 'confidence': 0.3480264383286307, 'timestamp': 3027.098079, 'diameter_3d': 4.053151813835182, 'ellipse': {'center': [179.9014070427963, 118.07615037108056], 'axes': [29.14205250142412, 34.62778782009236], 'angle': -66.94590026621037}, 'location': [179.9014070427963, 118.07615037108056], 'diameter': 34.62778782009236, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.093064109164211, 'phi': -1.849944867926264, 'norm_pos': [0.5621918970087385, 0.5080160401204976], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.15715,"{'circle_3d': {'center': [2.3148469092048622, -0.19603818058579936, 72.6127134242224], 'normal': [-0.23913841752985124, 0.49932200406338606, -0.8327606820206165], 'radius': 2.038153814008642}, 'confidence': 0.0793019729001202, 'timestamp': 3027.106479, 'diameter_3d': 4.076307628017284, 'ellipse': {'center': [179.86727846354586, 118.12256986410341], 'axes': [29.292158040264667, 34.82345988695468], 'angle': -66.92945494016305}, 'location': [179.86727846354586, 118.12256986410341], 'diameter': 34.82345988695468, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.093612396890684, 'phi': -1.850435251362499, 'norm_pos': [0.5620852451985808, 0.5078226255662358], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.166185,"{'circle_3d': {'center': [2.311808503249371, -0.1726722913424874, 72.62763501327184], 'normal': [-0.23939161802614217, 0.5012691615003287, -0.8315172162664962], 'radius': 2.0369329406701624}, 'confidence': 0.4736645581425132, 'timestamp': 3027.114879, 'diameter_3d': 4.073865881340325, 'ellipse': {'center': [179.83709822531316, 118.32226719225852], 'axes': [29.21975898691201, 34.79556710157516], 'angle': -66.98692457261673}, 'location': [179.83709822531316, 118.32226719225852], 'diameter': 34.79556710157516, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0958612248976354, 'phi': -1.8511131412197945, 'norm_pos': [0.5619909319541037, 0.5069905533655895], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.174481,"{'circle_3d': {'center': [2.3154370606653636, -0.1612987961663075, 72.63345556170017], 'normal': [-0.23908923824147613, 0.5022169527650103, -0.8310321705641354], 'radius': 2.046673703107575}, 'confidence': 0.22550127969561193, 'timestamp': 3027.123279, 'diameter_3d': 4.09334740621515, 'ellipse': {'center': [179.86728974999372, 118.41730407398597], 'axes': [29.33756206473432, 34.95933506042931], 'angle': -67.0623923287404}, 'location': [179.86728974999372, 118.41730407398597], 'diameter': 34.95933506042931, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.096956916288908, 'phi': -1.850932295935673, 'norm_pos': [0.5620852804687304, 0.5065945663583917], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.182739,"{'circle_3d': {'center': [2.3222571244592563, -0.1823349956810878, 72.6188158956836], 'normal': [-0.23852089959198508, 0.5004639361387787, -0.8322521427321834], 'radius': 2.0226354343462636}, 'confidence': 0.26224671237673947, 'timestamp': 3027.131679, 'diameter_3d': 4.045270868692527, 'ellipse': {'center': [179.92704020050672, 118.24251883628096], 'axes': [29.04585532431735, 34.555552000303386], 'angle': -67.04928362791118}, 'location': [179.92704020050672, 118.24251883628096], 'diameter': 34.555552000303386, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.094930892598351, 'phi': -1.8499118144781308, 'norm_pos': [0.5622720006265836, 0.5073228381821626], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.18874,"{'circle_3d': {'center': [2.3166016192657324, -0.19019419706811647, 72.61571589293153], 'normal': [-0.23899219169144542, 0.4998090026898596, -0.8325104762948556], 'radius': 2.0344972155130936}, 'confidence': 0.5902179613087346, 'timestamp': 3027.140078, 'diameter_3d': 4.068994431026187, 'ellipse': {'center': [179.88099020319976, 118.1731571806763], 'axes': [29.22831182426352, 34.75959855876506], 'angle': -66.96744131746865}, 'location': [179.88099020319976, 118.1731571806763], 'diameter': 34.75959855876506, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0941745717339204, 'phi': -1.850352716042383, 'norm_pos': [0.5621280943849992, 0.5076118450805154], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.197052,"{'circle_3d': {'center': [2.314334516410058, -0.19691706410578735, 72.61233364651272], 'normal': [-0.23918111692941826, 0.49924876377005367, -0.83279233016309], 'radius': 2.037536764623876}, 'confidence': 0.07935366701517166, 'timestamp': 3027.148478, 'diameter_3d': 4.075073529247752, 'ellipse': {'center': [179.86296523612646, 118.11519824153632], 'axes': [29.284743173253656, 34.813082969007965], 'angle': -66.92140224921789}, 'location': [179.86296523612646, 118.11519824153632], 'diameter': 34.813082969007965, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.093527866517315, 'phi': -1.8504725359882768, 'norm_pos': [0.5620717663628951, 0.5078533406602653], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.209533,"{'circle_3d': {'center': [2.312750243492246, -0.19074004118892152, 72.61649460584435], 'normal': [-0.23931313967256929, 0.4997635156797925, -0.8324455835521208], 'radius': 2.0141858385723728}, 'confidence': 0.07881770304529068, 'timestamp': 3027.156878, 'diameter_3d': 4.0283716771447455, 'ellipse': {'center': [179.8459873730505, 118.17258368426155], 'axes': [28.93392149966662, 34.41206596273644], 'angle': -66.92928907636352}, 'location': [179.8459873730505, 118.17258368426155], 'diameter': 34.41206596273644, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.094122055340027, 'phi': -1.8507295439039546, 'norm_pos': [0.5620187105407828, 0.5076142346489102], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.216887,"{'circle_3d': {'center': [2.3124213940594798, -0.15087338015149054, 72.64063204398956], 'normal': [-0.23934054379196645, 0.5030857374329117, -0.8304341303733543], 'radius': 2.020052423528484}, 'confidence': 0.6821324816559132, 'timestamp': 3027.165278, 'diameter_3d': 4.040104847056968, 'ellipse': {'center': [179.8369635299978, 118.5116020318687], 'axes': [28.929789899269334, 34.501126681686586], 'angle': -67.07216201534804}, 'location': [179.8369635299978, 118.5116020318687], 'diameter': 34.501126681686586, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0979618851345987, 'phi': -1.851403068766662, 'norm_pos': [0.5619905110312431, 0.5062016582005471], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.22674,"{'circle_3d': {'center': [2.3053104781155973, -0.1697101336427549, 72.63129470184933], 'normal': [-0.23993312012062332, 0.5015160079753064, -0.831212242218373], 'radius': 2.0006468172752196}, 'confidence': 0.07694527580014976, 'timestamp': 3027.173678, 'diameter_3d': 4.001293634550439, 'ellipse': {'center': [179.77719809520318, 118.35482159974161], 'axes': [28.686366174515285, 34.17377493379783], 'angle': -66.93703127929645}, 'location': [179.77719809520318, 118.35482159974161], 'diameter': 34.17377493379783, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0961465240181907, 'phi': -1.8518121430602177, 'norm_pos': [0.5618037440475099, 0.5068549100010766], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.2330828,"{'circle_3d': {'center': [2.3105614180506344, -0.17022677516113038, 72.62946883904402], 'normal': [-0.23949554179270358, 0.5014729545154418, -0.831364397452148], 'radius': 2.0135272124262626}, 'confidence': 0.7403609761020179, 'timestamp': 3027.182078, 'diameter_3d': 4.027054424852525, 'ellipse': {'center': [179.8236454157562, 118.34780605703142], 'axes': [28.877272002788153, 34.394777804016975], 'angle': -66.98418537569958}, 'location': [179.8236454157562, 118.34780605703142], 'diameter': 34.394777804016975, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.096096760485557, 'phi': -1.8512774392447036, 'norm_pos': [0.5619488919242381, 0.5068841414290357], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.241364,"{'circle_3d': {'center': [2.320906101113641, -0.1562799609559553, 72.63491800848021], 'normal': [-0.23863348487078634, 0.5026351890325397, -0.8309102999991318], 'radius': 2.0122372202576027}, 'confidence': 0.5719559529484298, 'timestamp': 3027.190478, 'diameter_3d': 4.024474440515205, 'ellipse': {'center': [179.90996316799095, 118.4669238221188], 'axes': [28.837799850046558, 34.370404004193766], 'angle': -67.13162393401215}, 'location': [179.90996316799095, 118.4669238221188], 'diameter': 34.370404004193766, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.097440638840007, 'phi': -1.8504646357374028, 'norm_pos': [0.5622186348999717, 0.5063878174078383], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.2492769,"{'circle_3d': {'center': [2.3057777654132607, -0.16775454810062218, 72.6323399868938], 'normal': [-0.2398941795124847, 0.5016789734371508, -0.831125135131334], 'radius': 1.98763925449587}, 'confidence': 0.07681072017135349, 'timestamp': 3027.198878, 'diameter_3d': 3.97527850899174, 'ellipse': {'center': [179.77960279347678, 118.3740495508283], 'axes': [28.49595294579007, 33.95106766776954], 'angle': -66.94853808712382}, 'location': [179.77960279347678, 118.3740495508283], 'diameter': 33.95106766776954, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.096334901373771, 'phi': -1.8517968196558203, 'norm_pos': [0.5618112587296149, 0.5067747935382154], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.257232,"{'circle_3d': {'center': [2.3042615573078713, -0.16497891290073685, 72.63445376038514], 'normal': [-0.24002053018793384, 0.5019102763704746, -0.8309489873403884], 'radius': 2.003006111922817}, 'confidence': 0.7778389696651626, 'timestamp': 3027.207278, 'diameter_3d': 4.006012223845634, 'ellipse': {'center': [179.7676212960543, 118.39473987167639], 'axes': [28.70883671279857, 34.21261428743358], 'angle': -66.9446000112704}, 'location': [179.7676212960543, 118.39473987167639], 'diameter': 34.21261428743358, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.096602307692823, 'phi': -1.8519936515634465, 'norm_pos': [0.5617738165501697, 0.5066885838680151], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.265315,"{'circle_3d': {'center': [2.3108045760821816, -0.16385558768539266, 72.63324459702092], 'normal': [-0.23947527862340798, 0.5020038868050866, -0.8310497509540732], 'radius': 1.9866969323121788}, 'confidence': 0.7760517917874374, 'timestamp': 3027.215678, 'diameter_3d': 3.9733938646243576, 'ellipse': {'center': [179.82201397955143, 118.40743762560088], 'axes': [28.47866676872536, 33.9346429654582], 'angle': -67.00970933671812}, 'location': [179.82201397955143, 118.40743762560088], 'diameter': 33.9346429654582, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.096710541295808, 'phi': -1.851355634628786, 'norm_pos': [0.5619437936860983, 0.5066356765599964], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.273216,"{'circle_3d': {'center': [2.306931486830469, -0.15925499850229397, 72.63714227305913], 'normal': [-0.2397980360610507, 0.5023872692370115, -0.8307249446175561], 'radius': 1.9929724537642586}, 'confidence': 0.076199146107095, 'timestamp': 3027.224078, 'diameter_3d': 3.985944907528517, 'ellipse': {'center': [179.78858826747935, 118.44551118141919], 'axes': [28.55496546864934, 34.040009999453005], 'angle': -66.99041222539971}, 'location': [179.78858826747935, 118.44551118141919], 'diameter': 34.040009999453005, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.097153884035188, 'phi': -1.8518183396319308, 'norm_pos': [0.561839338335873, 0.5064770367440867], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.281714,"{'circle_3d': {'center': [2.3193215531348503, -0.1539420783799912, 72.63678789298693], 'normal': [-0.23876553053568558, 0.5028300125805367, -0.8307544762902394], 'radius': 1.9743142652224808}, 'confidence': 0.08343254001312544, 'timestamp': 3027.232478, 'diameter_3d': 3.9486285304449615, 'ellipse': {'center': [179.89225672533388, 118.49432468607056], 'axes': [28.287528785052505, 33.72162908069403], 'angle': -67.12524826929341}, 'location': [179.89225672533388, 118.49432468607056], 'diameter': 33.72162908069403, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0976660137685132, 'phi': -1.8506612244416532, 'norm_pos': [0.5621633022666683, 0.5062736471413727], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.2938838,"{'circle_3d': {'center': [2.284530047815759, -0.1699669067326104, 72.63716151548795], 'normal': [-0.24166482264560984, 0.5014946102178185, -0.8307233410818216], 'radius': 1.9878230780212724}, 'confidence': 0.07628318905116294, 'timestamp': 3027.240878, 'diameter_3d': 3.975646156042545, 'ellipse': {'center': [179.59754574879784, 118.35541029500442], 'axes': [28.4833399416443, 33.95164246088547], 'angle': -66.74241744799012}, 'location': [179.59754574879784, 118.35541029500442], 'diameter': 33.95164246088547, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0961217911458196, 'phi': -1.853891946388305, 'norm_pos': [0.5612423304649933, 0.5068524571041483], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.3022661,"{'circle_3d': {'center': [2.3024437149572465, -0.1575686915307637, 72.639458947583], 'normal': [-0.24017201705048588, 0.5025277948179724, -0.8305318884072345], 'radius': 2.001805925215008}, 'confidence': 0.6204342350456735, 'timestamp': 3027.249277, 'diameter_3d': 4.003611850430016, 'ellipse': {'center': [179.75063686634726, 118.45821975599003], 'axes': [28.673633154709783, 34.189779088198264], 'angle': -66.95478728089813}, 'location': [179.75063686634726, 118.45821975599003], 'diameter': 34.189779088198264, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.097316416158779, 'phi': -1.8522958680047619, 'norm_pos': [0.5617207402073352, 0.5064240843500416], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.3090339,"{'circle_3d': {'center': [2.2817653969848326, -0.15707586167645715, 72.64576032513519], 'normal': [-0.24189521021485372, 0.5025688639724979, -0.8300067736112186], 'radius': 1.9822434595231133}, 'confidence': 0.7147921202699652, 'timestamp': 3027.257677, 'diameter_3d': 3.9644869190462266, 'ellipse': {'center': [179.57109102591846, 118.46651223657248], 'axes': [28.37271022045427, 33.85236376624882], 'angle': -66.76430016577183}, 'location': [179.57109102591846, 118.46651223657248], 'diameter': 33.85236376624882, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.097363919711441, 'phi': -1.854379346404891, 'norm_pos': [0.5611596594559952, 0.5063895323476146], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.317398,"{'circle_3d': {'center': [2.2952871205841396, -0.1589880130816228, 72.64067244042917], 'normal': [-0.24076839991491147, 0.5024095180220675, -0.8304307640033858], 'radius': 1.9760790613530683}, 'confidence': 0.4210620291224296, 'timestamp': 3027.266077, 'diameter_3d': 3.9521581227061366, 'ellipse': {'center': [179.68690909560956, 118.45122917646172], 'axes': [28.30132276744417, 33.74960292358937], 'angle': -66.88292554251773}, 'location': [179.68690909560956, 118.45122917646172], 'diameter': 33.74960292358937, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0971796159946328, 'phi': -1.8529909646386764, 'norm_pos': [0.5615215909237798, 0.5064532117647429], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656497.324994,"{'circle_3d': {'center': [2.281748799323486, -0.17299648666126544, 72.63614259613854], 'normal': [-0.24189659335329927, 0.5012421452237639, -0.8308082510276049], 'radius': 1.9860896151082332}, 'confidence': 0.07642240386580312, 'timestamp': 3027.274477, 'diameter_3d': 3.9721792302164665, 'ellipse': {'center': [179.57400294538064, 118.32993460386456], 'axes': [28.46243892127655, 33.922444970703246], 'angle': -66.70531842211618}, 'location': [179.57400294538064, 118.32993460386456], 'diameter': 33.922444970703246, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0958300030088317, 'phi': -1.8541217229866074, 'norm_pos': [0.5611687592043145, 0.5069586058172311], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
