eye_packets,778
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656442.8862212,"{'circle_3d': {'center': [2.080537837664644, -8.20132506921922, 75.59313919150664], 'normal': [-0.25973826192047433, -0.1314791643307584, -0.9566866073283437], 'radius': 15.9776819029008}, 'confidence': 0.02111337333376876, 'timestamp': 2972.842537, 'diameter_3d': 31.9553638058016, 'ellipse': {'center': [184.03789319202372, 55.9759657017224], 'axes': [248.60628914308248, 263.8715474235045], 'angle': 42.996700241690796}, 'location': [184.03789319202372, 55.9759657017224], 'diameter': 263.8715474235045, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.43893537665346, 'phi': -1.8359036177928942, 'norm_pos': [0.5751184162250741, 0.7667668095761566], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.649674,"{'circle_3d': {'center': [-0.7958715189472585, -2.7332427032141062, 77.43252548010453], 'normal': [-0.49943904163813274, 0.3241943661696677, -0.8034044166118524], 'radius': 15.39805682014205}, 'confidence': 0.02112474917512496, 'timestamp': 2974.606537, 'diameter_3d': 30.7961136402841, 'ellipse': {'center': [163.5144482886215, 91.32719278101322], 'axes': [202.36724271668987, 248.4952156301735], 'angle': -30.058615746705595}, 'location': [163.5144482886215, 91.32719278101322], 'diameter': 248.4952156301735, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.900956300524264, 'phi': -2.12698543700498, 'norm_pos': [0.5109826509019422, 0.6194700300791116], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.6590762,"{'circle_3d': {'center': [-2.5955080582205383, -4.895134493775405, 78.11329342770391], 'normal': [-0.6494087532442396, 0.14403671695622616, -0.7466737543119044], 'radius': 15.96226205589513}, 'confidence': 0.0369479064246391, 'timestamp': 2974.614937, 'diameter_3d': 31.92452411179026, 'ellipse': {'center': [151.80140543932117, 77.57814279677673], 'axes': [189.08276220236507, 256.3585772150992], 'angle': -8.23508814789263}, 'location': [151.80140543932117, 77.57814279677673], 'diameter': 256.3585772150992, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.7153357964987783, 'phi': -2.2866369349058275, 'norm_pos': [0.47437939199787865, 0.6767577383467636], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.665656,"{'circle_3d': {'center': [2.370503018692578, -0.6595203454937506, 77.05146641409915], 'normal': [-0.23557449683481313, 0.49700456264636406, -0.8351593387789668], 'radius': 2.3932078947219133}, 'confidence': 0.082856183411262, 'timestamp': 2974.623337, 'diameter_3d': 4.786415789443827, 'ellipse': {'center': [179.19769659511624, 114.44323404313693], 'axes': [32.60787367458484, 38.53182587358037], 'angle': -66.90977276084199}, 'location': [179.19769659511624, 114.44323404313693], 'diameter': 38.53182587358037, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0909397090956325, 'phi': -1.8457247292244185, 'norm_pos': [0.5599928018597382, 0.5231531914869294], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.6734111,"{'circle_3d': {'center': [0.10944921705190058, -3.2658004058773495, 76.7371249668698], 'normal': [-0.4239956469715364, 0.27981455761439755, -0.8613544593814136], 'radius': 15.134347319439447}, 'confidence': 0.016528903498011775, 'timestamp': 2974.631737, 'diameter_3d': 30.268694638878895, 'ellipse': {'center': [169.7900451539579, 87.47490995995659], 'axes': [215.72965870791316, 245.96186996749864], 'angle': -29.548091439941192}, 'location': [169.7900451539579, 87.47490995995659], 'diameter': 245.96186996749864, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8543972722917192, 'phi': -2.0282190490333893, 'norm_pos': [0.5305938911061184, 0.6355212085001809], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.6816268,"{'circle_3d': {'center': [-0.7084824238651848, -4.45784487880805, 76.85426887637773], 'normal': [-0.4921566170479599, 0.1804775182035057, -0.8515924669224189], 'radius': 15.596546354754718}, 'confidence': 0.020228419396517993, 'timestamp': 2974.640137, 'diameter_3d': 31.193092709509436, 'ellipse': {'center': [165.04316694670447, 79.65669824657081], 'axes': [217.87040870652913, 253.5283281985814], 'angle': -14.379130446334804}, 'location': [165.04316694670447, 79.65669824657081], 'diameter': 253.5283281985814, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.752268246825798, 'phi': -2.0948260789682274, 'norm_pos': [0.5157598967084515, 0.6680970906392882], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.689137,"{'circle_3d': {'center': [-2.9400081379591185, -5.780608790666447, 78.29430986480335], 'normal': [-0.6781170932224544, 0.07024719221530598, -0.7315890512202838], 'radius': 16.338515300547492}, 'confidence': 0.026723570368242983, 'timestamp': 2974.648537, 'diameter_3d': 32.677030601094984, 'ellipse': {'center': [149.9088629383825, 71.86242646978678], 'axes': [187.31939424629758, 262.18376803672106], 'angle': -1.4437784725576108}, 'location': [149.9088629383825, 71.86242646978678], 'diameter': 262.18376803672106, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6411014221109936, 'phi': -2.3182813864619076, 'norm_pos': [0.4684651966824453, 0.7005732230425551], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.6968598,"{'circle_3d': {'center': [2.3655682541908076, -0.6539144198345896, 77.05619836425578], 'normal': [-0.23598572720996064, 0.49747172311796073, -0.8347650095992482], 'radius': 2.4230916274106113}, 'confidence': 0.08223398215941413, 'timestamp': 2974.656937, 'diameter_3d': 4.846183254821223, 'ellipse': {'center': [179.1600569244538, 114.48230661277717], 'axes': [32.99655821214712, 39.0106889098794], 'angle': -66.8842598565396}, 'location': [179.1600569244538, 114.48230661277717], 'diameter': 39.0106889098794, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0914781517995364, 'phi': -1.8463043830425796, 'norm_pos': [0.5598751778889182, 0.5229903891134284], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.7089658,"{'circle_3d': {'center': [-1.0013835794454113, -3.803584884901344, 77.19295466417991], 'normal': [-0.5165650466796455, 0.23499918436239786, -0.8233686512722376], 'radius': 15.373893035452571}, 'confidence': 0.02508751836917506, 'timestamp': 2974.665337, 'diameter_3d': 30.747786070905143, 'ellipse': {'center': [162.44814165107067, 84.23495316900178], 'axes': [206.9141340660812, 248.88632089292855], 'angle': -20.02003282745893}, 'location': [162.44814165107067, 84.23495316900178], 'diameter': 248.88632089292855, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8080140557520847, 'phi': -2.1311052918030406, 'norm_pos': [0.5076504426595958, 0.6490210284624925], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.7179542,"{'circle_3d': {'center': [-2.1175184567619247, -5.332807506495289, 77.64862749232317], 'normal': [-0.6095762864560216, 0.10756396589623579, -0.7853959155936322], 'radius': 15.935676895752037}, 'confidence': 0.023565977574518292, 'timestamp': 2974.673737, 'diameter_3d': 31.871353791504074, 'ellipse': {'center': [155.52208148296293, 74.47850405309424], 'axes': [200.2373399557684, 257.22995662207677], 'angle': -4.867533832727074}, 'location': [155.52208148296293, 74.47850405309424], 'diameter': 257.22995662207677, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6785687994188792, 'phi': -2.2308175091752624, 'norm_pos': [0.48600650463425915, 0.689672899778774], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.726269,"{'circle_3d': {'center': [2.3740835444868975, -0.6539636875105401, 77.05376566968474], 'normal': [-0.2352761196852865, 0.4974676174782982, -0.8349677341468353], 'radius': 2.4103646645310857}, 'confidence': 0.7756118199351671, 'timestamp': 2974.682137, 'diameter_3d': 4.820729329062171, 'ellipse': {'center': [179.2275402626386, 114.48435614900987], 'axes': [32.832116721185635, 38.80707433992797], 'angle': -66.96453201221}, 'location': [179.2275402626386, 114.48435614900987], 'diameter': 38.80707433992797, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0914734189720603, 'phi': -1.845453651675672, 'norm_pos': [0.5600860633207456, 0.5229818493791256], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.732975,"{'circle_3d': {'center': [-0.7759511868772471, -3.415815234408941, 77.17239931922613], 'normal': [-0.4977790139656319, 0.2673133219034315, -0.8250815966850524], 'radius': 15.12728837530933}, 'confidence': 0.014139794892168104, 'timestamp': 2974.690537, 'diameter_3d': 30.25457675061866, 'ellipse': {'center': [163.59428303063504, 86.89721558953414], 'axes': [204.5079606186479, 244.8200964548297], 'angle': -24.284517142762777}, 'location': [163.59428303063504, 86.89721558953414], 'diameter': 244.8200964548297, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.841400136139411, 'phi': -2.113645240191829, 'norm_pos': [0.5112321344707345, 0.637928268376941], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.74119,"{'circle_3d': {'center': [-2.177308025126486, -4.603851316046811, 77.82489525653247], 'normal': [-0.614558750486402, 0.16831031510027572, -0.7707069352428576], 'radius': 15.5544137199335}, 'confidence': 0.03439235434724794, 'timestamp': 2974.698937, 'diameter_3d': 31.108827439867, 'ellipse': {'center': [154.2921271856421, 79.45269606037884], 'axes': [191.93055810155803, 250.38794558477846], 'angle': -10.8897772601784}, 'location': [154.2921271856421, 79.45269606037884], 'diameter': 250.38794558477846, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.7399116054623964, 'phi': -2.2439475436960223, 'norm_pos': [0.4821628974551316, 0.6689470997484215], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.74982,"{'circle_3d': {'center': [-3.2300190894405585, -3.564581737640392, 79.09708748635818], 'normal': [-0.7022846725125745, 0.2549161133008106, -0.6646909160907152], 'radius': 16.25298469546354}, 'confidence': 0.020647054308994415, 'timestamp': 2974.707337, 'diameter_3d': 32.50596939092708, 'ellipse': {'center': [146.58540505811476, 86.84205402215238], 'axes': [168.6963437207753, 258.26171154959326], 'angle': -17.16713795682452}, 'location': [146.58540505811476, 86.84205402215238], 'diameter': 258.26171154959326, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8285572762754254, 'phi': -2.3836889701980155, 'norm_pos': [0.45807939080660864, 0.6381581082410317], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.756769,"{'circle_3d': {'center': [2.3578031817904073, -0.6876898339241073, 77.03834120010572], 'normal': [-0.2366328165766607, 0.4946571052771676, -0.836253106611754], 'radius': 2.4170704361575703}, 'confidence': 0.767488157371187, 'timestamp': 2974.715737, 'diameter_3d': 4.834140872315141, 'ellipse': {'center': [179.10188683172262, 114.21133623569912], 'axes': [32.98768850143383, 38.92237784594011], 'angle': -66.68281823165182}, 'location': [179.10188683172262, 114.21133623569912], 'diameter': 38.92237784594011, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.088236568752771, 'phi': -1.8465550710519505, 'norm_pos': [0.5596933963491332, 0.5241194323512537], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.765604,"{'circle_3d': {'center': [-0.7334213215684278, -3.5534644483758253, 77.10343289940351], 'normal': [-0.4942348585232304, 0.2558425540728579, -0.8308287983369373], 'radius': 15.331955490637363}, 'confidence': 0.02084269448762038, 'timestamp': 2974.724137, 'diameter_3d': 30.663910981274725, 'ellipse': {'center': [164.22077651211686, 85.79615354111223], 'axes': [208.93866820537662, 248.37126340898772], 'angle': -23.170878175756346}, 'location': [164.22077651211686, 85.79615354111223], 'diameter': 248.37126340898772, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8295154905795727, 'phi': -2.1074349909138452, 'norm_pos': [0.5131899266003652, 0.6425160269120324], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.7735538,"{'circle_3d': {'center': [-1.8299608551703646, -5.560393121126996, 77.40456852515905], 'normal': [-0.5856131529900582, 0.08859849801026023, -0.805734162857309], 'radius': 15.870155369671847}, 'confidence': 0.028832108096149025, 'timestamp': 2974.732537, 'diameter_3d': 31.740310739343695, 'ellipse': {'center': [157.60462911394563, 72.9070309667049], 'axes': [205.41297377320464, 256.8405100221406], 'angle': -2.908311187296081}, 'location': [157.60462911394563, 72.9070309667049], 'diameter': 256.8405100221406, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6595111480186504, 'phi': -2.199287872612055, 'norm_pos': [0.4925144659810801, 0.6962207043053963], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.780792,"{'circle_3d': {'center': [2.3636628930213086, -0.6716340114822072, 77.04619799678778], 'normal': [-0.2361445073074189, 0.4959950904806593, -0.8355983735549148], 'radius': 2.4244633287967927}, 'confidence': 0.08359963451117469, 'timestamp': 2974.740937, 'diameter_3d': 4.848926657593585, 'ellipse': {'center': [179.1475429561498, 114.33914302603083], 'axes': [33.05610566330921, 39.03768463535759], 'angle': -66.79939099526513}, 'location': [179.1475429561498, 114.33914302603083], 'diameter': 39.03768463535759, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.0897767719318394, 'phi': -1.8462192618978461, 'norm_pos': [0.5598360717379681, 0.5235869040582048], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.793358,"{'circle_3d': {'center': [-0.3008477697816829, -3.7985503210803215, 76.78802288628842], 'normal': [-0.4581870625410017, 0.2354187313474832, -0.857112966096529], 'radius': 15.06116332850143}, 'confidence': 0.022235595570646385, 'timestamp': 2974.749337, 'diameter_3d': 30.12232665700286, 'ellipse': {'center': [167.00950436657598, 84.15103976335324], 'axes': [212.78489278405692, 244.74728465190864], 'angle': -22.333328944066686}, 'location': [167.00950436657598, 84.15103976335324], 'diameter': 244.74728465190864, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8084457129587392, 'phi': -2.0617161285726233, 'norm_pos': [0.52190470114555, 0.6493706676526949], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.802034,"{'circle_3d': {'center': [-1.9513425351694593, -4.1435512008587265, 77.75967863419586], 'normal': [-0.5957282929899825, 0.20666865803261592, -0.7761416537709075], 'radius': 15.498335761345665}, 'confidence': 0.02718780662520675, 'timestamp': 2974.757737, 'diameter_3d': 30.99667152269133, 'ellipse': {'center': [155.76231894083477, 82.41804321435524], 'axes': [193.57132090810325, 249.5557285290086], 'angle': -14.96470811655178}, 'location': [155.76231894083477, 82.41804321435524], 'diameter': 249.5557285290086, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.7789652054020746, 'phi': -2.225435768633294, 'norm_pos': [0.48675724669010867, 0.6565914866068532], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.809265,"{'circle_3d': {'center': [-2.6241450858813824, -5.886273865203369, 78.00255345667411], 'normal': [-0.6517951722159766, 0.061441769337229196, -0.7559020852310545], 'radius': 16.136533750964894}, 'confidence': 0.02100507339827685, 'timestamp': 2974.766137, 'diameter_3d': 32.27306750192979, 'ellipse': {'center': [152.06950442086696, 71.08361324078896], 'axes': [192.43526308618624, 259.6794943419306], 'angle': -0.48959267120761085}, 'location': [152.06950442086696, 71.08361324078896], 'diameter': 259.6794943419306, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6322768199972861, 'phi': -2.282373409902367, 'norm_pos': [0.4752172013152093, 0.7038182781633793], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.818846,"{'circle_3d': {'center': [2.3677722332219053, -0.6906330218636443, 77.03378575272174], 'normal': [-0.2358020622907025, 0.4944118396155396, -0.8366327272270847], 'radius': 2.4441852749551147}, 'confidence': 0.5898920293393338, 'timestamp': 2974.774537, 'diameter_3d': 4.8883705499102295, 'ellipse': {'center': [179.18574713491276, 114.18156105613907], 'axes': [33.375630800695625, 39.36158927746305], 'angle': -66.76627916282442}, 'location': [179.18574713491276, 114.18156105613907], 'diameter': 39.36158927746305, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.08795438109654, 'phi': -1.8455165289750886, 'norm_pos': [0.5599554597966023, 0.5242434955994205], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.825886,"{'circle_3d': {'center': [-0.9803884894114683, -3.848616350779569, 77.1670890307915], 'normal': [-0.5148154558434838, 0.23124656220587916, -0.8255241207212716], 'radius': 15.27420842363721}, 'confidence': 0.012609153041728514, 'timestamp': 2974.782937, 'diameter_3d': 30.54841684727442, 'ellipse': {'center': [162.47745400799835, 83.99176078419703], 'axes': [206.13783975822597, 247.32476925003652], 'angle': -19.666585399651467}, 'location': [162.47745400799835, 83.99176078419703], 'diameter': 247.32476925003652, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.804155106339985, 'phi': -2.1284045017997193, 'norm_pos': [0.5077420437749949, 0.6500343300658458], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.834409,"{'circle_3d': {'center': [-1.7414496882844066, -6.097882039243119, 77.29707786454422], 'normal': [-0.5782372224162285, 0.04380775483391664, -0.814691717908545], 'radius': 15.764201134959697}, 'confidence': 0.03302379581809205, 'timestamp': 2974.791337, 'diameter_3d': 31.528402269919393, 'ellipse': {'center': [158.15412406460618, 69.46166071506872], 'axes': [205.84178054463933, 255.4843413852485], 'angle': 1.8913144010470135}, 'location': [158.15412406460618, 69.46166071506872], 'diameter': 255.4843413852485, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6146181057954236, 'phi': -2.1880439660619415, 'norm_pos': [0.4942316377018943, 0.7105764136872137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.840862,"{'circle_3d': {'center': [2.354433746929106, -0.6902507509199731, 77.03778072681567], 'normal': [-0.23691360281510246, 0.49444369552751216, -0.8362998127192572], 'radius': 2.4655625832391403}, 'confidence': 0.08479338266039527, 'timestamp': 2974.799737, 'diameter_3d': 4.931125166478281, 'ellipse': {'center': [179.0801812454535, 114.18047041420827], 'axes': [33.652564690751866, 39.70371262915848], 'angle': -66.6411788604837}, 'location': [179.0801812454535, 114.18047041420827], 'diameter': 39.70371262915848, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 2.087991029998887, 'phi': -1.8468512721115415, 'norm_pos': [0.5596255663920422, 0.5242480399407989], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.8528361,"{'circle_3d': {'center': [0.017720780854491913, -3.7441973367819887, 76.63881388972054], 'normal': [-0.43163968332132047, 0.23994814670567763, -0.8695470491438522], 'radius': 15.006322438463608}, 'confidence': 0.024888196459590776, 'timestamp': 2974.808137, 'diameter_3d': 30.012644876927215, 'ellipse': {'center': [169.15082092480216, 84.41744043911487], 'axes': [215.79423172447486, 244.19267491992213], 'angle': -24.161597347992423}, 'location': [169.15082092480216, 84.41744043911487], 'diameter': 244.19267491992213, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.8131087637422403, 'phi': -2.0315565872240495, 'norm_pos': [0.5285963153900067, 0.6482606648370214], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.857306,"{'circle_3d': {'center': [-0.6195003297368924, -6.118922727617649, 76.58962763990769], 'normal': [-0.484741442537269, 0.042054364136039135, -0.8736459032949225], 'radius': 15.40594895146261}, 'confidence': 0.02432112176936167, 'timestamp': 2974.816537, 'diameter_3d': 30.81189790292522, 'ellipse': {'center': [165.66299636037854, 69.05711993842378], 'axes': [219.1591402799387, 251.44753366769925], 'angle': 3.3130484174396813}, 'location': [165.66299636037854, 69.05711993842378], 'diameter': 251.44753366769925, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.6128630968180369, 'phi': -2.0773546550233006, 'norm_pos': [0.517696863626183, 0.7122620002565676], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656444.867689,"{'circle_3d': {'center': [-2.2555579940103954, -5.937072559159656, 77.69349700844826], 'normal': [-0.6210795812267274, 0.057208544840871886, -0.7816567892498746], 'radius': 15.972033123775427}, 'confidence': 0.01945165814409356, 'timestamp': 2974.824937, 'diameter_3d': 31.944066247550854, 'ellipse': {'center': [154.63279305658358, 70.63847383762989], 'axes': [198.44566806603348, 257.81709873144007], 'angle': 0.12891679513136012}, 'location': [154.63279305658358, 70.63847383762989], 'diameter': 257.81709873144007, 'sphere': {'center': [5.1973969807103355, -6.623575097250119, 87.07337847944676], 'radius': 12.0}, 'projected_sphere': {'center': [197.00770757162059, 72.83728928395237], 'axes': [170.89034857551036, 170.89034857551036], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 2965.559736, 'theta': 1.62803612320609, 'phi': -2.2422163721560953, 'norm_pos': [0.48322747830182367, 0.7056730256765421], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
