eye_packets,779
norm_X,norm_Y,phi,theta,confidence,timestamp
1581484222.161532,"{'circle_3d': {'center': [-0.27879404240039896, 0.09217052121922675, 0.4594750775536749], 'normal': [0.10751903835052673, -0.22939379506364907, -0.9673769395527653], 'radius': 0.24947974521089053}, 'confidence': 0.005811640014690778, 'timestamp': 351905.625761, 'diameter_3d': 0.49895949042178106, 'ellipse': {'center': [-242.82899561300803, 288.1144226238342], 'axes': [660.6965384213473, 761.5630045890251], 'angle': 53.31672593542991}, 'location': [-242.82899561300803, 288.1144226238342], 'diameter': 761.5630045890251, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3393415027462696, 'phi': -1.4601057032431741, 'norm_pos': [-0.7588406112906501, -0.20047676093264233], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.930451,"{'circle_3d': {'center': [0.19558690819297797, -0.029386103060213387, 0.5517204959074462], 'normal': [0.14705078423330814, -0.2395235137536024, -0.9596898213566177], 'radius': 0.2500699315320971}, 'confidence': 0.007074068762872783, 'timestamp': 351910.396767, 'diameter_3d': 0.5001398630641942, 'ellipse': {'center': [365.1462822416107, 116.19433379342068], 'axes': [503.9768911266858, 574.7822154437309], 'angle': -40.39401371302494}, 'location': [365.1462822416107, 116.19433379342068], 'diameter': 574.7822154437309, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3289212778426347, 'phi': -1.4187514936918022, 'norm_pos': [1.1410821320050335, 0.5158569425274138], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.938464,"{'circle_3d': {'center': [-0.07827828084126942, -0.252119064789992, 0.5707735144352686], 'normal': [0.12422868514712088, -0.2580845938977507, -0.9581020698126327], 'radius': 0.25012968190579693}, 'confidence': 0.006823563688586528, 'timestamp': 351910.405167, 'diameter_3d': 0.5002593638115939, 'ellipse': {'center': [59.21070775868063, -128.33366310915048], 'axes': [468.2877745273569, 556.0993568598155], 'angle': -80.19170630429738}, 'location': [59.21070775868063, -128.33366310915048], 'diameter': 556.0993568598155, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.309757221465707, 'phi': -1.441854484991755, 'norm_pos': [0.18503346174587695, 1.534723596288127], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.950208,"{'circle_3d': {'center': [-0.04455812797284886, 0.23033224779974493, 0.45593288423346756], 'normal': [0.1270386978861559, -0.21788031784860587, -0.9676721223294492], 'radius': 0.2500028715346258}, 'confidence': 0.003969212541116749, 'timestamp': 351910.413567, 'diameter_3d': 0.5000057430692516, 'ellipse': {'center': [74.86307648708366, 479.39384403233015], 'axes': [683.6232154879514, 758.8995168165371], 'angle': 18.02432976341435}, 'location': [74.86307648708366, 479.39384403233015], 'diameter': 758.8995168165371, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3511542447931206, 'phi': -1.440260057222969, 'norm_pos': [0.23394711402213644, -0.997474350134709], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.957798,"{'circle_3d': {'center': [0.17717386017604397, -0.038725564078339936, 0.5512486119035565], 'normal': [0.14551636356523032, -0.24030180217177963, -0.9597291450236085], 'radius': 0.25009951402715913}, 'confidence': 0.005298458080916005, 'timestamp': 351910.421966, 'diameter_3d': 0.5001990280543183, 'ellipse': {'center': [344.4440690487479, 105.64395737605288], 'axes': [506.7452198935639, 573.5876562923802], 'angle': -42.328111209465284}, 'location': [344.4440690487479, 105.64395737605288], 'diameter': 573.5876562923802, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3281195752564663, 'phi': -1.4203201329042372, 'norm_pos': [1.0763877157773372, 0.5598168442664464], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.966766,"{'circle_3d': {'center': [-0.17872252006190759, 0.21427228088571715, 0.44272913032101613], 'normal': [0.11585833187873434, -0.21921864842477487, -0.9687724351554868], 'radius': 0.2500325493947197}, 'confidence': 0.006323288726316048, 'timestamp': 351910.430366, 'diameter_3d': 0.5000650987894394, 'ellipse': {'center': [-117.92884755394937, 468.90553594306306], 'axes': [705.9445606333893, 802.6830389768629], 'angle': 35.221980185090686}, 'location': [-117.92884755394937, 468.90553594306306], 'diameter': 802.6830389768629, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3497827596320895, 'phi': -1.4517687136665673, 'norm_pos': [-0.3685276486060918, -0.9537730664294295], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.973323,"{'circle_3d': {'center': [0.18697266375378008, -0.035416424189947726, 0.5519104332052276], 'normal': [0.14633293053004165, -0.2400260405144136, -0.9596739932484692], 'radius': 0.24992174014423144}, 'confidence': 0.005311762966875015, 'timestamp': 351910.438765, 'diameter_3d': 0.49984348028846287, 'ellipse': {'center': [355.3515087821547, 109.32622282713645], 'axes': [504.2771712301471, 573.2764232912339], 'angle': -41.46824052606873}, 'location': [355.3515087821547, 109.32622282713645], 'diameter': 573.2764232912339, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3284036511493886, 'phi': -1.419479964355056, 'norm_pos': [1.1104734649442336, 0.5444740715535981], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.981547,"{'circle_3d': {'center': [0.05374408533053221, 0.21761467709050475, 0.47213611060810656], 'normal': [0.135230548994771, -0.21894011540770922, -0.966321853464896], 'radius': 0.25023762953857737}, 'confidence': 0.003717541280790213, 'timestamp': 351910.447165, 'diameter_3d': 0.5004752590771547, 'ellipse': {'center': [208.72275162778143, 448.73025368425317], 'axes': [648.8423313620947, 720.2077444597406], 'angle': 2.9990638344265457}, 'location': [208.72275162778143, 448.73025368425317], 'diameter': 720.2077444597406, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3500682275105056, 'phi': -1.4317557116378627, 'norm_pos': [0.652258598836817, -0.8697093903510549], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.9891798,"{'circle_3d': {'center': [-0.16844777823564305, 0.20148607437845723, 0.44686355050396287], 'normal': [0.11671456036425638, -0.2202841656337132, -0.9684279001402413], 'radius': 0.24996427069205385}, 'confidence': 0.007699111110960815, 'timestamp': 351910.455565, 'diameter_3d': 0.4999285413841077, 'ellipse': {'center': [-100.7098504369323, 447.3016738148005], 'axes': [699.2212622069065, 787.8322826416908], 'angle': 35.356026011193784}, 'location': [-100.7098504369323, 447.3016738148005], 'diameter': 787.8322826416908, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3486905441402692, 'phi': -1.4508551908122924, 'norm_pos': [-0.31471828261541346, -0.8637569742283353], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484226.99751,"{'circle_3d': {'center': [0.188215630914204, -0.02883799796348896, 0.5504566572415648], 'normal': [0.14643651112674363, -0.23947783832887534, -0.959795141245441], 'radius': 0.24992775400590891}, 'confidence': 0.005878182572060101, 'timestamp': 351910.463964, 'diameter_3d': 0.49985550801181783, 'ellipse': {'center': [357.234076557449, 116.8451687279968], 'axes': [506.5425289547275, 575.3835703147171], 'angle': -40.63281904889609}, 'location': [357.234076557449, 116.8451687279968], 'diameter': 575.3835703147171, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3289683224441617, 'phi': -1.4193933075659741, 'norm_pos': [1.1163564892420281, 0.5131451303000133], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.005322,"{'circle_3d': {'center': [0.16047860458011343, -0.11984984515207353, 0.5693415773124464], 'normal': [0.14412509226556944, -0.24706215892792413, -0.9582213979062012], 'radius': 0.25003189391518715}, 'confidence': 0.007421524461807393, 'timestamp': 351910.472364, 'diameter_3d': 0.5000637878303743, 'ellipse': {'center': [320.78077701522096, 16.155737919999538], 'axes': [477.3851160808888, 550.6706876317037], 'angle': -51.718783064650154}, 'location': [320.78077701522096, 16.155737919999538], 'diameter': 550.6706876317037, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3211490779139625, 'phi': -1.4215064337922179, 'norm_pos': [1.0024399281725656, 0.9326844253333353], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.013264,"{'circle_3d': {'center': [-0.05653826517434002, 0.2381377234188582, 0.4526119016272041], 'normal': [0.12604035311936498, -0.21722986154701313, -0.9679488708799714], 'radius': 0.25009488300074423}, 'confidence': 0.017437976700558085, 'timestamp': 351910.480764, 'diameter_3d': 0.5001897660014885, 'ellipse': {'center': [57.483427248076026, 493.198094480835], 'axes': [689.5834167208853, 769.6252547726057], 'angle': 19.58710837766118}, 'location': [57.483427248076026, 493.198094480835], 'diameter': 769.6252547726057, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3518206631316936, 'phi': -1.44131102839813, 'norm_pos': [0.17963571015023758, -1.0549920603368124], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.021557,"{'circle_3d': {'center': [-0.05371542292070153, -0.25365375058404016, 0.5743986761369708], 'normal': [0.12627558997383484, -0.25821248438058797, -0.9577999730041573], 'radius': 0.2501318589497505}, 'confidence': 0.00939507815697991, 'timestamp': 351910.489163, 'diameter_3d': 0.500263717899501, 'ellipse': {'center': [86.65103454881927, -128.60889634286684], 'axes': [463.88220833364824, 550.675506012602], 'angle': -77.86941497261425}, 'location': [86.65103454881927, -128.60889634286684], 'diameter': 550.675506012602, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3096248440829312, 'phi': -1.4397131078072003, 'norm_pos': [0.2707844829650602, 1.5358704014286118], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.0333471,"{'circle_3d': {'center': [0.061819845680826546, -0.21812808926472105, 0.5806907353470869], 'normal': [0.13590352902396222, -0.25525201260397806, -0.9572756347366478], 'radius': 0.2501233239448187}, 'confidence': 0.0152870329448472, 'timestamp': 351910.497563, 'diameter_3d': 0.5002466478896374, 'ellipse': {'center': [211.84398118377294, -88.01421885544315], 'axes': [458.99392216074733, 538.8731722296224], 'angle': -66.26224432000156}, 'location': [211.84398118377294, -88.01421885544315], 'diameter': 538.8731722296224, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3126879859125675, 'phi': -1.4297696942253575, 'norm_pos': [0.6620124411992905, 1.3667259118976798], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.041489,"{'circle_3d': {'center': [0.0689313699967884, 0.24541117278003366, 0.46800760124103924], 'normal': [0.13649615605029233, -0.21662374076691515, -0.9666658959121516], 'radius': 0.24985129043037774}, 'confidence': 0.005050825667109273, 'timestamp': 351910.505963, 'diameter_3d': 0.4997025808607555, 'ellipse': {'center': [229.29705796086898, 489.0093028358119], 'axes': [650.5436882591148, 734.6491957330178], 'angle': 2.7216796666686083}, 'location': [229.29705796086898, 489.0093028358119], 'diameter': 734.6491957330178, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3524415690128104, 'phi': -1.4305206742620804, 'norm_pos': [0.7165533061277156, -1.037538761815883], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.050369,"{'circle_3d': {'center': [-0.06220295779286111, -0.25605555768141564, 0.57393058172946], 'normal': [0.12556829540115486, -0.25841263497203587, -0.9578389808714497], 'radius': 0.24993069222749137}, 'confidence': 0.005634528599373683, 'timestamp': 351910.514362, 'diameter_3d': 0.49986138445498274, 'ellipse': {'center': [77.3694131889378, -131.44338214888526], 'axes': [463.64223302325996, 551.3319586331402], 'angle': -78.63897801050881}, 'location': [77.3694131889378, -131.44338214888526], 'diameter': 551.3319586331402, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3094176620211706, 'phi': -1.4404442672296398, 'norm_pos': [0.24177941621543061, 1.5476807589536885], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.0577211,"{'circle_3d': {'center': [0.06283556735187457, -0.2205434874700245, 0.5814793142815908], 'normal': [0.13598817249654951, -0.25545329578775333, -0.957209919825439], 'radius': 0.2504696633260459}, 'confidence': 0.012747234077103533, 'timestamp': 351910.522762, 'diameter_3d': 0.5009393266520918, 'ellipse': {'center': [212.84519812966303, -90.29248371461199], 'axes': [458.31324082133153, 538.8941605327013], 'angle': -66.24254294569928}, 'location': [212.84519812966303, -90.29248371461199], 'diameter': 538.8941605327013, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3124798009778318, 'phi': -1.4296734613385502, 'norm_pos': [0.6651412441551969, 1.3762186821442166], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.065652,"{'circle_3d': {'center': [0.054106298399065667, -0.22341391926350518, 0.5810088965318876], 'normal': [0.13526073341714878, -0.25569249843721004, -0.957249121304581], 'radius': 0.2502335998555943}, 'confidence': 0.015929751640304225, 'timestamp': 351910.531162, 'diameter_3d': 0.5004671997111886, 'ellipse': {'center': [203.52217293099494, -93.57308909873143], 'axes': [458.4383706757083, 539.0377762764762], 'angle': -67.15246786324681}, 'location': [203.52217293099494, -93.57308909873143], 'diameter': 539.0377762764762, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.312232381473454, 'phi': -1.4304241364852688, 'norm_pos': [0.6360067904093591, 1.3898878712447142], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.074253,"{'circle_3d': {'center': [0.054880653479503216, -0.2262978387712269, 0.5818890647204036], 'normal': [0.13532526300718525, -0.25593282506285353, -0.9571757739555379], 'radius': 0.25010604314434837}, 'confidence': 0.01597446314409176, 'timestamp': 351910.539561, 'diameter_3d': 0.5002120862886967, 'ellipse': {'center': [204.3249479052468, -96.41086293296453], 'axes': [456.7018733873799, 537.9469227627932], 'angle': -67.15959446994941}, 'location': [204.3249479052468, -96.41086293296453], 'diameter': 537.9469227627932, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3119837830769805, 'phi': -1.430347424535298, 'norm_pos': [0.6385154622038962, 1.4017119288873523], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.082768,"{'circle_3d': {'center': [0.05565792833764016, -0.2291959298022883, 0.5827742828293978], 'normal': [0.13539003591202997, -0.25617433264877526, -0.9571020057797882], 'radius': 0.24996317053578312}, 'confidence': 0.019224547009387624, 'timestamp': 351910.547961, 'diameter_3d': 0.49992634107156625, 'ellipse': {'center': [205.12976774319833, -99.25632218639231], 'axes': [454.93599336091927, 536.8213321965665], 'angle': -67.16666584326053}, 'location': [205.12976774319833, -99.25632218639231], 'diameter': 536.8213321965665, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3117339465891082, 'phi': -1.430270392281662, 'norm_pos': [0.6410305241974947, 1.413568009109968], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.0892212,"{'circle_3d': {'center': [-0.15987067819924272, 0.2341815200732884, 0.4405110605821001], 'normal': [0.11742931870062308, -0.2175595451591439, -0.9689572743003966], 'radius': 0.24979653544945613}, 'confidence': 0.010887108074437834, 'timestamp': 351910.556361, 'diameter_3d': 0.49959307089891225, 'ellipse': {'center': [-92.6614753998222, 499.0782066356436], 'axes': [709.8359521943229, 808.8892726010414], 'angle': 32.01915116724015}, 'location': [-92.6614753998222, 499.0782066356436], 'diameter': 808.8892726010414, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3514829015366947, 'phi': -1.4501930488393693, 'norm_pos': [-0.28956711062444435, -1.0794925276485148], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.0985541,"{'circle_3d': {'center': [0.19566263896931835, -0.03482561984672028, 0.5530910843752554], 'normal': [0.1470570951313365, -0.23997680681914466, -0.9595756056509669], 'radius': 0.25015666432499817}, 'confidence': 0.005915212394332512, 'timestamp': 351910.56476, 'diameter_3d': 0.5003133286499963, 'ellipse': {'center': [364.7530938241628, 110.00540064591522], 'axes': [501.9234736258311, 573.1384474003859], 'angle': -41.01850729331274}, 'location': [364.7530938241628, 110.00540064591522], 'diameter': 573.1384474003859, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.328454367144588, 'phi': -1.4187272480328585, 'norm_pos': [1.139853418200509, 0.5416441639753533], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.10641,"{'circle_3d': {'center': [-0.2889270897039944, 0.10130767687638986, 0.4561906330169698], 'normal': [0.10667461774189378, -0.22863236542555213, -0.9676506432641574], 'radius': 0.24998550067665207}, 'confidence': 0.0057360068689259434, 'timestamp': 351910.57316, 'diameter_3d': 0.49997100135330413, 'ellipse': {'center': [-259.9196334741033, 302.3603071278339], 'axes': [666.9791949469306, 773.863419012968], 'angle': 52.54072584834982}, 'location': [-259.9196334741033, 302.3603071278339], 'diameter': 773.863419012968, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3401237211556065, 'phi': -1.4609988476183307, 'norm_pos': [-0.8122488546065728, -0.2598346130326412], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.118509,"{'circle_3d': {'center': [-0.2609157254199359, -0.13966156193968304, 0.5189173303495398], 'normal': [0.10900889809889863, -0.24871313532689152, -0.9624234184864431], 'radius': 0.2500141677439837}, 'confidence': 0.0032208015746752047, 'timestamp': 351910.58156, 'diameter_3d': 0.5000283354879674, 'ellipse': {'center': [-172.532199307575, -14.723096884553968], 'axes': [543.4223867430941, 640.5380659805055], 'angle': 78.3954476452603}, 'location': [-172.532199307575, -14.723096884553968], 'diameter': 640.5380659805055, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3194449121973195, 'phi': -1.4580119798814513, 'norm_pos': [-0.539163122836172, 1.0613462370189748], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.126016,"{'circle_3d': {'center': [-0.037323761425912316, -0.2379168193498078, 0.5723398801830228], 'normal': [0.12764156176506727, -0.2569010734444019, -0.9579715393336529], 'radius': 0.2501782423838863}, 'confidence': 0.009966255507643377, 'timestamp': 351910.589959, 'diameter_3d': 0.5003564847677726, 'ellipse': {'center': [104.2056342026121, -112.22584933407774], 'axes': [468.9235755789333, 551.4476366830302], 'angle': -76.38273677886058}, 'location': [104.2056342026121, -112.22584933407774], 'diameter': 551.4476366830302, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3109820427268073, 'phi': -1.438335028013578, 'norm_pos': [0.3256426068831628, 1.4676077055586572], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.133586,"{'circle_3d': {'center': [-0.15815904437720474, 0.2350669980506752, 0.4405198396594461], 'normal': [0.1175719548524596, -0.21748575532769504, -0.9689565427106178], 'radius': 0.2500508930952337}, 'confidence': 0.017150671926752833, 'timestamp': 351910.598359, 'diameter_3d': 0.5001017861904674, 'ellipse': {'center': [-90.28411248016187, 500.4291872106713], 'axes': [710.6048871382845, 809.6693850378778], 'angle': 31.795982529158525}, 'location': [-90.28411248016187, 500.4291872106713], 'diameter': 809.6693850378778, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.351558501590794, 'phi': -1.4500478860543349, 'norm_pos': [-0.28213785150050585, -1.085121613377797], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484227.142841,"{'circle_3d': {'center': [0.1878007518441458, -0.03393973431277164, 0.551667490728132], 'normal': [0.14640193787090544, -0.23990298302464888, -0.9596942384548938], 'radius': 0.25007880828239937}, 'confidence': 0.006483617553545663, 'timestamp': 351910.606759, 'diameter_3d': 0.5001576165647987, 'ellipse': {'center': [356.3490582656002, 111.0441265101852], 'axes': [504.916422794934, 574.0544823085437], 'angle': -41.255742406909825}, 'location': [356.3490582656002, 111.0441265101852], 'diameter': 574.0544823085437, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3285304123922321, 'phi': -1.4194128369495695, 'norm_pos': [1.1135908070800007, 0.537316139540895], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
