eye_packets,779
norm_X,norm_Y,phi,theta,confidence,timestamp
1581484222.161532,"{'circle_3d': {'center': [-0.27879404240039896, 0.09217052121922675, 0.4594750775536749], 'normal': [0.10751903835052673, -0.22939379506364907, -0.9673769395527653], 'radius': 0.24947974521089053}, 'confidence': 0.005811640014690778, 'timestamp': 351905.625761, 'diameter_3d': 0.49895949042178106, 'ellipse': {'center': [-242.82899561300803, 288.1144226238342], 'axes': [660.6965384213473, 761.5630045890251], 'angle': 53.31672593542991}, 'location': [-242.82899561300803, 288.1144226238342], 'diameter': 761.5630045890251, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3393415027462696, 'phi': -1.4601057032431741, 'norm_pos': [-0.7588406112906501, -0.20047676093264233], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484223.9820669,"{'circle_3d': {'center': [-0.28213634742939386, 0.11178840765688225, 0.4544697508755071], 'normal': [0.10724051293144383, -0.22775897119384447, -0.9677940501092794], 'radius': 0.249775593452258}, 'confidence': 0.0065863128446900345, 'timestamp': 351907.448487, 'diameter_3d': 0.499551186904516, 'ellipse': {'center': [-252.2259934213825, 317.5668175632673], 'axes': [671.0172035575409, 776.915729946677], 'angle': 51.29122191123409}, 'location': [-252.2259934213825, 317.5668175632673], 'diameter': 776.915729946677, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3410207841669695, 'phi': -1.460437315698329, 'norm_pos': [-0.7882062294418203, -0.3231950731802804], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484223.989711,"{'circle_3d': {'center': [-0.14799972837072706, 0.20109232969623791, 0.4494357861785687], 'normal': [0.11841856451966605, -0.2203169776905648, -0.9682135471673575], 'radius': 0.2496750597505207}, 'confidence': 0.004320330110492193, 'timestamp': 351907.456887, 'diameter_3d': 0.4993501195010414, 'ellipse': {'center': [-70.55625294584004, 444.48904651522344], 'axes': [695.0592329567783, 777.3354412485136], 'angle': 33.33306836543813}, 'location': [-70.55625294584004, 444.48904651522344], 'diameter': 777.3354412485136, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.348656905654326, 'phi': -1.4490945170460459, 'norm_pos': [-0.22048829045575014, -0.8520376938134311], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484223.9974778,"{'circle_3d': {'center': [0.18391859192777282, 0.07744627548837002, 0.5238041750984053], 'normal': [0.14607842454454104, -0.23062081554122046, -0.9620161814240378], 'radius': 0.24986600626167663}, 'confidence': 0.004906651532938708, 'timestamp': 351907.465286, 'diameter_3d': 0.49973201252335325, 'ellipse': {'center': [361.282256920049, 245.09080525153635], 'axes': [549.4625765297759, 617.2685581958328], 'angle': -26.39599322702124}, 'location': [361.282256920049, 245.09080525153635], 'diameter': 617.2685581958328, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.338080678080474, 'phi': -1.4201013736349326, 'norm_pos': [1.1290070528751532, -0.021211688548068208], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.009969,"{'circle_3d': {'center': [-0.19585790740032083, -0.14452129992742968, 0.5277296018162652], 'normal': [0.11443038293386658, -0.2491181134925371, -0.9616890625308828], 'radius': 0.24986989516791852}, 'confidence': 0.006063878646248782, 'timestamp': 351907.473686, 'diameter_3d': 0.49973979033583704, 'ellipse': {'center': [-89.6037367180883, -18.82963007402921], 'axes': [536.1878104090159, 617.2295066337001], 'angle': 83.60280462368694}, 'location': [-89.6037367180883, -18.82963007402921], 'diameter': 617.2295066337001, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3190267731750067, 'phi': -1.4523642057852582, 'norm_pos': [-0.2800116772440259, 1.0784567919751218], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.0187619,"{'circle_3d': {'center': [-0.2842411017168833, -0.12699681966997778, 0.5130345075048766], 'normal': [0.1070651167408197, -0.24765774013774944, -0.9629136537234985], 'radius': 0.24965347959419454}, 'confidence': 0.004226296720407009, 'timestamp': 351907.482086, 'diameter_3d': 0.4993069591883891, 'ellipse': {'center': [-204.93091221996355, -0.5413669495736997], 'axes': [550.3251356240352, 652.565426281492], 'angle': 76.03863163851659}, 'location': [-204.93091221996355, -0.5413669495736997], 'diameter': 652.565426281492, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.320534394583639, 'phi': -1.46006246423609, 'norm_pos': [-0.6404091006873861, 1.0022556956232238], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.026696,"{'circle_3d': {'center': [-0.16654779079828996, -0.24481634965578625, 0.5577098286048816], 'normal': [0.1168728926507025, -0.2574760343032335, -0.9591907102984982], 'radius': 0.24977033695796494}, 'confidence': 0.007794837449196764, 'timestamp': 351907.490485, 'diameter_3d': 0.4995406739159299, 'ellipse': {'center': [-42.334464593793086, -125.38337905012565], 'axes': [481.95805782126104, 577.6174674590444], 'angle': -88.19907772052434}, 'location': [-42.334464593793086, -125.38337905012565], 'diameter': 577.6174674590444, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3103870676338212, 'phi': -1.449548681756202, 'norm_pos': [-0.1322952018556034, 1.5224307460421902], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.033769,"{'circle_3d': {'center': [-0.06289645351635187, -0.23848550593611595, 0.5691139527823665], 'normal': [0.12551050409086398, -0.25694846399326093, -0.958240366617041], 'radius': 0.249746229734806}, 'confidence': 0.009279457023959835, 'timestamp': 351907.498885, 'diameter_3d': 0.499492459469612, 'ellipse': {'center': [75.794026622046, -114.09812067723948], 'axes': [471.8980783957521, 555.4804956367856], 'angle': -78.91361976737896}, 'location': [75.794026622046, -114.09812067723948], 'diameter': 555.4804956367856, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3109330060869047, 'phi': -1.4405575449502956, 'norm_pos': [0.23685633319389376, 1.4754088361551645], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.042828,"{'circle_3d': {'center': [-0.07308989788292664, -0.24176256704900556, 0.5686625387606554], 'normal': [0.1246610503936494, -0.25722155241933503, -0.9582779844521835], 'radius': 0.2497462881317797}, 'confidence': 0.00926788845848959, 'timestamp': 351907.507285, 'diameter_3d': 0.4994925762635594, 'ellipse': {'center': [64.52133469252863, -117.85999695761677], 'axes': [471.82969451491175, 556.7794025191272], 'angle': -79.86273425895524}, 'location': [64.52133469252863, -117.85999695761677], 'diameter': 556.7794025191272, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.310650419586261, 'phi': -1.4414341869687068, 'norm_pos': [0.20162917091415195, 1.4910833206567364], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.050441,"{'circle_3d': {'center': [0.16039201691624116, -0.12894956842897765, 0.5716786112374681], 'normal': [0.14411787662691342, -0.24782046920099943, -0.9580266450791158], 'radius': 0.24982874487094855}, 'confidence': 0.0074738697699641065, 'timestamp': 351907.515684, 'diameter_3d': 0.4996574897418971, 'ellipse': {'center': [320.1141548543287, 6.480898221522352], 'axes': [473.0732788212328, 547.7146437039735], 'angle': -52.4690284231052}, 'location': [320.1141548543287, 6.480898221522352], 'diameter': 547.7146437039735, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.320366429508472, 'phi': -1.4214838994861911, 'norm_pos': [1.0003567339197772, 0.9729962574103236], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.057471,"{'circle_3d': {'center': [-0.19225254796397784, 0.20963759655769243, 0.44216860492162446], 'normal': [0.1147308295535618, -0.21960487211877688, -0.968819145605436], 'radius': 0.24976679900277535}, 'confidence': 0.007581356087460319, 'timestamp': 351907.524084, 'diameter_3d': 0.4995335980055507, 'ellipse': {'center': [-137.3870048883606, 462.75258722224214], 'axes': [705.3203945404883, 804.5406852043151], 'angle': 36.74571434550186}, 'location': [-137.3870048883606, 462.75258722224214], 'diameter': 804.5406852043151, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3493868895100118, 'phi': -1.4529219368424637, 'norm_pos': [-0.42933439027612685, -0.9281357800926755], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.067497,"{'circle_3d': {'center': [-0.2854590125452108, 0.06659699725900126, 0.46482985931669774], 'normal': [0.1069636241717924, -0.2315249220603345, -0.9669307077391801], 'radius': 0.2496518568046306}, 'confidence': 0.00454685115546193, 'timestamp': 351907.532483, 'diameter_3d': 0.4993037136092612, 'ellipse': {'center': [-246.8826983550279, 251.33005045457264], 'axes': [649.1221753149925, 749.2192480060146], 'angle': 56.22975419094764}, 'location': [-246.8826983550279, 251.33005045457264], 'diameter': 749.2192480060146, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3371514225672068, 'phi': -1.4606224664476255, 'norm_pos': [-0.7715084323594622, -0.04720854356071924], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.073866,"{'circle_3d': {'center': [-0.27923630013984657, 0.07758370848199103, 0.4628945659173578], 'normal': [0.1074821835389061, -0.23060936279175204, -0.9670919821891251], 'radius': 0.2500960047258347}, 'confidence': 0.002705942066217611, 'timestamp': 351907.540883, 'diameter_3d': 0.5001920094516694, 'ellipse': {'center': [-240.386765872676, 267.057505679341], 'axes': [655.3623320092966, 754.498406875142], 'angle': 54.9334924072028}, 'location': [-240.386765872676, 267.057505679341], 'diameter': 754.498406875142, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3380924480898893, 'phi': -1.4601109974667865, 'norm_pos': [-0.7512086433521125, -0.11273960699725416], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.0823731,"{'circle_3d': {'center': [-0.17381164598098597, -0.15404889982317993, 0.5328470405823627], 'normal': [0.11626757138547782, -0.24991208015051627, -0.9612626093003747], 'radius': 0.2496542072547938}, 'confidence': 0.003359696020198592, 'timestamp': 351907.549283, 'diameter_3d': 0.4993084145095876, 'ellipse': {'center': [-61.13982032938054, -29.034929825935308], 'axes': [528.7785936540698, 606.8045973303837], 'angle': 86.33142925220224}, 'location': [-61.13982032938054, -29.034929825935308], 'diameter': 606.8045973303837, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3182068738186072, 'phi': -1.4504280609745441, 'norm_pos': [-0.1910619385293142, 1.1209788742747304], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.094081,"{'circle_3d': {'center': [-0.0735388801417296, -0.25266734647243183, 0.5715367371708346], 'normal': [0.12462363520541585, -0.25813028403795396, -0.958038467918002], 'radius': 0.24961455118833553}, 'confidence': 0.008097720297045264, 'timestamp': 351907.557682, 'diameter_3d': 0.49922910237667106, 'ellipse': {'center': [64.61074134487082, -128.74460329221876], 'axes': [466.3452350256018, 553.8025533685599], 'angle': -79.73781936940652}, 'location': [64.61074134487082, -128.74460329221876], 'diameter': 553.8025533685599, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3097099288737009, 'phi': -1.441440609151548, 'norm_pos': [0.2019085667027213, 1.5364358470509116], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.102537,"{'circle_3d': {'center': [0.16314555382925944, 0.2197674141015593, 0.48748483134786014], 'normal': [0.1443473380363316, -0.218760720656788, -0.9650427934032498], 'radius': 0.24992064515303394}, 'confidence': 0.005372121280578293, 'timestamp': 351907.566082, 'diameter_3d': 0.4998412903060679, 'ellipse': {'center': [348.19171469691844, 439.68200953327226], 'axes': [605.5236502666851, 696.4367156017101], 'angle': -8.54484610116977}, 'location': [348.19171469691844, 439.68200953327226], 'diameter': 696.4367156017101, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.350252079115067, 'phi': -1.4223209763959042, 'norm_pos': [1.0880991084278702, -0.8320083730553012], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.110023,"{'circle_3d': {'center': [-0.20270526119755528, 0.18391843741997382, 0.44679465904891913], 'normal': [0.11385977011743037, -0.22174813538025348, -0.9684336410948283], 'radius': 0.2496684305286138}, 'confidence': 0.008134286323856661, 'timestamp': 351907.574482, 'diameter_3d': 0.4993368610572276, 'ellipse': {'center': [-148.62173050751977, 422.66412132284864], 'axes': [695.9526133330695, 789.582985137413], 'angle': 39.87354525224643}, 'location': [-148.62173050751977, 422.66412132284864], 'diameter': 789.582985137413, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3471894524597263, 'phi': -1.453762543784356, 'norm_pos': [-0.4644429078359993, -0.7611005055118694], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.117356,"{'circle_3d': {'center': [-0.18606776480931408, -0.1630018715246364, 0.533702265524088], 'normal': [0.1152462281497838, -0.25065816112563766, -0.9611913405552309], 'radius': 0.24947594881617496}, 'confidence': 0.005055065169642206, 'timestamp': 351907.582881, 'diameter_3d': 0.4989518976323499, 'ellipse': {'center': [-75.07039431037092, -39.369662870736875], 'axes': [524.8193387588459, 607.1173412952581], 'angle': 85.82145538528377}, 'location': [-75.07039431037092, -39.369662870736875], 'diameter': 607.1173412952581, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3174362660513457, 'phi': -1.4514666116937023, 'norm_pos': [-0.2345949822199091, 1.1640402619614036], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.125159,"{'circle_3d': {'center': [0.16669775461958425, 0.09713443970748292, 0.5165014251300022], 'normal': [0.14464335476885865, -0.22898013518962768, -0.9626247439214045], 'radius': 0.24985832562288313}, 'confidence': 0.004803249826657442, 'timestamp': 351907.591281, 'diameter_3d': 0.49971665124576625, 'ellipse': {'center': [343.04148995263586, 271.17459562526295], 'axes': [563.5903221430686, 628.3834654475967], 'angle': -23.08175573106015}, 'location': [343.04148995263586, 271.17459562526295], 'diameter': 628.3834654475967, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3397664743394198, 'phi': -1.4216527595708461, 'norm_pos': [1.0720046561019871, -0.1298941484385956], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.133267,"{'circle_3d': {'center': [-0.05903405639130588, 0.2302717348653105, 0.45405524399400576], 'normal': [0.12583237051795113, -0.21788536059314206, -0.9678285923494042], 'radius': 0.2497536063992677}, 'confidence': 0.006580545438107377, 'timestamp': 351907.599681, 'diameter_3d': 0.4995072127985354, 'ellipse': {'center': [54.52546664908884, 480.8995710509291], 'axes': [686.7546229754552, 763.373726413983], 'angle': 20.125446834735165}, 'location': [54.52546664908884, 480.8995710509291], 'diameter': 763.373726413983, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3511490779139625, 'phi': -1.4415064337922179, 'norm_pos': [0.17039208327840263, -1.0037482127122046], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.141154,"{'circle_3d': {'center': [-0.28441464555387364, -0.12894503767077348, 0.5135164612664322], 'normal': [0.10705065475440383, -0.2478200916378157, -0.9628734909100354], 'radius': 0.24971069550077707}, 'confidence': 0.004231310406827697, 'timestamp': 351907.60808, 'diameter_3d': 0.49942139100155414, 'ellipse': {'center': [-204.78921516185426, -2.8161943575978086], 'axes': [549.456340133334, 651.9911650262296], 'angle': 76.1837374596718}, 'location': [-204.78921516185426, -2.8161943575978086], 'diameter': 651.9911650262296, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.320366819228576, 'phi': -1.4600727192405265, 'norm_pos': [-0.6399662973807946, 1.0117341431566576], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.149503,"{'circle_3d': {'center': [-0.04086958105440508, -0.217559925395042, 0.5664283735394484], 'normal': [0.12734607679602625, -0.2552046656148382, -0.9584641648872844], 'radius': 0.24986816228703398}, 'confidence': 0.011051849115770998, 'timestamp': 351907.61648, 'diameter_3d': 0.49973632457406797, 'ellipse': {'center': [99.5826686674531, -91.98058718745142], 'axes': [478.8722720989977, 556.5254259373073], 'angle': -76.84968774372246}, 'location': [99.5826686674531, -91.98058718745142], 'diameter': 556.5254259373073, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3127369547087246, 'phi': -1.4387052466842425, 'norm_pos': [0.31119583958579095, 1.383252446614381], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.157436,"{'circle_3d': {'center': [0.0550633923720687, -0.21080285794835696, 0.5777829879536363], 'normal': [0.13534049124823236, -0.2546415766609477, -0.9575179470194352], 'radius': 0.249385915418743}, 'confidence': 0.024094453086279024, 'timestamp': 351907.62488, 'diameter_3d': 0.498771830837486, 'ellipse': {'center': [204.81240201618684, -81.15890849329443], 'axes': [462.4657599304666, 540.0620770161064], 'angle': -66.68582883115982}, 'location': [204.81240201618684, -81.15890849329443], 'diameter': 540.0620770161064, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3133192830288656, 'phi': -1.4303813650649737, 'norm_pos': [0.6400387563005838, 1.3381621187220603], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.165353,"{'circle_3d': {'center': [0.04673092974463078, -0.2136571858138403, 0.5773676960289418], 'normal': [0.13464611936261256, -0.25487943731640467, -0.9575525546798266], 'radius': 0.2500021205824509}, 'confidence': 0.01642607434737879, 'timestamp': 351907.633279, 'diameter_3d': 0.5000042411649018, 'ellipse': {'center': [195.7509251817214, -84.24462526449727], 'axes': [464.1226532917266, 542.0413969848279], 'angle': -67.5967005241697}, 'location': [195.7509251817214, -84.24462526449727], 'diameter': 542.0413969848279, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3130733061643303, 'phi': -1.4310973949192982, 'norm_pos': [0.6117216411928794, 1.3510192719354053], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.177131,"{'circle_3d': {'center': [0.04790902611419989, -0.21652616525533563, 0.57829746930922], 'normal': [0.13474429406007662, -0.25511851893652926, -0.9574750735731365], 'radius': 0.24955094049340473}, 'confidence': 0.006344783851396059, 'timestamp': 351907.641679, 'diameter_3d': 0.49910188098680947, 'ellipse': {'center': [197.04289949824243, -87.14961437764714], 'axes': [461.666762423587, 540.1698244223237], 'angle': -67.55826171091549}, 'location': [197.04289949824243, -87.14961437764714], 'diameter': 540.1698244223237, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3128260506015594, 'phi': -1.4309856914977928, 'norm_pos': [0.6157590609320076, 1.3631233932401965], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.185211,"{'circle_3d': {'center': [-0.07372243066066098, -0.23597962711642406, 0.5670295806809484], 'normal': [0.12460833932883823, -0.25673964075828665, -0.9584140642921591], 'radius': 0.24985280039727495}, 'confidence': 0.01045361312188108, 'timestamp': 351907.650079, 'diameter_3d': 0.4997056007945499, 'ellipse': {'center': [63.48813105808111, -112.07328287809813], 'axes': [474.9632962598892, 558.634133344688], 'angle': -80.0191196276099}, 'location': [63.48813105808111, -112.07328287809813], 'diameter': 558.634133344688, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3111490779139623, 'phi': -1.4415064337922179, 'norm_pos': [0.19840040955650345, 1.4669720119920755], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581484224.1932921,"{'circle_3d': {'center': [-0.06399611302333996, -0.23772596047892547, 0.5687663329044277], 'normal': [0.12541886579861497, -0.256885168538495, -0.9582693349402024], 'radius': 0.2498082171727094}, 'confidence': 0.00865061558518016, 'timestamp': 351907.658478, 'diameter_3d': 0.4996164343454188, 'ellipse': {'center': [74.51729950964616, -113.37722160800394], 'axes': [472.55804718483455, 556.0412771443486], 'angle': -79.03242433385196}, 'location': [74.51729950964616, -113.37722160800394], 'diameter': 556.0412771443486, 'sphere': {'center': [-1.5690225026067197, 2.8448960619830155, 12.067998352186859], 'radius': 12.0}, 'projected_sphere': {'center': [79.39061282355206, 266.1580874437095], 'axes': [1233.013095108981, 1233.013095108981], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 35, 'model_birth_timestamp': 350441.706975, 'theta': 1.3109984999397541, 'phi': -1.4406554549629789, 'norm_pos': [0.23286656096764427, 1.4724050900333499], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
