eye_packets,765
norm_X,norm_Y,phi,theta,confidence,timestamp
1596180060.7446458,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464524397335479}, 'confidence': 0.0016896986599835265, 'timestamp': 53962.080476, 'diameter_3d': 1.4929048794670958, 'ellipse': {'center': [1099.7056452969841, 171.7704746664262], 'axes': [692.0011323294826, 4590.628027926808], 'angle': -61.33143953845426}, 'location': [1099.7056452969841, 171.7704746664262], 'diameter': 4590.628027926808, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4365801415530752, 0.2842896888898908], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.668622,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 53967.002869, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.676914,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5898041378622642}, 'confidence': 0.004784352563212423, 'timestamp': 53967.011269, 'diameter_3d': 1.1796082757245283, 'ellipse': {'center': [873.1711865637972, 84.05159459271215], 'axes': [738.6628756859799, 3680.662852669372], 'angle': -61.014317715119056}, 'location': [873.1711865637972, 84.05159459271215], 'diameter': 3680.662852669372, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.7286599580118662, 0.6497850225303661], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.684188,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5896724152246227}, 'confidence': 0.0018121453460947382, 'timestamp': 53967.019669, 'diameter_3d': 1.1793448304492453, 'ellipse': {'center': [872.6495246335786, 83.12762417405241], 'axes': [737.5315342763136, 3677.066841576447], 'angle': -61.01917965550628}, 'location': [872.6495246335786, 83.12762417405241], 'diameter': 3677.066841576447, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.727029764479933, 0.6536348992747816], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.693152,"{'circle_3d': {'center': [0.2952789114159611, -0.3660801929995223, 0.4208535053464644], 'normal': [0.265148615365142, -0.5613712888920068, -0.7839378086160119], 'radius': 0.5895750225657891}, 'confidence': 0.004741692939073727, 'timestamp': 53967.028069, 'diameter_3d': 1.1791500451315782, 'ellipse': {'center': [907.6052375891257, 104.26481318064725], 'axes': [740.4266215006177, 3715.8569594339288], 'angle': -60.77290113510648}, 'location': [907.6052375891257, 104.26481318064725], 'diameter': 3715.8569594339288, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9747544378392173, 'phi': -1.2446483210333157, 'norm_pos': [2.836266367466018, 0.5655632784139698], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.700572,"{'circle_3d': {'center': [0.2991616948506999, -0.36435687013517537, 0.4209336684045333], 'normal': [0.26547218065137024, -0.5612276786533112, -0.7839311283611728], 'radius': 0.5897230394985477}, 'confidence': 0.006641578785469478, 'timestamp': 53967.036469, 'diameter_3d': 1.1794460789970953, 'ellipse': {'center': [929.7163438751305, 114.79092434406806], 'axes': [737.1662214389066, 3730.8454126323377], 'angle': -60.634361999051784}, 'location': [929.7163438751305, 114.79092434406806], 'diameter': 3730.8454126323377, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9749279613095183, 'phi': -1.2442754047869073, 'norm_pos': [2.905363574609783, 0.5217044818997164], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.7088761,"{'circle_3d': {'center': [0.41906655627476974, -0.2629650004512083, 0.39031101588145845], 'normal': [0.2754642524367094, -0.5527783561796473, -0.7864830160714291], 'radius': 0.5896979777913591}, 'confidence': 0.001401413715378827, 'timestamp': 53967.044869, 'diameter_3d': 1.1793959555827183, 'ellipse': {'center': [2937.042484132034, 1647.944078570837], 'axes': [1118.3636748641907, 7985.260301624882], 'angle': -54.05572687799441}, 'location': [2937.042484132034, 1647.944078570837], 'diameter': 7985.260301624882, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9851017139659684, 'phi': -1.233900420306071, 'norm_pos': [9.178257762912606, -5.866433660711821], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.7174232,"{'circle_3d': {'center': [0.4148939477300164, -0.26819992604906684, 0.39253156201499984], 'normal': [0.27511653505797995, -0.5532145999794689, -0.7862979705603007], 'radius': 0.5901263428563812}, 'confidence': 0.0011711135365048443, 'timestamp': 53967.053269, 'diameter_3d': 1.1802526857127624, 'ellipse': {'center': [2726.7024492341898, 1475.0882037749864], 'axes': [1075.9271837653625, 7468.266805990207], 'angle': -54.37345846103714}, 'location': [2726.7024492341898, 1475.0882037749864], 'diameter': 7468.266805990207, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9845781273081877, 'phi': -1.2342209360911858, 'norm_pos': [8.520945153856843, -5.146200849062443], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.730517,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5896750751620595}, 'confidence': 0.0018121079978341051, 'timestamp': 53967.061669, 'diameter_3d': 1.179350150324119, 'ellipse': {'center': [872.660043458356, 83.14625517311583], 'axes': [737.5543485812135, 3677.1393774823405], 'angle': -61.019081610769355}, 'location': [872.660043458356, 83.14625517311583], 'diameter': 3677.1393774823405, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.7270626358073624, 0.6535572701120174], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.737014,"{'circle_3d': {'center': [0.09527993763873654, -0.45812500179536375, 0.42169738797417544], 'normal': [0.24848203421703996, -0.5690416896249936, -0.7838674850637027], 'radius': 0.5899731547475123}, 'confidence': 0.007295861614066049, 'timestamp': 53967.070069, 'diameter_3d': 1.1799463094950247, 'ellipse': {'center': [-232.4372556582315, -419.04065854052055], 'axes': [743.381637948161, 3648.680211613546], 'angle': -69.8953458118336}, 'location': [-232.4372556582315, -419.04065854052055], 'diameter': 3648.680211613546, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9654563322274865, 'phi': -1.2638216715600539, 'norm_pos': [-0.7263664239319734, 2.7460027439188357], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.745572,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5897935592891133}, 'confidence': 0.005302014978651462, 'timestamp': 53967.078469, 'diameter_3d': 1.1795871185782265, 'ellipse': {'center': [873.1292348348893, 83.97728946466304], 'axes': [738.5719008853721, 3680.373759820612], 'angle': -61.01470867844067}, 'location': [873.1292348348893, 83.97728946466304], 'diameter': 3680.373759820612, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.728528858859029, 0.6500946272305707], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.753481,"{'circle_3d': {'center': [-0.21372699929558703, -0.4735146042119096, 0.34035553011664454], 'normal': [0.22273145613917966, -0.5703241564930391, -0.790645973218497], 'radius': 0.5900739912834632}, 'confidence': 0.001513376040840828, 'timestamp': 53967.086869, 'diameter_3d': 1.1801479825669263, 'ellipse': {'center': [5819.523010489229, 295.49915425261645], 'axes': [1408.5489002285917, 9962.070197776064], 'angle': -84.33825480239581}, 'location': [5819.523010489229, 295.49915425261645], 'diameter': 9962.070197776064, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9638958960722446, 'phi': -1.2962043113520008, 'norm_pos': [18.18600940777884, -0.23124647605256854], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.761489,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5899760350380274}, 'confidence': 0.002711821215070339, 'timestamp': 53967.095269, 'diameter_3d': 1.1799520700760548, 'ellipse': {'center': [873.8542921276332, 85.2615148442062], 'axes': [740.1440589342723, 3685.3678293308667], 'angle': -61.0079523682712}, 'location': [873.8542921276332, 85.2615148442062], 'diameter': 3685.3678293308667, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.730794662898854, 0.6447436881491408], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.769396,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5898674702339199}, 'confidence': 0.0074961105638953725, 'timestamp': 53967.103669, 'diameter_3d': 1.1797349404678399, 'ellipse': {'center': [873.4225553499992, 84.49682033982953], 'axes': [739.2079582006459, 3682.3947041669376], 'angle': -61.01197523181166}, 'location': [873.4225553499992, 84.49682033982953], 'diameter': 3682.3947041669376, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.7294454854687475, 0.6479299152507103], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.7828941,"{'circle_3d': {'center': [0.2906164737724626, -0.36845468103050205, 0.4209783518044805], 'normal': [0.2647600788948505, -0.5615691628945885, -0.7839274047445106], 'radius': 0.5898162885557432}, 'confidence': 0.004113820968982752, 'timestamp': 53967.112069, 'diameter_3d': 1.1796325771114864, 'ellipse': {'center': [880.7833254920208, 91.78074332432305], 'axes': [744.794728668592, 3701.3545608752506], 'angle': -60.948192942222946}, 'location': [880.7833254920208, 91.78074332432305], 'diameter': 3701.3545608752506, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9745153142918315, 'phi': -1.2450891086966978, 'norm_pos': [2.7524478921625652, 0.617580236148654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.7864802,"{'circle_3d': {'center': [0.29415860391407955, -0.3669761531109206, 0.4211162901206471], 'normal': [0.2650552564066519, -0.5614459522346233, -0.7839159098848301], 'radius': 0.5898893480892331}, 'confidence': 0.008084945707463112, 'timestamp': 53967.120469, 'diameter_3d': 1.1797786961784662, 'ellipse': {'center': [900.0880432246948, 100.06630490052657], 'axes': [740.4854544533999, 3710.2219097432308], 'angle': -60.82668348123606}, 'location': [900.0880432246948, 100.06630490052657], 'diameter': 3710.2219097432308, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9746642144582871, 'phi': -1.244746713550997, 'norm_pos': [2.8127751350771715, 0.5830570629144727], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.792958,"{'circle_3d': {'center': [0.29771849009078055, -0.36549646122353163, 0.42126097356816317], 'normal': [0.2653519135880436, -0.5613226445773409, -0.7839038529308704], 'radius': 0.589806727249584}, 'confidence': 0.004104444812363069, 'timestamp': 53967.128869, 'diameter_3d': 1.179613454499168, 'ellipse': {'center': [918.6800844484887, 107.162852795059], 'axes': [734.691323691907, 3714.8333631960427], 'angle': -60.71399937074355}, 'location': [918.6800844484887, 107.162852795059], 'diameter': 3714.8333631960427, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9748132167872089, 'phi': -1.244402476341812, 'norm_pos': [2.870875263901527, 0.5534881133539209], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.800069,"{'circle_3d': {'center': [0.4172888953196412, -0.2643588544906068, 0.3906683385876679], 'normal': [0.27531611402378203, -0.5528945106829305, -0.786453239179245], 'radius': 0.5898161885027297}, 'confidence': 0.0027754586862979917, 'timestamp': 53967.137269, 'diameter_3d': 1.1796323770054593, 'ellipse': {'center': [2891.2510971284437, 1614.67179861069], 'axes': [1115.679121935656, 7884.923139134735], 'angle': -54.099309081111805}, 'location': [2891.2510971284437, 1614.67179861069], 'diameter': 7884.923139134735, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9849623212785966, 'phi': -1.2340563970691425, 'norm_pos': [9.035159678526387, -5.7277991608778756], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.814006,"{'circle_3d': {'center': [0.4127955591995245, -0.269834013830601, 0.3929474371456525], 'normal': [0.2749416693471057, -0.5533507739612634, -0.7862633142994131], 'radius': 0.5898698961263353}, 'confidence': 0.0013280064860119653, 'timestamp': 53967.145669, 'diameter_3d': 1.1797397922526707, 'ellipse': {'center': [2660.938664434064, 1423.9222484271727], 'axes': [1066.0925984408138, 7313.527581939295], 'angle': -54.46347267384678}, 'location': [2660.938664434064, 1423.9222484271727], 'diameter': 7313.527581939295, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9844146518757821, 'phi': -1.2344053517896567, 'norm_pos': [8.31543332635645, -4.933009368446553], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.821054,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5897781605442028}, 'confidence': 0.0016813275199971751, 'timestamp': 53967.154069, 'diameter_3d': 1.1795563210884057, 'ellipse': {'center': [873.0681855432715, 83.86915863075092], 'axes': [738.4395097142465, 3679.9530340670854], 'angle': -61.015277628508414}, 'location': [873.0681855432715, 83.86915863075092], 'diameter': 3679.9530340670854, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.7283380798227235, 0.6505451723718711], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.8294961,"{'circle_3d': {'center': [0.09478212163511346, -0.45850159304282645, 0.42181298733262373], 'normal': [0.24844054955007142, -0.5690730722289489, -0.7838578517838322], 'radius': 0.589826378275061}, 'confidence': 0.007701906187977999, 'timestamp': 53967.162469, 'diameter_3d': 1.179652756550122, 'ellipse': {'center': [-233.1797741013567, -421.08156980974104], 'axes': [740.031680088193, 3642.292347694624], 'angle': -69.90391090350383}, 'location': [-233.1797741013567, -421.08156980974104], 'diameter': 3642.292347694624, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9654181677043999, 'phi': -1.2638662234033784, 'norm_pos': [-0.7286867940667398, 2.754506540873921], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.836931,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5899287164440038}, 'confidence': 0.004908909531150792, 'timestamp': 53967.170869, 'diameter_3d': 1.1798574328880076, 'ellipse': {'center': [873.6659867580909, 84.9279873601136], 'axes': [739.7357871466746, 3684.071295696287], 'angle': -61.009706901231844}, 'location': [873.6659867580909, 84.9279873601136], 'diameter': 3684.071295696287, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.730206208619034, 0.6461333859995266], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.8452501,"{'circle_3d': {'center': [-0.2140855755878781, -0.47378243563361355, 0.3404477246169044], 'normal': [0.22270157478148878, -0.5703464757781812, -0.7906382903434754], 'radius': 0.5902572328917911}, 'confidence': 0.0009277249566941304, 'timestamp': 53967.179269, 'diameter_3d': 1.1805144657835822, 'ellipse': {'center': [5818.0571251713345, 296.6079845060441], 'axes': [1405.7285398040108, 9961.117481837959], 'angle': -84.31580580440206}, 'location': [5818.0571251713345, 296.6079845060441], 'diameter': 9961.117481837959, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9638687242194909, 'phi': -1.2962367906534464, 'norm_pos': [18.18142851616042, -0.23586660210851695], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.853166,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5897549781443452}, 'confidence': 0.0018109859767860886, 'timestamp': 53967.187669, 'diameter_3d': 1.1795099562886904, 'ellipse': {'center': [872.9763175093946, 83.70644147466516], 'axes': [738.2402803140925, 3679.319851571108], 'angle': -61.01613381602425}, 'location': [872.9763175093946, 83.70644147466516], 'diameter': 3679.319851571108, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.728050992216858, 0.6512231605222285], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.8607721,"{'circle_3d': {'center': [0.290025897146585, -0.36938907878833405, 0.4214483289545594], 'normal': [0.26471086417602735, -0.5616470293744078, -0.7838882399820041], 'radius': 0.5897046154225091}, 'confidence': 0.003105759784490327, 'timestamp': 53967.196069, 'diameter_3d': 1.1794092308450181, 'ellipse': {'center': [872.7769040119515, 83.35323921464766], 'axes': [737.8078025614418, 3677.945155419024], 'angle': -61.01799239006253}, 'location': [872.7769040119515, 83.35323921464766], 'diameter': 3677.945155419024, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744212048378925, 'phi': -1.2451303176535806, 'norm_pos': [2.7274278250373483, 0.6526948366056348], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.869405,"{'circle_3d': {'center': [0.29029717225607277, -0.3686889647899596, 0.42103835088706987], 'normal': [0.26473347043515133, -0.56158868654121, -0.7839224048209615], 'radius': 0.589510502302593}, 'confidence': 0.0027086298420220794, 'timestamp': 53967.204469, 'diameter_3d': 1.179021004605186, 'ellipse': {'center': [877.1818638287626, 87.96385415074542], 'axes': [741.5701092868046, 3689.4733135687807], 'angle': -60.97724970789706}, 'location': [877.1818638287626, 87.96385415074542], 'diameter': 3689.4733135687807, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9744917185705594, 'phi': -1.2451176428625519, 'norm_pos': [2.7411933244648834, 0.6334839410385608], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180065.876833,"{'circle_3d': {'center': [0.29354656753778796, -0.36742464879024084, 0.4212305972260779], 'normal': [0.26500425337529426, -0.5614833268745667, -0.7839063842927109], 'radius': 0.5899614563266037}, 'confidence': 0.006038894574665922, 'timestamp': 53967.212869, 'diameter_3d': 1.1799229126532074, 'ellipse': {'center': [895.836794707355, 97.44070806169753], 'axes': [740.0559255395698, 3705.559720263475], 'angle': -60.85720860334015}, 'location': [895.836794707355, 97.44070806169753], 'diameter': 3705.559720263475, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9746190487701063, 'phi': -1.2448014150793423, 'norm_pos': [2.7994899834604845, 0.593997049742927], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
