eye_packets,765
norm_X,norm_Y,phi,theta,confidence,timestamp
1596180060.7446458,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464524397335479}, 'confidence': 0.0016896986599835265, 'timestamp': 53962.080476, 'diameter_3d': 1.4929048794670958, 'ellipse': {'center': [1099.7056452969841, 171.7704746664262], 'axes': [692.0011323294826, 4590.628027926808], 'angle': -61.33143953845426}, 'location': [1099.7056452969841, 171.7704746664262], 'diameter': 4590.628027926808, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4365801415530752, 0.2842896888898908], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.692492,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7462199760389149}, 'confidence': 0.0009524002369160992, 'timestamp': 53964.029273, 'diameter_3d': 1.4924399520778298, 'ellipse': {'center': [1097.8843757755765, 169.5689885535332], 'axes': [689.8572610389613, 4581.5189548777535], 'angle': -61.34013605557725}, 'location': [1097.8843757755765, 169.5689885535332], 'diameter': 4581.5189548777535, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4308886742986764, 0.2934625476936117], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.704364,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.746623614951771}, 'confidence': 0.0006326815183522411, 'timestamp': 53964.037673, 'diameter_3d': 1.493247229903542, 'ellipse': {'center': [1101.0540659268254, 173.4003977810654], 'axes': [693.5878475126042, 4597.364536159749], 'angle': -61.32500445048313}, 'location': [1101.0540659268254, 173.4003977810654], 'diameter': 4597.364536159749, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4407939560213294, 0.27749834257889416], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.712224,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7462819527131288}, 'confidence': 0.0011634112564561708, 'timestamp': 53964.046073, 'diameter_3d': 1.4925639054262576, 'ellipse': {'center': [1098.3688258037855, 170.1545745950034], 'axes': [690.4276053910247, 4583.943086913455], 'angle': -61.3378222748752}, 'location': [1098.3688258037855, 170.1545745950034], 'diameter': 4583.943086913455, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.43240258063683, 0.2910226058541525], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.720667,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464824868454413}, 'confidence': 0.0022171426465150273, 'timestamp': 53964.054473, 'diameter_3d': 1.4929649736908825, 'ellipse': {'center': [1099.9418881788138, 172.05603669747245], 'axes': [692.279158223477, 4591.808729031233], 'angle': -61.330311892538724}, 'location': [1099.9418881788138, 172.05603669747245], 'diameter': 4591.808729031233, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.437318400558793, 0.2830998470938648], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.728704,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464374152982601}, 'confidence': 0.0026405034561947866, 'timestamp': 53964.062873, 'diameter_3d': 1.4928748305965203, 'ellipse': {'center': [1099.5875888004462, 171.6277721533665], 'axes': [691.8621904177651, 4590.0379275035575], 'angle': -61.33200308652056}, 'location': [1099.5875888004462, 171.6277721533665], 'diameter': 4590.0379275035575, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.436211215001394, 0.2848842826943063], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.739875,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7465195593341291}, 'confidence': 0.003482943340022652, 'timestamp': 53964.071273, 'diameter_3d': 1.4930391186682581, 'ellipse': {'center': [1100.2336318292282, 172.40868609250424], 'axes': [692.6224811430977, 4593.266539400693], 'angle': -61.32891945694534}, 'location': [1100.2336318292282, 172.40868609250424], 'diameter': 4593.266539400693, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.438230099466338, 0.2816304746145657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.744441,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7465719503328385}, 'confidence': 0.00042197998394031926, 'timestamp': 53964.079673, 'diameter_3d': 1.493143900665677, 'ellipse': {'center': [1100.6464239181364, 172.9076545540961], 'axes': [693.1082159475686, 4595.3286985098985], 'angle': -61.32694952477545}, 'location': [1100.6464239181364, 172.9076545540961], 'diameter': 4595.3286985098985, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.439520074744176, 0.2795514393579329], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.753116,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463306250947438}, 'confidence': 0.001902949610498929, 'timestamp': 53964.088073, 'diameter_3d': 1.4926612501894876, 'ellipse': {'center': [1098.7498481728335, 170.61514094408096], 'axes': [690.8761414904804, 4585.849089150905], 'angle': -61.33600275168946}, 'location': [1098.7498481728335, 170.61514094408096], 'diameter': 4585.849089150905, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4335932755401046, 0.2891035793996627], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.7606652,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7465966464974285}, 'confidence': 0.0017930242785439527, 'timestamp': 53964.096473, 'diameter_3d': 1.493193292994857, 'ellipse': {'center': [1100.841209484537, 173.14310445010432], 'axes': [693.3374059779328, 4596.301566261122], 'angle': -61.3260200656702}, 'location': [1100.841209484537, 173.14310445010432], 'diameter': 4596.301566261122, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4401287796391786, 0.2785703981245653], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.7699242,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7462481170028517}, 'confidence': 0.0008463688138567589, 'timestamp': 53964.104873, 'diameter_3d': 1.4924962340057033, 'ellipse': {'center': [1098.104243670457, 169.8347570801369], 'axes': [690.1161196305404, 4582.619252558109], 'angle': -61.33908589616171}, 'location': [1098.104243670457, 169.8347570801369], 'diameter': 4582.619252558109, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.431575761470178, 0.29235517883276285], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.777929,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464035816174656}, 'confidence': 0.0012678191848231309, 'timestamp': 53964.113273, 'diameter_3d': 1.4928071632349311, 'ellipse': {'center': [1099.3219113847042, 171.3066306998956], 'axes': [691.5494987665761, 4588.709768543894], 'angle': -61.33327139534105}, 'location': [1099.3219113847042, 171.3066306998956], 'diameter': 4588.709768543894, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4353809730772005, 0.28622237208376833], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.788594,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463754707159653}, 'confidence': 0.0030646543001123126, 'timestamp': 53964.121673, 'diameter_3d': 1.4927509414319307, 'ellipse': {'center': [1099.101356221035, 171.04003142711508], 'axes': [691.2899003565385, 4587.606990955838], 'angle': -61.33432438651917}, 'location': [1099.101356221035, 171.04003142711508], 'diameter': 4587.606990955838, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4346917381907347, 0.28733320238702054], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.796293,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464371698761083}, 'confidence': 0.0029573702611956913, 'timestamp': 53964.130073, 'diameter_3d': 1.4928743397522166, 'ellipse': {'center': [1099.5856607607125, 171.62544160719784], 'axes': [691.8599212580136, 4590.028289866248], 'angle': -61.332012290300284}, 'location': [1099.5856607607125, 171.62544160719784], 'diameter': 4590.028289866248, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4362051898772266, 0.2848939933033423], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.813119,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464274537642505}, 'confidence': 0.0016900704241763279, 'timestamp': 53964.138473, 'diameter_3d': 1.492854907528501, 'ellipse': {'center': [1099.5093411156126, 171.53318912240633], 'axes': [691.7700979266317, 4589.646782393951], 'angle': -61.3323766183021}, 'location': [1099.5093411156126, 171.53318912240633], 'diameter': 4589.646782393951, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4359666909862896, 0.2852783786566403], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.815238,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.746652266857442}, 'confidence': 0.0006325215201301313, 'timestamp': 53964.146873, 'diameter_3d': 1.493304533714884, 'ellipse': {'center': [1101.2803797545002, 173.67395792300465], 'axes': [693.854109860799, 4598.494533871851], 'angle': -61.323924708609965}, 'location': [1101.2803797545002, 173.67395792300465], 'diameter': 4598.494533871851, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4415011867328134, 0.27635850865414724], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.820554,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.74627951368232}, 'confidence': 0.0008461354104857193, 'timestamp': 53964.155273, 'diameter_3d': 1.49255902736464, 'ellipse': {'center': [1098.349745463966, 170.13151095579798], 'axes': [690.4051432012037, 4583.847626981226], 'angle': -61.33791339698734}, 'location': [1098.349745463966, 170.13151095579798], 'diameter': 4583.847626981226, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4323429545748936, 0.29111870435084175], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.828419,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7460569741837244}, 'confidence': 0.0010597363972276687, 'timestamp': 53964.163673, 'diameter_3d': 1.4921139483674488, 'ellipse': {'center': [1096.614096289075, 168.03351968626498], 'axes': [688.3614694946718, 4575.158627289595], 'angle': -61.346204906790184}, 'location': [1096.614096289075, 168.03351968626498], 'diameter': 4575.158627289595, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.426919050903359, 0.2998603346405626], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.837525,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463566109344376}, 'confidence': 0.002325295883123302, 'timestamp': 53964.172073, 'diameter_3d': 1.4927132218688752, 'ellipse': {'center': [1098.9534780708132, 170.8612815549564], 'axes': [691.1158374017068, 4586.8675018397535], 'angle': -61.335030443327824}, 'location': [1098.9534780708132, 170.8612815549564], 'diameter': 4586.8675018397535, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4342296189712913, 0.28807799352101493], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.844685,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463280576242554}, 'confidence': 0.0012686617113738614, 'timestamp': 53964.180473, 'diameter_3d': 1.4926561152485107, 'ellipse': {'center': [1098.729736736043, 170.5908309513622], 'axes': [690.8524674254379, 4585.748497937872], 'angle': -61.336098785167955}, 'location': [1098.729736736043, 170.5908309513622], 'diameter': 4585.748497937872, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.433530427300134, 0.2892048710359909], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.852187,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7460609319524543}, 'confidence': 0.00042387986030111355, 'timestamp': 53964.188873, 'diameter_3d': 1.4921218639049085, 'ellipse': {'center': [1096.644873454135, 168.07072203368165], 'axes': [688.397715445236, 4575.312797994949], 'angle': -61.3460578346317}, 'location': [1096.644873454135, 168.07072203368165], 'diameter': 4575.312797994949, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.427015229544172, 0.29970532485965984], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.8605702,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463340976261049}, 'confidence': 0.0014800267304351765, 'timestamp': 53964.197273, 'diameter_3d': 1.4926681952522098, 'ellipse': {'center': [1098.7770513210212, 170.6480231464472], 'axes': [690.9081633576734, 4585.98514862172], 'angle': -61.33587285588733}, 'location': [1098.7770513210212, 170.6480231464472], 'diameter': 4585.98514862172, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4336782853781913, 0.28896657022313665], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.872266,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463558481541369}, 'confidence': 0.0022196155065363813, 'timestamp': 53964.205673, 'diameter_3d': 1.4927116963082738, 'ellipse': {'center': [1098.947498749188, 170.8540539626834], 'axes': [691.1087992020348, 4586.837599612769], 'angle': -61.33505899287988}, 'location': [1098.947498749188, 170.8540539626834], 'diameter': 4586.837599612769, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4342109335912125, 0.2881081084888192], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.880558,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7462711455818493}, 'confidence': 0.002855916974376387, 'timestamp': 53964.214073, 'diameter_3d': 1.4925422911636985, 'ellipse': {'center': [1098.2842920210746, 170.05239315149868], 'axes': [690.3280879020768, 4583.520150108158], 'angle': -61.33822598809784}, 'location': [1098.2842920210746, 170.05239315149868], 'diameter': 4583.520150108158, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.432138412565858, 0.29144836186875556], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.888891,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7464530214775992}, 'confidence': 0.00221771812998804, 'timestamp': 53964.222473, 'diameter_3d': 1.4929060429551984, 'ellipse': {'center': [1099.7102173911753, 171.77600125200257], 'axes': [692.0065132020919, 4590.650880348727], 'angle': -61.33141771382485}, 'location': [1099.7102173911753, 171.77600125200257], 'diameter': 4590.650880348727, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.436594429347423, 0.28426666144998924], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.896516,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.7463431348350005}, 'confidence': 0.0010570779458002246, 'timestamp': 53964.230873, 'diameter_3d': 1.492686269670001, 'ellipse': {'center': [1098.8478590292857, 170.73361299714884], 'axes': [690.9915129260232, 4586.339288596476], 'angle': -61.33553475290388}, 'location': [1098.8478590292857, 170.73361299714884], 'diameter': 4586.339288596476, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.433899559466518, 0.28860994584521316], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596180062.904305,"{'circle_3d': {'center': [0.36156828796117635, -0.4683356724160186, 0.5177873466106071], 'normal': [0.2706727300772433, -0.5698925788433815, -0.7758599885106667], 'radius': 0.746351344214763}, 'confidence': 0.0022197034304789424, 'timestamp': 53964.239273, 'diameter_3d': 1.492702688429526, 'ellipse': {'center': [1098.9121955432856, 170.81138069734646], 'axes': [691.0672439633817, 4586.661047807174], 'angle': -61.335227556823185}, 'location': [1098.9121955432856, 170.81138069734646], 'diameter': 4586.661047807174, 'sphere': {'center': [-2.886504472965743, 6.37037527370456, 9.828107208738608], 'radius': 12.0}, 'projected_sphere': {'center': [-22.093330407254655, 521.8711422057986], 'axes': [1514.0249982997263, 1514.0249982997263], 'angle': 90.0}, 'model_confidence': 0.16623822928873988, 'model_id': 54, 'model_birth_timestamp': 53931.270382, 'theta': 0.9644212048378924, 'phi': -1.2351303176535806, 'norm_pos': [3.4341006110727674, 0.2882859137610564], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
