eye_packets,787
norm_X,norm_Y,phi,theta,confidence,timestamp
1580974150.5438359,"{'circle_3d': {'center': [-4.450661285723896, 4.005093063122628, 56.637886652729634], 'normal': [0.04130441159182122, 0.4990018201327591, -0.865616040220632], 'radius': 2.168621949428902}, 'confidence': 0.26983907055044376, 'timestamp': 12096.929343, 'diameter_3d': 4.337243898857804, 'ellipse': {'center': [111.22936060096076, 163.46605284481691], 'axes': [39.47827036233007, 47.62370968414674], 'angle': -88.27913013084485}, 'location': [111.22936060096076, 163.46605284481691], 'diameter': 47.62370968414674, 'sphere': {'center': [-4.946314224825751, -1.9829287784704825, 67.02527913537722], 'radius': 12.0}, 'projected_sphere': {'center': [114.24540025864218, 101.65743047233667], 'axes': [222.00578933726592, 222.00578933726592], 'angle': 90.0}, 'model_confidence': 0.8283516393764567, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.0932428865535995, 'phi': -1.5231157110487057, 'norm_pos': [0.3475917518780024, 0.3188914464799295], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.638415,"{'circle_3d': {'center': [-6.013746380817887, 5.778224838457185, 57.85414561586123], 'normal': [-0.09031885368720613, 0.6477522357060076, -0.7564783842295151], 'radius': 2.0749385269485385}, 'confidence': 0.999554498458948, 'timestamp': 12098.02134, 'diameter_3d': 4.149877053897077, 'ellipse': {'center': [95.57209876634828, 181.56603863830713], 'axes': [30.26886735042101, 44.62551688848244], 'angle': -77.8487432984138}, 'location': [95.57209876634828, 181.56603863830713], 'diameter': 44.62551688848244, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8521448681076071, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2754266507374834, 'phi': -1.6896276476814598, 'norm_pos': [0.29866280864483835, 0.24347483900705358], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.6441522,"{'circle_3d': {'center': [-6.014791657643907, 5.8249946563814445, 57.894528526945976], 'normal': [-0.09040596008937442, 0.6516497205330292, -0.7531131416391189], 'radius': 2.0708291358639483}, 'confidence': 0.9996566739221441, 'timestamp': 12098.02974, 'diameter_3d': 4.141658271727897, 'ellipse': {'center': [95.60516684469053, 182.02567338829414], 'axes': [30.000452324052674, 44.50607329395968], 'angle': -77.93739613369897}, 'location': [95.60516684469053, 182.02567338829414], 'diameter': 44.50607329395968, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8536528966811008, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.280553657294506, 'phi': -1.6902676411764372, 'norm_pos': [0.2987661463896579, 0.2415596942154411], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.6537569,"{'circle_3d': {'center': [-6.006471404724076, 5.849211662208363, 57.91454253843462], 'normal': [-0.08971260567938846, 0.653667804351939, -0.7514453073483989], 'radius': 2.05995447005956}, 'confidence': 0.9997009805327232, 'timestamp': 12098.03814, 'diameter_3d': 4.11990894011912, 'ellipse': {'center': [95.71562320816881, 182.26732327121042], 'axes': [29.74312224066159, 44.256894918013465], 'angle': -78.0453485524284}, 'location': [95.71562320816881, 182.26732327121042], 'diameter': 44.256894918013465, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8541551349477094, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.283217262441642, 'phi': -1.689620654801558, 'norm_pos': [0.2991113225255275, 0.2405528197032899], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.659307,"{'circle_3d': {'center': [-5.972263710827301, 5.895971077745714, 57.95139513390165], 'normal': [-0.08686196452132396, 0.657564422313385, -0.7483742577261463], 'radius': 2.045791678738321}, 'confidence': 0.9995887471275487, 'timestamp': 12098.04654, 'diameter_3d': 4.091583357476642, 'ellipse': {'center': [96.12021958376803, 182.73292466356827], 'axes': [29.36277901973273, 43.92431506493405], 'angle': -78.37939062528528}, 'location': [96.12021958376803, 182.73292466356827], 'diameter': 43.92431506493405, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8546763674807334, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.288377719470184, 'phi': -1.6863468387443696, 'norm_pos': [0.3003756861992751, 0.2386128139017989], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.68079,"{'circle_3d': {'center': [-5.9565154585475675, 5.944437509170827, 57.992390814710674], 'normal': [-0.08554961016467952, 0.661603291598811, -0.7449579509920611], 'radius': 2.0507338852750205}, 'confidence': 0.9998544612014842, 'timestamp': 12098.06334, 'diameter_3d': 4.101467770550041, 'ellipse': {'center': [96.33252791901162, 183.20538105945448], 'axes': [29.230988100595376, 43.99929853390081], 'angle': -78.58480466270034}, 'location': [96.33252791901162, 183.20538105945448], 'diameter': 43.99929853390081, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8550479783980602, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.293751214520385, 'phi': -1.685133636004966, 'norm_pos': [0.3010391497469113, 0.23664424558560637], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.688224,"{'circle_3d': {'center': [-5.9615808482577926, 5.953471100686618, 58.001005472087726], 'normal': [-0.08597172597386492, 0.6623560908917936, -0.7442400628773063], 'radius': 2.0557082460654925}, 'confidence': 0.9996615948202638, 'timestamp': 12098.07174, 'diameter_3d': 4.111416492130985, 'ellipse': {'center': [96.28799004581619, 183.29099099322113], 'axes': [29.256538785284416, 44.09957706057037], 'angle': -78.56708242259714}, 'location': [96.28799004581619, 183.29099099322113], 'diameter': 44.09957706057037, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8552412211695448, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.29475558747614, 'phi': -1.685802709156084, 'norm_pos': [0.3008999688931756, 0.23628753752824527], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.690363,"{'circle_3d': {'center': [-5.95946748599512, 5.958339801037732, 58.005096887401294], 'normal': [-0.0857956124519755, 0.6627618159210531, -0.7438991116011758], 'radius': 2.0447865729999752}, 'confidence': 0.9998103946711355, 'timestamp': 12098.08014, 'diameter_3d': 4.0895731459999505, 'ellipse': {'center': [96.31477359328973, 183.34229356467318], 'axes': [29.080964652227127, 43.8620468854207], 'angle': -78.59134019819473}, 'location': [96.31477359328973, 183.34229356467318], 'diameter': 43.8620468854207, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8554029916307937, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2952972693913085, 'phi': -1.6856213263521234, 'norm_pos': [0.3009836674790304, 0.23607377681386177], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.701872,"{'circle_3d': {'center': [-5.938431302540028, 5.987987090950738, 58.02919092030888], 'normal': [-0.0840425971640512, 0.6652324234138036, -0.7418912755255442], 'radius': 2.030617843324602}, 'confidence': 0.9998532395431434, 'timestamp': 12098.08854, 'diameter_3d': 4.061235686649204, 'ellipse': {'center': [96.56456263858911, 183.6376657726215], 'axes': [28.76536714588386, 43.53974809426648], 'angle': -78.7950929757595}, 'location': [96.56456263858911, 183.6376657726215], 'diameter': 43.53974809426648, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8557676104378631, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2986013956456213, 'phi': -1.6835970089080474, 'norm_pos': [0.30176425824559094, 0.23484305928074378], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.711452,"{'circle_3d': {'center': [-5.88210304180976, 6.061423520441992, 58.0893425744961], 'normal': [-0.07934857543652882, 0.6713521258714081, -0.7368786376766084], 'radius': 2.010788128776828}, 'confidence': 0.9998480779559262, 'timestamp': 12098.09694, 'diameter_3d': 4.021576257553656, 'ellipse': {'center': [97.2281175249311, 184.36259986503006], 'axes': [28.20452527468505, 43.0693644921233], 'angle': -79.32397340812523}, 'location': [97.2281175249311, 184.36259986503006], 'diameter': 43.0693644921233, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8561722417577133, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3068280004423123, 'phi': -1.6780650062947409, 'norm_pos': [0.3038378672654097, 0.23182250056237474], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.717746,"{'circle_3d': {'center': [-5.8584328464839555, 6.15962491806084, 58.177276815089314], 'normal': [-0.07737605915937848, 0.6795355756729788, -0.7295507842938405], 'radius': 2.0117155965554097}, 'confidence': 0.99953893313755, 'timestamp': 12098.10534, 'diameter_3d': 4.023431193110819, 'ellipse': {'center': [97.57313486128409, 185.31263215133657], 'axes': [27.7914295544894, 43.02402496413922], 'angle': -79.66575363719984}, 'location': [97.57313486128409, 185.31263215133657], 'diameter': 43.02402496413922, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8568932323273382, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3179257367440353, 'phi': -1.6764611780652636, 'norm_pos': [0.30491604644151277, 0.22786403270276423], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.727535,"{'circle_3d': {'center': [-5.903811328719053, 6.24982499917077, 58.26714954538565], 'normal': [-0.08115759934563664, 0.6870522490988064, -0.7220613901024793], 'radius': 2.005429387591964}, 'confidence': 0.9998397875525615, 'timestamp': 12098.11374, 'diameter_3d': 4.010858775183928, 'ellipse': {'center': [97.18707049922604, 186.1753298567889], 'axes': [27.25041555372141, 42.82373569809529], 'angle': -79.51963760089598}, 'location': [97.18707049922604, 186.1753298567889], 'diameter': 42.82373569809529, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8576710545249777, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3282206918469965, 'phi': -1.6827236646417714, 'norm_pos': [0.30370959531008135, 0.22426945893004624], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.735699,"{'circle_3d': {'center': [-5.949113646941541, 6.222824326981567, 58.24673439704867], 'normal': [-0.08493279253084396, 0.6848021930830395, -0.7237626524638945], 'radius': 2.029852519502322}, 'confidence': 0.9999281004061759, 'timestamp': 12098.12214, 'diameter_3d': 4.059705039004644, 'ellipse': {'center': [96.6850835034017, 185.9029802432142], 'axes': [27.668886202980183, 43.361046234808], 'angle': -79.16410078172727}, 'location': [96.6850835034017, 185.9029802432142], 'diameter': 43.361046234808, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8581677098514873, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3251285500278858, 'phi': -1.6876110292272535, 'norm_pos': [0.3021408859481303, 0.2254042489866076], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.7455308,"{'circle_3d': {'center': [-5.961722405765209, 6.1333398454101955, 58.164406863622936], 'normal': [-0.08598352243281628, 0.6773451529520917, -0.7306232802493724], 'radius': 2.038653712917945}, 'confidence': 0.9996984369152754, 'timestamp': 12098.13054, 'diameter_3d': 4.07730742583589, 'ellipse': {'center': [96.46283884807737, 185.0382796971289], 'axes': [28.194564918821904, 43.61081098652843], 'angle': -78.91131185511442}, 'location': [96.46283884807737, 185.0382796971289], 'diameter': 43.61081098652843, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8584828313638937, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3149441682780374, 'phi': -1.687942658695339, 'norm_pos': [0.3014463714002418, 0.22900716792862963], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.753786,"{'circle_3d': {'center': [-5.938030808673329, 6.03202218837728, 58.06882769798248], 'normal': [-0.08400922267515955, 0.6689020148660154, -0.7385882107194106], 'radius': 2.0295082950288035}, 'confidence': 0.9993716809100789, 'timestamp': 12098.13894, 'diameter_3d': 4.059016590057607, 'ellipse': {'center': [96.61153488346959, 184.0652210961694], 'axes': [28.551599961359894, 43.48627512165989], 'angle': -78.88205194843924}, 'location': [96.61153488346959, 184.0652210961694], 'diameter': 43.48627512165989, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8590057564233811, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3035270550185554, 'phi': -1.684052562402642, 'norm_pos': [0.30191104651084244, 0.2330615787659608], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.7593348,"{'circle_3d': {'center': [-5.9177291475293, 6.011709428275844, 58.04819283553924], 'normal': [-0.08231741757982391, 0.6672092848575625, -0.7403077825896801], 'radius': 2.000530631242631}, 'confidence': 0.9996483075364117, 'timestamp': 12098.14734, 'diameter_3d': 4.001061262485262, 'ellipse': {'center': [96.80498803178845, 183.88030803355875], 'axes': [28.251650386467432, 42.880116654070775], 'angle': -78.98422082003908}, 'location': [96.80498803178845, 183.88030803355875], 'diameter': 42.880116654070775, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8595172210145496, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.301252218952322, 'phi': -1.6815349369249335, 'norm_pos': [0.30251558759933894, 0.23383204986017192], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.766151,"{'circle_3d': {'center': [-5.94861733824486, 6.039998879710837, 58.07726986026971], 'normal': [-0.08489143347278724, 0.6695667391438119, -0.7378846971954749], 'radius': 1.988817608576315}, 'confidence': 0.9998868816056461, 'timestamp': 12098.15574, 'diameter_3d': 3.97763521715263, 'ellipse': {'center': [96.50756084328088, 184.15466079261637], 'axes': [27.933859158697697, 42.607801548738735], 'angle': -78.82426294233792}, 'location': [96.50756084328088, 184.15466079261637], 'diameter': 42.607801548738735, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8604168749915986, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.304421642357486, 'phi': -1.68533975685888, 'norm_pos': [0.3015861276352528, 0.23268891336409847], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.7868311,"{'circle_3d': {'center': [-6.003276552760302, 6.054087296435186, 58.09654315131294], 'normal': [-0.08944636801574068, 0.6707407738708409, -0.7362785896085381], 'radius': 2.017916850350529}, 'confidence': 0.999486615386247, 'timestamp': 12098.16414, 'diameter_3d': 4.035833700701058, 'ellipse': {'center': [95.94756146662542, 184.2746709766953], 'axes': [28.22971605436382, 43.217585706875425], 'angle': -78.47486418970298}, 'location': [95.94756146662542, 184.2746709766953], 'diameter': 43.217585706875425, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8613711473966945, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3060034260747657, 'phi': -1.6916883300568304, 'norm_pos': [0.29983612958320444, 0.23218887093043628], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.802932,"{'circle_3d': {'center': [-6.064629950064487, 6.007369881367157, 58.06184231578699], 'normal': [-0.09455915112442272, 0.6668476559485051, -0.7391703259023679], 'radius': 2.0177275551369855}, 'confidence': 0.9692945459682425, 'timestamp': 12098.18094, 'diameter_3d': 4.035455110273971, 'ellipse': {'center': [95.25711305029162, 183.81420576611103], 'axes': [28.379262410899862, 43.23970418249593], 'angle': -77.9604329798153}, 'location': [95.25711305029162, 183.81420576611103], 'diameter': 43.23970418249593, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8617772541879565, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.300766832001386, 'phi': -1.6980313247687722, 'norm_pos': [0.2976784782821613, 0.2341074759745374], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.8190122,"{'circle_3d': {'center': [-6.088671019764279, 6.012112088042122, 58.06923293669641], 'normal': [-0.09656257359940539, 0.6672428398380856, -0.7385544408265827], 'radius': 2.0054696127095464}, 'confidence': 0.9992366913828454, 'timestamp': 12098.20614, 'diameter_3d': 4.010939225419093, 'ellipse': {'center': [95.00930878299256, 183.8609872555358], 'axes': [28.162424866618885, 42.971553978512894], 'angle': -77.80478905567213}, 'location': [95.00930878299256, 183.8609872555358], 'diameter': 42.971553978512894, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8617153158408053, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3012972679459023, 'phi': -1.70080424342629, 'norm_pos': [0.29690408994685175, 0.23391255310193415], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.8357189,"{'circle_3d': {'center': [-6.106332478527277, 6.040383836330755, 58.09719083074647], 'normal': [-0.09803436182965526, 0.6695988188621385, -0.7362246163224111], 'radius': 1.9972306040941141}, 'confidence': 0.9994444254583048, 'timestamp': 12098.21454, 'diameter_3d': 3.9944612081882283, 'ellipse': {'center': [94.8522333214333, 184.1351013806942], 'axes': [27.90369006301381, 42.774453364142154], 'angle': -77.74125246446093}, 'location': [94.8522333214333, 184.1351013806942], 'diameter': 42.774453364142154, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8620613578700032, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3044648335535753, 'phi': -1.7031758037640417, 'norm_pos': [0.2964132291294791, 0.23277041091377415], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.842096,"{'circle_3d': {'center': [-6.143883195179824, 6.051154103126435, 58.11208553501382], 'normal': [-0.10116358821736751, 0.6704963410951117, -0.734983390966799], 'radius': 2.00769312086572}, 'confidence': 0.9991080981766169, 'timestamp': 12098.22294, 'diameter_3d': 4.01538624173144, 'ellipse': {'center': [94.46974193370242, 184.2305460639338], 'axes': [27.964462801871406, 42.98786209683777], 'angle': -77.50694587004483}, 'location': [94.46974193370242, 184.2305460639338], 'diameter': 42.98786209683777, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8620822755409985, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.305673914077076, 'phi': -1.707577522230241, 'norm_pos': [0.29521794354282005, 0.23237272473360926], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.8507578,"{'circle_3d': {'center': [-6.174247177020626, 6.051696813156679, 58.11681349708191], 'normal': [-0.10369392003743434, 0.6705415669309653, -0.7345893941277916], 'radius': 1.9901199829767462}, 'confidence': 0.9995647412173516, 'timestamp': 12098.23134, 'diameter_3d': 3.9802399659534924, 'ellipse': {'center': [94.15191751328297, 184.237093275061], 'axes': [27.6865885047432, 42.608095677680204], 'angle': -77.3014579281157}, 'location': [94.15191751328297, 184.237093275061], 'diameter': 42.608095677680204, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8622552260601601, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.305734874178451, 'phi': -1.7110288282242405, 'norm_pos': [0.2942247422290093, 0.23234544468724583], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.853431,"{'circle_3d': {'center': [-6.1960380009078895, 6.034737192796491, 58.104460437332065], 'normal': [-0.10550982202803966, 0.669128265234283, -0.7356188157736114], 'radius': 1.9943051455031686}, 'confidence': 0.999471787494607, 'timestamp': 12098.23974, 'diameter_3d': 3.9886102910063372, 'ellipse': {'center': [93.90652666659956, 184.06840191556006], 'axes': [27.79827444293518, 42.706934937051045], 'angle': -77.11771507411632}, 'location': [93.90652666659956, 184.06840191556006], 'diameter': 42.706934937051045, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8622660541811045, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.3038314623431306, 'phi': -1.7132547566745222, 'norm_pos': [0.29345789583312365, 0.23304832535183306], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.860366,"{'circle_3d': {'center': [-6.223164094764436, 6.015800209699823, 58.091197765724885], 'normal': [-0.10777032984941849, 0.6675501833095607, -0.7367240384075433], 'radius': 1.9892041160006104}, 'confidence': 0.999588313269225, 'timestamp': 12098.24814, 'diameter_3d': 3.978408232001221, 'ellipse': {'center': [93.60308020049547, 183.88258931959746], 'axes': [27.783110476924385, 42.607499534607975], 'angle': -76.89300888884854}, 'location': [93.60308020049547, 183.88258931959746], 'diameter': 42.607499534607975, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8623609275324573, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.301709974303084, 'phi': -1.7160492685512574, 'norm_pos': [0.29250962562654836, 0.23382254450167728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.872694,"{'circle_3d': {'center': [-6.271334056150718, 5.999072874238555, 58.08323811794843], 'normal': [-0.11178449329827535, 0.6661562386877884, -0.7373873423889145], 'radius': 1.9937158123309682}, 'confidence': 0.999204485229118, 'timestamp': 12098.25654, 'diameter_3d': 3.9874316246619363, 'ellipse': {'center': [93.0819132330214, 183.71153950704402], 'axes': [27.869574792347496, 42.71028748772848], 'angle': -76.52932266867654}, 'location': [93.0819132330214, 183.71153950704402], 'diameter': 42.71028748772848, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8627301072969273, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.2998393815730296, 'phi': -1.7212461539520196, 'norm_pos': [0.29088097885319186, 0.2345352520539833], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580974151.883287,"{'circle_3d': {'center': [-6.307652438867331, 5.977456234195422, 58.06932719946522], 'normal': [-0.11481102519132642, 0.6643548520175273, -0.7385465855958485], 'radius': 1.9933201607200624}, 'confidence': 0.9989583414388635, 'timestamp': 12098.26494, 'diameter_3d': 3.9866403214401247, 'ellipse': {'center': [92.67975836919477, 183.49621860434843], 'axes': [27.9203934055338, 42.712207138248715], 'angle': -76.23502442725402}, 'location': [92.67975836919477, 183.49621860434843], 'diameter': 42.712207138248715, 'sphere': {'center': [-4.929920136571414, -1.9948019900149057, 66.9318862266154], 'radius': 12.0}, 'projected_sphere': {'center': [114.33341779244759, 101.52185298316846], 'axes': [222.31556346133544, 222.31556346133544], 'angle': 90.0}, 'model_confidence': 0.8626215584898955, 'model_id': 36, 'model_birth_timestamp': 12050.39406, 'theta': 2.297426643590723, 'phi': -1.725017272684252, 'norm_pos': [0.2896242449037337, 0.23543242248188156], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
