eye_packets,730
norm_X,norm_Y,phi,theta,confidence,timestamp
1596084086.6025548,"{'circle_3d': {'center': [-13.977311655911723, -9.978278379280844, 55.38950405404183], 'normal': [-0.9036042470178701, -0.25149578589207605, -0.34676971385891703], 'radius': 1.3385252438125874}, 'confidence': 0.0164671896786776, 'timestamp': 32796.650134, 'diameter_3d': 2.677050487625175, 'ellipse': {'center': [3.5786597272274605, 8.282756580659438], 'axes': [2.1910286623705595, 30.121480774827837], 'angle': 15.96947169959258}, 'location': [3.5786597272274605, 8.282756580659438], 'diameter': 30.121480774827837, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 1.3165709217881185, 'phi': -2.7751617300264098, 'norm_pos': [0.011183311647585814, 0.9654885142472523], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.158182,"{'circle_3d': {'center': [-5.434959291422496, 0.19488101239123612, 50.196124858690915], 'normal': [-0.19174154997710105, 0.5962674967472641, -0.7795513134714933], 'radius': 1.4201957197743946}, 'confidence': 0.2669963390747208, 'timestamp': 32798.162136, 'diameter_3d': 2.8403914395487893, 'ellipse': {'center': [92.92294209434338, 122.17707390963946], 'axes': [26.423914994190685, 35.253462974146395], 'angle': -65.86756498384852}, 'location': [92.92294209434338, 122.17707390963946], 'diameter': 35.253462974146395, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.209639924322994, 'phi': -1.8119727980248719, 'norm_pos': [0.2903841940448231, 0.4909288587098356], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.15835,"{'circle_3d': {'center': [-4.739029465417797, 0.4232774569805864, 50.228378704868035], 'normal': [-0.13374739781004277, 0.6153005337963765, -0.7768634929567332], 'radius': 1.4165765277915758}, 'confidence': 0.2572516668312166, 'timestamp': 32798.187336, 'diameter_3d': 2.8331530555831517, 'ellipse': {'center': [101.53602513706399, 124.99062485989845], 'axes': [26.453718284169053, 35.1090910398755], 'angle': -72.01243476406987}, 'location': [101.53602513706399, 124.99062485989845], 'diameter': 35.1090910398755, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.2335634830897924, 'phi': -1.7412882853124243, 'norm_pos': [0.317300078553325, 0.4792057297504232], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.186361,"{'circle_3d': {'center': [-4.941133293171207, 0.5638870477949629, 50.379008927099264], 'normal': [-0.15058938345616027, 0.6270179996975745, -0.7643109744374641], 'radius': 1.412164899732574}, 'confidence': 0.2923854660401794, 'timestamp': 32798.212536, 'diameter_3d': 2.824329799465148, 'ellipse': {'center': [99.22710450783784, 126.70832733013782], 'axes': [25.71579539809586, 34.9009995795754], 'angle': -70.93528921951184}, 'location': [99.22710450783784, 126.70832733013782], 'diameter': 34.9009995795754, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.248515651959264, 'phi': -1.7653309567739983, 'norm_pos': [0.31008470158699325, 0.4720486361244257], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.19068,"{'circle_3d': {'center': [-5.53719116083537, -0.7407217220739577, 49.57369446949113], 'normal': [-0.2002608724281739, 0.518300602208498, -0.8314205125714755], 'radius': 1.4302670136412463}, 'confidence': 0.17567574251231358, 'timestamp': 32798.229336, 'diameter_3d': 2.8605340272824926, 'ellipse': {'center': [90.81653194683373, 110.5112313436049], 'axes': [29.070792224308732, 35.97489083599434], 'angle': -60.63655628382359}, 'location': [90.81653194683373, 110.5112313436049], 'diameter': 35.97489083599434, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1156589397590326, 'phi': -1.8071599124806896, 'norm_pos': [0.2838016623338554, 0.5395365360683129], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.195521,"{'circle_3d': {'center': [-5.923949776418937, -1.0698488615553519, 49.47508861964114], 'normal': [-0.23249075706013783, 0.49087334058504856, -0.8396376667256413], 'radius': 1.415265548382228}, 'confidence': 0.23554201385363507, 'timestamp': 32798.237736, 'diameter_3d': 2.830531096764456, 'ellipse': {'center': [85.8448075979922, 106.38073717792754], 'axes': [29.001419961000625, 35.69233872557271], 'angle': -55.77178652560008}, 'location': [85.8448075979922, 106.38073717792754], 'diameter': 35.69233872557271, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.0838882184229357, 'phi': -1.8409226586079266, 'norm_pos': [0.26826502374372563, 0.5567469284253019], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.1989708,"{'circle_3d': {'center': [-5.856346977270196, -0.9672543466553858, 49.51718620552671], 'normal': [-0.22685719046440936, 0.49942288349337893, -0.8361295345685101], 'radius': 1.4324232445380414}, 'confidence': 0.3791535115440957, 'timestamp': 32798.246136, 'diameter_3d': 2.8648464890760827, 'ellipse': {'center': [86.75320346855653, 107.66934230461808], 'axes': [29.21296454750429, 36.08906466821563], 'angle': -56.895508208465785}, 'location': [86.75320346855653, 107.66934230461808], 'diameter': 36.08906466821563, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.0937288337499, 'phi': -1.8357364194954393, 'norm_pos': [0.27110376083923915, 0.5513777403974247], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.210186,"{'circle_3d': {'center': [-5.828883872376686, -0.9081324238863786, 49.545299837884095], 'normal': [-0.22456859838995022, 0.5043497103907962, -0.8337867318720616], 'radius': 1.434988226369994}, 'confidence': 0.5347278291606843, 'timestamp': 32798.254536, 'diameter_3d': 2.869976452739988, 'ellipse': {'center': [87.13726384676427, 108.41413885855542], 'axes': [29.163709045104262, 36.13052508420402], 'angle': -57.44975196529167}, 'location': [87.13726384676427, 108.41413885855542], 'diameter': 36.13052508420402, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.09942504007736, 'phi': -1.8338889678270052, 'norm_pos': [0.27230394952113834, 0.5482744214226858], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.214753,"{'circle_3d': {'center': [-5.286659984336046, -0.7461015638937853, 49.51332589857921], 'normal': [-0.17938327438656354, 0.5178522820568456, -0.8364512268141353], 'radius': 1.4299239401054975}, 'confidence': 0.19418192996766137, 'timestamp': 32798.262936, 'diameter_3d': 2.859847880210995, 'ellipse': {'center': [93.86209077534015, 110.43102210289811], 'axes': [29.403506797603715, 35.999497914397764], 'angle': -62.62532142255805}, 'location': [93.86209077534015, 110.43102210289811], 'diameter': 35.999497914397764, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1151347936425946, 'phi': -1.782053938612803, 'norm_pos': [0.293319033672938, 0.5398707412379246], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.220938,"{'circle_3d': {'center': [-3.7885743490466437, -0.901153060861188, 49.21352632276946], 'normal': [-0.05454280477911333, 0.5049313239762286, -0.861434524798281], 'radius': 1.4233020622746095}, 'confidence': 0.1329164355657227, 'timestamp': 32798.271336, 'diameter_3d': 2.846604124549219, 'ellipse': {'center': [112.28499644806787, 108.41906400865356], 'axes': [30.983524444105107, 35.978048737850074], 'angle': -76.12733781265801}, 'location': [112.28499644806787, 108.41906400865356], 'diameter': 35.978048737850074, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.100098726728603, 'phi': -1.6340281704378217, 'norm_pos': [0.3508906139002121, 0.5482538999639435], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.2331562,"{'circle_3d': {'center': [-3.1598370711475825, -1.3485352648212938, 48.94380386984287], 'normal': [-0.0021480316208582293, 0.4676494736462197, -0.8839113958754969], 'radius': 1.4248649106113727}, 'confidence': 0.17647505676376163, 'timestamp': 32798.279736, 'diameter_3d': 2.8497298212227453, 'ellipse': {'center': [119.96605936053481, 102.69689558004549], 'axes': [32.3006328077456, 36.1852637255115], 'angle': -82.02876113863722}, 'location': [119.96605936053481, 102.69689558004549], 'diameter': 36.1852637255115, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.057426003237838, 'phi': -1.5732264656101964, 'norm_pos': [0.37489393550167127, 0.5720962684164771], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.248426,"{'circle_3d': {'center': [-3.179111639219079, -0.5242695905389576, 49.422803498113524], 'normal': [-0.0037542456268162554, 0.5363382798364146, -0.8439947601862758], 'radius': 1.4155327795760724}, 'confidence': 0.19344108254407627, 'timestamp': 32798.288136, 'diameter_3d': 2.8310655591521448, 'ellipse': {'center': [120.11082619999576, 113.19130093292854], 'axes': [30.11145232452685, 35.594639079291454], 'angle': -83.66865989776947}, 'location': [120.11082619999576, 113.19130093292854], 'diameter': 35.594639079291454, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1368889103102684, 'phi': -1.5752444833987742, 'norm_pos': [0.3753463318749867, 0.528369579446131], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.248665,"{'circle_3d': {'center': [-3.241828951527819, -0.5241055469325149, 49.42338092858758], 'normal': [-0.008980688319211286, 0.5363519501369516, -0.843946640980105], 'radius': 1.409361602034919}, 'confidence': 0.3012089694984007, 'timestamp': 32798.296536, 'diameter_3d': 2.818723204069838, 'ellipse': {'center': [119.32662978777265, 113.1954657366362], 'axes': [29.96320131997523, 35.44201619940303], 'angle': -83.00569538071831}, 'location': [119.32662978777265, 113.1954657366362], 'diameter': 35.44201619940303, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.136905107372494, 'phi': -1.5814372238888519, 'norm_pos': [0.3728957180867895, 0.5283522260973492], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.253602,"{'circle_3d': {'center': [-3.4908294095321084, -0.16516281963307033, 49.66648883470303], 'normal': [-0.029730726486235384, 0.5662638440785718, -0.8236876488038167], 'radius': 1.4186538494007939}, 'confidence': 0.2850287369923872, 'timestamp': 32798.304937, 'diameter_3d': 2.8373076988015877, 'ellipse': {'center': [116.42400328922434, 117.7016870056875], 'axes': [29.10321380049935, 35.51018491671596], 'angle': -81.24840945521171}, 'location': [116.42400328922434, 117.7016870056875], 'diameter': 35.51018491671596, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1727621485971795, 'phi': -1.6068753250727874, 'norm_pos': [0.3638250102788261, 0.5095763041429687], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.2740989,"{'circle_3d': {'center': [-3.2342679166068296, -0.22853990706453953, 49.617313476977664], 'normal': [-0.008350602075795483, 0.5609824201259493, -0.8277855952809307], 'radius': 1.4146674483625412}, 'confidence': 0.3925904649923536, 'timestamp': 32798.313337, 'diameter_3d': 2.8293348967250824, 'ellipse': {'center': [119.57889908529366, 116.90941127651767], 'axes': [29.283031562842023, 35.43422073296026], 'angle': -83.6459575886444}, 'location': [119.57889908529366, 116.90941127651767], 'diameter': 35.43422073296026, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1663683949327996, 'phi': -1.5808838650094212, 'norm_pos': [0.37368405964154267, 0.5128774530145097], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.2956438,"{'circle_3d': {'center': [-3.313045548505344, -0.16043588612929938, 49.66492154652781], 'normal': [-0.014915404734005024, 0.566657755203886, -0.823818256151752], 'radius': 1.41493137222182}, 'confidence': 0.3742426792305856, 'timestamp': 32798.321737, 'diameter_3d': 2.82986274444364, 'ellipse': {'center': [118.63646110812685, 117.76167176538783], 'axes': [29.07571444930964, 35.409989714994566], 'angle': -82.99177205515332}, 'location': [118.63646110812685, 117.76167176538783], 'diameter': 35.409989714994566, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.173240144644267, 'phi': -1.5888995615713513, 'norm_pos': [0.3707389409628964, 0.5093263676442173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.314671,"{'circle_3d': {'center': [-3.1987311509541043, -0.07950996644680863, 49.71965991338324], 'normal': [-0.00538920493806838, 0.5734015818440934, -0.8192567255804659], 'radius': 1.4092586908130282}, 'confidence': 0.27787212830920177, 'timestamp': 32798.346937, 'diameter_3d': 2.8185173816260565, 'ellipse': {'center': [120.10374997131149, 118.7742043938317], 'axes': [28.76260156894893, 35.22367505910493], 'angle': -84.25126794930556}, 'location': [120.10374997131149, 118.7742043938317], 'diameter': 35.22367505910493, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.18144812300232, 'phi': -1.577374395717, 'norm_pos': [0.3753242186603484, 0.505107481692368], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.3294752,"{'circle_3d': {'center': [-4.167098451552524, 0.4274956534485046, 50.1511193175284], 'normal': [-0.08608647998793666, 0.6156520501687031, -0.7833017752350363], 'radius': 1.4185578239006102}, 'confidence': 0.30594774693819365, 'timestamp': 32798.363737, 'diameter_3d': 2.8371156478012205, 'ellipse': {'center': [108.50120838158895, 125.0473181069089], 'axes': [26.963457620165556, 35.18848689899307], 'angle': -76.64538567469413}, 'location': [108.50120838158895, 125.0473181069089], 'diameter': 35.18848689899307, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.2340094819127696, 'phi': -1.6802590850697343, 'norm_pos': [0.3390662761924655, 0.4789695078878796], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.329643,"{'circle_3d': {'center': [-3.023035424865478, -0.12023603591735643, 49.69169389481178], 'normal': [0.009252105569317139, 0.5700077427215477, -0.8215872271280877], 'radius': 1.4370911518145175}, 'confidence': 0.20386691630021003, 'timestamp': 32798.372137, 'diameter_3d': 2.874182303629035, 'ellipse': {'center': [122.26758756638654, 118.25650509382254], 'axes': [29.486010183122897, 35.93226055649023], 'angle': -85.91509006719166}, 'location': [122.26758756638654, 118.25650509382254], 'diameter': 35.93226055649023, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1773116054813304, 'phi': -1.559535544994976, 'norm_pos': [0.38208621114495794, 0.5072645621090728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.3321989,"{'circle_3d': {'center': [-3.285350887048067, -0.3084086986573622, 49.564296395024485], 'normal': [-0.012607516279231954, 0.5543266874932141, -0.8322036854436956], 'radius': 1.4114005153281581}, 'confidence': 0.3332539898311795, 'timestamp': 32798.380537, 'diameter_3d': 2.8228010306563163, 'ellipse': {'center': [118.8985597940661, 115.90916823128184], 'axes': [29.41998082848785, 35.39300771258036], 'angle': -82.98405688906514}, 'location': [118.8985597940661, 115.90916823128184], 'diameter': 35.39300771258036, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1583500958498227, 'phi': -1.585944723899508, 'norm_pos': [0.37155799935645656, 0.517045132369659], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.3494558,"{'circle_3d': {'center': [-3.143182214127325, -0.22546909036559537, 49.61889388934782], 'normal': [-0.0007601268691701155, 0.5612383215175282, -0.8276538942500848], 'radius': 1.401262477815477}, 'confidence': 0.32694649925792457, 'timestamp': 32798.388937, 'diameter_3d': 2.802524955630954, 'ellipse': {'center': [120.71562546639603, 116.95225893740684], 'axes': [29.019413579423446, 35.09319894103657], 'angle': -84.5627765336893}, 'location': [120.71562546639603, 116.95225893740684], 'diameter': 35.09319894103657, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.166677551294654, 'phi': -1.5717147380544023, 'norm_pos': [0.3772363295824876, 0.5126989210941382], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.35213,"{'circle_3d': {'center': [-3.226028257735024, -0.4673191458883261, 49.45953823069279], 'normal': [-0.007663963836478344, 0.541084150223967, -0.8409335324713365], 'radius': 1.4207872419620917}, 'confidence': 0.3381954547958026, 'timestamp': 32798.397337, 'diameter_3d': 2.8415744839241834, 'ellipse': {'center': [119.55364924047623, 113.90765272018157], 'axes': [30.06087719549571, 35.70215434799322], 'angle': -83.28427334349125}, 'location': [119.55364924047623, 113.90765272018157], 'diameter': 35.70215434799322, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.142522071054729, 'phi': -1.5799097125330168, 'norm_pos': [0.37360515387648824, 0.5253847803325769], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.3572779,"{'circle_3d': {'center': [-3.1919730649051923, -0.4863634699977588, 49.44705727519161], 'normal': [-0.004826031100659047, 0.5394971232148479, -0.8419736120964354], 'radius': 1.415822589679568}, 'confidence': 0.2712396579702399, 'timestamp': 32798.405737, 'diameter_3d': 2.831645179359136, 'ellipse': {'center': [119.96943705180979, 113.66924561428195], 'axes': [30.0149635799938, 35.58484760540159], 'angle': -83.60467118222874}, 'location': [119.96943705180979, 113.66924561428195], 'diameter': 35.58484760540159, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.140636072092289, 'phi': -1.5765280720437953, 'norm_pos': [0.3749044907869056, 0.5263781432738253], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.364479,"{'circle_3d': {'center': [-3.576790278714508, -0.726788179646702, 49.306378268553736], 'normal': [-0.036894132251435334, 0.5194617307441024, -0.8536968626495913], 'radius': 1.4061623918771662}, 'confidence': 0.38667667924798976, 'timestamp': 32798.414137, 'diameter_3d': 2.8123247837543324, 'ellipse': {'center': [115.02983528514363, 110.63535987002743], 'axes': [30.289520981426715, 35.464145105969564], 'angle': -78.95302306364103}, 'location': [115.02983528514363, 110.63535987002743], 'diameter': 35.464145105969564, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1170172290954046, 'phi': -1.6139863518577855, 'norm_pos': [0.35946823526607385, 0.5390193338748857], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.383592,"{'circle_3d': {'center': [-3.5182343301997943, -0.6468789516181923, 49.35305658173526], 'normal': [-0.03201446987520921, 0.5261208330798116, -0.8498070032177978], 'radius': 1.4163499552409724}, 'confidence': 0.25031715018917605, 'timestamp': 32798.422537, 'diameter_3d': 2.832699910481945, 'ellipse': {'center': [115.80580229920255, 111.64333940664916], 'axes': [30.33266890120959, 35.68343406850366], 'angle': -79.79732580782918}, 'location': [115.80580229920255, 111.64333940664916], 'diameter': 35.68343406850366, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.1248288950542826, 'phi': -1.6084511559098755, 'norm_pos': [0.36189313218500796, 0.5348194191389618], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.3923929,"{'circle_3d': {'center': [-3.81547741419505, -1.0044457534274054, 49.15539903788759], 'normal': [-0.05678472687481384, 0.49632359959571054, -0.8662784652051035], 'radius': 1.4235958539080908}, 'confidence': 0.19853365360314792, 'timestamp': 32798.430937, 'diameter_3d': 2.8471917078161817, 'ellipse': {'center': [111.89066470148607, 107.1045798750501], 'axes': [31.221608129712802, 36.03116208301747], 'angle': -75.46014264301765}, 'location': [111.89066470148607, 107.1045798750501], 'diameter': 36.03116208301747, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.0901551377549845, 'phi': -1.636252882366257, 'norm_pos': [0.34965832719214396, 0.5537309171872913], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084088.3926091,"{'circle_3d': {'center': [-2.7639870386240846, 0.3751496891602679, 50.061072625807775], 'normal': [0.030839471089433263, 0.6112898864780166, -0.7908056662117549], 'radius': 1.422927459682241}, 'confidence': 0.19118046247870984, 'timestamp': 32798.439337, 'diameter_3d': 2.845854919364482, 'ellipse': {'center': [125.74578931521333, 124.40537031148709], 'axes': [27.73731474693911, 35.304301157691754], 'angle': -88.8776342162326}, 'location': [125.74578931521333, 124.40537031148709], 'diameter': 35.304301157691754, 'sphere': {'center': [-3.1340606916972837, -6.960328948575932, 59.55074062034883], 'radius': 12.0}, 'projected_sphere': {'center': [127.37038685647612, 47.534000364010936], 'axes': [249.8709477832324, 249.8709477832324], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.228485759149985, 'phi': -1.5318185437293994, 'norm_pos': [0.3929555916100417, 0.48164429036880374], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
