eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175508.955311,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011948903510087659}, 'confidence': 0.0007900747469183599, 'timestamp': 50897.44665, 'diameter_3d': 0.00023897807020175317, 'ellipse': {'center': [-2090.2642307437313, 4066.529608842827], 'axes': [3150.816930635345, 9022.823772008316], 'angle': 29.69127409916965}, 'location': [-2090.2642307437313, 4066.529608842827], 'diameter': 9022.823772008316, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.53207572107416, -15.943873370178448], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.946827,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.0001194630734615783}, 'confidence': 0.0005439799256194135, 'timestamp': 50898.437843, 'diameter_3d': 0.0002389261469231566, 'ellipse': {'center': [-2086.73713571169, 4060.3437641820265], 'axes': [3147.963872790392, 9008.448160524711], 'angle': 29.691274099169608}, 'location': [-2086.73713571169, 4060.3437641820265], 'diameter': 9008.448160524711, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.521053549099031, -15.91809901742511], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.954884,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011947828288348549}, 'confidence': 0.0005929190965870817, 'timestamp': 50898.446242, 'diameter_3d': 0.00023895656576697097, 'ellipse': {'center': [-2088.8021848110166, 4063.965462159913], 'axes': [3149.6345991550506, 9016.864867602246], 'angle': 29.691274099169625}, 'location': [-2088.8021848110166, 4063.965462159913], 'diameter': 9016.864867602246, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.527506827534427, -15.933189425666303], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.962739,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.0001194440694386076}, 'confidence': 0.00044555576654006687, 'timestamp': 50898.454642, 'diameter_3d': 0.0002388881388772152, 'ellipse': {'center': [-2084.1619205567195, 4055.8273333027696], 'axes': [3145.8791537959833, 8997.951918600005], 'angle': 29.69127409916955}, 'location': [-2084.1619205567195, 4055.8273333027696], 'diameter': 8997.951918600005, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.513006001739749, -15.899280555428206], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.9716742,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.0001194648064564971}, 'confidence': 0.0006922698182659841, 'timestamp': 50898.463042, 'diameter_3d': 0.0002389296129129942, 'ellipse': {'center': [-2086.9722505703603, 4060.75611031389], 'axes': [3148.1541370115892, 9009.406446755043], 'angle': 29.691274099169608}, 'location': [-2086.9722505703603, 4060.75611031389], 'diameter': 9009.406446755043, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.521788283032376, -15.919817126307876], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.9788532,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011945800398769117}, 'confidence': 0.0006925377940257933, 'timestamp': 50898.471442, 'diameter_3d': 0.00023891600797538233, 'ellipse': {'center': [-2086.0496293302213, 4059.138010540448], 'axes': [3147.407449508749, 9005.645996252315], 'angle': 29.69127409916959}, 'location': [-2086.0496293302213, 4059.138010540448], 'diameter': 9005.645996252315, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.518905091656942, -15.913075043918532], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.987214,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011949669089740286}, 'confidence': 0.0007897301043975169, 'timestamp': 50898.479842, 'diameter_3d': 0.0002389933817948057, 'ellipse': {'center': [-2091.3063350956772, 4068.3572589579844], 'axes': [3151.6593918148387, 9027.071063383359], 'angle': 29.69127409916965}, 'location': [-2091.3063350956772, 4068.3572589579844], 'diameter': 9027.071063383359, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.5353322971739916, -15.9514885789916], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.9953868,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011948321921467638}, 'confidence': 0.0007903365672957054, 'timestamp': 50898.488242, 'diameter_3d': 0.00023896643842935276, 'ellipse': {'center': [-2089.473184976884, 4065.1422670817324], 'axes': [3150.1772805809287, 9019.599692148293], 'angle': 29.691274099169625}, 'location': [-2089.473184976884, 4065.1422670817324], 'diameter': 9019.599692148293, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.5296037030527625, -15.938092779507219], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.003296,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011943112180705351}, 'confidence': 0.0005945115801226684, 'timestamp': 50898.496642, 'diameter_3d': 0.00023886224361410703, 'ellipse': {'center': [-2082.410600979778, 4052.755856419961], 'axes': [3144.460615028633, 8990.813637501358], 'angle': 29.691274099169544}, 'location': [-2082.410600979778, 4052.755856419961], 'diameter': 8990.813637501358, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.507533128061806, -15.88648273508317], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.011009,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011943721862471809}, 'confidence': 0.0004952547469089782, 'timestamp': 50898.505042, 'diameter_3d': 0.00023887443724943618, 'ellipse': {'center': [-2083.234944693791, 4054.2015963605286], 'axes': [3145.128398973983, 8994.173629755265], 'angle': 29.69127409916955}, 'location': [-2083.234944693791, 4054.2015963605286], 'diameter': 8994.173629755265, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.510109202168097, -15.892506651502202], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.0240629,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011947228291835782}, 'confidence': 0.0004942680698806147, 'timestamp': 50898.513442, 'diameter_3d': 0.00023894456583671564, 'ellipse': {'center': [-2087.9871142567854, 4062.5359855537363], 'axes': [3148.975272846685, 9013.54282839461], 'angle': 29.691274099169615}, 'location': [-2087.9871142567854, 4062.5359855537363], 'diameter': 9013.54282839461, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.524959732052454, -15.927233273140569], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.0308712,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011945282697006053}, 'confidence': 0.00044533397618429845, 'timestamp': 50898.521842, 'diameter_3d': 0.00023890565394012105, 'ellipse': {'center': [-2085.347949394024, 4057.9073992165445], 'axes': [3146.8394536169067, 9002.786046141166], 'angle': 29.69127409916958}, 'location': [-2085.347949394024, 4057.9073992165445], 'diameter': 9002.786046141166, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.516712341856325, -15.907947496735602], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.039028,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011945150706572573}, 'confidence': 0.00044536740325909745, 'timestamp': 50898.530242, 'diameter_3d': 0.00023890301413145146, 'ellipse': {'center': [-2085.169119312451, 4057.5937657319796], 'axes': [3146.6946778434544, 9002.057156823801], 'angle': 29.69127409916958}, 'location': [-2085.169119312451, 4057.5937657319796], 'diameter': 9002.057156823801, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.51615349785141, -15.906640690549914], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.046719,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011946358252679502}, 'confidence': 0.0002967077285181135, 'timestamp': 50898.538642, 'diameter_3d': 0.00023892716505359004, 'ellipse': {'center': [-2086.806195590008, 4060.4648818938217], 'axes': [3148.0197599618, 9008.729636468297], 'angle': 29.691274099169608}, 'location': [-2086.806195590008, 4060.4648818938217], 'diameter': 9008.729636468297, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.521269361218775, -15.918603674557591], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.0547352,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011946655000896875}, 'confidence': 0.0003955435050579806, 'timestamp': 50898.547042, 'diameter_3d': 0.0002389331000179375, 'ellipse': {'center': [-2087.2088448105665, 4061.171050995744], 'axes': [3148.3455867996972, 9010.370760767237], 'angle': 29.691274099169608}, 'location': [-2087.2088448105665, 4061.171050995744], 'diameter': 9010.370760767237, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.5225276400330205, -15.9215460458156], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.0629618,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011942628527435419}, 'confidence': 0.0003468936963911804, 'timestamp': 50898.555442, 'diameter_3d': 0.00023885257054870839, 'ellipse': {'center': [-2081.7570670086766, 4051.609683836274], 'axes': [3143.9310997551374, 8988.149842317913], 'angle': 29.691274099169526}, 'location': [-2081.7570670086766, 4051.609683836274], 'diameter': 8988.149842317913, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.5054908344021145, -15.881707015984475], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.071601,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011947715714259346}, 'confidence': 0.0001482392766623106, 'timestamp': 50898.563842, 'diameter_3d': 0.00023895431428518692, 'ellipse': {'center': [-2088.6492148821753, 4063.697182397393], 'axes': [3149.5108693473817, 9016.24139925817], 'angle': 29.691274099169625}, 'location': [-2088.6492148821753, 4063.697182397393], 'diameter': 9016.24139925817, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.527028796506798, -15.932071593322473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.080009,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011946524762326035}, 'confidence': 0.0002966796167929316, 'timestamp': 50898.572242, 'diameter_3d': 0.0002389304952465207, 'ellipse': {'center': [-2087.0321109653282, 4060.8610939055557], 'axes': [3148.2025765687886, 9009.650426745855], 'angle': 29.691274099169608}, 'location': [-2087.0321109653282, 4060.8610939055557], 'diameter': 9009.650426745855, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.52197534676665, -15.920254557939817], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.086884,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011945479899580485}, 'confidence': 0.0002473800189694889, 'timestamp': 50898.580641, 'diameter_3d': 0.0002389095979916097, 'ellipse': {'center': [-2085.6151838288865, 4058.376076892382], 'axes': [3147.0557866403865, 9003.875258631684], 'angle': 29.69127409916958}, 'location': [-2085.6151838288865, 4058.376076892382], 'diameter': 9003.875258631684, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.517547449465271, -15.909900320384924], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.09762,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011942543781989938}, 'confidence': 0.0002477931360778039, 'timestamp': 50898.589041, 'diameter_3d': 0.00023885087563979877, 'ellipse': {'center': [-2081.6425923115794, 4051.408917288335], 'axes': [3143.8383393139693, 8987.68324356085], 'angle': 29.691274099169526}, 'location': [-2081.6425923115794, 4051.408917288335], 'diameter': 8987.68324356085, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.505133100973685, -15.880870488701397], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.107154,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011947917658046484}, 'confidence': 0.00014822223036571768, 'timestamp': 50898.597441, 'diameter_3d': 0.00023895835316092967, 'ellipse': {'center': [-2088.9236377739458, 4064.178467240709], 'axes': [3149.732832986735, 9017.35987986419], 'angle': 29.691274099169625}, 'location': [-2088.9236377739458, 4064.178467240709], 'diameter': 9017.35987986419, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.52788636804358, -15.934076946836289], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.1175501,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011946075342019488}, 'confidence': 0.0003956739899886564, 'timestamp': 50898.605841, 'diameter_3d': 0.00023892150684038977, 'ellipse': {'center': [-2086.422449400897, 4059.7918650645483], 'axes': [3147.709198212738, 9007.165552280014], 'angle': 29.69127409916959}, 'location': [-2086.422449400897, 4059.7918650645483], 'diameter': 9007.165552280014, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.5200701543778035, -15.91579943776895], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.122897,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011950904729293275}, 'confidence': 0.0001479701008700023, 'timestamp': 50898.614241, 'diameter_3d': 0.0002390180945858655, 'ellipse': {'center': [-2092.990213394159, 4071.31045684108], 'axes': [3153.020202122885, 9033.933946406645], 'angle': 29.69127409916968}, 'location': [-2092.990213394159, 4071.31045684108], 'diameter': 9033.933946406645, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.540594416856747, -15.963793570171166], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.131073,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011950541628678041}, 'confidence': 0.0001973343304412383, 'timestamp': 50898.622641, 'diameter_3d': 0.00023901083257356082, 'ellipse': {'center': [-2092.495147432133, 4070.44220659261], 'axes': [3152.6201802122555, 9031.9162454127], 'angle': 29.69127409916968}, 'location': [-2092.495147432133, 4070.44220659261], 'diameter': 9031.9162454127, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.5390473357254155, -15.960175860802543], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.1388109,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011951590405827751}, 'confidence': 0.00024652038052051334, 'timestamp': 50898.631041, 'diameter_3d': 0.00023903180811655502, 'ellipse': {'center': [-2093.9256547468563, 4072.9510406202257], 'axes': [3153.7759164990202, 9037.746427627986], 'angle': 29.691274099169707}, 'location': [-2093.9256547468563, 4072.9510406202257], 'diameter': 9037.746427627986, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.543517671083926, -15.970629335917607], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175510.1492329,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011950633422605564}, 'confidence': 9.866200004675326e-05, 'timestamp': 50898.639441, 'diameter_3d': 0.00023901266845211127, 'ellipse': {'center': [-2092.620283492558, 4070.6616711163106], 'axes': [3152.721297119459, 9032.426253295973], 'angle': 29.69127409916968}, 'location': [-2092.620283492558, 4070.6616711163106], 'diameter': 9032.426253295973, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.539438385914243, -15.961090296317959], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
