eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495138.170688,"{'circle_3d': {'center': [1.5844994032558564, 1.39390190578923, 3.7083669568975903], 'normal': [-0.14396198613260636, 0.6540067405508441, -0.7426642107054952], 'radius': 1.8802930958137465}, 'confidence': 0.02782032394794045, 'timestamp': 360234.750569, 'diameter_3d': 3.760586191627493, 'ellipse': {'center': [478.69676763564127, 295.9065873380094], 'axes': [365.3836154737736, 725.9134089096738], 'angle': 88.13245710250307}, 'location': [478.69676763564127, 295.9065873380094], 'diameter': 725.9134089096738, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2836652143866294, 'phi': -1.7622669875958767, 'norm_pos': [1.495927398861379, -0.23294411390837255], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.178912,"{'circle_3d': {'center': [1.1584986681644587, 1.5824735087225772, 3.9731146622247646], 'normal': [-0.17946204739022284, 0.6697210407952897, -0.7206019019282306], 'radius': 1.8800427681778011}, 'confidence': 0.03630396134668742, 'timestamp': 360234.758969, 'diameter_3d': 3.7600855363556023, 'ellipse': {'center': [382.7076664317153, 321.6523775277526], 'axes': [316.24624277338364, 653.716786683464], 'angle': -85.44797999071415}, 'location': [382.7076664317153, 321.6523775277526], 'diameter': 653.716786683464, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.304629405008858, 'phi': -1.8148756336672218, 'norm_pos': [1.1959614575991104, -0.34021823969896925], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.188205,"{'circle_3d': {'center': [1.4425112351653728, 1.474128012801052, 3.808595415286069], 'normal': [-0.15579433347347998, 0.6606922494684959, -0.7343118391731219], 'radius': 1.8818650414382867}, 'confidence': 0.029054283157066832, 'timestamp': 360234.767369, 'diameter_3d': 3.7637300828765734, 'ellipse': {'center': [444.10415744917765, 307.64495011857014], 'axes': [345.859654290176, 697.9002516224865], 'angle': -89.56313843089592}, 'location': [444.10415744917765, 307.64495011857014], 'diameter': 697.9002516224865, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.292536905440842, 'phi': -1.779859949476082, 'norm_pos': [1.38782549202868, -0.28185395882737563], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.195054,"{'circle_3d': {'center': [1.4323147469695443, 1.4763730553435632, 3.8127858842640414], 'normal': [-0.15664404082313238, 0.6608793363470387, -0.7339626334249576], 'radius': 1.8815824123762475}, 'confidence': 0.039214464530199014, 'timestamp': 360234.775769, 'diameter_3d': 3.763164824752495, 'ellipse': {'center': [441.94370019418, 307.94855775791666], 'axes': [345.1738171107758, 696.4596944963799], 'angle': -89.42599214385548}, 'location': [441.94370019418, 307.94855775791666], 'diameter': 696.4596944963799, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.292786163670213, 'phi': -1.7810640677350826, 'norm_pos': [1.3810740631068126, -0.28311899065798607], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.2034109,"{'circle_3d': {'center': [1.4426596941370473, 1.471081623334495, 3.805823912484584], 'normal': [-0.1557819618925071, 0.660438383679616, -0.7345427977399122], 'radius': 1.8824759900468755}, 'confidence': 0.030785384611111147, 'timestamp': 360234.784169, 'diameter_3d': 3.764951980093751, 'ellipse': {'center': [444.4191825074593, 307.1465721063865], 'axes': [346.7135168870892, 698.7598144078379], 'angle': -89.58971513215053}, 'location': [444.4191825074593, 307.1465721063865], 'diameter': 698.7598144078379, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2921987642356156, 'phi': -1.779779994963821, 'norm_pos': [1.3888099453358103, -0.27977738377661043], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.2112498,"{'circle_3d': {'center': [1.4530615341498136, 1.465702639019355, 3.798792147002848], 'normal': [-0.15491514189144326, 0.6599901349866878, -0.7351287781967236], 'radius': 1.8831313310334175}, 'confidence': 0.0377579468429694, 'timestamp': 360234.792569, 'diameter_3d': 3.766262662066835, 'ellipse': {'center': [446.9070816142351, 306.3417639257147], 'axes': [348.2192911176573, 700.9907120466844], 'angle': -89.7545986679282}, 'location': [446.9070816142351, 306.3417639257147], 'diameter': 700.9907120466844, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2916019565480723, 'phi': -1.7784894793953643, 'norm_pos': [1.3965846300444846, -0.27642401635714453], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.2187169,"{'circle_3d': {'center': [1.4635206907770961, 1.4602359708609987, 3.791690909060639], 'normal': [-0.15404354550583638, 0.6595345793068248, -0.735720548025241], 'radius': 1.8824944972170037}, 'confidence': 0.035302044179959996, 'timestamp': 360234.800969, 'diameter_3d': 3.7649889944340074, 'ellipse': {'center': [449.3442555198781, 305.60138642792856], 'axes': [349.4493887261589, 702.6991921610805], 'angle': -89.91857315374416}, 'location': [449.3442555198781, 305.60138642792856], 'diameter': 702.6991921610805, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.290995740607583, 'phi': -1.777192521029712, 'norm_pos': [1.4042007984996192, -0.2733391101163689], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.2274282,"{'circle_3d': {'center': [1.4740375901602056, 1.454681485365585, 3.7845205243157594], 'normal': [-0.1531671372239106, 0.6590717055155403, -0.7363180800873144], 'radius': 1.8819626410423411}, 'confidence': 0.03285584357629925, 'timestamp': 360234.809369, 'diameter_3d': 3.7639252820846822, 'ellipse': {'center': [451.813839514494, 304.8372463106143], 'axes': [350.7211304623791, 704.4821065205842], 'angle': 89.91564249209709}, 'location': [451.813839514494, 304.8372463106143], 'diameter': 704.4821065205842, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2903801164098487, 'phi': -1.77588911985781, 'norm_pos': [1.411918248482794, -0.27015519296089296], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.239857,"{'circle_3d': {'center': [1.6474670780130203, 1.3583463664887372, 3.665247652811013], 'normal': [-0.13871467990284272, 0.6510437789424698, -0.7462574860460434], 'radius': 1.8817623765810432}, 'confidence': 0.033931764776213964, 'timestamp': 360234.817769, 'diameter_3d': 3.7635247531620863, 'ellipse': {'center': [494.6863581889515, 290.2597177406753], 'axes': [374.4066705589836, 739.8878448166548], 'angle': 87.09305294574}, 'location': [494.6863581889515, 290.2597177406753], 'diameter': 739.8878448166548, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.279755083963402, 'phi': -1.7545792758977221, 'norm_pos': [1.5458948693404735, -0.20941549058614695], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.250319,"{'circle_3d': {'center': [1.4840449523858386, 1.4495930404750004, 3.777893812521352], 'normal': [-0.1523331903717745, 0.6586476684413249, -0.7368703060701817], 'radius': 1.8822567834255362}, 'confidence': 0.03275404567415299, 'timestamp': 360234.826169, 'diameter_3d': 3.7645135668510723, 'ellipse': {'center': [454.202795596328, 304.08505821890265], 'axes': [352.0658792921404, 706.4927270147198], 'angle': 89.7576703084702}, 'location': [454.202795596328, 304.08505821890265], 'diameter': 706.4927270147198, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.289816436573359, 'phi': -1.7746545757591388, 'norm_pos': [1.4193837362385249, -0.26702107591209434], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.2558029,"{'circle_3d': {'center': [1.508070295356704, 1.4362960848556465, 3.761100223369297], 'normal': [-0.1503310784575357, 0.6575395888063787, -0.7382697718328529], 'radius': 1.8824506353496036}, 'confidence': 0.03134719844442515, 'timestamp': 360234.834569, 'diameter_3d': 3.764901270699207, 'ellipse': {'center': [460.0301380608087, 302.1282174209196], 'axes': [355.42412296274864, 711.3464483681648], 'angle': 89.36974359986625}, 'location': [460.0301380608087, 302.1282174209196], 'diameter': 711.3464483681648, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2883447579555374, 'phi': -1.7716761868736952, 'norm_pos': [1.4375941814400273, -0.258867572587165], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.2634408,"{'circle_3d': {'center': [1.5188356917175991, 1.430382826300395, 3.7536531101432935], 'normal': [-0.1494339620941278, 0.6570468172601078, -0.7388903646016866], 'radius': 1.8835198494808822}, 'confidence': 0.031223062544943107, 'timestamp': 360234.842969, 'diameter_3d': 3.7670396989617645, 'ellipse': {'center': [462.7129891585547, 301.18518841441914], 'axes': [357.1442047325126, 713.9586059874749], 'angle': 89.19382922815502}, 'location': [462.7129891585547, 301.18518841441914], 'diameter': 713.9586059874749, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.287690898189775, 'phi': -1.7703458094010662, 'norm_pos': [1.4459780911204834, -0.25493828506007987], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.2746072,"{'circle_3d': {'center': [1.770573272916394, 1.2417889517063418, 3.54311610810211], 'normal': [-0.12845583032756155, 0.6413306610439368, -0.7564351147717852], 'radius': 1.8824439644298883}, 'confidence': 0.02365254325435373, 'timestamp': 360234.851369, 'diameter_3d': 3.7648879288597765, 'ellipse': {'center': [531.7220702557184, 270.57879830359855], 'axes': [403.137079069339, 778.112153115196], 'angle': 84.57034499876605}, 'location': [531.7220702557184, 270.57879830359855], 'diameter': 778.112153115196, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.267027630278387, 'phi': -1.7390089893458813, 'norm_pos': [1.66163146954912, -0.12741165959832723], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.280885,"{'circle_3d': {'center': [1.7647533415158962, 1.24840354885424, 3.549719184864431], 'normal': [-0.12894082461093637, 0.6418818774729282, -0.755884858374925], 'radius': 1.8825020878098302}, 'confidence': 0.0316331053125541, 'timestamp': 360234.859769, 'diameter_3d': 3.7650041756196604, 'ellipse': {'center': [529.811213728753, 271.7376048360999], 'axes': [401.51385590728495, 776.0243362371124], 'angle': 84.70307644105658}, 'location': [529.811213728753, 271.7376048360999], 'diameter': 776.0243362371124, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2677462638125143, 'phi': -1.7397526910948542, 'norm_pos': [1.6556600429023534, -0.13224002015041614], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.28669,"{'circle_3d': {'center': [1.779383083339336, 1.239690900282687, 3.539846358420201], 'normal': [-0.12772167945898305, 0.6411558234252989, -0.7567075939119442], 'radius': 1.883382556106682}, 'confidence': 0.030418804385127528, 'timestamp': 360234.868169, 'diameter_3d': 3.766765112213364, 'ellipse': {'center': [533.8502723097463, 270.144490301398], 'axes': [403.838932420004, 779.9486992171069], 'angle': 84.44965223702796}, 'location': [533.8502723097463, 270.144490301398], 'diameter': 779.9486992171069, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.266799780628907, 'phi': -1.738006387400872, 'norm_pos': [1.6682821009679571, -0.12560204292249155], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.295328,"{'circle_3d': {'center': [0.21413329447627527, 1.5932789570884793, 4.275196700059837], 'normal': [-0.2581591618642381, 0.6706214948257814, -0.6954283987753078], 'radius': 1.8830781360343634}, 'confidence': 0.02228693450581578, 'timestamp': 360234.876569, 'diameter_3d': 3.7661562720687267, 'ellipse': {'center': [218.5111151696434, 314.44347408773496], 'axes': [274.9479631029217, 582.7211322732616], 'angle': -73.72632582075667}, 'location': [218.5111151696434, 314.44347408773496], 'diameter': 582.7211322732616, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.305842617550855, 'phi': -1.9262517335033964, 'norm_pos': [0.6828472349051357, -0.3101811420322289], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.3044438,"{'circle_3d': {'center': [1.0117585366003081, 1.5598407689921672, 3.9899158416999665], 'normal': [-0.19169039168723537, 0.6678349791510888, -0.7192018036386304], 'radius': 1.8827249919004485}, 'confidence': 0.02692236857386233, 'timestamp': 360234.884969, 'diameter_3d': 3.765449983800897, 'ellipse': {'center': [357.47801665828774, 317.2858324853671], 'axes': [318.0728340130018, 646.8657003135964], 'angle': -83.78284531519975}, 'location': [357.47801665828774, 317.2858324853671], 'diameter': 646.8657003135964, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.3020925396561958, 'phi': -1.8312731135410627, 'norm_pos': [1.1171188020571492, -0.322024302022363], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.311637,"{'circle_3d': {'center': [0.4438251748912059, 1.5558263012680413, 4.157882727435599], 'normal': [-0.23901817182966054, 0.6675004401740783, -0.7052045631606609], 'radius': 1.8832671391791111}, 'confidence': 0.020612352824574184, 'timestamp': 360234.893369, 'diameter_3d': 3.7665342783582223, 'ellipse': {'center': [257.6954644331009, 311.9137951690258], 'axes': [295.57431158085086, 604.3082256033971], 'angle': -76.59952865012674}, 'location': [257.6954644331009, 311.9137951690258], 'diameter': 604.3082256033971, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.301643167968239, 'phi': -1.8975794523048863, 'norm_pos': [0.8052983263534402, -0.29964081320427405], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.322687,"{'circle_3d': {'center': [-0.5959695314686484, 1.094969563416715, 4.150520931286582], 'normal': [-0.32566773069298177, 0.6290957120198012, -0.7058180461730791], 'radius': 1.8825307452353617}, 'confidence': 0.01169069843109277, 'timestamp': 360234.901769, 'diameter_3d': 3.7650614904707234, 'ellipse': {'center': [93.4195765358737, 239.2407463077231], 'axes': [309.24525828321214, 593.9205423531071], 'angle': -62.439648836330186}, 'location': [93.4195765358737, 239.2407463077231], 'diameter': 593.9205423531071, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.251185661011825, 'phi': -2.0030937863160263, 'norm_pos': [0.2919361766746053, 0.003163557051153787], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.338393,"{'circle_3d': {'center': [1.2690911827348201, 1.3076035708672933, 3.699514736036706], 'normal': [-0.17024600450935937, 0.6468152126406826, -0.7434018957772355], 'radius': 1.8850149274872583}, 'confidence': 0.01923280678267255, 'timestamp': 360234.910169, 'diameter_3d': 3.7700298549745166, 'ellipse': {'center': [423.6831665931896, 280.36706341252483], 'axes': [384.7823454540291, 715.6318368318889], 'angle': -88.74880059879673}, 'location': [423.6831665931896, 280.36706341252483], 'diameter': 715.6318368318889, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.274197363383245, 'phi': -1.7959236588500456, 'norm_pos': [1.3240098956037174, -0.16819609755218679], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.34217,"{'circle_3d': {'center': [0.07285092859454867, 1.2844568079715977, 4.040060723010395], 'normal': [-0.269932692354382, 0.644886315732708, -0.715023063529428], 'radius': 1.8850629108438506}, 'confidence': 0.022333385123261353, 'timestamp': 360234.918569, 'diameter_3d': 3.770125821687701, 'ellipse': {'center': [201.66538897607154, 270.93664561942455], 'axes': [330.8815120716591, 616.6307543463579], 'angle': -71.7561496434753}, 'location': [201.66538897607154, 270.93664561942455], 'diameter': 616.6307543463579, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.271670853513286, 'phi': -1.93177103432802, 'norm_pos': [0.6302043405502236, -0.12890269008093558], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.348597,"{'circle_3d': {'center': [0.2345506993519626, 1.2763632681687245, 3.9735024448271385], 'normal': [-0.25645771145793084, 0.6442118540824686, -0.7205695867113661], 'radius': 1.884292187624845}, 'confidence': 0.056914968498808394, 'timestamp': 360234.926969, 'diameter_3d': 3.76858437524969, 'ellipse': {'center': [229.9228322782481, 270.73115014843205], 'axes': [344.61167048723934, 629.9010259489121], 'angle': -74.03466019209252}, 'location': [229.9228322782481, 270.73115014843205], 'diameter': 629.9010259489121, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2707887002065834, 'phi': -1.912726187999272, 'norm_pos': [0.7185088508695253, -0.12804645895180022], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.355647,"{'circle_3d': {'center': [0.47936619633746913, 1.268171454962486, 3.8829898025065894], 'normal': [-0.23605642004247196, 0.6435292029819487, -0.7281123069047452], 'radius': 1.884879674757876}, 'confidence': 0.03445472321190459, 'timestamp': 360234.935369, 'diameter_3d': 3.769759349515752, 'ellipse': {'center': [274.3054534745294, 270.72382452317436], 'axes': [362.9770716074768, 651.1576702250007], 'angle': -77.6436432810111}, 'location': [274.3054534745294, 270.72382452317436], 'diameter': 651.1576702250007, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2698965025516666, 'phi': -1.8843074784699907, 'norm_pos': [0.8572045421079043, -0.12801593551322643], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495138.3628318,"{'circle_3d': {'center': [0.45236304407505035, 1.2598811670964327, 3.8844628737759397], 'normal': [-0.23830668273100686, 0.6428383456597776, -0.7279895509656327], 'radius': 1.8863633370746045}, 'confidence': 0.030143150571167347, 'timestamp': 360234.943769, 'diameter_3d': 3.772726674149209, 'ellipse': {'center': [269.7301982234646, 269.20465781235043], 'axes': [363.6715596243031, 650.7850512069676], 'angle': -77.26096699187586}, 'location': [269.7301982234646, 269.20465781235043], 'diameter': 650.7850512069676, 'sphere': {'center': [3.3120432368471326, -6.454178980820899, 12.620337485363532], 'radius': 12.0}, 'projected_sphere': {'center': [322.71092664730526, -197.07479873258643], 'axes': [1179.0492938288787, 1179.0492938288787], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360196.513769, 'theta': 2.2689942605424562, 'phi': -1.8871513855778022, 'norm_pos': [0.8429068694483268, -0.12168607421812672], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
