eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495141.2704341,"{'circle_3d': {'center': [-1.033869838110613, 0.08039427113259201, 127.70942511888362], 'normal': [-0.37472669960392957, 0.6014688616573456, -0.7055601385144736], 'radius': 4.8832881368831815}, 'confidence': 0.002800268356443758, 'timestamp': 360237.850169, 'diameter_3d': 9.766576273766363, 'ellipse': {'center': [155.2169598959072, 120.00560387746133], 'axes': [33.31574157748594, 47.432912413919645], 'angle': -57.70814363509424}, 'location': [155.2169598959072, 120.00560387746133], 'diameter': 47.432912413919645, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.3226965259083059, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.216134779630692, 'phi': -2.059017387980283, 'norm_pos': [0.48505299967471, 0.4999766505105778], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.278373,"{'circle_3d': {'center': [-0.98261595841538, 0.10237488083749291, 127.70112945514518], 'normal': [-0.37045554296266014, 0.603300579132754, -0.7062514438260103], 'radius': 4.87814811341266}, 'confidence': 0.9942654692737785, 'timestamp': 360237.858569, 'diameter_3d': 9.75629622682532, 'ellipse': {'center': [155.46270139811088, 120.1116374927646], 'axes': [33.3192926036743, 47.38587652903112], 'angle': -58.10169251120569}, 'location': [155.46270139811088, 120.1116374927646], 'diameter': 47.38587652903112, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.33122011395014805, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2184295742177045, 'phi': -2.053880887687951, 'norm_pos': [0.4858209418690965, 0.49953484378014745], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.2865229,"{'circle_3d': {'center': [-1.0019172311658444, 0.11205516889744072, 127.71957045593973], 'normal': [-0.37206398235853216, 0.6041072698044163, -0.7047146937597967], 'radius': 4.844757923551541}, 'confidence': 0.9906223857569653, 'timestamp': 360237.866969, 'diameter_3d': 9.689515847103081, 'ellipse': {'center': [155.3668636308513, 120.16428373865254], 'axes': [33.008472136919686, 47.05458922992891], 'angle': -58.02215566066008}, 'location': [155.3668636308513, 120.16428373865254], 'diameter': 47.05458922992891, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.31031503205060096, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.219441468410525, 'phi': -2.0565640531729117, 'norm_pos': [0.4855214488464103, 0.499315484422281], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.294215,"{'circle_3d': {'center': [-1.161776238299507, 0.11794725458413069, 127.81102873113599], 'normal': [-0.38538556628633736, 0.6045982769449737, -0.6970931708267755], 'radius': 4.406403580874643}, 'confidence': 0.09592322250506193, 'timestamp': 360237.875369, 'diameter_3d': 8.812807161749285, 'ellipse': {'center': [154.55897644822892, 120.2617260283924], 'axes': [29.644586659150942, 42.76430285636847], 'angle': -57.09243976520786}, 'location': [154.55897644822892, 120.2617260283924], 'diameter': 42.76430285636847, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.31031503205060096, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2200577565774724, 'phi': -2.075822374485059, 'norm_pos': [0.4829968014007154, 0.49890947488169834], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.3022301,"{'circle_3d': {'center': [-0.8130199509361882, -0.16558833242356386, 127.39473943303746], 'normal': [-0.35632254233939403, 0.5809703113609991, -0.7317839456683198], 'radius': 4.249595861241653}, 'confidence': 0.01767615389316065, 'timestamp': 360237.883769, 'diameter_3d': 8.499191722483307, 'ellipse': {'center': [156.22116278181915, 118.90024653481092], 'axes': [30.22141391364201, 41.37501708647943], 'angle': -58.10394877472175}, 'location': [156.22116278181915, 118.90024653481092], 'diameter': 41.37501708647943, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.31031503205060096, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.190716649870758, 'phi': -2.023927832673215, 'norm_pos': [0.48819113369318484, 0.5045823061049546], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.310796,"{'circle_3d': {'center': [-0.8884922050359787, -0.04168216047640705, 127.53213222385018], 'normal': [-0.36261189684771017, 0.5912958256899292, -0.7203345464339265], 'radius': 4.392866494741261}, 'confidence': 0.3014958224719851, 'timestamp': 360237.892169, 'diameter_3d': 8.785732989482522, 'ellipse': {'center': [155.87036320591903, 119.4837470888623], 'axes': [30.684240281721454, 42.72500460106717], 'angle': -58.12105820489235}, 'location': [155.87036320591903, 119.4837470888623], 'diameter': 42.72500460106717, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.31031503205060096, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.203461040486255, 'phi': -2.037155235537034, 'norm_pos': [0.48709488501849696, 0.5021510537964071], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.319155,"{'circle_3d': {'center': [-0.9622715088730516, -0.04584108156383593, 127.56624152213075], 'normal': [-0.36876017216746615, 0.5909492489326433, -0.7174921049105456], 'radius': 4.380151124450463}, 'confidence': 0.2683204302711278, 'timestamp': 360237.900569, 'diameter_3d': 8.760302248900926, 'ellipse': {'center': [155.5139838880709, 119.46696587118562], 'axes': [30.456030687802595, 42.590098351810695], 'angle': -57.65027923338079}, 'location': [155.5139838880709, 119.46696587118562], 'diameter': 42.590098351810695, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2810000604689278, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.203031354645728, 'phi': -2.045547181120682, 'norm_pos': [0.4859811996502216, 0.5022209755367266], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.3266282,"{'circle_3d': {'center': [-0.9673121434247074, 0.1501455845855375, 127.73412182349287], 'normal': [-0.36918022504677084, 0.6072814711117578, -0.7035020797970357], 'radius': 4.4507495483126025}, 'confidence': 0.1117556257358084, 'timestamp': 360237.908969, 'diameter_3d': 8.901499096625205, 'ellipse': {'center': [155.49756867974276, 120.40744353294865], 'axes': [30.262186788935644, 43.22037285690827], 'angle': -58.37573846398199}, 'location': [155.49756867974276, 120.40744353294865], 'diameter': 43.22037285690827, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2810000604689278, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2234306823100676, 'phi': -2.054066839990767, 'norm_pos': [0.4859299021241961, 0.498302318612714], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.335228,"{'circle_3d': {'center': [-1.5546823339878975, -0.3452155176896987, 127.65013511929352], 'normal': [-0.4181277409270366, 0.566001379255488, -0.7105009718136479], 'radius': 4.4488868343294765}, 'confidence': 0.008563066309732591, 'timestamp': 360237.917369, 'diameter_3d': 8.897773668658953, 'ellipse': {'center': [152.6681884172274, 118.01923341685051], 'axes': [30.56800820975987, 43.23250452097462], 'angle': -52.89492566805091}, 'location': [152.6681884172274, 118.01923341685051], 'diameter': 43.23250452097462, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2810000604689278, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.172443744725951, 'phi': -2.1027148539341214, 'norm_pos': [0.4770880888038357, 0.5082531940964562], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.346432,"{'circle_3d': {'center': [-1.0345364778286221, 0.09916142100579073, 127.72581429534605], 'normal': [-0.37478225291376366, 0.6030327908134455, -0.7041943738092707], 'radius': 4.891995985244363}, 'confidence': 0.9922935059291879, 'timestamp': 360237.925769, 'diameter_3d': 9.783991970488726, 'ellipse': {'center': [155.2147050702754, 120.09518994858563], 'axes': [33.30179558942916, 47.51150097957005], 'angle': -57.77646208749016}, 'location': [155.2147050702754, 120.09518994858563], 'diameter': 47.51150097957005, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2774148729245418, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2180938379695134, 'phi': -2.0598819590422113, 'norm_pos': [0.4850459533446106, 0.4996033752142266], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.354912,"{'circle_3d': {'center': [-0.9881283929035245, 0.09631371262190314, 127.69884757582592], 'normal': [-0.37091491250333886, 0.6027954817814548, -0.7064416004359484], 'radius': 4.861871898759771}, 'confidence': 0.9920614261617949, 'timestamp': 360237.934169, 'diameter_3d': 9.723743797519543, 'ellipse': {'center': [155.43464214753618, 120.08497038116066], 'axes': [33.217956979804455, 47.22850767508005], 'angle': -58.045172926524586}, 'location': [155.43464214753618, 120.08497038116066], 'diameter': 47.22850767508005, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.27281547076776214, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.217796385944817, 'phi': -2.0542800275460897, 'norm_pos': [0.48573325671105055, 0.4996459567451639], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.3634508,"{'circle_3d': {'center': [-1.0036559200266222, 0.09582960497492099, 127.70660495676297], 'normal': [-0.37220887309693035, 0.6027551394775397, -0.7057951520245268], 'radius': 4.837147653207158}, 'confidence': 0.9901164340561047, 'timestamp': 360237.942569, 'diameter_3d': 9.674295306414315, 'ellipse': {'center': [155.35770370588253, 120.08689304889579], 'axes': [33.013939281680884, 46.98536449838593], 'angle': -57.94954474434845}, 'location': [155.35770370588253, 120.08689304889579], 'diameter': 46.98536449838593, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2572800181804391, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2177458260388083, 'phi': -2.0560924267752076, 'norm_pos': [0.4854928240808829, 0.49963794562960084], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.370357,"{'circle_3d': {'center': [-1.1995876713548759, 0.005768339857943339, 127.7358141496944], 'normal': [-0.38853651904095143, 0.5952500340511248, -0.7033610526135743], 'radius': 4.4769073483813955}, 'confidence': 0.1624078702519416, 'timestamp': 360237.950969, 'diameter_3d': 8.953814696762791, 'ellipse': {'center': [154.3821219771724, 119.70895735947337], 'axes': [30.4261018755468, 43.474556149588004], 'angle': -56.42825096622297}, 'location': [154.3821219771724, 119.70895735947337], 'diameter': 43.474556149588004, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2572800181804391, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2083731050930293, 'phi': -2.075480142814675, 'norm_pos': [0.48244413117866375, 0.501212677668861], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.3783832,"{'circle_3d': {'center': [-0.9656610569143131, 0.140710520784868, 127.72512101210059], 'normal': [-0.3690426345042379, 0.6064952157950353, -0.704252147413059], 'radius': 4.883208551095398}, 'confidence': 0.9944474219168822, 'timestamp': 360237.959369, 'diameter_3d': 9.766417102190797, 'ellipse': {'center': [155.54476495229568, 120.29616765634768], 'axes': [33.2470823815803, 47.42617902322364], 'angle': -58.34998474642903}, 'location': [155.54476495229568, 120.29616765634768], 'diameter': 47.42617902322364, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2676167971448318, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.222441416880096, 'phi': -2.053475240263461, 'norm_pos': [0.486077390475924, 0.49876596809855134], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.387757,"{'circle_3d': {'center': [-0.9627725343802824, 0.14756755175919611, 127.7295169951142], 'normal': [-0.3688019242930687, 0.6070666350428959, -0.7038858154952584], 'radius': 4.846848114134413}, 'confidence': 0.9918867909735879, 'timestamp': 360237.967769, 'diameter_3d': 9.693696228268825, 'ellipse': {'center': [155.55521794426107, 120.3350619771571], 'axes': [32.97972929689866, 47.071169749299685], 'angle': -58.39336889482658}, 'location': [155.55521794426107, 120.3350619771571], 'diameter': 47.071169749299685, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.26334461491325234, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.223160301626705, 'phi': -2.0534209071232286, 'norm_pos': [0.48611005607581587, 0.4986039084285121], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.394083,"{'circle_3d': {'center': [-1.0605638405545932, 0.0967865664825105, 127.73768148387269], 'normal': [-0.37695119980759456, 0.6028348862698388, -0.7032054414320508], 'radius': 4.81498162170706}, 'confidence': 0.9904125913180799, 'timestamp': 360237.976169, 'diameter_3d': 9.62996324341412, 'ellipse': {'center': [155.08232493558938, 120.09639961422225], 'axes': [32.72362634326113, 46.75873979678384], 'angle': -57.61131246736309}, 'location': [155.08232493558938, 120.09639961422225], 'diameter': 46.75873979678384, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2521067890574269, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2178457723767617, 'phi': -2.0628640242373177, 'norm_pos': [0.48463226542371685, 0.4995983349407406], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.403137,"{'circle_3d': {'center': [-0.9905331829668986, 0.09913088226292999, 127.7025156524024], 'normal': [-0.37111531167528666, 0.6030302459182071, -0.7061359273879085], 'radius': 4.913002207330802}, 'confidence': 0.9942151854035728, 'timestamp': 360237.984569, 'diameter_3d': 9.826004414661604, 'ellipse': {'center': [155.42801806221942, 120.09058738049214], 'axes': [33.551227863651995, 47.72420166506117], 'angle': -58.041413063344805}, 'location': [155.42801806221942, 120.09058738049214], 'diameter': 47.72420166506117, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2600984927501271, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2180906477478093, 'phi': -2.0546805783598896, 'norm_pos': [0.4857125564444357, 0.49962255258128274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.412242,"{'circle_3d': {'center': [-1.0064304350761333, 0.11334375251173778, 127.72305990863605], 'normal': [-0.3724400826843896, 0.6042146517722744, -0.7044239060351049], 'radius': 4.863959085052423}, 'confidence': 0.9918438268243145, 'timestamp': 360237.992969, 'diameter_3d': 9.727918170104846, 'ellipse': {'center': [155.3470304102217, 120.1676218850694], 'axes': [33.123802615190215, 47.239945082036115], 'angle': -57.99988235746595}, 'location': [155.3470304102217, 120.1676218850694], 'diameter': 47.239945082036115, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.25655397051524975, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2195762243995807, 'phi': -2.0571518346563793, 'norm_pos': [0.4854594700319428, 0.49930157547887755], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.418554,"{'circle_3d': {'center': [-0.9629275214450139, 0.11756173954173299, 127.70381208522296], 'normal': [-0.3688148398817963, 0.6045661506914407, -0.7060278913195279], 'radius': 4.880332131077293}, 'confidence': 0.9909998827568484, 'timestamp': 360238.001369, 'diameter_3d': 9.760664262154586, 'ellipse': {'center': [155.5575313567464, 120.1843964287089], 'axes': [33.322821717405056, 47.40607056030819], 'angle': -58.278759939613096}, 'location': [155.5575313567464, 120.1843964287089], 'diameter': 47.40607056030819, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2496330644144562, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.220017424462609, 'phi': -2.0521872079032644, 'norm_pos': [0.4861172854898325, 0.4992316815470462], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.430431,"{'circle_3d': {'center': [-1.021840804566839, 0.13609281010941565, 127.75081066926052], 'normal': [-0.3737242801419484, 0.6061104065720809, -0.702111342649732], 'radius': 4.812806398991649}, 'confidence': 0.9912990827561033, 'timestamp': 360238.009769, 'diameter_3d': 9.625612797983297, 'ellipse': {'center': [155.26829607238275, 120.28621976043753], 'axes': [32.652192814005176, 46.73272899787152], 'angle': -57.99405365836667}, 'location': [155.26829607238275, 120.28621976043753], 'diameter': 46.73272899787152, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.24454820871808725, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2219575224562607, 'phi': -2.0599381691399477, 'norm_pos': [0.4852134252261961, 0.4988074176648436], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.438324,"{'circle_3d': {'center': [-1.0068111429861046, 0.1089996254830563, 127.71953690949124], 'normal': [-0.37247180834355387, 0.6038526411865509, -0.7047174892971718], 'radius': 4.816532666158229}, 'confidence': 0.9918289816926427, 'timestamp': 360238.018169, 'diameter_3d': 9.633065332316457, 'ellipse': {'center': [155.34066255387745, 120.15401131573209], 'axes': [32.81589012426668, 46.780279426954365], 'angle': -57.98098503732109}, 'location': [155.34066255387745, 120.15401131573209], 'diameter': 46.780279426954365, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2419913017329911, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.219121984372282, 'phi': -2.0570148673543884, 'norm_pos': [0.48543957048086706, 0.49935828618444966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.445986,"{'circle_3d': {'center': [-1.0226067410069275, 0.1535130405940066, 127.76628895960592], 'normal': [-0.37378810817862246, 0.6075620924457968, -0.7008214851209482], 'radius': 4.860568231472416}, 'confidence': 0.992272931625853, 'timestamp': 360238.026569, 'diameter_3d': 9.721136462944832, 'ellipse': {'center': [155.26925738536548, 120.36314662669479], 'axes': [32.90781945957723, 47.19116090787801], 'angle': -58.055687308217585}, 'location': [155.26925738536548, 120.36314662669479], 'diameter': 47.19116090787801, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2413515436711644, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.22378394084771, 'phi': -2.0607721488353405, 'norm_pos': [0.4852164293292671, 0.49848688905543836], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.455422,"{'circle_3d': {'center': [-1.0302784342964912, 0.13283927238180482, 127.7524982508112], 'normal': [-0.37442741595275275, 0.6058392784281134, -0.7019707108538412], 'radius': 4.837950031650286}, 'confidence': 0.9920280339416818, 'timestamp': 360238.034969, 'diameter_3d': 9.675900063300572, 'ellipse': {'center': [155.2301528007274, 120.2667413202126], 'axes': [32.81529384125822, 46.97645725782728], 'angle': -57.93103519878361}, 'location': [155.2301528007274, 120.2667413202126], 'diameter': 46.97645725782728, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2398473016902214, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.221616688180913, 'phi': -2.0608013834305203, 'norm_pos': [0.48509422750227316, 0.49888857783244744], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.464055,"{'circle_3d': {'center': [-1.0423816686847927, 0.1020827852924242, 127.7324981008136], 'normal': [-0.3754360188184445, 0.6032762378373316, -0.7036373900203086], 'radius': 4.763869597037194}, 'confidence': 0.9911231330538361, 'timestamp': 360238.043369, 'diameter_3d': 9.527739194074387, 'ellipse': {'center': [155.1648150547289, 120.12951187999256], 'axes': [32.39894825436599, 46.263854438559925], 'angle': -57.74064609845524}, 'location': [155.1648150547289, 120.12951187999256], 'diameter': 46.263854438559925, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2352058087225828, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.218399053101259, 'phi': -2.0609337056570545, 'norm_pos': [0.48489004704602784, 0.4994603671666976], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.4709032,"{'circle_3d': {'center': [-0.9667914633464596, 0.3002016174101074, 127.86574054945469], 'normal': [-0.36913683504025013, 0.6197861405138052, -0.692533852633551], 'radius': 4.608782159331182}, 'confidence': 0.3762680191026428, 'timestamp': 360238.051769, 'diameter_3d': 9.217564318662363, 'ellipse': {'center': [155.5150677493729, 121.11064812388912], 'axes': [30.783029496658067, 44.71019396394793], 'angle': -58.93593070011412}, 'location': [155.5150677493729, 121.11064812388912], 'diameter': 44.71019396394793, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.22519444341868589, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.239266488614198, 'phi': -2.0605124214555457, 'norm_pos': [0.4859845867167903, 0.49537229948379535], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.4785018,"{'circle_3d': {'center': [-0.9875700621109873, 0.17593982722459245, 127.76714724891184], 'normal': [-0.3708683849372941, 0.609430991331679, -0.7007499610121217], 'radius': 4.849286766376519}, 'confidence': 0.9918046296734958, 'timestamp': 360238.060169, 'diameter_3d': 9.698573532753038, 'ellipse': {'center': [155.43650286074262, 120.47269421041318], 'axes': [32.82854963811678, 47.0811512747749], 'angle': -58.35076740923004}, 'location': [155.43650286074262, 120.47269421041318], 'diameter': 47.0811512747749, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2236345550452934, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2261390346823178, 'phi': -2.057565261453916, 'norm_pos': [0.4857390714398207, 0.4980304407899451], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.48829,"{'circle_3d': {'center': [-0.9902146231866054, 0.19342644059181868, 127.78378976296479], 'normal': [-0.37108876502692895, 0.6108882091122811, -0.6993630848410421], 'radius': 4.811537665265851}, 'confidence': 0.9920313570212297, 'timestamp': 360238.068569, 'diameter_3d': 9.623075330531702, 'ellipse': {'center': [155.4203484253022, 120.56334863372508], 'axes': [32.49926171640333, 46.70834610011882], 'angle': -58.400548642728275}, 'location': [155.4203484253022, 120.56334863372508], 'diameter': 46.70834610011882, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.22291111074793646, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2279783100182575, 'phi': -2.0586306997546284, 'norm_pos': [0.48568858882906935, 0.4976527140261455], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
