eye_packets,722
norm_X,norm_Y,phi,theta,confidence,timestamp
1594969634.773501,"{'circle_3d': {'center': [-0.045916543713455216, 1.1997707631031669, 2.1397442184450632], 'normal': [-0.17425501845155464, 0.41211094457025715, -0.8943152452630218], 'radius': 1.0553938213701581}, 'confidence': 0.026345531215797472, 'timestamp': 197529.926308, 'diameter_3d': 2.1107876427403163, 'ellipse': {'center': [170.72345677523606, 427.00035560335107], 'axes': [420.8429136677756, 631.7887341527813], 'angle': -73.3810391341954}, 'location': [170.72345677523606, 427.00035560335107], 'diameter': 631.7887341527813, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9955660114069573, 'phi': -1.763232609627467, 'norm_pos': [0.5335108024226127, -0.7791681483472961], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.800874,"{'circle_3d': {'center': [-0.11385557507875843, -0.642741733674304, 1.4824430243836435], 'normal': [-0.17991660439866325, 0.25856823650546795, -0.9490903447681402], 'radius': 1.0299984038880245}, 'confidence': 0.024638747840024535, 'timestamp': 197531.950708, 'diameter_3d': 2.059996807776049, 'ellipse': {'center': [163.66578994372983, -239.48265623312938], 'axes': [861.5624500684005, 971.3034892077769], 'angle': 6.545790739626441}, 'location': [163.66578994372983, -239.48265623312938], 'diameter': 971.3034892077769, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8323360674568743, 'phi': -1.7581407285805537, 'norm_pos': [0.5114555935741557, 1.9978444009713723], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.807478,"{'circle_3d': {'center': [-0.053013035132718045, 1.151463018546378, 2.118997302793554], 'normal': [-0.17484639273649322, 0.40808529919052483, -0.8960441549006477], 'radius': 1.029911461449378}, 'confidence': 0.0502375084132579, 'timestamp': 197531.959108, 'diameter_3d': 2.059822922898756, 'ellipse': {'center': [167.7984843179441, 417.1894967898749], 'axes': [420.5175708877887, 621.5562192125795], 'angle': -73.06492334153974}, 'location': [167.7984843179441, 417.1894967898749], 'diameter': 621.5562192125795, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9911521212116239, 'phi': -1.7635062331830975, 'norm_pos': [0.5243702634935753, -0.738289569957812], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.815499,"{'circle_3d': {'center': [0.27244849724242903, 0.9949464128162719, 1.9910333618448988], 'normal': [-0.1477245983718976, 0.3950422487130159, -0.9067078166463688], 'radius': 1.0296529733486988}, 'confidence': 0.03185638339058969, 'timestamp': 197531.967508, 'diameter_3d': 2.0593059466973975, 'ellipse': {'center': [272.39570339529234, 382.9391303666746], 'axes': [482.2809220476413, 669.19648579809], 'angle': -81.066580520157}, 'location': [272.39570339529234, 382.9391303666746], 'diameter': 669.19648579809, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9769101667485898, 'phi': -1.7323014393983132, 'norm_pos': [0.8512365731102886, -0.5955797098611442], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.822239,"{'circle_3d': {'center': [0.2677739612493266, 1.1945691064269828, 2.0809722336136023], 'normal': [-0.1481141430379895, 0.41167747318057524, -0.8992129106656437], 'radius': 1.0298068876681354}, 'confidence': 0.030608605375622537, 'timestamp': 197531.975908, 'diameter_3d': 2.059613775336271, 'ellipse': {'center': [264.9205463811361, 434.44006497263894], 'axes': [430.99958822288784, 640.2875919334028], 'angle': -80.39345865995615}, 'location': [264.9205463811361, 434.44006497263894], 'diameter': 640.2875919334028, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9950903130643436, 'phi': -1.7340457987183968, 'norm_pos': [0.8278767074410502, -0.8101669373859957], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.829918,"{'circle_3d': {'center': [0.1694441248797265, -0.6483397808519924, 1.4308552162992534], 'normal': [-0.1563082960687895, 0.2581017325739939, -0.9533893287751726], 'radius': 1.0294801156499458}, 'confidence': 0.015788588733034025, 'timestamp': 197531.984308, 'diameter_3d': 2.0589602312998916, 'ellipse': {'center': [287.24754225908384, -257.70907504111807], 'axes': [910.8791757675161, 1022.9299266147277], 'angle': 20.811603034098912}, 'location': [287.24754225908384, -257.70907504111807], 'diameter': 1022.9299266147277, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8318531718206554, 'phi': -1.7333007202554334, 'norm_pos': [0.897648569559637, 2.073787812671325], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.83813,"{'circle_3d': {'center': [0.058369255666924635, -0.7674755153188344, 1.4179802527762728], 'normal': [-0.1655645351698563, 0.24817375470175707, -0.9544622424020877], 'radius': 1.0299102164912266}, 'confidence': 0.02304135752453026, 'timestamp': 197531.992708, 'diameter_3d': 2.059820432982453, 'ellipse': {'center': [241.0115308671891, -313.3967915197635], 'axes': [911.9388158970156, 1047.4090053129044], 'angle': 15.795654849214992}, 'location': [241.0115308671891, -313.3967915197635], 'diameter': 1047.4090053129044, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8215909018361198, 'phi': -1.7425509393199523, 'norm_pos': [0.7531610339599659, 2.305819964665681], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.845616,"{'circle_3d': {'center': [-0.12629758110043232, 1.2425453918102947, 2.1755633548211524], 'normal': [-0.18095343823380272, 0.4156754969625178, -0.891330317231681], 'radius': 1.0303755044972127}, 'confidence': 0.03467459252836916, 'timestamp': 197532.001108, 'diameter_3d': 2.0607510089944254, 'ellipse': {'center': [145.78259877709723, 437.2022009590361], 'axes': [393.86637722033953, 604.7590623601035], 'angle': -71.7614036336192}, 'location': [145.78259877709723, 437.2022009590361], 'diameter': 604.7590623601035, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9994817056583876, 'phi': -1.7710892520450243, 'norm_pos': [0.45557062117842884, -0.8216758373293169], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.854296,"{'circle_3d': {'center': [-0.42409395178985543, 1.1714746000986742, 2.2073051717894163], 'normal': [-0.2057698024579213, 0.40975293098654947, -0.888685165817659], 'radius': 1.029802741327894}, 'confidence': 0.0490350706593604, 'timestamp': 197532.009508, 'diameter_3d': 2.059605482655788, 'ellipse': {'center': [61.02673617282335, 413.33229648713206], 'axes': [382.6424788116553, 592.7170299948165], 'angle': -65.31557417771597}, 'location': [61.02673617282335, 413.33229648713206], 'diameter': 592.7170299948165, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9929795218647146, 'phi': -1.7983307355382063, 'norm_pos': [0.19070855054007296, -0.7222179020297168], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.862126,"{'circle_3d': {'center': [0.03714274515962446, 1.2555857248881606, 2.1497517501025687], 'normal': [-0.16733341104546468, 0.4167621913856734, -0.8934812842915631], 'radius': 1.0298623242032412}, 'confidence': 0.038389520204225876, 'timestamp': 197532.017908, 'diameter_3d': 2.0597246484064824, 'ellipse': {'center': [193.5382122692078, 444.13706252682397], 'axes': [402.5913066777353, 614.4974203121325], 'angle': -75.26443901547829}, 'location': [193.5382122692078, 444.13706252682397], 'diameter': 614.4974203121325, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0006768414698928, 'phi': -1.7559341579250092, 'norm_pos': [0.6048069133412743, -0.8505710938617665], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.874562,"{'circle_3d': {'center': [-0.5412804861619165, 1.1223437155479412, 2.212544194433738], 'normal': [-0.2155353469889264, 0.4056586906073217, -0.8882485805972989], 'radius': 1.0292373171368683}, 'confidence': 0.042117534829384684, 'timestamp': 197532.026308, 'diameter_3d': 2.0584746342737366, 'ellipse': {'center': [27.979516115829483, 398.8955957281229], 'axes': [380.59879514883545, 590.5190295604309], 'angle': -62.669952425439526}, 'location': [27.979516115829483, 398.8955957281229], 'diameter': 590.5190295604309, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9884956909090998, 'phi': -1.8088474141053985, 'norm_pos': [0.08743598786196713, -0.662064982200512], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.881661,"{'circle_3d': {'center': [-0.5000621220986741, 1.115254136268892, 2.1993948624284023], 'normal': [-0.21210048331698952, 0.4050678923340676, -0.8893443582644102], 'radius': 1.0306747128753804}, 'confidence': 0.023075948681678442, 'timestamp': 197532.034708, 'diameter_3d': 2.0613494257507607, 'ellipse': {'center': [39.169799148566184, 398.10502468904593], 'axes': [387.1007622905679, 595.0315666129871], 'angle': -63.38526965058747}, 'location': [39.169799148566184, 398.10502468904593], 'diameter': 595.0315666129871, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.987849413360957, 'phi': -1.804913853186822, 'norm_pos': [0.12240562233926933, -0.6587709362043581], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.889428,"{'circle_3d': {'center': [0.04193917764504329, 1.2086133908366663, 2.1270712852217795], 'normal': [-0.16693370833834642, 0.41284783021471544, -0.8953713230316288], 'radius': 1.030553240633741}, 'confidence': 0.0359042439635206, 'timestamp': 197532.043108, 'diameter_3d': 2.061106481267482, 'ellipse': {'center': [195.63615358291656, 433.0630596208534], 'axes': [414.2459061412591, 621.4924165497956], 'angle': -75.3121750769971}, 'location': [195.63615358291656, 433.0630596208534], 'diameter': 621.4924165497956, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.996374916373035, 'phi': -1.7551208132351743, 'norm_pos': [0.6113629799466143, -0.8044294150868891], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.898232,"{'circle_3d': {'center': [-0.42835271365259553, 1.1847702322311036, 2.2144331033997915], 'normal': [-0.20612469927981633, 0.41086090033091854, -0.8880911715167944], 'radius': 1.0300794349618523}, 'confidence': 0.03954468069715299, 'timestamp': 197532.051508, 'diameter_3d': 2.0601588699237046, 'ellipse': {'center': [60.05805084170777, 416.30993018101924], 'axes': [379.5090088146006, 590.9619149218172], 'angle': -65.33381231209594}, 'location': [60.05805084170777, 416.30993018101924], 'diameter': 590.9619149218172, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9941944705970587, 'phi': -1.79885694104149, 'norm_pos': [0.18768140888033677, -0.7346247090875802], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.905292,"{'circle_3d': {'center': [0.6821614867934094, 1.1699754249799326, 2.0096771620750626], 'normal': [-0.11358184924264925, 0.4096279997266543, -0.9051541666271885], 'radius': 1.0302188048007506}, 'confidence': 0.011710068904977668, 'timestamp': 197532.059908, 'diameter_3d': 2.060437609601501, 'ellipse': {'center': [398.52883795889, 435.5180366753665], 'axes': [451.78994169435634, 678.4830317402649], 'angle': -89.60124255474207}, 'location': [398.52883795889, 435.5180366753665], 'diameter': 678.4830317402649, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.992842569561608, 'phi': -1.6956272853139551, 'norm_pos': [1.2454026186215312, -0.8146584861473605], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.913621,"{'circle_3d': {'center': [-0.035253262684428854, 1.2644666377446838, 2.167715881004053], 'normal': [-0.17336641169913578, 0.41750226745705027, -0.8919842733831059], 'radius': 1.0300798046793176}, 'confidence': 0.030729129857970706, 'timestamp': 197532.068308, 'diameter_3d': 2.060159609358635, 'ellipse': {'center': [172.12626392211703, 444.4943886773185], 'axes': [395.60874158772003, 608.2398428238954], 'angle': -73.73887921905006}, 'location': [172.12626392211703, 444.4943886773185], 'diameter': 608.2398428238954, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0014911447301666, 'phi': -1.7627633510090603, 'norm_pos': [0.5378945747566157, -0.8520599528221604], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.920877,"{'circle_3d': {'center': [-0.08666858300908409, 1.2420355333547914, 2.1673568725264953], 'normal': [-0.17765102172619038, 0.41563300875789255, -0.8920141907562358], 'radius': 1.0307704751399474}, 'confidence': 0.02318010705891238, 'timestamp': 197532.076708, 'diameter_3d': 2.0615409502798947, 'ellipse': {'center': [157.3053948258187, 438.0036191073715], 'axes': [397.2176683141937, 607.8832596257672], 'angle': -72.59440376671724}, 'location': [157.3053948258187, 438.0036191073715], 'diameter': 607.8832596257672, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9994349908214464, 'phi': -1.7673813418725985, 'norm_pos': [0.49157935883068343, -0.8250150796140479], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.929644,"{'circle_3d': {'center': [0.4622094802399843, 1.2286390724161493, 2.0663590820861906], 'normal': [-0.13191118312210134, 0.4145166370130058, -0.900430673292928], 'radius': 1.0299617662032212}, 'confidence': 0.028531974939776963, 'timestamp': 197532.085108, 'diameter_3d': 2.0599235324064424, 'ellipse': {'center': [324.7233685183919, 446.5031929655421], 'axes': [431.0900351372253, 651.0189612585443], 'angle': -84.56001968166942}, 'location': [324.7233685183919, 446.5031929655421], 'diameter': 651.0189612585443, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9982079217191149, 'phi': -1.7162594692852577, 'norm_pos': [1.0147605266199746, -0.8604299706897587], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.9374888,"{'circle_3d': {'center': [0.42643876332554886, 1.2152468009479196, 2.0655017770647355], 'normal': [-0.1348920761983043, 0.41340061439065323, -0.9005021153780491], 'radius': 1.0296699879947777}, 'confidence': 0.029101885207528447, 'timestamp': 197532.093508, 'diameter_3d': 2.0593399759895554, 'ellipse': {'center': [313.9542256346604, 442.5806716394263], 'axes': [432.96980312221496, 649.914676040418], 'angle': -83.84902614132842}, 'location': [313.9542256346604, 442.5806716394263], 'diameter': 649.914676040418, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9969819214873965, 'phi': -1.7194872584860956, 'norm_pos': [0.9811069551083138, -0.8440861318309429], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.944515,"{'circle_3d': {'center': [0.21952618141033664, 1.2018587585621243, 2.092373079421419], 'normal': [-0.15213479135790534, 0.41228494419183703, -0.8982628401816589], 'radius': 1.0306095134546496}, 'confidence': 0.03203029469133806, 'timestamp': 197532.101908, 'diameter_3d': 2.061219026909299, 'ellipse': {'center': [249.8125804441596, 435.18968857726986], 'axes': [426.98030258630104, 635.9994059099015], 'angle': -79.29230603665768}, 'location': [249.8125804441596, 435.18968857726986], 'diameter': 635.9994059099015, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9957569901220489, 'phi': -1.7385698022864635, 'norm_pos': [0.7806643138879987, -0.8132903690719577], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.958078,"{'circle_3d': {'center': [0.02825602832392038, 1.1884749848988938, 2.1203664179607955], 'normal': [-0.16807397078177333, 0.41116962971990106, -0.8959300619700441], 'radius': 1.0297238813100693}, 'confidence': 0.035757081551030925, 'timestamp': 197532.110308, 'diameter_3d': 2.0594477626201386, 'ellipse': {'center': [191.75837326309227, 427.9792268475876], 'axes': [417.7060076054479, 622.616347850398], 'angle': -74.97875371581233}, 'location': [191.75837326309227, 427.9792268475876], 'diameter': 622.616347850398, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9945331276315605, 'phi': -1.756238173746706, 'norm_pos': [0.5992449164471634, -0.7832467785316151], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.966112,"{'circle_3d': {'center': [0.37330158281161707, 1.1750955193482375, 2.0552390902258733], 'normal': [-0.13932017457446524, 0.4100546742573463, -0.9013573392812875], 'radius': 1.0298789911422608}, 'confidence': 0.02597933602370103, 'timestamp': 197532.118708, 'diameter_3d': 2.0597579822845216, 'ellipse': {'center': [298.6952015661112, 431.62365710031224], 'axes': [440.92848712947915, 651.6093879841847], 'angle': -82.84204400866793}, 'location': [298.6952015661112, 431.62365710031224], 'diameter': 651.6093879841847, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9933103340116856, 'phi': -1.7241498389415577, 'norm_pos': [0.9334225048940976, -0.7984319045846344], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.98347,"{'circle_3d': {'center': [-0.717449380264132, 1.1617204012357116, 2.274986544573002], 'normal': [-0.23021608816411102, 0.4089400810813026, -0.8830450514190269], 'radius': 1.029600737328627}, 'confidence': 0.024353295767507437, 'timestamp': 197532.127108, 'diameter_3d': 2.059201474657254, 'ellipse': {'center': [-17.726750523458406, 403.5345331396883], 'axes': [353.5338597765343, 574.3575487307141], 'angle': -59.95954371835304}, 'location': [-17.726750523458406, 403.5345331396883], 'diameter': 574.3575487307141, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9920886092624237, 'phi': -1.8258265699770113, 'norm_pos': [-0.05539609538580752, -0.6813938880820345], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969636.988106,"{'circle_3d': {'center': [-1.085432835584355, 0.9282511934151185, 2.271764226594799], 'normal': [-0.2608813761074629, 0.3894843137629198, -0.8833135779172104], 'radius': 1.031194867465939}, 'confidence': 0.02223977233295378, 'timestamp': 197532.135508, 'diameter_3d': 2.062389734931878, 'ellipse': {'center': [-119.44696185730777, 339.31542467534564], 'axes': [351.5999493859874, 579.0815533330137], 'angle': -51.68382920480358}, 'location': [-119.44696185730777, 339.31542467534564], 'diameter': 579.0815533330137, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9708679533795472, 'phi': -1.8579761180242382, 'norm_pos': [-0.3732717558040868, -0.41381426948060684], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969637.002153,"{'circle_3d': {'center': [-0.3192292314231069, -0.7736968623878684, 1.4883041189118593], 'normal': [-0.19703107576069226, 0.2476553091126709, -0.9486019202241222], 'radius': 1.030047795259534}, 'confidence': 0.0062923043104920326, 'timestamp': 197532.143908, 'diameter_3d': 2.060095590519068, 'ellipse': {'center': [78.61701239390099, -291.83262155459863], 'axes': [833.9788210904852, 984.0607121404004], 'angle': 1.7384854776684273}, 'location': [78.61701239390099, -291.83262155459863], 'diameter': 984.0607121404004, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8210557498144757, 'phi': -1.7755911762201866, 'norm_pos': [0.2456781637309406, 2.215969256477494], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969637.0068648,"{'circle_3d': {'center': [1.247030475028002, 0.5490553300036152, 1.6947973369968174], 'normal': [-0.06650943355643321, 0.35788465847862794, -0.9313941520503758], 'radius': 1.030635956003023}, 'confidence': 0.020135438933218126, 'timestamp': 197532.160708, 'diameter_3d': 2.061271912006046, 'ellipse': {'center': [654.6363940707032, 250.84352488873964], 'axes': [616.8286570430836, 859.1983889004093], 'angle': 70.55589436191023}, 'location': [654.6363940707032, 250.84352488873964], 'diameter': 859.1983889004093, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9367978463091653, 'phi': -1.6420837945018174, 'norm_pos': [2.0457387314709474, -0.04518135370308185], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969637.017808,"{'circle_3d': {'center': [0.5296989637177498, 1.2177481986569556, 2.0516845856416843], 'normal': [-0.12628705949895422, 0.4136090641997396, -0.9016535479966367], 'radius': 1.0299877233025072}, 'confidence': 0.03167404271460422, 'timestamp': 197532.169108, 'diameter_3d': 2.0599754466050144, 'ellipse': {'center': [346.6604717242774, 445.0399760690183], 'axes': [436.00381835318683, 658.1426033171741], 'angle': -86.06080010674964}, 'location': [346.6604717242774, 445.0399760690183], 'diameter': 658.1426033171741, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.997210860938318, 'phi': -1.7099527063716031, 'norm_pos': [1.0833139741383668, -0.8543332336209095], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
