eye_packets,722
norm_X,norm_Y,phi,theta,confidence,timestamp
1594969634.773501,"{'circle_3d': {'center': [-0.045916543713455216, 1.1997707631031669, 2.1397442184450632], 'normal': [-0.17425501845155464, 0.41211094457025715, -0.8943152452630218], 'radius': 1.0553938213701581}, 'confidence': 0.026345531215797472, 'timestamp': 197529.926308, 'diameter_3d': 2.1107876427403163, 'ellipse': {'center': [170.72345677523606, 427.00035560335107], 'axes': [420.8429136677756, 631.7887341527813], 'angle': -73.3810391341954}, 'location': [170.72345677523606, 427.00035560335107], 'diameter': 631.7887341527813, 'sphere': {'center': [2.0451436777052003, -3.745560571739919, 12.871527161601325], 'radius': 12.0}, 'projected_sphere': {'center': [258.5111606616441, -60.41740698854596], 'axes': [1156.0399798083326, 1156.0399798083326], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.9955660114069573, 'phi': -1.763232609627467, 'norm_pos': [0.5335108024226127, -0.7791681483472961], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.685225,"{'circle_3d': {'center': [-0.503885487917421, 1.450216955447929, 3.878187753756711], 'normal': [-0.20494489114218262, 0.43729981545873275, -0.8756520216355793], 'radius': 1.0059854891000604}, 'confidence': 0.05412095807854289, 'timestamp': 197534.840308, 'diameter_3d': 2.0119709782001207, 'ellipse': {'center': [85.76623667554573, 339.31118518990274], 'axes': [223.9213314500397, 324.32843061832455], 'angle': -66.400170008393}, 'location': [85.76623667554573, 339.31118518990274], 'diameter': 324.32843061832455, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.023390312993895, 'phi': -1.8007062293676834, 'norm_pos': [0.2680194896110804, -0.413796604957928], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.697242,"{'circle_3d': {'center': [-0.05431257764044606, -0.37296080410665944, 3.0619584555083588], 'normal': [-0.1674804819524347, 0.2853683354958504, -0.943671129822942], 'radius': 1.007687437442603}, 'confidence': 0.050867653874797046, 'timestamp': 197534.848708, 'diameter_3d': 2.015374874885206, 'ellipse': {'center': [159.6107053849874, 25.27484086951621], 'axes': [400.20826910516774, 413.2287894402479], 'angle': -33.03166332292181}, 'location': [159.6107053849874, 25.27484086951621], 'diameter': 413.2287894402479, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.860187049152176, 'phi': -1.7464449503673412, 'norm_pos': [0.49878345432808563, 0.8946881630436825], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.705594,"{'circle_3d': {'center': [-1.030630758431609, 1.4132139858241013, 3.9969310038169237], 'normal': [-0.2488403303516983, 0.43421623465674714, -0.8657567507972285], 'radius': 1.0081793944869162}, 'confidence': 0.04468701377458408, 'timestamp': 197534.857108, 'diameter_3d': 2.0163587889738324, 'ellipse': {'center': [6.176568463398098, 327.6970084088763], 'axes': [205.87619266856723, 315.45848590679987], 'angle': -58.60845427193398}, 'location': [6.176568463398098, 327.6970084088763], 'diameter': 315.45848590679987, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0199643523219866, 'phi': -1.8506770832601656, 'norm_pos': [0.019301776448119055, -0.3654042017036512], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.711416,"{'circle_3d': {'center': [-0.32143920296961115, 1.4864965168367679, 3.855275992481671], 'normal': [-0.1897410340631985, 0.440323112241136, -0.8775613350751662], 'radius': 1.0048869472976862}, 'confidence': 0.03425419339514699, 'timestamp': 197534.865508, 'diameter_3d': 2.0097738945953725, 'ellipse': {'center': [114.6115181889999, 346.31430344073306], 'axes': [226.9002758938527, 326.1895661096478], 'angle': -69.52946487484368}, 'location': [114.6115181889999, 346.31430344073306], 'diameter': 326.1895661096478, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.026754846000442, 'phi': -1.7837325455955724, 'norm_pos': [0.35816099434062465, -0.4429762643363877], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.723694,"{'circle_3d': {'center': [-0.2771167335646245, 1.462797423729148, 3.8339432018049457], 'normal': [-0.18604749494611628, 0.43834818781550106, -0.8793390676315599], 'radius': 1.0054883035074549}, 'confidence': 0.0474912083708117, 'timestamp': 197534.873908, 'diameter_3d': 2.0109766070149098, 'ellipse': {'center': [121.56347625960271, 343.60416943776903], 'axes': [230.44312312926462, 328.2760585825843], 'angle': -70.1495100073593}, 'location': [121.56347625960271, 343.60416943776903], 'diameter': 328.2760585825843, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0245563882739894, 'phi': -1.7792979679255003, 'norm_pos': [0.37988586331125845, -0.43168403932403754], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.730178,"{'circle_3d': {'center': [-0.1858624759176557, 1.4569559173575568, 3.8121426886734078], 'normal': [-0.17844297347553556, 0.4378613956178685, -0.8811557770591882], 'radius': 1.0064748372289614}, 'confidence': 0.061555225085666194, 'timestamp': 197534.882308, 'diameter_3d': 2.0129496744579227, 'ellipse': {'center': [136.19605224905158, 343.7694959713973], 'axes': [233.9710194059066, 330.70266133525973], 'angle': -71.67151396556135}, 'location': [136.19605224905158, 343.7694959713973], 'diameter': 330.70266133525973, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0240148605609565, 'phi': -1.7706043067250863, 'norm_pos': [0.4256126632782862, -0.43237289988082206], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.7367449,"{'circle_3d': {'center': [-0.19896810621418437, 1.451125158067497, 3.811909039466199], 'normal': [-0.1795351093335796, 0.4373754990103635, -0.8811752478264555], 'radius': 1.0056139338034185}, 'confidence': 0.051520805053485726, 'timestamp': 197534.890708, 'diameter_3d': 2.011227867606837, 'ellipse': {'center': [134.0609094091297, 342.8600180285266], 'axes': [233.87168010416917, 330.39459050662316], 'angle': -71.42229062504254}, 'location': [134.0609094091297, 342.8600180285266], 'diameter': 330.39459050662316, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.023474471530931, 'phi': -1.7717903048386516, 'norm_pos': [0.4189403419035303, -0.4285834084521942], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.744853,"{'circle_3d': {'center': [-0.20335752391455975, 1.4453051572356328, 3.8099172770471625], 'normal': [-0.1799008941419442, 0.4368904989410414, -0.8813412280280418], 'radius': 1.0071255205277834}, 'confidence': 0.03798885435079698, 'timestamp': 197534.899108, 'diameter_3d': 2.0142510410555667, 'ellipse': {'center': [133.36061161891658, 341.97998094669936], 'axes': [234.6000310597211, 331.0549069064291], 'angle': -71.32274695683151}, 'location': [133.36061161891658, 341.97998094669936], 'diameter': 331.0549069064291, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0229352211820464, 'phi': -1.7721519267356325, 'norm_pos': [0.4167519113091143, -0.4249165872779139], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.752954,"{'circle_3d': {'center': [0.0041961053862349385, 1.439495926257651, 3.7667974676980265], 'normal': [-0.162604758366878, 0.436406396359543, -0.8849345454738032], 'radius': 1.0053832995441156}, 'confidence': 0.03186971492270097, 'timestamp': 197534.907508, 'diameter_3d': 2.0107665990882313, 'ellipse': {'center': [167.1568187845163, 343.32863107551464], 'axes': [240.48095971357745, 334.93181032332706], 'angle': -74.95574352507442}, 'location': [167.1568187845163, 343.32863107551464], 'diameter': 334.93181032332706, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0223971095180397, 'phi': -1.7525170415416913, 'norm_pos': [0.5223650587016134, -0.43053596281464435], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.762512,"{'circle_3d': {'center': [0.19790359148487258, -0.3537234027221192, 3.025895690193023], 'normal': [-0.14646246785865819, 0.28697145227789544, -0.9466763602658869], 'radius': 1.0065463689803502}, 'confidence': 0.03921749286643533, 'timestamp': 197534.915908, 'diameter_3d': 2.0130927379607004, 'ellipse': {'center': [210.64391559227474, 27.826393980228247], 'axes': [412.954622009834, 414.93007440075905], 'angle': -73.1208230589292}, 'location': [210.64391559227474, 27.826393980228247], 'diameter': 414.93007440075905, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.861860136537041, 'phi': -1.7242916550299945, 'norm_pos': [0.6582622362258586, 0.884056691749049], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.774077,"{'circle_3d': {'center': [0.38775359688396316, 1.4413627897964814, 3.704350943040458], 'normal': [-0.13064163407540064, 0.43656196832111216, -0.8901384225286005], 'radius': 1.0063750452477247}, 'confidence': 0.03529195977956203, 'timestamp': 197534.924308, 'diameter_3d': 2.0127500904954494, 'ellipse': {'center': [231.31297371946062, 346.93765873786526], 'axes': [248.57450440601954, 342.93235561621515], 'angle': -81.98332178183095}, 'location': [231.31297371946062, 346.93765873786526], 'diameter': 342.93235561621515, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.02257002259895, 'phi': -1.7165214838407938, 'norm_pos': [0.7228530428733144, -0.44557357807443854], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.782179,"{'circle_3d': {'center': [-0.9284093664937716, 1.0813798664099847, 3.808629032192229], 'normal': [-0.2403218810235452, 0.40656339137223746, -0.881448581765953], 'radius': 1.0071928551453886}, 'confidence': 0.02344285548855762, 'timestamp': 197534.932708, 'diameter_3d': 2.014385710290777, 'ellipse': {'center': [15.801377842793556, 283.0407878177949], 'axes': [235.42440509205235, 330.83077384586977], 'angle': -56.838800123067685}, 'location': [15.801377842793556, 283.0407878177949], 'diameter': 330.83077384586977, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.989485707678285, 'phi': -1.8369710924897098, 'norm_pos': [0.04937930575872986, -0.17933661590747874], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.7897239,"{'circle_3d': {'center': [-1.2265364145858526, 1.3076803466352729, 4.002694025473497], 'normal': [-0.2651658016978853, 0.4254217647243448, -0.865276498992514], 'radius': 1.0090122400887156}, 'confidence': 0.03871928681608149, 'timestamp': 197534.941108, 'diameter_3d': 2.018024480177431, 'ellipse': {'center': [-23.881915621989776, 311.1028477577771], 'axes': [204.5565446161235, 315.63814276924666], 'angle': -55.237769665747656}, 'location': [-23.881915621989776, 311.1028477577771], 'diameter': 315.63814276924666, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.010224202221607, 'phi': -1.8681619188839496, 'norm_pos': [-0.07463098631871805, -0.29626186565740453], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.796306,"{'circle_3d': {'center': [-0.15635561108551022, -0.16977353587792798, 3.144093634379489], 'normal': [-0.17598406807285671, 0.3023006078482447, -0.9368265315836811], 'radius': 1.0063303649163204}, 'confidence': 0.014706403782106576, 'timestamp': 197534.949508, 'diameter_3d': 2.012660729832641, 'ellipse': {'center': [139.38060723287612, 67.88029042867542], 'axes': [378.44958386667605, 400.5880996853519], 'angle': -46.93069213816761}, 'location': [139.38060723287612, 67.88029042867542], 'diameter': 400.5880996853519, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8779015907335475, 'phi': -1.7564836100540528, 'norm_pos': [0.43556439760273785, 0.7171654565471857], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.802685,"{'circle_3d': {'center': [-0.15026918885036133, -0.18735363166164465, 3.137294894371294], 'normal': [-0.1754768662199277, 0.30083559986626834, -0.937393093251031], 'radius': 1.0066906092925931}, 'confidence': 0.040696502918380936, 'timestamp': 197534.957908, 'diameter_3d': 2.0133812185851863, 'ellipse': {'center': [140.56127655512353, 64.27665674607577], 'axes': [380.3292337047879, 401.68039995011424], 'angle': -46.10584217745035}, 'location': [140.56127655512353, 64.27665674607577], 'diameter': 401.68039995011424, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8763650482746053, 'phi': -1.7558512331751541, 'norm_pos': [0.439253989234761, 0.732180596891351], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.8202722,"{'circle_3d': {'center': [-0.4613987313343988, 1.4650196316754336, 3.875732849898819], 'normal': [-0.20140432809359743, 0.43853337181102475, -0.8758565969570703], 'radius': 1.0076682567186863}, 'confidence': 0.05627112205452312, 'timestamp': 197534.966308, 'diameter_3d': 2.0153365134373726, 'ellipse': {'center': [92.52093367236067, 341.75220177897205], 'axes': [224.61129864869986, 325.1415938526484], 'angle': -67.159176599797}, 'location': [92.52093367236067, 341.75220177897205], 'diameter': 325.1415938526484, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.024762432133824, 'phi': -1.7968184231479232, 'norm_pos': [0.2891279177261271, -0.42396750741238365], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.826772,"{'circle_3d': {'center': [-0.14052102756133333, -0.354488060452665, 3.0832078750231506], 'normal': [-0.17466451944584202, 0.28690773080035, -0.9419003448633761], 'radius': 1.006233976043029}, 'confidence': 0.031695860582443176, 'timestamp': 197534.974708, 'diameter_3d': 2.012467952086058, 'ellipse': {'center': [142.39527382368266, 29.78656689592411], 'axes': [392.89395485779664, 410.4210553061673], 'angle': -33.753961719216974}, 'location': [142.39527382368266, 29.78656689592411], 'diameter': 410.4210553061673, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8617936178612657, 'phi': -1.754151979286954, 'norm_pos': [0.4449852306990083, 0.8758893046003162], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.83101,"{'circle_3d': {'center': [0.16018120175639083, -0.35474841552810066, 3.0314851412514123], 'normal': [-0.14960600033603164, 0.28688603454406364, -0.9462105726776876], 'radius': 1.0069172387489964}, 'confidence': 0.05010786684161902, 'timestamp': 197534.983108, 'diameter_3d': 2.013834477497993, 'ellipse': {'center': [202.93911342385866, 27.814056422129326], 'axes': [411.46678912772364, 414.3548091918353], 'angle': -52.59058755817576}, 'location': [202.93911342385866, 27.814056422129326], 'diameter': 414.3548091918353, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8617709695012241, 'phi': -1.7276088906197675, 'norm_pos': [0.6341847294495583, 0.8841080982411278], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.83776,"{'circle_3d': {'center': [-0.09309949687128061, -0.3748107279019459, 3.0683512250290566], 'normal': [-0.17071272522167097, 0.2852141751795766, -0.9431383990295509], 'radius': 1.0066533556692572}, 'confidence': 0.058951550252663555, 'timestamp': 197534.991508, 'diameter_3d': 2.0133067113385144, 'ellipse': {'center': [151.83536091476, 25.186106025142863], 'axes': [397.44527992662574, 412.41308041317694], 'angle': -32.39939854523657}, 'location': [151.83536091476, 25.186106025142863], 'diameter': 412.41308041317694, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8600262042618454, 'phi': -1.7498625122962224, 'norm_pos': [0.474485502858625, 0.8950578915619047], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.8472488,"{'circle_3d': {'center': [-0.3023456298208238, -0.4045064461595569, 3.099261026805932], 'normal': [-0.18814990296746623, 0.2827395319914423, -0.940562582214811], 'radius': 1.0066340668372744}, 'confidence': 0.04234806851829168, 'timestamp': 197534.999908, 'diameter_3d': 2.013268133674549, 'ellipse': {'center': [110.48872480462126, 20.47467451675027], 'axes': [385.4953616892846, 411.0502363041283], 'angle': -28.97835810831758}, 'location': [110.48872480462126, 20.47467451675027], 'diameter': 411.0502363041283, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8574453076224187, 'phi': -1.7682301066496182, 'norm_pos': [0.34527726501444145, 0.9146888561802072], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.8537521,"{'circle_3d': {'center': [-0.25097474515730145, 1.4660288015304985, 3.8300565972502074], 'normal': [-0.1838689959121727, 0.438617469298947, -0.8796629513444549], 'radius': 1.006957251705252}, 'confidence': 0.05410642185411257, 'timestamp': 197535.008308, 'diameter_3d': 2.013914503410504, 'ellipse': {'center': [125.76915928614832, 344.28872787215187], 'axes': [231.33518035724077, 329.15949638249447], 'angle': -70.60347131912269}, 'location': [125.76915928614832, 344.28872787215187], 'diameter': 329.15949638249447, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0248560095381447, 'phi': -1.7768517393252554, 'norm_pos': [0.3930286227692135, -0.43453636613396607], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.861538,"{'circle_3d': {'center': [-0.054058258691949135, -0.3712713797859277, 3.06242434388224], 'normal': [-0.1674592887067267, 0.28550912085591146, -0.9436323057917856], 'radius': 1.0079391185361284}, 'confidence': 0.0344328551376758, 'timestamp': 197535.016708, 'diameter_3d': 2.0158782370722568, 'ellipse': {'center': [159.66479596422482, 25.619774706381406], 'axes': [400.21488583845803, 413.2371298313161], 'angle': -33.23054658048119}, 'location': [159.66479596422482, 25.619774706381406], 'diameter': 413.2371298313161, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8603339458621342, 'phi': -1.7464302559489093, 'norm_pos': [0.4989524873882026, 0.8932509387234108], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.879103,"{'circle_3d': {'center': [0.04964423064688761, 1.5257812246987346, 3.8015026771376625], 'normal': [-0.15881741459515694, 0.44359683789629994, -0.8820424446871669], 'radius': 1.005850973398954}, 'confidence': 0.05688844261468317, 'timestamp': 197535.025108, 'diameter_3d': 2.011701946797908, 'ellipse': {'center': [174.40092163816502, 355.52190733797676], 'axes': [234.16595444873667, 332.3000334002169], 'angle': -75.95899684858287}, 'location': [174.40092163816502, 355.52190733797676], 'diameter': 332.3000334002169, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0304043464442105, 'phi': -1.748943924519425, 'norm_pos': [0.5450028801192657, -0.4813412805749031], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.8888462,"{'circle_3d': {'center': [0.26086130343115066, -0.2966030552525458, 3.0337913823397056], 'normal': [-0.14121599186313502, 0.29173148123369325, -0.9460183859203299], 'radius': 1.0060347727501768}, 'confidence': 0.03399110939225601, 'timestamp': 197535.033508, 'diameter_3d': 2.0120695455003537, 'ellipse': {'center': [223.1484683275477, 39.64042089196181], 'axes': [409.21322446124975, 414.85349275330003], 'angle': 87.84848776982507}, 'location': [223.1484683275477, 39.64042089196181], 'diameter': 414.85349275330003, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8668328916591683, 'phi': -1.718976219242776, 'norm_pos': [0.6973389635235866, 0.8348315796168257], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.893876,"{'circle_3d': {'center': [-0.293554856626864, 1.489387127823222, 3.850735685981432], 'normal': [-0.18741733853463624, 0.4405639964900072, -0.8779396939501861], 'radius': 1.0068021621539478}, 'confidence': 0.04435933716019064, 'timestamp': 197535.041908, 'diameter_3d': 2.0136043243078956, 'ellipse': {'center': [119.06763017069513, 346.9667075890691], 'axes': [227.9932882661407, 327.2662789173726], 'angle': -70.00183178109863}, 'location': [119.06763017069513, 346.9667075890691], 'diameter': 327.2662789173726, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 2.0270231569099906, 'phi': -1.7811134969509168, 'norm_pos': [0.37208634428342224, -0.4456946149544545], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1594969639.899821,"{'circle_3d': {'center': [-0.39151251333094317, -0.3259518199309328, 3.141416309627438], 'normal': [-0.1955804765933095, 0.2892857508438276, -0.9370496419796855], 'radius': 1.0073092827210015}, 'confidence': 0.03671196982957362, 'timestamp': 197535.050308, 'diameter_3d': 2.014618565442003, 'ellipse': {'center': [93.58009228608144, 37.35241420369023], 'axes': [374.71700267441986, 405.3246588417371], 'angle': -32.85156693173569}, 'location': [93.58009228608144, 37.35241420369023], 'diameter': 405.3246588417371, 'sphere': {'center': [1.9554532057887708, -3.7973808300568646, 14.386012013383665], 'radius': 12.0}, 'projected_sphere': {'center': [244.2749878466061, -43.65731604039544], 'axes': [1034.3380768872405, 1034.3380768872405], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 7, 'model_birth_timestamp': 197484.163108, 'theta': 1.8642769277699687, 'phi': -1.7765617331679695, 'norm_pos': [0.29243778839400447, 0.8443649408179574], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
