eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603857129.875556,"{'circle_3d': {'center': [0.03588260675676991, 3.51438677091809, 33.75565171857511], 'normal': [-0.131004551792607, 0.4955588511147765, -0.8586380101599398], 'radius': 2.0057659196713287}, 'confidence': 0.9999542695300987, 'timestamp': 182319.456762, 'diameter_3d': 4.011531839342657, 'ellipse': {'center': [160.49569628175254, 154.8339746631077], 'axes': [32.55541880368803, 40.33666399049896], 'angle': -77.0735754419471}, 'location': [160.49569628175254, 154.8339746631077], 'diameter': 40.33666399049896, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9079572993654028, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.089274452356852, 'phi': -1.7222012169619516, 'norm_pos': [0.5015490508804767, 0.3548584389037178], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857129.970093,"{'circle_3d': {'center': [0.03628451736506255, 3.491533548278072, 33.742434598060704], 'normal': [-0.13097105924191596, 0.49365441589477504, -0.8597394368694733], 'radius': 2.0095271258081397}, 'confidence': 0.9995744490259185, 'timestamp': 182319.549162, 'diameter_3d': 4.0190542516162795, 'ellipse': {'center': [160.50063119486185, 154.61680738467783], 'axes': [32.69450437230326, 40.42803351705019], 'angle': -77.02950878186718}, 'location': [160.50063119486185, 154.61680738467783], 'diameter': 40.42803351705019, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.907482301609519, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.087083221401698, 'phi': -1.7219721218904713, 'norm_pos': [0.5015644724839433, 0.35576330256384237], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857129.9786172,"{'circle_3d': {'center': [-0.016322960249518292, 3.5379878189783454, 33.77742036571512], 'normal': [-0.1353550157097977, 0.4975256051197978, -0.8568239562316051], 'radius': 2.0157450973955213}, 'confidence': 0.9994967747989514, 'timestamp': 182319.557562, 'diameter_3d': 4.031490194791043, 'ellipse': {'center': [159.97616197567294, 155.0436945081796], 'axes': [32.59453908394489, 40.51110710859013], 'angle': -76.60468299342195}, 'location': [159.97616197567294, 155.0436945081796], 'diameter': 40.51110710859013, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9074480418340025, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.091540266141739, 'phi': -1.7274745223159034, 'norm_pos': [0.4999255061739779, 0.3539846062159183], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857129.9862552,"{'circle_3d': {'center': [0.02461661512207991, 3.4955310018626, 33.74651554423725], 'normal': [-0.13194338442883116, 0.4939875370268191, -0.8593993580214281], 'radius': 2.0120668400442545}, 'confidence': 0.9905051420216502, 'timestamp': 182319.565962, 'diameter_3d': 4.024133680088509, 'ellipse': {'center': [160.38447846156183, 154.65160632120396], 'axes': [32.713017771228564, 40.47420061229277], 'angle': -76.92109900502476}, 'location': [160.38447846156183, 154.65160632120396], 'diameter': 40.47420061229277, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9072530206454932, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.087466311423552, 'phi': -1.7231365703601436, 'norm_pos': [0.5012014951923807, 0.35561830699498354], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857129.994524,"{'circle_3d': {'center': [0.005181616601902306, 3.505469622130596, 33.755238960983235], 'normal': [-0.13356296763884598, 0.4948157553824854, -0.8586724066259291], 'radius': 2.07425960104244}, 'confidence': 0.9991741905302709, 'timestamp': 182319.574362, 'diameter_3d': 4.14851920208488, 'ellipse': {'center': [160.19914248609945, 154.71231391767515], 'axes': [33.67513627147873, 41.715586793760494], 'angle': -76.74846567792655}, 'location': [160.19914248609945, 154.71231391767515], 'diameter': 41.715586793760494, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9070870342275716, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.088419125993597, 'phi': -1.7251056699792435, 'norm_pos': [0.5006223202690607, 0.35536535867635355], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.002584,"{'circle_3d': {'center': [0.041838893983568326, 3.5216838930478462, 33.75895928871605], 'normal': [-0.13050819452370713, 0.4961669446255896, -0.858362379314861], 'radius': 2.0301413345057524}, 'confidence': 0.9993823537366182, 'timestamp': 182319.582762, 'diameter_3d': 4.060282669011505, 'ellipse': {'center': [160.55827310514837, 154.89189464357938], 'axes': [32.93146831768364, 40.82343998565832], 'angle': -77.14840197178471}, 'location': [160.55827310514837, 154.89189464357938], 'diameter': 40.82343998565832, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.907005674650152, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.089974697589746, 'phi': -1.7216839485885518, 'norm_pos': [0.5017446034535886, 0.35461710565175264], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.010252,"{'circle_3d': {'center': [-0.020766113565503286, 3.4931545850967267, 33.752218873523155], 'normal': [-0.13572527848612978, 0.49378950229632956, -0.8589240805809356], 'radius': 2.013643174175657}, 'confidence': 0.9990447045122044, 'timestamp': 182319.591162, 'diameter_3d': 4.027286348351314, 'ellipse': {'center': [159.9319949628085, 154.6217623327264], 'axes': [32.7097071669061, 40.49865569067402], 'angle': -76.46234178584194}, 'location': [159.9319949628085, 154.6217623327264], 'diameter': 40.49865569067402, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9069676606196508, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0872385610099875, 'phi': -1.7275182540844056, 'norm_pos': [0.4997874842587765, 0.35574265694697327], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.017984,"{'circle_3d': {'center': [-0.003302294302908848, 3.492012570562276, 33.748818162482294], 'normal': [-0.1342699602142469, 0.4936943344184587, -0.8592074731676742], 'radius': 2.0509267976661625}, 'confidence': 0.9978738860205487, 'timestamp': 182319.599562, 'diameter_3d': 4.101853595332325, 'ellipse': {'center': [160.11142138274124, 154.59563437688487], 'axes': [33.33513535291754, 41.253539963075994], 'angle': -76.63442622407767}, 'location': [160.11142138274124, 154.59563437688487], 'diameter': 41.253539963075994, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9063304884713852, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.087129123395761, 'phi': -1.7258144193278528, 'norm_pos': [0.5003481918210664, 0.3558515234296463], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.026307,"{'circle_3d': {'center': [-0.02485118760301397, 3.497234850904318, 33.755212156202084], 'normal': [-0.136065701322589, 0.49412952444696223, -0.8586746403576915], 'radius': 2.092013538126498}, 'confidence': 0.9984704245340291, 'timestamp': 182319.607962, 'diameter_3d': 4.184027076252996, 'ellipse': {'center': [159.902409929608, 154.6215112501135], 'axes': [33.96734264854457, 42.07267792850698], 'angle': -76.43101947200124}, 'location': [159.902409929608, 154.6215112501135], 'diameter': 42.07267792850698, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9061628756496298, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0876296226065008, 'phi': -1.727949803053192, 'norm_pos': [0.49969503103002505, 0.3557437031245271], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.034281,"{'circle_3d': {'center': [-0.020537778913783722, 3.49239788627249, 33.75174781274727], 'normal': [-0.13570625059848648, 0.49372644406097654, -0.8589633356455932], 'radius': 2.040377135176356}, 'confidence': 0.9854762568207025, 'timestamp': 182319.616362, 'diameter_3d': 4.080754270352712, 'ellipse': {'center': [159.93804259966055, 154.60182866888897], 'axes': [33.14759834061435, 41.03741466625548], 'angle': -76.46307834235841}, 'location': [159.93804259966055, 154.60182866888897], 'diameter': 41.03741466625548, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9062169056092917, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0871660468873103, 'phi': -1.7274895958885244, 'norm_pos': [0.4998063831239392, 0.35582571387962925], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.042262,"{'circle_3d': {'center': [0.015945458585859384, 3.4856673090380705, 33.74218639047905], 'normal': [-0.13266598080684955, 0.49316556262477496, -0.8597601208346116], 'radius': 2.027156459438768}, 'confidence': 0.9986268656390792, 'timestamp': 182319.624762, 'diameter_3d': 4.054312918877536, 'ellipse': {'center': [160.30018896955283, 154.55009511254428], 'axes': [32.98549736886912, 40.78309868550754], 'angle': -76.81318792856024}, 'location': [160.30018896955283, 154.55009511254428], 'diameter': 40.78309868550754, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9059028875822106, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.086521189847475, 'phi': -1.7238946512222677, 'norm_pos': [0.5009380905298526, 0.3560412703643988], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.054434,"{'circle_3d': {'center': [-0.027755560846676852, 3.45174746997252, 33.729628965056676], 'normal': [-0.13630773242622757, 0.49033890936931235, -0.8608065729531421], 'radius': 1.9922611914189374}, 'confidence': 0.9426505045110803, 'timestamp': 182319.633162, 'diameter_3d': 3.984522382837875, 'ellipse': {'center': [159.85961772288363, 154.24008982493638], 'axes': [32.49463561267007, 40.09468347251559], 'angle': -76.29972875144561}, 'location': [159.85961772288363, 154.24008982493638], 'diameter': 40.09468347251559, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9056511181303128, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.0832749035164446, 'phi': -1.7278412416463118, 'norm_pos': [0.49956130538401133, 0.3573329590627651], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.062199,"{'circle_3d': {'center': [0.0026219691519178134, 3.523324909843654, 33.76594768611663], 'normal': [-0.13377627159301134, 0.4963036960252402, -0.857780012864813], 'radius': 2.081780472907408}, 'confidence': 0.9995840184772015, 'timestamp': 182319.641562, 'diameter_3d': 4.163560945814816, 'ellipse': {'center': [160.17444858613308, 154.8764050612636], 'axes': [33.73238626215471, 41.85383678660278], 'angle': -76.76142280206189}, 'location': [160.17444858613308, 154.8764050612636], 'diameter': 41.85383678660278, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9055721659911198, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.090132211158858, 'phi': -1.7255064402786813, 'norm_pos': [0.5005451518316659, 0.35468164557806836], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.0702488,"{'circle_3d': {'center': [0.01091519669332408, 3.491965443407888, 33.74657933530472], 'normal': [-0.13308516929789416, 0.49369040715559304, -0.8593940420991384], 'radius': 2.051671900633112}, 'confidence': 0.998645867925907, 'timestamp': 182319.649962, 'diameter_3d': 4.103343801266224, 'ellipse': {'center': [160.2533257148283, 154.5969099873119], 'axes': [33.35924443846716, 41.27141318237036], 'angle': -76.77651491212234}, 'location': [160.2533257148283, 154.5969099873119], 'diameter': 41.27141318237036, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9053378776778365, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.087124607414263, 'phi': -1.7244352358113655, 'norm_pos': [0.5007916428588384, 0.3558462083862004], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.078451,"{'circle_3d': {'center': [0.034431758554210656, 3.507258161621787, 33.75176213737573], 'normal': [-0.13112545580948695, 0.4949648003400846, -0.8589621419265545], 'radius': 2.092086921470458}, 'confidence': 0.9998070268680773, 'timestamp': 182319.658362, 'diameter_3d': 4.184173842940916, 'ellipse': {'center': [160.4932637191393, 154.7246009779463], 'axes': [33.98329201545094, 42.07910519980295], 'angle': -77.04454376866123}, 'location': [160.4932637191393, 154.7246009779463], 'diameter': 42.07910519980295, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9056588275966782, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.08859064796763, 'phi': -1.7222825059262845, 'norm_pos': [0.5015414491223102, 0.3553141625918904], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857130.086056,"{'circle_3d': {'center': [0.03995447182236633, 3.494137407637664, 33.7433716600293], 'normal': [-0.1306652297038073, 0.493871404174741, -0.8596613483720906], 'radius': 1.9916016837221093}, 'confidence': 0.9053963409884026, 'timestamp': 182319.666762, 'diameter_3d': 3.9832033674442187, 'ellipse': {'center': [160.53479596100138, 154.65040178360638], 'axes': [32.396464540632635, 40.06601746217151], 'angle': -77.07170967871187}, 'location': [160.53479596100138, 154.65040178360638], 'diameter': 40.06601746217151, 'sphere': {'center': [1.607937228268054, -2.4323194424592285, 44.059307840494384], 'radius': 12.0}, 'projected_sphere': {'center': [172.37772696720222, 101.27626786264142], 'axes': [184.7494056299878, 184.7494056299878], 'angle': 90.0}, 'model_confidence': 0.9054216364743906, 'model_id': 37, 'model_birth_timestamp': 182270.820762, 'theta': 2.087332748929063, 'phi': -1.7216379417818526, 'norm_pos': [0.5016712373781294, 0.35562332590164003], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
