eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603857059.938006,"{'circle_3d': {'center': [0.10121779127338848, 3.121355635242027, 31.737493463667366], 'normal': [-0.10122334078925796, 0.478706833831139, -0.8721201766516057], 'radius': 2.0086440643112646}, 'confidence': 0.9987982359248541, 'timestamp': 182249.518362, 'diameter_3d': 4.017288128622529, 'ellipse': {'center': [161.20275052775375, 152.8207714615531], 'axes': [35.46021012109051, 42.96038311223009], 'angle': -79.76631590976895}, 'location': [161.20275052775375, 152.8207714615531], 'diameter': 42.96038311223009, 'sphere': {'center': [1.3158978807444839, -2.6231263707316406, 42.202935583486635], 'radius': 12.0}, 'projected_sphere': {'center': [170.57521011275344, 98.91925131219365], 'axes': [192.87594153012023, 192.87594153012023], 'angle': 90.0}, 'model_confidence': 0.9024772207824494, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.069977550098262, 'phi': -1.6863451314501803, 'norm_pos': [0.5037585953992305, 0.3632467855768621], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.68611,"{'circle_3d': {'center': [-0.09639275620051979, 3.3325604894924785, 32.905876879493796], 'normal': [-0.11505229736552541, 0.4834776199889982, -0.867762847695549], 'radius': 1.8573790257186429}, 'confidence': 0.9979007318171346, 'timestamp': 182252.265162, 'diameter_3d': 3.7147580514372858, 'ellipse': {'center': [159.1136585680469, 153.92233262247584], 'axes': [31.35722257039925, 38.3095024468444], 'angle': -78.07015132385672}, 'location': [159.1136585680469, 153.92233262247584], 'diameter': 38.3095024468444, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8661807103358177, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.075419503654916, 'phi': -1.7026124800585165, 'norm_pos': [0.49723018302514654, 0.3586569474063507], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.694135,"{'circle_3d': {'center': [-0.06995537876975311, 3.3695387534729493, 32.923087712205174], 'normal': [-0.11284918257962818, 0.48655914198737077, -0.8663286116362677], 'radius': 1.851990468138998}, 'confidence': 0.9957938898460115, 'timestamp': 182252.273562, 'diameter_3d': 3.703980936277996, 'ellipse': {'center': [159.3837762756037, 154.2866645181599], 'axes': [31.166918357604594, 38.17870772814984], 'angle': -78.41777524676296}, 'location': [159.3837762756037, 154.2866645181599], 'diameter': 38.17870772814984, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8656246210262952, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.078943244217342, 'phi': -1.7003283834169298, 'norm_pos': [0.4980743008612616, 0.3571388978410004], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.702867,"{'circle_3d': {'center': [-0.08412880836689007, 3.314636581561431, 32.89429357622703], 'normal': [-0.11403030171272294, 0.4819839609947443, -0.8687281229677799], 'radius': 1.8855927197153606}, 'confidence': 0.9334558889442307, 'timestamp': 182252.281962, 'diameter_3d': 3.771185439430721, 'ellipse': {'center': [159.24236066160697, 153.73683917867663], 'axes': [31.900062180465238, 38.90556461775186], 'angle': -78.16115918429082}, 'location': [159.24236066160697, 153.73683917867663], 'diameter': 38.90556461775186, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8654903977193373, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.073713962937712, 'phi': -1.7013113768032049, 'norm_pos': [0.4976323770675218, 0.359429836755514], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.709854,"{'circle_3d': {'center': [-0.10041157024165348, 3.334869703566718, 32.907697492539896], 'normal': [-0.11538719853561989, 0.48367005449518485, -0.8676111299417075], 'radius': 1.896196881319323}, 'confidence': 0.9997750624900392, 'timestamp': 182252.290362, 'diameter_3d': 3.792393762638646, 'ellipse': {'center': [159.07708503095228, 153.92618856729766], 'axes': [32.00340066851993, 39.10861677433383], 'angle': -78.03336157688489}, 'location': [159.07708503095228, 153.92618856729766], 'diameter': 39.10861677433383, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8656055564872922, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.075639352531337, 'phi': -1.7030145785152135, 'norm_pos': [0.49711589072172585, 0.3586408809695931], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.719445,"{'circle_3d': {'center': [-0.06372303905851995, 3.3438082886513403, 32.90786963738177], 'normal': [-0.11232982093702543, 0.48441493658557006, -0.8675967845382174], 'radius': 1.8942801993851062}, 'confidence': 0.9999046841455871, 'timestamp': 182252.298762, 'diameter_3d': 3.7885603987702123, 'ellipse': {'center': [159.4523165426806, 154.01839705824023], 'axes': [31.9671938008946, 39.06916384466634], 'angle': -78.43175497247886}, 'location': [159.4523165426806, 154.01839705824023], 'diameter': 39.06916384466634, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.865566351147462, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.076490603114088, 'phi': -1.6995524448901635, 'norm_pos': [0.49828848919587687, 0.35825667892399904], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.7264168,"{'circle_3d': {'center': [-0.10556047663667822, 3.3310762873758586, 32.90626960080711], 'normal': [-0.11581627406853862, 0.48335393647927993, -0.8677301209194397], 'radius': 1.8306559635282091}, 'confidence': 0.9354524298080332, 'timestamp': 182252.307162, 'diameter_3d': 3.6613119270564183, 'ellipse': {'center': [159.0167320890642, 153.9189565417426], 'axes': [30.903851283984125, 37.75737755454006], 'angle': -77.97195251958202}, 'location': [159.0167320890642, 153.9189565417426], 'diameter': 37.75737755454006, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8659314392022055, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.075278214188301, 'phi': -1.7034825152771575, 'norm_pos': [0.4969272877783256, 0.35867101440940585], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.7339141,"{'circle_3d': {'center': [-0.12811570337056133, 3.333105671537246, 32.91043594856095], 'normal': [-0.11769587629636222, 0.4835230518260622, -0.8673829252732859], 'radius': 1.869277071976039}, 'confidence': 0.8473445875418217, 'timestamp': 182252.315562, 'diameter_3d': 3.738554143952078, 'ellipse': {'center': [158.7904188288729, 153.91805527109005], 'axes': [31.534760798062294, 38.54954820127727], 'angle': -77.74275940200063}, 'location': [158.7904188288729, 153.91805527109005], 'diameter': 38.54954820127727, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8656359228482735, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0754714053392562, 'phi': -1.705663420394268, 'norm_pos': [0.4962200588402278, 0.3586747697037914], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.741778,"{'circle_3d': {'center': [-0.10087044976359327, 3.314524005815465, 32.896442310694965], 'normal': [-0.11542543849578155, 0.4819745796825804, -0.8685490617621185], 'radius': 1.8777554951619275}, 'confidence': 0.9813325982862987, 'timestamp': 182252.323962, 'diameter_3d': 3.755510990323855, 'ellipse': {'center': [159.07006311768524, 153.73728744202384], 'axes': [31.7561980197218, 38.741081003252354], 'angle': -77.98665755506062}, 'location': [159.07006311768524, 153.73728744202384], 'diameter': 38.741081003252354, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8657091931587924, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.073703255909344, 'phi': -1.7029167173532245, 'norm_pos': [0.49709394724276634, 0.35942796899156737], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.750308,"{'circle_3d': {'center': [-0.09916470612867867, 3.3304568837843487, 32.90507297827558], 'normal': [-0.11528329319287199, 0.48330231951332076, -0.867829839463734], 'radius': 1.8674654490421267}, 'confidence': 0.9976992083082679, 'timestamp': 182252.332362, 'diameter_3d': 3.7349308980842535, 'ellipse': {'center': [159.086441573144, 153.896919499668], 'axes': [31.532565672816254, 38.51861515104948], 'angle': -78.03713373336194}, 'location': [159.086441573144, 153.896919499668], 'diameter': 38.51861515104948, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8649890466754018, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.075219252970126, 'phi': -1.7028639918154778, 'norm_pos': [0.49714512991607496, 0.35876283541805], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.762248,"{'circle_3d': {'center': [-0.11875662681517651, 3.3125992864314204, 32.897766831465596], 'normal': [-0.11691595325008014, 0.4818141864005767, -0.8684386850312321], 'radius': 1.8826266077775775}, 'confidence': 0.9994494646925787, 'timestamp': 182252.340762, 'diameter_3d': 3.765253215555155, 'ellipse': {'center': [158.88754396155375, 153.71405704200626], 'axes': [31.832430165676726, 38.83996215860597], 'angle': -77.79672483161858}, 'location': [158.88754396155375, 153.71405704200626], 'diameter': 38.83996215860597, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8661393756620783, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0735202064717004, 'phi': -1.7046194575433364, 'norm_pos': [0.49652357487985543, 0.3595247623249739], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.770293,"{'circle_3d': {'center': [-0.11224215966706286, 3.345274291916109, 32.915085714062165], 'normal': [-0.11637308098773734, 0.48453710352430074, -0.8669954448148517], 'radius': 1.8946405712600918}, 'confidence': 0.9965633977537579, 'timestamp': 182252.349162, 'diameter_3d': 3.7892811425201836, 'ellipse': {'center': [158.9559563671524, 154.02630586560193], 'axes': [31.935287007795047, 39.06770459750436], 'angle': -77.93232202715045}, 'location': [158.9559563671524, 154.02630586560193], 'diameter': 39.06770459750436, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8653485521159299, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.076630253668141, 'phi': -1.7042245477645006, 'norm_pos': [0.4967373636473512, 0.35822372555999193], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.778255,"{'circle_3d': {'center': [-0.1206557351617803, 3.356151316714575, 32.922305459880285], 'normal': [-0.11707421227896378, 0.48544352225750625, -0.866393799330008], 'radius': 1.8987767260615669}, 'confidence': 0.9995257891293573, 'timestamp': 182252.357562, 'diameter_3d': 3.7975534521231338, 'ellipse': {'center': [158.87050789929748, 154.12870156040483], 'axes': [31.963964062585028, 39.1444883790225], 'angle': -77.86798618385383}, 'location': [158.87050789929748, 154.12870156040483], 'diameter': 39.1444883790225, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.865204601080305, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0776667300271026, 'phi': -1.705110932686124, 'norm_pos': [0.49647033718530464, 0.3577970768316465], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.786013,"{'circle_3d': {'center': [-0.14693340315981662, 3.3503779196729395, 32.922656275578106], 'normal': [-0.11926401794546682, 0.48496240583736994, -0.8663645646885227], 'radius': 1.897295063413077}, 'confidence': 0.9985262264545638, 'timestamp': 182252.365962, 'diameter_3d': 3.794590126826154, 'ellipse': {'center': [158.60154358002842, 154.07000472665158], 'axes': [31.938906451600936, 39.11328740897314], 'angle': -77.58515832907582}, 'location': [158.60154358002842, 154.07000472665158], 'diameter': 39.11328740897314, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.864926004527633, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0771165063596015, 'phi': -1.7075968251075826, 'norm_pos': [0.4956298236875888, 0.35804164697228513], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.794025,"{'circle_3d': {'center': [-0.08968434797727332, 3.383756981536111, 32.93367690452381], 'normal': [-0.11449326334692154, 0.4877439943259676, -0.8654461789430483], 'radius': 1.8500701324156807}, 'confidence': 0.9942474491187603, 'timestamp': 182252.374362, 'diameter_3d': 3.7001402648313615, 'ellipse': {'center': [159.1818012846244, 154.4227179735164], 'axes': [31.076351198527377, 38.12677351939319], 'angle': -78.24267927565393}, 'location': [159.1818012846244, 154.4227179735164], 'diameter': 38.12677351939319, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8630308172464463, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.08029997026115, 'phi': -1.70232645793766, 'norm_pos': [0.4974431290144513, 0.35657200844368164], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.80208,"{'circle_3d': {'center': [-0.12308800498286798, 3.432016069063958, 32.9655082576473], 'normal': [-0.1172769014307211, 0.4917655849532882, -0.8627935661827568], 'radius': 1.9137343974854697}, 'confidence': 0.9186801932540237, 'timestamp': 182252.382762, 'diameter_3d': 3.8274687949709394, 'ellipse': {'center': [158.84828108955008, 154.85515439420647], 'axes': [31.964858155239146, 39.401878052858976], 'angle': -77.99814323147635}, 'location': [158.84828108955008, 154.85515439420647], 'diameter': 39.401878052858976, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8626698739992333, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.084912633470143, 'phi': -1.7058953053233417, 'norm_pos': [0.49640087840484404, 0.3547701900241397], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.8098712,"{'circle_3d': {'center': [-0.12823621842586497, 3.379909024684614, 32.93668117172973], 'normal': [-0.11770591921763751, 0.4874233312550095, -0.8651958233425542], 'radius': 1.9388247004773014}, 'confidence': 0.9548775933482425, 'timestamp': 182252.391162, 'diameter_3d': 3.8776494009546028, 'ellipse': {'center': [158.79813193838288, 154.33873939526012], 'axes': [32.55498365793408, 39.95347143715385], 'angle': -77.83932660165463}, 'location': [158.79813193838288, 154.33873939526012], 'diameter': 39.95347143715385, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8627232931426532, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0799326906937496, 'phi': -1.70601160904847, 'norm_pos': [0.4962441623074465, 0.35692191918641614], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.81918,"{'circle_3d': {'center': [-0.13788676986373227, 3.337129402866837, 32.91401080131675], 'normal': [-0.11851013183745979, 0.4838583627701948, -0.8670850208769694], 'radius': 1.9026546182241442}, 'confidence': 0.9993297080038237, 'timestamp': 182252.399562, 'diameter_3d': 3.8053092364482883, 'ellipse': {'center': [158.69451965496268, 153.94023701108878], 'axes': [32.07874959223079, 39.23414711120191], 'angle': -77.65037581255739}, 'location': [158.69451965496268, 153.94023701108878], 'diameter': 39.23414711120191, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8629081582256504, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0758545132100115, 'phi': -1.7066311641653844, 'norm_pos': [0.49592037392175836, 0.3585823457871301], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.826132,"{'circle_3d': {'center': [-0.1392783691774071, 3.302808303281128, 32.895122681279815], 'normal': [-0.1186260984469327, 0.4809982711380524, -0.8686590308800475], 'radius': 1.884704422863599}, 'confidence': 0.9199124290244964, 'timestamp': 182252.407962, 'diameter_3d': 3.769408845727198, 'ellipse': {'center': [158.67763699239575, 153.6153646752183], 'axes': [31.884351930483486, 38.885789545620256], 'angle': -77.56267989665122}, 'location': [158.67763699239575, 153.6153646752183], 'diameter': 38.885789545620256, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8627907887851061, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.072589325065302, 'phi': -1.7065190988104126, 'norm_pos': [0.4958676156012367, 0.3599359805199237], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.834086,"{'circle_3d': {'center': [-0.17295929576432512, 3.265276590096115, 32.87907431163621], 'normal': [-0.12143284232917585, 0.4778706283726346, -0.8699963950170144], 'radius': 1.9290693285813658}, 'confidence': 0.9967701353413386, 'timestamp': 182252.416362, 'diameter_3d': 3.8581386571627316, 'ellipse': {'center': [158.33779338620846, 153.22534231747892], 'axes': [32.733234696151925, 39.820858667767425], 'angle': -77.12969130144641}, 'location': [158.33779338620846, 153.22534231747892], 'diameter': 39.820858667767425, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8618749425330474, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.069025371781803, 'phi': -1.709478903907934, 'norm_pos': [0.49480560433190146, 0.36156107367717116], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.846354,"{'circle_3d': {'center': [-0.1427652689040999, 3.2777238991996818, 32.88174834241377], 'normal': [-0.1189166734241571, 0.47890790413126516, -0.8697735591188843], 'radius': 1.9040371197688517}, 'confidence': 0.9428161635548664, 'timestamp': 182252.424762, 'diameter_3d': 3.8080742395377034, 'ellipse': {'center': [158.6439437420751, 153.36211381454152], 'axes': [32.29001299044013, 39.3007893166917], 'angle': -77.47219878002151}, 'location': [158.6439437420751, 153.36211381454152], 'diameter': 39.3007893166917, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8615427888230665, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.070206580424438, 'phi': -1.7066752730329346, 'norm_pos': [0.4957623241939847, 0.36099119243941036], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.8539789,"{'circle_3d': {'center': [-0.1458801963479479, 3.2374748828171036, 32.86011311560664], 'normal': [-0.11917625071114443, 0.47555381943271696, -0.8715764946861458], 'radius': 1.9026657171989219}, 'confidence': 0.9893990424686461, 'timestamp': 182252.433162, 'diameter_3d': 3.8053314343978437, 'ellipse': {'center': [158.6112981389524, 152.97067694965972], 'axes': [32.392897870577706, 39.298038426284315], 'angle': -77.3511779173759}, 'location': [158.6112981389524, 152.97067694965972], 'diameter': 39.298038426284315, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8613712758924197, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.066389815911754, 'phi': -1.7066900019629365, 'norm_pos': [0.4956603066842263, 0.36262217937641783], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.863539,"{'circle_3d': {'center': [-0.12670325457665732, 3.2806891072180564, 32.88119779537135], 'normal': [-0.11757817223020353, 0.47915500479946305, -0.8698194380390858], 'radius': 1.9281616337032976}, 'confidence': 0.9999394493188141, 'timestamp': 182252.441562, 'diameter_3d': 3.8563232674065953, 'ellipse': {'center': [158.8113602844257, 153.38159568661632], 'axes': [32.70185506391518, 39.79994844802181], 'angle': -77.64638970695624}, 'location': [158.8113602844257, 153.38159568661632], 'diameter': 39.79994844802181, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8614953053790897, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0704880811159523, 'phi': -1.7051572907038355, 'norm_pos': [0.4962855008888303, 0.36091001797243194], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.870975,"{'circle_3d': {'center': [-0.1504187516866753, 3.2450424834088034, 32.86486757574977], 'normal': [-0.11955446365603838, 0.4761844528153586, -0.8711802896742181], 'radius': 1.9066979302016658}, 'confidence': 0.9983646391104396, 'timestamp': 182252.449962, 'diameter_3d': 3.8133958604033316, 'ellipse': {'center': [158.56542249620858, 153.04190463942786], 'axes': [32.4342346386585, 39.37570899612289], 'angle': -77.3203108942915}, 'location': [158.56542249620858, 153.04190463942786], 'diameter': 39.37570899612289, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8613313986424287, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0671068390680127, 'phi': -1.7071771851201532, 'norm_pos': [0.4955169453006518, 0.3623253973357172], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.8779788,"{'circle_3d': {'center': [-0.15544008111315688, 3.19777319779302, 32.83985740965164], 'normal': [-0.11997290777491185, 0.47224534568071, -0.8732644701823951], 'radius': 1.9248636063138609}, 'confidence': 0.999483437153031, 'timestamp': 182252.458362, 'diameter_3d': 3.8497272126277218, 'ellipse': {'center': [158.5155112294187, 152.57202918119197], 'axes': [32.89162722124142, 39.781091191256145], 'angle': -77.16140850724129}, 'location': [158.5155112294187, 152.57202918119197], 'diameter': 39.781091191256145, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8615770764323294, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0626326540974844, 'phi': -1.7073260240928951, 'norm_pos': [0.49536097259193346, 0.36428321174503353], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.8860521,"{'circle_3d': {'center': [-0.1945135832807996, 3.1895323886151585, 32.84084515426245], 'normal': [-0.12322903295554874, 0.47155861158255485, -0.873182158131494], 'radius': 1.9224938872111998}, 'confidence': 0.9966672071333711, 'timestamp': 182252.466762, 'diameter_3d': 3.8449877744223997, 'ellipse': {'center': [158.1146893737293, 152.48776281069277], 'axes': [32.84806452945078, 39.730570392697075], 'angle': -76.7293508956907}, 'location': [158.1146893737293, 152.48776281069277], 'diameter': 39.730570392697075, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8613793967529149, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.0618537357792417, 'phi': -1.710996819732916, 'norm_pos': [0.4941084042929041, 0.3646343216221134], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603857062.89427,"{'circle_3d': {'center': [-0.18882896239353797, 3.1788349813625123, 32.83427487388973], 'normal': [-0.12275531454827693, 0.4706671609781677, -0.8737296814958876], 'radius': 1.9574659405977914}, 'confidence': 0.9998016926324702, 'timestamp': 182252.475162, 'diameter_3d': 3.914931881195583, 'ellipse': {'center': [158.17723479505338, 152.3674841733366], 'axes': [33.48563617252219, 40.46197276466652], 'angle': -76.7644232335721}, 'location': [158.17723479505338, 152.3674841733366], 'diameter': 40.46197276466652, 'sphere': {'center': [1.2842348121857852, -2.4691709503755, 43.31903105184038], 'radius': 12.0}, 'projected_sphere': {'center': [170.05484043134268, 100.66777222657876], 'axes': [187.9065791259008, 187.9065791259008], 'angle': 90.0}, 'model_confidence': 0.8616329496198949, 'model_id': 35, 'model_birth_timestamp': 182236.783962, 'theta': 2.060843104291074, 'phi': -1.7103784638150716, 'norm_pos': [0.4943038587345418, 0.3651354826110975], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
