eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175467.6973891,"{'circle_3d': {'center': [-2.3410296387694745, 1.9997331465270847, 93.10839508616532], 'normal': [-0.599735549250765, -0.39275202132522535, -0.6971822722285994], 'radius': 7.242863831194033}, 'confidence': 0.06180446220151935, 'timestamp': 50856.186169, 'diameter_3d': 14.485727662388067, 'ellipse': {'center': [145.9362707172292, 134.38808514237235], 'axes': [66.78329232442168, 96.65747566856706], 'angle': 31.492368233797805}, 'location': [145.9362707172292, 134.38808514237235], 'diameter': 96.65747566856706, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.1671741552559824, 'phi': -2.2811982502295023, 'norm_pos': [0.45605084599134127, 0.44004964524011525], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.45118,"{'circle_3d': {'center': [2.049829180687982, 6.303265648787703, 89.81444250088649], 'normal': [-0.23383064762931047, -0.03412431280350728, -0.9716783210018353], 'radius': 7.5880796191268765}, 'confidence': 0.03989505834157229, 'timestamp': 50856.942163, 'diameter_3d': 15.176159238253753, 'ellipse': {'center': [175.16177450256507, 163.67635728684178], 'axes': [102.37208963197408, 105.06483992193915], 'angle': -10.207790655216527}, 'location': [175.16177450256507, 163.67635728684178], 'diameter': 105.06483992193915, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.5366653877360719, 'phi': -1.80695217726685, 'norm_pos': [0.5473805453205158, 0.3180151779714926], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.458601,"{'circle_3d': {'center': [1.494454774450836, 5.850776772294775, 89.98726899611836], 'normal': [-0.2801118481490728, -0.07183171917791797, -0.9572761130658465], 'radius': 7.599388337504136}, 'confidence': 0.030895612431747953, 'timestamp': 50856.950563, 'diameter_3d': 15.198776675008272, 'ellipse': {'center': [171.48908850111152, 160.63933623334552], 'axes': [101.06823842956466, 104.96837894521536], 'angle': 1.0264703853049613}, 'location': [171.48908850111152, 160.63933623334552], 'diameter': 104.96837894521536, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.4989026909092786, 'phi': -1.8554627520752045, 'norm_pos': [0.5359034015659735, 0.3306694323610604], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.467171,"{'circle_3d': {'center': [1.6683487262107208, 5.771331188668613, 89.94401903230583], 'normal': [-0.26562068550241563, -0.07845218448009814, -0.9608802767168902], 'radius': 7.603898378593117}, 'confidence': 0.027718125343556978, 'timestamp': 50856.958963, 'diameter_3d': 15.207796757186234, 'ellipse': {'center': [172.63812054878773, 160.13884715219385], 'axes': [101.62584225863999, 105.06853282150595], 'angle': 2.503852306841773}, 'location': [172.63812054878773, 160.13884715219385], 'diameter': 105.06853282150595, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.4922634430719572, 'phi': -1.8404959103354313, 'norm_pos': [0.5394941267149617, 0.3327548035325256], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.474964,"{'circle_3d': {'center': [1.7906653316142158, 5.541175017154265, 89.93194994679101], 'normal': [-0.25542763505212424, -0.09763186543962712, -0.961886033843125], 'radius': 7.637057257091019}, 'confidence': 0.02450198534652618, 'timestamp': 50856.967363, 'diameter_3d': 15.274114514182038, 'ellipse': {'center': [173.4508001536621, 158.6421465250527], 'axes': [102.33829862605553, 105.50861218347461], 'angle': 7.47602323818385}, 'location': [173.4508001536621, 158.6421465250527], 'diameter': 105.50861218347461, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.4730086880697586, 'phi': -1.830354731316558, 'norm_pos': [0.5420337504801941, 0.33899105614561376], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.48278,"{'circle_3d': {'center': [2.3859161422004354, 5.080038857063115, 89.8455704027979], 'normal': [-0.20582340083660616, -0.1360598787805564, -0.9690843291758845], 'radius': 7.652978218082906}, 'confidence': 0.021276903549492847, 'timestamp': 50856.975763, 'diameter_3d': 15.305956436165811, 'ellipse': {'center': [177.369488750965, 155.66485925016073], 'axes': [103.70106046629098, 105.7388577978039], 'angle': 21.288282096400074}, 'location': [177.369488750965, 155.66485925016073], 'diameter': 105.7388577978039, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.4343131151879405, 'phi': -1.7800760554423165, 'norm_pos': [0.5542796523467656, 0.351396419790997], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.4908302,"{'circle_3d': {'center': [0.5064091801368615, 2.216505949180914, 91.23414540534424], 'normal': [-0.3624489810085706, -0.3746876211040731, -0.8533697456303565], 'radius': 7.665792120955272}, 'confidence': 0.022877972977942876, 'timestamp': 50856.984163, 'diameter_3d': 15.331584241910544, 'ellipse': {'center': [164.8044875249987, 136.49393703075606], 'axes': [90.23466543126567, 104.29836118125178], 'angle': 44.6238004987245}, 'location': [164.8044875249987, 136.49393703075606], 'diameter': 104.29836118125178, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.1867364986363595, 'phi': -1.9724355284982988, 'norm_pos': [0.515014023515621, 0.43127526237184977], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.498883,"{'circle_3d': {'center': [2.3834228344958435, 0.9849553682374141, 91.2237457978262], 'normal': [-0.20603117647865543, -0.4773168361826981, -0.854236379590193], 'radius': 7.636374405331511}, 'confidence': 0.05904047449249151, 'timestamp': 50856.992563, 'diameter_3d': 15.272748810663021, 'ellipse': {'center': [176.99571305552715, 128.48176515096142], 'axes': [89.91569555199102, 103.92107179574239], 'angle': 68.67712871024578}, 'location': [176.99571305552715, 128.48176515096142], 'diameter': 103.92107179574239, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.0731976076761676, 'phi': -1.8074638737068902, 'norm_pos': [0.5531116032985224, 0.4646593118709941], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.5080378,"{'circle_3d': {'center': [2.1747587160587885, 0.9300437890781676, 91.30736753064309], 'normal': [-0.2234198530150767, -0.4818928011126353, -0.8472679018554519], 'radius': 7.6594038009671515}, 'confidence': 0.036138014328978466, 'timestamp': 50857.000963, 'diameter_3d': 15.318807601934303, 'ellipse': {'center': [175.62404972213875, 128.1126546788922], 'axes': [89.35873608741247, 104.13873277371977], 'angle': 66.84444665948286}, 'location': [175.62404972213875, 128.1126546788922], 'diameter': 104.13873277371977, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.0679827300842002, 'phi': -1.8286217903720263, 'norm_pos': [0.5488251553816836, 0.4661972721712825], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.516223,"{'circle_3d': {'center': [0.7634007191233918, 0.6658678652213155, 91.95158807610807], 'normal': [-0.3410330194263597, -0.5039074614340396, -0.7935828564000372], 'radius': 7.748522481517369}, 'confidence': 0.026943380537943453, 'timestamp': 50857.009363, 'diameter_3d': 15.497044963034739, 'ellipse': {'center': [166.35558991346383, 126.2667813646632], 'axes': [83.81989781578194, 104.62964704675494], 'angle': 56.13066465646091}, 'location': [166.35558991346383, 126.2667813646632], 'diameter': 104.62964704675494, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.042679695863024, 'phi': -1.9766735779987064, 'norm_pos': [0.5198612184795744, 0.47388841098057], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.5268638,"{'circle_3d': {'center': [2.13333730295176, -0.7662202030294729, 92.49387483985377], 'normal': [-0.2268716374406623, -0.6232481337882719, -0.7483922927545614], 'radius': 7.734308754684646}, 'confidence': 0.048799745841012515, 'timestamp': 50857.017763, 'diameter_3d': 15.468617509369292, 'ellipse': {'center': [175.08253436893347, 116.87638890239624], 'axes': [77.8227694705854, 103.87963286328046], 'angle': 71.59119604172183}, 'location': [175.08253436893347, 116.87638890239624], 'diameter': 103.87963286328046, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 0.8979069680063367, 'phi': -1.8651362521224222, 'norm_pos': [0.5471329199029171, 0.5130150462400156], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.535917,"{'circle_3d': {'center': [1.7241962853318409, -0.8293179883559256, 92.68196180709131], 'normal': [-0.2609667222423222, -0.6285062825654761, -0.7327183788180999], 'radius': 7.848826248252821}, 'confidence': 0.010413967831562726, 'timestamp': 50857.026163, 'diameter_3d': 15.697652496505642, 'ellipse': {'center': [172.42557870147368, 116.48823539649662], 'axes': [77.10178560686344, 105.20738864497403], 'angle': 68.72582826243533}, 'location': [172.42557870147368, 116.48823539649662], 'diameter': 105.20738864497403, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 0.8911650366419989, 'phi': -1.9129504345556179, 'norm_pos': [0.5388299334421053, 0.5146323525145975], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.542662,"{'circle_3d': {'center': [1.764153122652412, -1.1754656708793974, 92.97648402583043], 'normal': [-0.2576369857989414, -0.6573519227757658, -0.7081748605898404], 'radius': 7.839798081829417}, 'confidence': 0.021216843940645956, 'timestamp': 50857.034563, 'diameter_3d': 15.679596163658834, 'ellipse': {'center': [172.61297219029518, 114.19307624202325], 'axes': [73.9306811702032, 104.76877116884619], 'angle': 69.86764640362381}, 'location': [172.61297219029518, 114.19307624202325], 'diameter': 104.76877116884619, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 0.8534969541144116, 'phi': -1.9197155539100295, 'norm_pos': [0.5394155380946725, 0.5241955156582365], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.55109,"{'circle_3d': {'center': [1.235685172427622, -1.3231902436169865, 93.33097528161258], 'normal': [-0.30167598165100706, -0.6696623038372312, -0.6786339226079942], 'radius': 7.914315032212874}, 'confidence': 0.0035747193600331054, 'timestamp': 50857.042963, 'diameter_3d': 15.828630064425749, 'ellipse': {'center': [169.1569396770274, 113.20976149366668], 'axes': [71.04436448266486, 105.37127581799024], 'angle': 66.68180174170206}, 'location': [169.1569396770274, 113.20976149366668], 'diameter': 105.37127581799024, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 0.8370423407615122, 'phi': -1.9890955967293642, 'norm_pos': [0.5286154364907106, 0.5282926604430556], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.558558,"{'circle_3d': {'center': [1.275641503835642, 11.018980693920374, 90.86143353038244], 'normal': [-0.2983462873670055, 0.3588519409575487, -0.8844290685438398], 'radius': 3.3250437890127116}, 'confidence': 0.9878572939510455, 'timestamp': 50857.051363, 'diameter_3d': 6.650087578025423, 'ellipse': {'center': [168.92612563310865, 194.9472079959154], 'axes': [38.24756396316071, 45.51690190118348], 'angle': -57.07749961753061}, 'location': [168.92612563310865, 194.9472079959154], 'diameter': 45.51690190118348, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.9378339463099046, 'phi': -1.8961414155018, 'norm_pos': [0.5278941426034646, 0.18771996668368585], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.568022,"{'circle_3d': {'center': [3.0323375636921113, 7.083535041140623, 89.61973019014623], 'normal': [-0.1519549490456331, 0.030898136559236015, -0.9879043468968572], 'radius': 7.632770605354789}, 'confidence': 0.07569408769506017, 'timestamp': 50857.059763, 'diameter_3d': 15.265541210709578, 'ellipse': {'center': [181.65696710839921, 168.87598988082948], 'axes': [104.28179901929317, 105.97552232432956], 'angle': -38.56099796469408}, 'location': [181.65696710839921, 168.87598988082948], 'diameter': 105.97552232432956, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.6016993818494114, 'phi': -1.7234156585211862, 'norm_pos': [0.5676780222137475, 0.2963500421632105], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.575083,"{'circle_3d': {'center': [0.7991390936569651, 6.279377517008773, 90.18938368858224], 'normal': [-0.3380548215485617, -0.03611499045175146, -0.9404332220271889], 'radius': 7.661150090533082}, 'confidence': 0.07137061239217005, 'timestamp': 50857.068162, 'diameter_3d': 15.322300181066163, 'ellipse': {'center': [166.92166928303192, 163.35520270754935], 'axes': [99.47505216092657, 105.63670782830297], 'angle': -5.262440458682253}, 'location': [166.92166928303192, 163.35520270754935], 'diameter': 105.63670782830297, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.5346734809796332, 'phi': -1.915880084766863, 'norm_pos': [0.5216302165094747, 0.3193533220518777], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.582848,"{'circle_3d': {'center': [1.5389986346491327, 6.381984111346393, 89.94681422762363], 'normal': [-0.2763998597992148, -0.027564440923616516, -0.9606473437737404], 'radius': 7.668072895616003}, 'confidence': 0.07342594415357484, 'timestamp': 50857.076562, 'diameter_3d': 15.336145791232006, 'ellipse': {'center': [171.81133240275594, 164.13484276538546], 'axes': [102.04369228245173, 106.02278628342006], 'angle': -9.316979256167714}, 'location': [171.81133240275594, 164.13484276538546], 'diameter': 106.02278628342006, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.543228394107581, 'phi': -1.8509516544939877, 'norm_pos': [0.5369104137586123, 0.31610482181089394], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.591001,"{'circle_3d': {'center': [2.079169212112201, 6.395374099347192, 89.80455209452106], 'normal': [-0.2313856450106256, -0.026448608590216544, -0.972502521532288], 'radius': 7.6860463338640175}, 'confidence': 0.08480899468438761, 'timestamp': 50857.084962, 'diameter_3d': 15.372092667728035, 'ellipse': {'center': [175.38239606177257, 164.287315244286], 'axes': [103.72918086813351, 106.4443975261884], 'angle': -12.421130404065174}, 'location': [175.38239606177257, 164.287315244286], 'diameter': 106.4443975261884, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.5443446336392677, 'phi': -1.8043812989292238, 'norm_pos': [0.5480699876930393, 0.315469519815475], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.5989141,"{'circle_3d': {'center': [2.280671105384778, 6.4088259557115785, 89.75808319366493], 'normal': [-0.21459382057124407, -0.025327620559851, -0.9763749299369647], 'radius': 7.674144497613777}, 'confidence': 0.04539367598369711, 'timestamp': 50857.093362, 'diameter_3d': 15.348288995227554, 'ellipse': {'center': [176.70893285437216, 164.39591229543896], 'axes': [104.02096314635683, 106.33888387652398], 'angle': -14.152337864208773}, 'location': [176.70893285437216, 164.39591229543896], 'diameter': 106.33888387652398, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.5454659975574165, 'phi': -1.7871427758179332, 'norm_pos': [0.552215415169913, 0.31501703210233767], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.6111848,"{'circle_3d': {'center': [2.1653113832860957, 6.182484041161678, 89.7921126839737], 'normal': [-0.22420713074613427, -0.04418944677234269, -0.9735391390779008], 'radius': 7.732528535594478}, 'confidence': 0.05111768920115596, 'timestamp': 50857.101762, 'diameter_3d': 15.465057071188957, 'ellipse': {'center': [175.9609070225523, 162.90346848421092], 'axes': [104.63278089704777, 107.07818118123913], 'angle': -8.087289008715853}, 'location': [175.9609070225523, 162.90346848421092], 'diameter': 107.07818118123913, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.526592485862028, 'phi': -1.797150664268571, 'norm_pos': [0.549877834445476, 0.32123554798245446], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.618758,"{'circle_3d': {'center': [-0.6203707883631209, 6.452568756006952, 90.80013207455443], 'normal': [-0.4563473117169023, -0.021682387201903252, -0.8895375231961736], 'radius': 7.742281434354681}, 'confidence': 0.04455042513300135, 'timestamp': 50857.110162, 'diameter_3d': 15.484562868709363, 'ellipse': {'center': [157.59019108886363, 164.2133625613712], 'axes': [93.79562677098649, 106.07393612019119], 'angle': -4.9440592077489205}, 'location': [157.59019108886363, 164.2133625613712], 'diameter': 106.07393612019119, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.549112240324791, 'phi': -2.0448027263215134, 'norm_pos': [0.49246934715269886, 0.31577765599428664], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.627938,"{'circle_3d': {'center': [1.254036997022995, 6.206474065479316, 90.0390673925876], 'normal': [-0.30014666293472625, -0.04219027807920622, -0.9529595800267434], 'radius': 7.758989180792411}, 'confidence': 0.07290031126500823, 'timestamp': 50857.118562, 'diameter_3d': 15.517978361584822, 'ellipse': {'center': [169.95885257531634, 162.9515691411197], 'axes': [102.40462761623415, 107.1543198122926], 'angle': -5.158281931388582}, 'location': [169.95885257531634, 162.9515691411197], 'diameter': 107.1543198122926, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.5285935220924238, 'phi': -1.8759231613608658, 'norm_pos': [0.5311214142978635, 0.3210351285786679], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.634856,"{'circle_3d': {'center': [2.0355692859736907, 6.356720640384912, 89.8161281785979], 'normal': [-0.23501897218883475, -0.029669730170406524, -0.971537847859217], 'radius': 7.751677679709729}, 'confidence': 0.06610478677214016, 'timestamp': 50857.126962, 'diameter_3d': 15.503355359419459, 'ellipse': {'center': [175.11231176497694, 164.03191654599752], 'axes': [104.52579098565413, 107.33510495057448], 'angle': -11.306406819192052}, 'location': [175.11231176497694, 164.03191654599752], 'diameter': 107.33510495057448, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.541122241890476, 'phi': -1.8081409090337976, 'norm_pos': [0.547225974265553, 0.3165336810583437], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.6434171,"{'circle_3d': {'center': [2.2064898016927117, 6.358931489088578, 89.77603633876177], 'normal': [-0.22077559587891651, -0.02948549277843443, -0.9748788345122291], 'radius': 7.772403681308337}, 'confidence': 0.04784604347598524, 'timestamp': 50857.135362, 'diameter_3d': 15.544807362616673, 'ellipse': {'center': [176.24441527351456, 164.06522040899534], 'axes': [105.20977371878082, 107.67252177217934], 'angle': -12.460179130590431}, 'location': [176.24441527351456, 164.06522040899534], 'diameter': 107.67252177217934, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.5413065599242932, 'phi': -1.7935044078421232, 'norm_pos': [0.550763797729733, 0.31639491496251937], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.6515598,"{'circle_3d': {'center': [1.51712652801214, 5.772037051180517, 89.98683561914329], 'normal': [-0.2782225353522974, -0.07839336260410618, -0.9573122278137686], 'radius': 7.78380499134111}, 'confidence': 0.042218884573225916, 'timestamp': 50857.143762, 'diameter_3d': 15.56760998268222, 'ellipse': {'center': [171.6957158220274, 160.14197124949632], 'axes': [103.58005460902766, 107.50807329838239], 'angle': 2.556671215354974}, 'location': [171.6957158220274, 160.14197124949632], 'diameter': 107.50807329838239, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.4923224466677225, 'phi': -1.8536337016627862, 'norm_pos': [0.5365491119438357, 0.33274178646043195], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.659168,"{'circle_3d': {'center': [1.1337916273554622, 5.467206936546895, 90.13459644469539], 'normal': [-0.31016711040702055, -0.10379587215690797, -0.9449988256844271], 'radius': 7.797195622759172}, 'confidence': 0.03639664951097728, 'timestamp': 50857.152162, 'diameter_3d': 15.594391245518343, 'ellipse': {'center': [169.16615645732946, 158.0923237624758], 'axes': [102.36933284791016, 107.4933590324437], 'angle': 7.9996979149272915}, 'location': [169.16615645732946, 158.0923237624758], 'diameter': 107.4933590324437, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.466813169655689, 'phi': -1.8879374574254875, 'norm_pos': [0.5286442389291546, 0.3412819843230176], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175468.667673,"{'circle_3d': {'center': [0.7360562382256672, 5.1387733990719235, 90.31437129726675], 'normal': [-0.3433117261678366, -0.13116533361315555, -0.9300175879701469], 'radius': 7.822533911602832}, 'confidence': 0.027465576896806374, 'timestamp': 50857.160562, 'diameter_3d': 15.645067823205665, 'ellipse': {'center': [166.54468085469065, 155.8809646340738], 'axes': [100.94377667044238, 107.61232922150718], 'angle': 12.522915417612756}, 'location': [166.54468085469065, 155.8809646340738], 'diameter': 107.61232922150718, 'sphere': {'center': [4.855796952239708, 6.712757402429791, 101.47458235290851], 'radius': 12.0}, 'projected_sphere': {'center': [189.66845529768597, 161.01430617405424], 'axes': [146.63770626076888, 146.63770626076888], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 23, 'model_birth_timestamp': 50837.023859, 'theta': 1.439251948973144, 'phi': -1.92442435475923, 'norm_pos': [0.5204521276709083, 0.35049598069135923], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
