eye_packets,714
norm_X,norm_Y,phi,theta,confidence,timestamp
1580953974.8141901,"{'circle_3d': {'center': [-6.030386388489855, 9.156964166123203, 66.76111402668441], 'normal': [0.004793739683388918, 0.6206068472717448, -0.7841072383158271], 'radius': 2.7962334727759988}, 'confidence': 0.9980868299698096, 'timestamp': 4981.593442, 'diameter_3d': 5.5924669455519975, 'ellipse': {'center': [103.95478852124478, 204.567155867777], 'axes': [36.236387373539806, 52.116489104337475], 'angle': -86.04996730111883}, 'location': [103.95478852124478, 204.567155867777], 'diameter': 52.116489104337475, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8548322438003408, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2403127127571585, 'phi': -1.5646827753236565, 'norm_pos': [0.32485871412888995, 0.14763685055092923], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.919471,"{'circle_3d': {'center': [-6.249584989652591, 9.036260119877529, 66.6680267282275], 'normal': [-0.013472810413505704, 0.6105481767512719, -0.7918645131872366], 'radius': 2.7784150383736903}, 'confidence': 0.9994072170589205, 'timestamp': 4981.685841, 'diameter_3d': 5.556830076747381, 'ellipse': {'center': [101.85386929444644, 203.5690160663608], 'axes': [36.49189891824137, 51.85224303099886], 'angle': -84.28992670816184}, 'location': [101.85386929444644, 203.5690160663608], 'diameter': 51.85224303099886, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8565408396367657, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.227548893818253, 'phi': -1.587808720190841, 'norm_pos': [0.3182933415451451, 0.15179576639016334], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.919554,"{'circle_3d': {'center': [-6.243143545103498, 9.052038751281351, 66.68010582997985], 'normal': [-0.012936023367748016, 0.6118630627015904, -0.7908579213745404], 'radius': 2.818553729314816}, 'confidence': 0.9981802814801647, 'timestamp': 4981.694241, 'diameter_3d': 5.637107458629632, 'ellipse': {'center': [101.92293447654662, 203.6869485716761], 'axes': [36.94703255817791, 52.59252276020808], 'angle': -84.35640470316591}, 'location': [101.92293447654662, 203.6869485716761], 'diameter': 52.59252276020808, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.856358213831121, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2292102117424832, 'phi': -1.58715181812458, 'norm_pos': [0.31850917023920816, 0.15130438095134957], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.9260108,"{'circle_3d': {'center': [-6.2958052071491295, 9.024876749681003, 66.66015873044681], 'normal': [-0.01732449520488399, 0.6095995625682279, -0.7925201796689604], 'radius': 2.8342274605182225}, 'confidence': 0.9904273829541768, 'timestamp': 4981.702641, 'diameter_3d': 5.668454921036445, 'ellipse': {'center': [101.4192988999969, 203.45417466016104], 'axes': [37.257392195382664, 52.89993930844673], 'angle': -83.93056173699337}, 'location': [101.4192988999969, 203.45417466016104], 'diameter': 52.89993930844673, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8563456757656462, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.22635166926513, 'phi': -1.5926528509315783, 'norm_pos': [0.31693530906249034, 0.152274272249329], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.935415,"{'circle_3d': {'center': [-6.297933469905156, 9.023260604274498, 66.65896258011009], 'normal': [-0.017501850434552872, 0.6094648837843526, -0.7926198588636877], 'radius': 2.8313916110786814}, 'confidence': 0.97866804531962, 'timestamp': 4981.711041, 'diameter_3d': 5.662783222157363, 'ellipse': {'center': [101.39866218231387, 203.44162166941814], 'axes': [37.226733715196886, 52.84787403779841], 'angle': -83.91268511143046}, 'location': [101.39866218231387, 203.44162166941814], 'diameter': 52.84787403779841, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8567676268155688, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2261817835941446, 'phi': -1.5928737534511626, 'norm_pos': [0.3168708193197308, 0.15232657637742442], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.937933,"{'circle_3d': {'center': [-6.32875385188223, 8.997149042601249, 66.63967064505984], 'normal': [-0.020070215599309032, 0.6072889203115819, -0.7942275201178756], 'radius': 2.81819571017423}, 'confidence': 0.9590837038095839, 'timestamp': 4981.719441, 'diameter_3d': 5.63639142034846, 'ellipse': {'center': [101.09752770800002, 203.2275165608428], 'axes': [37.161507811189914, 52.61592861631049], 'angle': -83.64962389694773}, 'location': [101.09752770800002, 203.2275165608428], 'diameter': 52.61592861631049, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8571325921258421, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2234400584593943, 'phi': -1.5960610583634594, 'norm_pos': [0.31592977408750006, 0.1532186809964884], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.946296,"{'circle_3d': {'center': [-6.3362310444786845, 9.03186924806977, 66.66651162078374], 'normal': [-0.020693314982346892, 0.6101822707672919, -0.7919907721408833], 'radius': 2.8016202476443293}, 'confidence': 0.9986974711307961, 'timestamp': 4981.727841, 'diameter_3d': 5.6032404952886585, 'ellipse': {'center': [101.05205408452471, 203.52241713655465], 'axes': [36.77346802613102, 52.285324551482844], 'angle': -83.63759491783635}, 'location': [101.05205408452471, 203.52241713655465], 'diameter': 52.285324551482844, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8573673995143083, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.227086961364915, 'phi': -1.5969186108388793, 'norm_pos': [0.31578766901413974, 0.151989928597689], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.9551659,"{'circle_3d': {'center': [-6.361080476289356, 9.004695196286225, 66.64631767436175], 'normal': [-0.022764100966569462, 0.6079177664519966, -0.793673601009382], 'radius': 2.8386647440733843}, 'confidence': 0.8774294183272083, 'timestamp': 4981.736241, 'diameter_3d': 5.677329488146769, 'ellipse': {'center': [100.80446743750976, 203.2824563648279], 'axes': [37.37756692907138, 52.99256601088086], 'angle': -83.41725072927602}, 'location': [100.80446743750976, 203.2824563648279], 'diameter': 52.99256601088086, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8573965013174645, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.224231816224661, 'phi': -1.599470408548224, 'norm_pos': [0.315013960742218, 0.15298976514655038], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.96578,"{'circle_3d': {'center': [-6.3698619362648765, 8.999250122402639, 66.64240527401404], 'normal': [-0.023495889297862907, 0.607464010295031, -0.7939996343716923], 'radius': 2.845925171372874}, 'confidence': 0.8987622753101159, 'timestamp': 4981.744641, 'diameter_3d': 5.691850342745748, 'ellipse': {'center': [100.719858501766, 203.23423806835518], 'axes': [37.4945520632477, 53.131124594776225], 'angle': -83.34451207108894}, 'location': [100.719858501766, 203.23423806835518], 'diameter': 53.131124594776225, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8575062799698108, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2236604598534715, 'phi': -1.6003795074720788, 'norm_pos': [0.3147495578180187, 0.15319067471518677], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.976096,"{'circle_3d': {'center': [-6.406603094141323, 9.000434427017122, 66.64446972205816], 'normal': [-0.026557652454233423, 0.6075627023462381, -0.7938275970346814], 'radius': 2.856251284655343}, 'confidence': 0.9775957431731197, 'timestamp': 4981.753041, 'diameter_3d': 5.712502569310686, 'ellipse': {'center': [100.38225597416435, 203.2392108649417], 'axes': [37.603526901656494, 53.32176022432856], 'angle': -83.07146657788503}, 'location': [100.38225597416435, 203.2392108649417], 'diameter': 53.32176022432856, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.857469117593268, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2237847087212828, 'phi': -1.6042390428043107, 'norm_pos': [0.3136945499192636, 0.15316995472940964], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.981886,"{'circle_3d': {'center': [-6.437661156734636, 8.97807250733446, 66.62848418020582], 'normal': [-0.02914582433700955, 0.6056992090393494, -0.7951597255223776], 'radius': 2.8308905726875597}, 'confidence': 0.847354563070948, 'timestamp': 4981.761441, 'diameter_3d': 5.6617811453751195, 'ellipse': {'center': [100.08160588091675, 203.06000882835485], 'axes': [37.35751818831706, 52.85996615401546], 'angle': -82.80927052418023}, 'location': [100.08160588091675, 203.06000882835485], 'diameter': 52.85996615401546, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8578846614640367, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2214406420779524, 'phi': -1.6074339748721103, 'norm_pos': [0.31275501837786485, 0.15391662988185473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.99,"{'circle_3d': {'center': [-6.451743272750109, 8.976400309383836, 66.62773714591206], 'normal': [-0.030319334004965625, 0.6055598592101308, -0.7952219783801892], 'radius': 2.859030506003057}, 'confidence': 0.9045238533520767, 'timestamp': 4981.769841, 'diameter_3d': 5.718061012006114, 'ellipse': {'center': [99.95060695581658, 203.0357575039642], 'axes': [37.728657346862875, 53.38610765295391], 'angle': -82.70154923392552}, 'location': [99.95060695581658, 203.0357575039642], 'diameter': 53.38610765295391, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8587854112617754, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.221265523760211, 'phi': -1.608904749731155, 'norm_pos': [0.31234564673692683, 0.1540176770668159], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953974.998494,"{'circle_3d': {'center': [-6.491532940059748, 8.971729787571839, 66.6257819072971], 'normal': [-0.03363513961410215, 0.6051706490591311, -0.7953849149314374], 'radius': 2.86962321766919}, 'confidence': 0.8652143061674464, 'timestamp': 4981.778241, 'diameter_3d': 5.73924643533838, 'ellipse': {'center': [99.58129214020195, 202.9912254950852], 'axes': [37.865666509484306, 53.584870782752674], 'angle': -82.39761214118124}, 'location': [99.58129214020195, 202.9912254950852], 'diameter': 53.584870782752674, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8589675765022453, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.220776534207234, 'phi': -1.6130590237087434, 'norm_pos': [0.3111915379381311, 0.15420322710381174], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.008069,"{'circle_3d': {'center': [-6.483298000909772, 8.942519019265724, 66.60328334956161], 'normal': [-0.03294889468493753, 0.6027364183669547, -0.7972597947427277], 'radius': 2.8215931273877572}, 'confidence': 0.9973496438165181, 'timestamp': 4981.78664, 'diameter_3d': 5.6431862547755145, 'ellipse': {'center': [99.63770470784794, 202.76398784770123], 'axes': [37.37493694475797, 52.70510848180127], 'angle': -82.41800086696632}, 'location': [99.63770470784794, 202.76398784770123], 'diameter': 52.70510848180127, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8596192225461707, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2177223640389676, 'phi': -1.6121004982240392, 'norm_pos': [0.31136782721202483, 0.1551500506345782], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.01404,"{'circle_3d': {'center': [-6.5010249244232865, 8.91654506929002, 66.58444961452189], 'normal': [-0.03442613831106368, 0.6005719225356461, -0.7988292726627044], 'radius': 2.8301585807418563}, 'confidence': 0.9857670155037661, 'timestamp': 4981.79504, 'diameter_3d': 5.660317161483713, 'ellipse': {'center': [99.45703657555293, 202.54284018787772], 'axes': [37.6001195914756, 52.879645834707446], 'angle': -82.24771422283168}, 'location': [99.45703657555293, 202.54284018787772], 'diameter': 52.879645834707446, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.8602341560576043, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.215012530578993, 'phi': -1.6138654163251118, 'norm_pos': [0.31080323929860293, 0.15607149921717622], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580953975.022961,"{'circle_3d': {'center': [-6.507301610434017, 8.92642476038355, 66.59215805952914], 'normal': [-0.03494919547862459, 0.6013952301267736, -0.7981869022454339], 'radius': 2.8376064997305974}, 'confidence': 0.9795576707429168, 'timestamp': 4981.80344, 'diameter_3d': 5.675212999461195, 'ellipse': {'center': [99.40585967726216, 202.62267898225065], 'axes': [37.64822114668483, 53.012727856471855], 'angle': -82.21479140348339}, 'location': [99.40585967726216, 202.62267898225065], 'diameter': 53.012727856471855, 'sphere': {'center': [-6.087911264690522, 1.7096819988622665, 76.17040088647434], 'radius': 12.0}, 'projected_sphere': {'center': [110.44656533009837, 133.9162040235872], 'axes': [195.35147284018376, 195.35147284018376], 'angle': 90.0}, 'model_confidence': 0.860534457176787, 'model_id': 1, 'model_birth_timestamp': 4967.673351, 'theta': 2.2160426162530604, 'phi': -1.6145541061909252, 'norm_pos': [0.31064331149144425, 0.15573883757395568], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
