eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851099.8027651,"{'circle_3d': {'center': [-8.625459028427214, -2.6064844462844796, 29.918101123412676], 'normal': [0.35051611321310483, -0.04303657207655684, -0.9355673721554623], 'radius': 1.052901977582196}, 'confidence': 0.2884528424181834, 'timestamp': 176289.394575, 'diameter_3d': 2.105803955164392, 'ellipse': {'center': [62.065400740579534, 90.46418111088491], 'axes': [23.626675179955043, 24.919054744370698], 'angle': -70.14347466439243}, 'location': [62.065400740579534, 90.46418111088491], 'diameter': 24.919054744370698, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5277464586272007, 'phi': -1.2123271073633421, 'norm_pos': [0.19395437731431103, 0.6230659120379796], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.8935528,"{'circle_3d': {'center': [-8.273027965545609, -3.1319637539682046, 30.093513754096943], 'normal': [0.3798853684532385, -0.08682651438353389, -0.920949652931773], 'radius': 1.0961285995903591}, 'confidence': 0.038301248330854916, 'timestamp': 176289.486975, 'diameter_3d': 2.1922571991807183, 'ellipse': {'center': [66.5840107744805, 84.73061494127803], 'axes': [24.116115839844756, 25.734895170330436], 'angle': -64.24520257143234}, 'location': [66.5840107744805, 84.73061494127803], 'diameter': 25.734895170330436, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.4838603453865253, 'phi': -1.1795666525228596, 'norm_pos': [0.20807503367025157, 0.6469557710780082], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.902486,"{'circle_3d': {'center': [-8.434910051218868, -2.9733177075903847, 30.014389063088927], 'normal': [0.36639519464713355, -0.07360601051871558, -0.927543377182441], 'radius': 1.0514383874046345}, 'confidence': 0.22493839533044502, 'timestamp': 176289.495375, 'diameter_3d': 2.102876774809269, 'ellipse': {'center': [64.52736828302251, 86.42405328532388], 'axes': [23.319526807844372, 24.782680088032336], 'angle': -66.67452997393154}, 'location': [64.52736828302251, 86.42405328532388], 'diameter': 24.782680088032336, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.4971236893862856, 'phi': -1.1945932002489816, 'norm_pos': [0.20164802588444536, 0.6398997779778172], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.909662,"{'circle_3d': {'center': [-8.326504122111174, -2.9920977235943433, 30.059336034237866], 'normal': [0.3754290220727747, -0.0751710118523788, -0.9237977962533628], 'radius': 1.0625708941783987}, 'confidence': 0.22322970509546192, 'timestamp': 176289.503775, 'diameter_3d': 2.1251417883567973, 'ellipse': {'center': [65.88663839128436, 86.26298352390815], 'axes': [23.495716494325176, 24.974614839854937], 'angle': -65.15745803694236}, 'location': [65.88663839128436, 86.26298352390815], 'diameter': 24.974614839854937, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.495554339749449, 'phi': -1.1847871449554876, 'norm_pos': [0.20589574497276364, 0.640570901983716], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.922137,"{'circle_3d': {'center': [-8.121460278152814, -2.8813127468011497, 30.136368061409787], 'normal': [0.3925160090693048, -0.065938930452946, -0.9173784606557028], 'radius': 1.0564607722526227}, 'confidence': 0.2122305144793506, 'timestamp': 176289.512175, 'diameter_3d': 2.1129215445052454, 'ellipse': {'center': [68.43071995438217, 87.59173974292372], 'axes': [23.30455646069634, 24.680173253708674], 'angle': -62.27183058765719}, 'location': [68.43071995438217, 87.59173974292372], 'diameter': 24.680173253708674, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.504809519494505, 'phi': -1.1664997767956842, 'norm_pos': [0.2138459998574443, 0.6350344177378178], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.929823,"{'circle_3d': {'center': [-8.146919248085183, -2.8985715985022393, 30.12676268987121], 'normal': [0.39039442824160736, -0.06737716809470347, -0.9181789082839176], 'radius': 1.055237140998296}, 'confidence': 0.18581797910076445, 'timestamp': 176289.520575, 'diameter_3d': 2.110474281996592, 'ellipse': {'center': [68.11603019955496, 87.38766151381634], 'axes': [23.283092392536243, 24.67141454022747], 'angle': -62.6452814592512}, 'location': [68.11603019955496, 87.38766151381634], 'diameter': 24.67141454022747, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5033680757811556, 'phi': -1.1687703498119775, 'norm_pos': [0.21286259437360924, 0.635884743692432], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.937479,"{'circle_3d': {'center': [-7.92659082433774, -2.5464697427340988, 30.20269555136227], 'normal': [0.4087551302205609, -0.03803534678069176, -0.9118511698263291], 'radius': 1.0531960892103531}, 'confidence': 0.21349690693320278, 'timestamp': 176289.528975, 'diameter_3d': 2.1063921784207063, 'ellipse': {'center': [70.81566705081853, 91.41264256513898], 'axes': [23.292791180111106, 24.41056207686827], 'angle': -59.597038300112864}, 'location': [70.81566705081853, 91.41264256513898], 'diameter': 24.41056207686827, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5327518031612761, 'phi': -1.149382360601189, 'norm_pos': [0.2212989595338079, 0.6191139893119209], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.945836,"{'circle_3d': {'center': [-7.837910606077301, -2.458926409544685, 30.239568239268856], 'normal': [0.4161451484089309, -0.030740069014907303, -0.9087784458341139], 'radius': 1.0387528042105076}, 'confidence': 0.4880943934932726, 'timestamp': 176289.537375, 'diameter_3d': 2.0775056084210153, 'ellipse': {'center': [71.92137854367044, 92.42645712964871], 'axes': [22.95984734820873, 23.989181858855353], 'angle': -58.0373340360482}, 'location': [71.92137854367044, 92.42645712964871], 'diameter': 23.989181858855353, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5400514144060216, 'phi': -1.1413781149216986, 'norm_pos': [0.22475430794897014, 0.614889761959797], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.953313,"{'circle_3d': {'center': [-7.8492875011712835, -2.4698793352647703, 30.234741558307533], 'normal': [0.4151970738177656, -0.03165281282491438, -0.9091806692475571], 'radius': 1.0467474384610909}, 'confidence': 0.4976778504856736, 'timestamp': 176289.545775, 'diameter_3d': 2.0934948769221817, 'ellipse': {'center': [71.77737867099688, 92.29961512352956], 'axes': [23.138650495192145, 24.185239210021816], 'angle': -58.248577344690744}, 'location': [71.77737867099688, 92.29961512352956], 'diameter': 24.185239210021816, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5391382260904192, 'phi': -1.1424080907851148, 'norm_pos': [0.22430430834686527, 0.6154182703186268], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.9613981,"{'circle_3d': {'center': [-7.959500983060957, -2.3509476351054572, 30.181603937441245], 'normal': [0.4060126169936262, -0.021741837811638298, -0.913608804319748], 'radius': 1.059371174563807}, 'confidence': 0.3838937853470522, 'timestamp': 176289.554175, 'diameter_3d': 2.118742349127614, 'ellipse': {'center': [70.3823823615318, 93.58430040481831], 'axes': [23.543528600004795, 24.542639329148674], 'angle': -61.068795859418856}, 'location': [70.3823823615318, 93.58430040481831], 'diameter': 24.542639329148674, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5490527756971115, 'phi': -1.1526046650027781, 'norm_pos': [0.21994494487978686, 0.6100654149799237], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.969593,"{'circle_3d': {'center': [-7.955404883709961, -2.4802457845253927, 30.187265951695217], 'normal': [0.40635395860620926, -0.03251668359663292, -0.9131369697985838], 'radius': 1.0471691400112142}, 'confidence': 0.40209552222409367, 'timestamp': 176289.562575, 'diameter_3d': 2.0943382800224284, 'ellipse': {'center': [70.4490827305028, 92.14017585107459], 'axes': [23.210154277816823, 24.28145596776702], 'angle': -60.38933972776663}, 'location': [70.4490827305028, 92.14017585107459], 'diameter': 24.28145596776702, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5382739103004133, 'phi': -1.1521008560642036, 'norm_pos': [0.22015338353282124, 0.6160826006205226], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.97737,"{'circle_3d': {'center': [-7.849419702029006, -2.4713274184178284, 30.23473169734192], 'normal': [0.41518605707962225, -0.03177348642100258, -0.9091814909946919], 'radius': 1.0437957374424545}, 'confidence': 0.37768819379763907, 'timestamp': 176289.570975, 'diameter_3d': 2.087591474884909, 'ellipse': {'center': [71.7768383057596, 92.28336953394921], 'axes': [23.072753835238338, 24.11741586040324], 'angle': -58.246604595740436}, 'location': [71.7768383057596, 92.28336953394921], 'diameter': 24.11741586040324, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5390174917662895, 'phi': -1.1424184586046804, 'norm_pos': [0.22430261970549875, 0.6154859602752116], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.985358,"{'circle_3d': {'center': [-7.968502746185892, -2.352364929712789, 30.177641737589568], 'normal': [0.4052624700665483, -0.02185994569558262, -0.9139389876407211], 'radius': 1.0570561058772525}, 'confidence': 0.4244252167307569, 'timestamp': 176289.579375, 'diameter_3d': 2.114112211754505, 'ellipse': {'center': [70.27045300772578, 93.56495447303746], 'axes': [23.496761819351057, 24.49666885648467], 'angle': -61.24538583810359}, 'location': [70.27045300772578, 93.56495447303746], 'diameter': 24.49666885648467, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5489346397359982, 'phi': -1.1534244541572398, 'norm_pos': [0.21959516564914305, 0.6101460230290106], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851099.993551,"{'circle_3d': {'center': [-7.853468232092289, -2.361677828704269, 30.229603893046608], 'normal': [0.41484867957434846, -0.022636020611539277, -0.9096088080193009], 'radius': 1.037653038465156}, 'confidence': 0.4745595664124294, 'timestamp': 176289.587775, 'diameter_3d': 2.075306076930312, 'ellipse': {'center': [71.71854727937595, 93.50578066646176], 'axes': [22.991734190044184, 23.95567855451829], 'angle': -58.73743767355092}, 'location': [71.71854727937595, 93.50578066646176], 'diameter': 23.95567855451829, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.548158372661222, 'phi': -1.1429029808002409, 'norm_pos': [0.22412046024804985, 0.6103925805564093], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851100.009901,"{'circle_3d': {'center': [-7.865685160036613, -2.4810064822207596, 30.227660893984957], 'normal': [0.4138306022456549, -0.032580075071246835, -0.9097707246077721], 'radius': 1.0286252990490388}, 'confidence': 0.46518248077735297, 'timestamp': 176289.596175, 'diameter_3d': 2.0572505980980775, 'ellipse': {'center': [71.57904766406604, 92.16842063456141], 'axes': [22.74303729743544, 23.78145078206825], 'angle': -58.558641770325835}, 'location': [71.57904766406604, 92.16842063456141], 'diameter': 23.78145078206825, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5382104852207166, 'phi': -1.1438969861976964, 'norm_pos': [0.22368452395020638, 0.6159649140226608], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851100.017594,"{'circle_3d': {'center': [-7.869148290671341, -2.591959536034533, 30.230623745660957], 'normal': [0.4135420080260941, -0.04182616288906126, -0.9095238203014385], 'radius': 1.0545839332507696}, 'confidence': 0.38724751582956074, 'timestamp': 176289.604575, 'diameter_3d': 2.109167866501539, 'ellipse': {'center': [71.54051289424343, 90.92984498204865], 'axes': [23.262132652850415, 24.40587234561182], 'angle': -58.344191134743305}, 'location': [71.54051289424343, 90.92984498204865], 'diameter': 24.40587234561182, 'sphere': {'center': [-12.831652386984471, -2.0900455813657977, 41.14490958927822], 'radius': 12.0}, 'projected_sphere': {'center': [54.226724857487, 102.77143428835113], 'axes': [197.83567438245507, 197.83567438245507], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 19, 'model_birth_timestamp': 176256.147375, 'theta': 1.5289579589857607, 'phi': -1.144057589942026, 'norm_pos': [0.22356410279451072, 0.6211256459081307], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
