eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851001.896109,"{'circle_3d': {'center': [0.2065539198156543, 0.07632307574925834, 24.014634912785645], 'normal': [0.7845257070121878, 0.31480433076686265, -0.534244932935685], 'radius': 2.6042987522302985}, 'confidence': 0.13764041546355815, 'timestamp': 176191.484175, 'diameter_3d': 5.208597504460597, 'ellipse': {'center': [161.25595063610143, 120.41053515587464], 'axes': [39.058452593816476, 73.87319825267089], 'angle': 21.854916788487657}, 'location': [161.25595063610143, 120.41053515587464], 'diameter': 73.87319825267089, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.8910468231606883, 'phi': -0.5978452796772659, 'norm_pos': [0.5039248457378169, 0.4982894368505223], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851001.9852319,"{'circle_3d': {'center': [1.0581546927309446, -1.0838421497458892, 24.789984496243406], 'normal': [0.8554924380884622, 0.21812389530893375, -0.4696324676475383], 'radius': 2.598033278591421}, 'confidence': 0.10703095979964423, 'timestamp': 176191.576575, 'diameter_3d': 5.196066557182842, 'ellipse': {'center': [173.09256048790172, 104.65849289507028], 'axes': [31.696437068801497, 71.49396260263146], 'angle': 12.819952703652387}, 'location': [173.09256048790172, 104.65849289507028], 'diameter': 71.49396260263146, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.7906879890883804, 'phi': -0.5020455983822327, 'norm_pos': [0.5409142515246929, 0.5639229462705405], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851001.993121,"{'circle_3d': {'center': [1.005360837421458, -0.8413450159266955, 24.811950856424573], 'normal': [0.851092950146005, 0.23833198979386658, -0.467801937632441], 'radius': 2.611982759618544}, 'confidence': 0.14811311083135542, 'timestamp': 176191.584975, 'diameter_3d': 5.223965519237088, 'ellipse': {'center': [172.35312298282543, 107.97619719601549], 'axes': [31.765172372610625, 71.78616387090061], 'angle': 14.42392728676479}, 'location': [172.35312298282543, 107.97619719601549], 'diameter': 71.78616387090061, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.8114443126978914, 'phi': -0.5025732819715436, 'norm_pos': [0.5386035093213295, 0.5500991783499354], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.0010428,"{'circle_3d': {'center': [1.017415883761208, -0.8680380467109918, 24.820366503898086], 'normal': [0.8520975373409843, 0.23610757056184192, -0.46710063367631505], 'radius': 2.6120089850203847}, 'confidence': 0.11265590506685592, 'timestamp': 176191.593375, 'diameter_3d': 5.224017970040769, 'ellipse': {'center': [172.5160867479915, 107.61702093040925], 'axes': [31.683649332856316, 71.76589678278022], 'angle': 14.241328405604547}, 'location': [172.5160867479915, 107.61702093040925], 'diameter': 71.76589678278022, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.809154533453025, 'phi': -0.5014428441065865, 'norm_pos': [0.5391127710874735, 0.5515957461232948], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.008907,"{'circle_3d': {'center': [1.0000449461525331, -0.7589939338912424, 24.844938468633668], 'normal': [0.8506499592069279, 0.24519457996348767, -0.4650529699483498], 'radius': 2.597934461289257}, 'confidence': 0.08364542835738999, 'timestamp': 176191.601775, 'diameter_3d': 5.195868922578514, 'ellipse': {'center': [172.2901091719746, 109.12272777775763], 'axes': [31.332390614078903, 71.29308520117355], 'angle': 14.955161709497816}, 'location': [172.2901091719746, 109.12272777775763], 'diameter': 71.29308520117355, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.8185167209969086, 'phi': -0.500308478582319, 'norm_pos': [0.5384065911624206, 0.5453219675926766], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.0177221,"{'circle_3d': {'center': [0.4490365563578873, -1.007840515929833, 23.830765118244788], 'normal': [0.8047325933907075, 0.22445736479360515, -0.5495674158140899], 'radius': 2.606964012518169}, 'confidence': 0.037840856183507486, 'timestamp': 176191.610175, 'diameter_3d': 5.213928025036338, 'ellipse': {'center': [164.6344324104792, 105.03051457102039], 'axes': [40.657417457510704, 74.59572498360475], 'angle': 13.876934976956687}, 'location': [164.6344324104792, 105.03051457102039], 'diameter': 74.59572498360475, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.7971824835498753, 'phi': -0.5991701853947909, 'norm_pos': [0.5144826012827475, 0.5623728559540817], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.025019,"{'circle_3d': {'center': [-0.19887075606760796, -0.9975549053014601, 22.97375427993083], 'normal': [0.7507403173552495, 0.2253144990126362, -0.6209849856735863], 'radius': 2.6068913249798467}, 'confidence': 0.0645120936302575, 'timestamp': 176191.618575, 'diameter_3d': 5.213782649959693, 'ellipse': {'center': [154.98847953441336, 104.53966758218556], 'axes': [49.40305961600621, 77.33969710704186], 'angle': 14.801893177645262}, 'location': [154.98847953441336, 104.53966758218556], 'diameter': 77.33969710704186, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.7980621503813492, 'phi': -0.6910859947685818, 'norm_pos': [0.48433899854504175, 0.5644180517408934], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.033962,"{'circle_3d': {'center': [0.42106533393044465, -0.42557923456237656, 24.05727044541034], 'normal': [0.8024016581884205, 0.27297913824089315, -0.5306919718836273], 'radius': 2.6149654666779627}, 'confidence': 0.11012978876618496, 'timestamp': 176191.626975, 'diameter_3d': 5.229930933355925, 'ellipse': {'center': [164.26605591317713, 113.36325155162073], 'axes': [38.76925338160521, 74.06594772394607], 'angle': 18.001245622397086}, 'location': [164.26605591317713, 113.36325155162073], 'diameter': 74.06594772394607, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.8472847568702948, 'phi': -0.5843332890494954, 'norm_pos': [0.5133314247286785, 0.5276531185349136], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.040954,"{'circle_3d': {'center': [0.35719325082723685, -0.1294480065434538, 24.120541180023967], 'normal': [0.7970789845964866, 0.29765674057580344, -0.525419410665825], 'radius': 2.5923362478325194}, 'confidence': 0.1620654346778357, 'timestamp': 176191.635375, 'diameter_3d': 5.184672495665039, 'ellipse': {'center': [163.41039767261867, 117.5466015767941], 'axes': [37.87520345011436, 73.21325651294914], 'angle': 20.12435121737516}, 'location': [163.41039767261867, 117.5466015767941], 'diameter': 73.21325651294914, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.8730335230787578, 'phi': -0.5828023764130603, 'norm_pos': [0.5106574927269334, 0.5102224934300246], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.052393,"{'circle_3d': {'center': [0.35807571351724654, -0.15463703458599642, 24.107673511007356], 'normal': [0.7971525231539873, 0.2955576549055915, -0.5264917164172092], 'radius': 2.608602202964306}, 'confidence': 0.18303063989443766, 'timestamp': 176191.643775, 'diameter_3d': 5.217204405928612, 'ellipse': {'center': [163.39977257810392, 117.18267080100941], 'axes': [38.235446421539905, 73.71648799211373], 'angle': 19.95508365734314}, 'location': [163.39977257810392, 117.18267080100941], 'diameter': 73.71648799211373, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.8708355260422123, 'phi': -0.5836971718639682, 'norm_pos': [0.5106242893065748, 0.5117388716624608], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.061252,"{'circle_3d': {'center': [-1.1166429118753207, 0.30418989360338466, 22.520529422875143], 'normal': [0.6742593043712733, 0.3337932322547066, -0.6587537237615603], 'radius': 2.615767817949706}, 'confidence': 0.1463650282916265, 'timestamp': 176191.652175, 'diameter_3d': 5.231535635899412, 'ellipse': {'center': [141.00571986965846, 123.60254932920179], 'axes': [54.563112389882725, 79.1406062831679], 'angle': 28.278492591719452}, 'location': [141.00571986965846, 123.60254932920179], 'diameter': 79.1406062831679, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.9111210748077725, 'phi': -0.7737667081736054, 'norm_pos': [0.4406428745926827, 0.4849893777949925], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.069248,"{'circle_3d': {'center': [-0.4363417255223876, 0.8369010509366874, 23.60891907911337], 'normal': [0.7309510699006844, 0.3781858286991484, -0.5680545857417079], 'radius': 2.61653386658842}, 'confidence': 0.1633310316030719, 'timestamp': 176191.660575, 'diameter_3d': 5.23306773317684, 'ellipse': {'center': [151.93468226253296, 131.22124184933557], 'axes': [43.036419462186686, 75.55351500013134], 'angle': 28.95351377348767}, 'location': [151.93468226253296, 131.22124184933557], 'diameter': 75.55351500013134, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.9586321165936127, 'phi': -0.660648451615869, 'norm_pos': [0.4747958820704155, 0.45324482562776847], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.0771542,"{'circle_3d': {'center': [-0.12189351610631327, 0.696052726328491, 23.936339646047823], 'normal': [0.7571550873520241, 0.36644846831513217, -0.5407695384971702], 'radius': 2.615176457445211}, 'confidence': 0.11428789264293734, 'timestamp': 176191.668975, 'diameter_3d': 5.230352914890422, 'ellipse': {'center': [156.5863581774109, 129.1375612984081], 'axes': [39.893982177894145, 74.45601332966406], 'angle': 26.859161168990386}, 'location': [156.5863581774109, 129.1375612984081], 'diameter': 74.45601332966406, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.9459854125946698, 'phi': -0.6202009264477949, 'norm_pos': [0.48933236930440904, 0.46192682792329964], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.085998,"{'circle_3d': {'center': [-0.7025185870374298, 0.15743139052451882, 22.89092547378049], 'normal': [0.708769664774431, 0.3215633569981345, -0.6278873861861146], 'radius': 2.608249228301573}, 'confidence': 0.07374843622805123, 'timestamp': 176191.677375, 'diameter_3d': 5.216498456603146, 'ellipse': {'center': [147.53347675907384, 121.45497119072253], 'axes': [50.42701528454397, 77.61078044021852], 'angle': 25.357211350248647}, 'location': [147.53347675907384, 121.45497119072253], 'diameter': 77.61078044021852, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.898176399546302, 'phi': -0.7249609882331691, 'norm_pos': [0.4610421148721057, 0.49393762003865616], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.0945542,"{'circle_3d': {'center': [0.033653576250847195, 0.21240632034649432, 23.846892457754443], 'normal': [0.770117345048454, 0.3261446011499657, -0.5482234708549518], 'radius': 2.6146665049382767}, 'confidence': 0.1888166311364324, 'timestamp': 176191.685775, 'diameter_3d': 5.229333009876553, 'ellipse': {'center': [158.7466564677316, 122.31136493515606], 'axes': [40.81899128827678, 74.69136669209898], 'angle': 23.239569603016403}, 'location': [158.7466564677316, 122.31136493515606], 'diameter': 74.69136669209898, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.9030186106601246, 'phi': -0.618648094421137, 'norm_pos': [0.4960833014616613, 0.49036931277018303], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851002.101642,"{'circle_3d': {'center': [0.16802530401163196, 0.22046979530519506, 24.044802453641466], 'normal': [0.7813149890285194, 0.32681655739652404, -0.5317309711976999], 'radius': 2.627346168239159}, 'confidence': 0.19702215686089647, 'timestamp': 176191.694175, 'diameter_3d': 5.254692336478318, 'ellipse': {'center': [160.6936569139805, 122.42690242796387], 'axes': [39.11949075311923, 74.44069066411397], 'angle': 22.90296847092784}, 'location': [160.6936569139805, 122.42690242796387], 'diameter': 74.44069066411397, 'sphere': {'center': [-9.207754564330601, -3.7013288934530943, 30.425574108013866], 'radius': 12.0}, 'projected_sphere': {'center': [57.35815945054419, 78.74008071689674], 'axes': [267.53582059297946, 267.53582059297946], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 176160.992175, 'theta': 1.9037295220927897, 'phi': -0.597558827727382, 'norm_pos': [0.5021676778561891, 0.4898879065501506], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
