eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495149.1848059,"{'circle_3d': {'center': [-0.2173677340284712, -0.4604353343111445, 24.743433231686176], 'normal': [0.29283168777152685, -0.5210404177149945, -0.8017271891012946], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 360245.762969, 'diameter_3d': 2.0, 'ellipse': {'center': [154.31231689451513, 108.87934112552952], 'axes': [39.838836673573255, 50.13577652437066], 'angle': -61.90267181396405}, 'location': [154.31231689451513, 108.87934112552952], 'diameter': 50.13577652437066, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.0227268732666306, 'phi': -1.2205999643509495, 'norm_pos': [0.4822259902953598, 0.546336078643627], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.2629519,"{'circle_3d': {'center': [-7.637818930192719, -1.4168610339131993, 1152.7425662233477], 'normal': [-0.36959185287964363, 0.35483180894936384, -0.858776018320676], 'radius': 42.73558888440658}, 'confidence': 0.0483811383748447, 'timestamp': 360249.845369, 'diameter_3d': 85.47117776881316, 'ellipse': {'center': [156.1610947490624, 118.97791343931023], 'axes': [39.39945303457332, 45.979457118437125], 'angle': -43.314345508644614}, 'location': [156.1610947490624, 118.97791343931023], 'diameter': 45.979457118437125, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9335304910073177, 'phi': -1.9772070163696251, 'norm_pos': [0.48800342109082007, 0.504258694002874], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.271035,"{'circle_3d': {'center': [-7.528161510834929, -1.945200520580884, 1152.4941920703654], 'normal': [-0.3604537345998278, 0.31080351839372344, -0.8794738644025298], 'radius': 42.27948334040292}, 'confidence': 0.3265075281904611, 'timestamp': 360249.853769, 'diameter_3d': 84.55896668080584, 'ellipse': {'center': [156.21348066755274, 118.72508664862738], 'axes': [39.93528604760254, 45.49727742156426], 'angle': -40.1915675442267}, 'location': [156.21348066755274, 118.72508664862738], 'diameter': 45.49727742156426, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.8868346293880223, 'phi': -1.9597664723822548, 'norm_pos': [0.4881671270861023, 0.5053121389640526], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.282856,"{'circle_3d': {'center': [-7.151611524902483, -1.5900799598831936, 1152.478065642256], 'normal': [-0.3290745691054574, 0.3403968984518643, -0.8808177334116343], 'radius': 42.7469894552186}, 'confidence': 0.08035701992149691, 'timestamp': 360249.862169, 'diameter_3d': 85.4939789104372, 'ellipse': {'center': [156.39876788461282, 118.88849388001786], 'axes': [40.45127986541698, 46.00105984272363], 'angle': -45.39851440151706}, 'location': [156.39876788461282, 118.88849388001786], 'diameter': 46.00105984272363, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.918135297921354, 'phi': -1.9283400951408352, 'norm_pos': [0.4887461496394151, 0.5046312754999256], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.290217,"{'circle_3d': {'center': [-7.280816824014117, -1.4967570797536975, 1152.5639526733485], 'normal': [-0.33984167736476023, 0.34817380512932233, -0.8736604808205959], 'radius': 42.831630663596975}, 'confidence': 0.06828101672817222, 'timestamp': 360249.870569, 'diameter_3d': 85.66326132719395, 'ellipse': {'center': [156.33644477682242, 118.93404618134315], 'axes': [40.19355321605984, 46.08913814763703], 'angle': -45.1427090495642}, 'location': [156.33644477682242, 118.93404618134315], 'diameter': 46.08913814763703, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9264186372753118, 'phi': -1.9417719484072102, 'norm_pos': [0.4885513899275701, 0.5044414742444036], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.2984462,"{'circle_3d': {'center': [-6.7663334147022125, -1.6524042346389622, 1152.318450483622], 'normal': [-0.2969680599221015, 0.33520320888888355, -0.8941189966311522], 'radius': 42.60197812936036}, 'confidence': 0.10857024389339953, 'timestamp': 360249.878969, 'diameter_3d': 85.20395625872072, 'ellipse': {'center': [156.58348167998156, 118.85663162808574], 'axes': [40.9423932898855, 45.85055655071224], 'angle': -47.85654871492292}, 'location': [156.58348167998156, 118.85663162808574], 'diameter': 45.85055655071224, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.912617235916429, 'phi': -1.8914678396088342, 'norm_pos': [0.4893233802499424, 0.504764034882976], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.306779,"{'circle_3d': {'center': [-6.680624880535816, -1.0271433771368734, 1152.5453527813504], 'normal': [-0.2898256820749018, 0.387308280347391, -0.8752104718204443], 'radius': 42.87187404972519}, 'confidence': 0.07127566950606978, 'timestamp': 360249.887369, 'diameter_3d': 85.74374809945039, 'ellipse': {'center': [156.62273811737518, 119.15638860087236], 'axes': [40.32001304444942, 46.13305494824378], 'angle': -52.66123688235236}, 'location': [156.62273811737518, 119.15638860087236], 'diameter': 46.13305494824378, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.968506529566589, 'phi': -1.8905803222565711, 'norm_pos': [0.4894460566167974, 0.5035150474963652], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.3147619,"{'circle_3d': {'center': [-6.886559508703154, -1.6789818127629719, 1152.3491683542006], 'normal': [-0.30698690108884663, 0.3329884107118828, -0.8915591740829328], 'radius': 42.617934155295906}, 'confidence': 0.7435683657098218, 'timestamp': 360249.895769, 'diameter_3d': 85.23586831059181, 'ellipse': {'center': [156.52594196775394, 118.84457045250275], 'axes': [40.835509254699296, 45.86666270092462], 'angle': -46.72685881141778}, 'location': [156.52594196775394, 118.84457045250275], 'diameter': 45.86666270092462, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9102674142112166, 'phi': -1.9024073390140863, 'norm_pos': [0.48914356864923103, 0.5048142897812385], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.321943,"{'circle_3d': {'center': [-7.021630957711113, -1.5233017802714706, 1152.4563440166935], 'normal': [-0.31824285517284323, 0.34596174675284125, -0.88262786887519], 'radius': 42.814792405110815}, 'confidence': 0.0838302076902171, 'timestamp': 360249.904169, 'diameter_3d': 85.62958481022163, 'ellipse': {'center': [156.46177703630005, 118.91886433118519], 'axes': [40.6036674042814, 46.07480407709953], 'angle': -46.818067870219274}, 'location': [156.46177703630005, 118.91886433118519], 'diameter': 46.07480407709953, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9240599631063748, 'phi': -1.9168501270716802, 'norm_pos': [0.4889430532384377, 0.5045047319533951], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.329728,"{'circle_3d': {'center': [-6.667053388569444, -1.4700828521731335, 1152.3559017525765], 'normal': [-0.2886947244110375, 0.35039665742770265, -0.8909980575516022], 'radius': 42.751169995971175}, 'confidence': 0.10146381378308633, 'timestamp': 360249.912569, 'diameter_3d': 85.50233999194235, 'ellipse': {'center': [156.6314792121441, 118.94234349854075], 'axes': [40.943069046029684, 46.00983345231747], 'angle': -49.92761019468241}, 'location': [156.6314792121441, 118.94234349854075], 'diameter': 46.00983345231747, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.928790904098738, 'phi': -1.884135026485688, 'norm_pos': [0.48947337253795026, 0.5044069020894135], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.3380108,"{'circle_3d': {'center': [-6.845053567031787, -1.506397192641356, 1152.4009331618909], 'normal': [-0.30352807261623277, 0.3473704623886841, -0.8872454401087372], 'radius': 43.41584444806712}, 'confidence': 0.09314195396290237, 'timestamp': 360249.920969, 'diameter_3d': 86.83168889613424, 'ellipse': {'center': [156.55325738254538, 118.9180032001176], 'axes': [41.39753230147002, 46.72378820080071], 'angle': -48.272433428952866}, 'location': [156.55325738254538, 118.9180032001176], 'diameter': 46.72378820080071, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9255618105956926, 'phi': -1.900417442710744, 'norm_pos': [0.4892289293204543, 0.50450831999951], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.3458948,"{'circle_3d': {'center': [-6.739943849406295, -1.4412714909845024, 1152.3911951631553], 'normal': [-0.2947689294807751, 0.3527976041934219, -0.8880569400033645], 'radius': 42.71117720646019}, 'confidence': 0.09496702231128473, 'timestamp': 360249.929369, 'diameter_3d': 85.42235441292038, 'ellipse': {'center': [156.59578752336336, 118.95744220658813], 'axes': [40.76584228049181, 45.965540274038496], 'angle': -49.54150631543014}, 'location': [156.59578752336336, 118.95744220658813], 'diameter': 45.965540274038496, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9313556042991444, 'phi': -1.8912794848027694, 'norm_pos': [0.4893618360105105, 0.5043439908058829], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.354238,"{'circle_3d': {'center': [-6.507407763989866, -2.011838548667077, 1152.108892328045], 'normal': [-0.27539092236273927, 0.30525034938654066, -0.9115821762625652], 'radius': 42.628162269046555}, 'confidence': 0.159493547303297, 'timestamp': 360249.937769, 'diameter_3d': 85.25632453809311, 'ellipse': {'center': [156.71039943985502, 118.6808531147822], 'axes': [41.78568472642714, 45.88610596229485], 'angle': -47.26985712668523}, 'location': [156.71039943985502, 118.6808531147822], 'diameter': 45.88610596229485, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.8809976418930172, 'phi': -1.8641805686327753, 'norm_pos': [0.48971999824954693, 0.5054964453550742], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.367027,"{'circle_3d': {'center': [-6.446312934357268, -2.114494728151273, 1152.056836387713], 'normal': [-0.27029968656002284, 0.29669566776285766, -0.9159201712902196], 'radius': 42.76543927103695}, 'confidence': 0.17526025754526642, 'timestamp': 360249.946169, 'diameter_3d': 85.5308785420739, 'ellipse': {'center': [156.7415890415009, 118.62957664572363], 'axes': [42.12397673515494, 46.035740225109805], 'angle': -46.970571180447465}, 'location': [156.7415890415009, 118.62957664572363], 'diameter': 46.035740225109805, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.872026977140981, 'phi': -1.857763362491966, 'norm_pos': [0.4898174657546903, 0.5057100973094848], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.374007,"{'circle_3d': {'center': [-6.782711152375857, -1.9861843767268823, 1152.2045653351488], 'normal': [-0.2983328713949052, 0.30738819704822357, -0.9036094256705789], 'radius': 42.76238058100103}, 'confidence': 0.13365846414582805, 'timestamp': 360249.954569, 'diameter_3d': 85.52476116200206, 'ellipse': {'center': [156.5795835463568, 118.69370103691054], 'axes': [41.538267435706075, 46.02726601691833], 'angle': -45.20876424144888}, 'location': [156.5795835463568, 118.69370103691054], 'diameter': 46.02726601691833, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.8832434486977827, 'phi': -1.8896853568136531, 'norm_pos': [0.48931119858236494, 0.5054429123462061], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.384404,"{'circle_3d': {'center': [-7.125213827149831, -2.271677615927862, 1152.229723176114], 'normal': [-0.32687476095940304, 0.2835970937814753, -0.9015129389234712], 'radius': 42.940945919044495}, 'confidence': 0.1270461063933891, 'timestamp': 360249.962969, 'diameter_3d': 85.88189183808899, 'ellipse': {'center': [156.41883495005615, 118.55710819805317], 'axes': [41.603282062311905, 46.21865360697301], 'angle': -40.29298603496693}, 'location': [156.41883495005615, 118.55710819805317], 'diameter': 46.21865360697301, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.8583394671938582, 'phi': -1.9186381383993705, 'norm_pos': [0.4888088592189255, 0.5060120491747784], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.3898501,"{'circle_3d': {'center': [-7.216307992617482, -2.0153570286020788, 1152.3474462454142], 'normal': [-0.33446594141504066, 0.30495714272529056, -0.891702683148468], 'radius': 43.19677327975967}, 'confidence': 0.10227886076814818, 'timestamp': 360249.971369, 'diameter_3d': 86.39354655951934, 'ellipse': {'center': [156.37618696295635, 118.67838103073642], 'axes': [41.38730316395073, 46.489897148279496], 'angle': -41.744259602137156}, 'location': [156.37618696295635, 118.67838103073642], 'diameter': 46.489897148279496, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.8806897549074904, 'phi': -1.9296431283675697, 'norm_pos': [0.4886755842592386, 0.5055067457052649], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.398033,"{'circle_3d': {'center': [-6.88492461585045, -2.0742262377038663, 1152.2092020652283], 'normal': [-0.3068506600177879, 0.3000513753001416, -0.9032230314972828], 'radius': 43.378536864016915}, 'confidence': 0.132347230585383, 'timestamp': 360249.979769, 'diameter_3d': 86.75707372803383, 'ellipse': {'center': [156.5378979122089, 118.64535166376726], 'axes': [42.115783243344545, 46.69048163101552], 'angle': -43.70756686626435}, 'location': [156.5378979122089, 118.64535166376726], 'diameter': 46.69048163101552, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.875542837214525, 'phi': -1.8982915006018888, 'norm_pos': [0.48918093097565285, 0.5056443680676364], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.406423,"{'circle_3d': {'center': [-6.61571914633085, -1.5943646335777002, 1152.2914332737212], 'normal': [-0.28441687089115464, 0.3400398423106554, -0.8963704307895419], 'radius': 43.48587736652331}, 'confidence': 0.11431360759749287, 'timestamp': 360249.988169, 'diameter_3d': 86.97175473304662, 'ellipse': {'center': [156.66453969036027, 118.87268171821441], 'axes': [41.903189567332454, 46.80307611913622], 'angle': -49.48355505893701}, 'location': [156.66453969036027, 118.87268171821441], 'diameter': 46.80307611913622, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9177555909088126, 'phi': -1.8780466667538591, 'norm_pos': [0.48957668653237585, 0.50469715950744], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.414518,"{'circle_3d': {'center': [-6.494145615743781, -1.4251918273957465, 1152.3190871425045], 'normal': [-0.2742857433422322, 0.3541375761591516, -0.8940659417242781], 'radius': 44.141111886704344}, 'confidence': 0.10881749159687171, 'timestamp': 360249.996569, 'diameter_3d': 88.28222377340869, 'ellipse': {'center': [156.7279944284593, 118.94481716018367], 'axes': [42.427294067073575, 47.507479726518035], 'angle': -51.651234679235785}, 'location': [156.7279944284593, 118.94481716018367], 'diameter': 47.507479726518035, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9327880451069928, 'phi': -1.8684659265531978, 'norm_pos': [0.48977498258893537, 0.5043965951659013], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.4217632,"{'circle_3d': {'center': [-6.4554387301188605, -1.7390932014277638, 1152.1883354083463], 'normal': [-0.2710601695401555, 0.3279791283231501, -0.9049619195707899], 'radius': 43.46552607659276}, 'confidence': 0.13824883718683878, 'timestamp': 360250.004969, 'diameter_3d': 86.93105215318552, 'ellipse': {'center': [156.7418837584833, 118.80198872053423], 'axes': [42.29488401326793, 46.784835507500276], 'angle': -49.79078627472296}, 'location': [156.7418837584833, 118.80198872053423], 'diameter': 46.784835507500276, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9049599036525937, 'phi': -1.861818755456787, 'norm_pos': [0.48981838674526035, 0.5049917136644407], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.430495,"{'circle_3d': {'center': [-6.997011540826895, -1.6896262753767188, 1152.383855921302], 'normal': [-0.3161912370991584, 0.3321013721607372, -0.8886685434911372], 'radius': 44.08296769935523}, 'confidence': 0.09593663217661019, 'timestamp': 360250.013369, 'diameter_3d': 88.16593539871046, 'ellipse': {'center': [156.4893559325907, 118.82283088380578], 'axes': [42.0980213765765, 47.44259689153212], 'angle': -45.81268113614145}, 'location': [156.4893559325907, 118.82283088380578], 'diameter': 47.44259689153212, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9093268454256118, 'phi': -1.9126317766363565, 'norm_pos': [0.489029237289346, 0.504904871317476], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.43799,"{'circle_3d': {'center': [-6.398562018769297, -1.5660091184484362, 1152.2356604038528], 'normal': [-0.26632044359435864, 0.34240280190476075, -0.9010181699452421], 'radius': 43.540483211764986}, 'confidence': 0.12693040869519634, 'timestamp': 360250.021769, 'diameter_3d': 87.08096642352997, 'ellipse': {'center': [156.76860423931413, 118.88392697692768], 'axes': [42.18219673087223, 46.86383579620042], 'angle': -51.50919830842571}, 'location': [156.76860423931413, 118.88392697692768], 'diameter': 46.86383579620042, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9202694241415816, 'phi': -1.8581905997518267, 'norm_pos': [0.48990188824785663, 0.5046503042628013], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.4498482,"{'circle_3d': {'center': [-7.0587440674695685, -1.7692249820883665, 1152.3765522450813], 'normal': [-0.3213356143193812, 0.32546814660143325, -0.8892771831762097], 'radius': 44.23344893938302}, 'confidence': 0.2600983985999385, 'timestamp': 360250.030169, 'diameter_3d': 88.46689787876603, 'ellipse': {'center': [156.4622101833974, 118.78335600495791], 'axes': [42.26928786532418, 47.604867658328125], 'angle': -44.76800061753172}, 'location': [156.4622101833974, 118.78335600495791], 'diameter': 47.604867658328125, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9023031162231183, 'phi': -1.9175418355192666, 'norm_pos': [0.48894440682311685, 0.505069349979342], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.458186,"{'circle_3d': {'center': [-7.1337247006856135, -1.8280795909675795, 1152.382533191895], 'normal': [-0.3275840004207183, 0.3205635958614988, -0.888778770941737], 'radius': 43.65407285773345}, 'confidence': 0.09598530972690067, 'timestamp': 360250.038569, 'diameter_3d': 87.3081457154669, 'ellipse': {'center': [156.4199026779603, 118.76260424771168], 'axes': [41.68933206347214, 46.9809360210964], 'angle': -43.78039387734986}, 'location': [156.4199026779603, 118.76260424771168], 'diameter': 46.9809360210964, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.897120749797566, 'phi': -1.9239245992563017, 'norm_pos': [0.4888121958686259, 0.5051558156345346], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.465795,"{'circle_3d': {'center': [-6.829195287672253, -1.4984607376717252, 1152.3986302828216], 'normal': [-0.30220654933627156, 0.3480318336361533, -0.8874373466978502], 'radius': 43.70924866158671}, 'confidence': 0.0935597763684044, 'timestamp': 360250.046969, 'diameter_3d': 87.41849732317343, 'ellipse': {'center': [156.56399357028218, 118.91800533894498], 'axes': [41.68705275739456, 47.039724968311155], 'angle': -48.45021955830867}, 'location': [156.56399357028218, 118.91800533894498], 'diameter': 47.039724968311155, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.926267193966162, 'phi': -1.8990174203445742, 'norm_pos': [0.4892624799071318, 0.5045083110877293], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495153.473797,"{'circle_3d': {'center': [-6.588645645107972, -1.4982814488624783, 1152.3197928302077], 'normal': [-0.2821607457892481, 0.3480467743702573, -0.8940071344156683], 'radius': 43.96382071203123}, 'confidence': 0.10854981733310998, 'timestamp': 360250.055369, 'diameter_3d': 87.92764142406246, 'ellipse': {'center': [156.68169530819674, 118.91272767759808], 'axes': [42.251467165384746, 47.316597775150015], 'angle': -50.373182913381605}, 'location': [156.68169530819674, 118.91272767759808], 'diameter': 47.316597775150015, 'sphere': {'center': [-3.2027166956369943, -5.674842741305565, 1163.0478784431957], 'radius': 12.0}, 'projected_sphere': {'center': [158.2926890731679, 116.97484294084347], 'axes': [12.793970287721695, 12.793970287721695], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 1.9262831310901734, 'phi': -1.8765151992453981, 'norm_pos': [0.4896302978381148, 0.5045303013433413], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
