eye_packets,760
norm_X,norm_Y,phi,theta,confidence,timestamp
1595227360.0764968,"{'circle_3d': {'center': [5.8587104003802555, -3.7219868268374707, 30.60041239572329], 'normal': [0.6207802135943707, -0.030017475983556103, -0.7834097762635491], 'radius': 0.6302065832849362}, 'confidence': 0.4449751230113694, 'timestamp': 243772.90046, 'diameter_3d': 1.2604131665698723, 'ellipse': {'center': [278.59583911639686, 44.5820393394973], 'axes': [16.808579103493305, 25.648942596905925], 'angle': -7.379557209744805}, 'location': [278.59583911639686, 44.5820393394973], 'diameter': 25.648942596905925, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5407743411137704, 'phi': -0.9007017961985161, 'norm_pos': [0.8706119972387402, 0.8142415027520946], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.8239639,"{'circle_3d': {'center': [5.850205454267922, -3.7355342580557482, 30.594207753492395], 'normal': [0.6200714680850096, -0.03114642858507925, -0.7839268297827902], 'radius': 0.6102770126837612}, 'confidence': 0.6712246163313494, 'timestamp': 243773.648072, 'diameter_3d': 1.2205540253675224, 'ellipse': {'center': [278.45426575017336, 44.29278704818613], 'axes': [16.29605623459728, 24.84287197294778], 'angle': -7.497693539987244}, 'location': [278.45426575017336, 44.29278704818613], 'diameter': 24.84287197294778, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5396448601517025, 'phi': -0.9015788315983015, 'norm_pos': [0.8701695804692917, 0.8154467206325577], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.8322291,"{'circle_3d': {'center': [5.850284289578376, -3.740181895787772, 30.594455919116292], 'normal': [0.620078037694214, -0.03153373172941457, -0.7839061493141319], 'radius': 0.6085395824126315}, 'confidence': 0.7657552995127707, 'timestamp': 243773.656472, 'diameter_3d': 1.217079164825263, 'ellipse': {'center': [278.45548545469165, 44.19930716059652], 'axes': [16.247655384836225, 24.77197658976855], 'angle': -7.533347605733779}, 'location': [278.45548545469165, 44.19930716059652], 'diameter': 24.77197658976855, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5392573666600116, 'phi': -0.9015608404652442, 'norm_pos': [0.8701733920459114, 0.8158362201641811], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.840265,"{'circle_3d': {'center': [5.853404471159784, -3.7251827841841996, 30.596333317971034], 'normal': [0.6203380528259981, -0.030283805762450176, -0.7837496994095702], 'radius': 0.6271815801970603}, 'confidence': 0.012244603339213622, 'timestamp': 243773.664872, 'diameter_3d': 1.2543631603941205, 'ellipse': {'center': [278.5051501557456, 44.507342342506945], 'axes': [16.742229239049298, 25.529248888832957], 'angle': -7.412797343534146}, 'location': [278.5051501557456, 44.507342342506945], 'diameter': 25.529248888832957, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5405078901964617, 'phi': -0.9012597140506028, 'norm_pos': [0.8703285942367049, 0.8145527402395544], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.8489852,"{'circle_3d': {'center': [5.857026232554775, -3.722605412245501, 30.5991018121371], 'normal': [0.6206398662755807, -0.030069024767558634, -0.783518991562398], 'radius': 0.629890952037544}, 'confidence': 0.2897060935802796, 'timestamp': 243773.673272, 'diameter_3d': 1.259781904075088, 'ellipse': {'center': [278.5668957247371, 44.56629561422375], 'axes': [16.804890082151484, 25.63720109688505], 'angle': -7.387058514466386}, 'location': [278.5668957247371, 44.56629561422375], 'diameter': 25.63720109688505, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5407227690501157, 'phi': -0.900879704937607, 'norm_pos': [0.8705215491398034, 0.814307101607401], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.860418,"{'circle_3d': {'center': [5.853164083316917, -3.7201209296557898, 30.595948835808013], 'normal': [0.6203180205057591, -0.029861984551749373, -0.783781739589822], 'radius': 0.6496819568542385}, 'confidence': 0.7559646910332897, 'timestamp': 243773.681672, 'diameter_3d': 1.299363913708477, 'ellipse': {'center': [278.49391253988415, 44.6084526756226], 'axes': [17.34582165680314, 26.445561471064057], 'angle': -7.374290295221006}, 'location': [278.49391253988415, 44.6084526756226], 'diameter': 26.445561471064057, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5409299022829055, 'phi': -0.9012953223235676, 'norm_pos': [0.870293476687138, 0.8141314471849058], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.867994,"{'circle_3d': {'center': [5.849528688209761, -3.7281947749083666, 30.593383760599394], 'normal': [0.6200150709134962, -0.030534804989464103, -0.7839954958572068], 'radius': 0.6459727885118679}, 'confidence': 0.7799284805843332, 'timestamp': 243773.690072, 'diameter_3d': 1.2919455770237358, 'ellipse': {'center': [278.4314773248891, 44.43871236086471], 'axes': [17.254538912666767, 26.296842230233548], 'angle': -7.44241156476301}, 'location': [278.4314773248891, 44.43871236086471], 'diameter': 26.296842230233548, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5402567748354992, 'phi': -0.9016657033635221, 'norm_pos': [0.8700983666402784, 0.814838698496397], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.876292,"{'circle_3d': {'center': [5.856427429067674, -3.720180162210363, 30.59853476422904], 'normal': [0.6205899659849888, -0.029866920597963805, -0.7835662455547363], 'radius': 0.6382712598022763}, 'confidence': 0.012202614030200731, 'timestamp': 243773.698473, 'diameter_3d': 1.2765425196045526, 'ellipse': {'center': [278.554051799557, 44.613842265648714], 'axes': [17.031284715302096, 25.97880450231835], 'angle': -7.3693923167243005}, 'location': [278.554051799557, 44.613842265648714], 'diameter': 25.97880450231835, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5409249640340235, 'phi': -0.9009481919820129, 'norm_pos': [0.8704814118736156, 0.814108990559797], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.884203,"{'circle_3d': {'center': [5.858271852972324, -3.7176833818769808, 30.599901003652864], 'normal': [0.6207436679770431, -0.029658855570181976, -0.7834523922694177], 'radius': 0.6550050716145056}, 'confidence': 0.1829488697572596, 'timestamp': 243773.706873, 'diameter_3d': 1.3100101432290112, 'ellipse': {'center': [278.5802240669046, 44.66741575655013], 'axes': [17.47329606288282, 26.65880355010394], 'angle': -7.347241982580268}, 'location': [278.5802240669046, 44.66741575655013], 'diameter': 26.65880355010394, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.541133121278523, 'phi': -0.9007569306545354, 'norm_pos': [0.8705632002090768, 0.8138857676810412], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.892107,"{'circle_3d': {'center': [5.856108119911962, -3.742343213313577, 30.599152796076382], 'normal': [0.6205633568886796, -0.03171384152323165, -0.783514742900791], 'radius': 0.6113246930238981}, 'confidence': 0.5561449126660929, 'timestamp': 243773.715273, 'diameter_3d': 1.2226493860477963, 'ellipse': {'center': [278.55440322547395, 44.16710849435155], 'axes': [16.304536628368066, 24.881559824411507], 'angle': -7.540395910030107}, 'location': [278.55440322547395, 44.16710849435155], 'diameter': 24.881559824411507, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5390771667376941, 'phi': -0.9009370693871933, 'norm_pos': [0.8704825100796061, 0.8159703812735352], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.900974,"{'circle_3d': {'center': [5.852333430772569, -3.7412436732599086, 30.59611995321584], 'normal': [0.6202487994603968, -0.031622213185425956, -0.7837674798058362], 'radius': 0.6064797545209404}, 'confidence': 0.45175304484012074, 'timestamp': 243773.723673, 'diameter_3d': 1.2129595090418808, 'ellipse': {'center': [278.4912598385528, 44.18195804425997], 'axes': [16.186420149143345, 24.68677769271864], 'angle': -7.538136578553325}, 'location': [278.4912598385528, 44.18195804425997], 'diameter': 24.68677769271864, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5391688410554973, 'phi': -0.9013407739044595, 'norm_pos': [0.8702851869954775, 0.8159085081489168], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.908288,"{'circle_3d': {'center': [5.851248769820074, -3.722300750320153, 30.59451658325436], 'normal': [0.620158411047689, -0.030043636273779636, -0.783901093969293], 'radius': 0.6133382817534452}, 'confidence': 0.012294669663916014, 'timestamp': 243773.732073, 'diameter_3d': 1.2266765635068904, 'ellipse': {'center': [278.47318243649215, 44.56149786291968], 'axes': [16.379856554827956, 24.967130339785797], 'angle': -7.394052176409275}, 'location': [278.47318243649215, 44.56149786291968], 'diameter': 24.967130339785797, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.540748169019438, 'phi': -0.9014946377976802, 'norm_pos': [0.870228695114038, 0.8143270922378347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.916847,"{'circle_3d': {'center': [5.8554244062007825, -3.720289769512715, 30.59774462827676], 'normal': [0.6205063807460812, -0.029876054539826495, -0.7836320902174263], 'radius': 0.611576868757184}, 'confidence': 0.08568822895650881, 'timestamp': 243773.740473, 'diameter_3d': 1.223153737514368, 'ellipse': {'center': [278.54589936929506, 44.61019920294184], 'axes': [16.32159621178354, 24.892765659023347], 'angle': -7.371757032898306}, 'location': [278.54589936929506, 44.61019920294184], 'diameter': 24.892765659023347, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.540915826014297, 'phi': -0.9010546440788499, 'norm_pos': [0.8704559355290471, 0.8141241699877423], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.924233,"{'circle_3d': {'center': [5.8511698253682844, -3.7155702121607064, 30.59419858914889], 'normal': [0.6201518323433731, -0.029482758093825768, -0.7839275934780824], 'radius': 0.6188283669215373}, 'confidence': 0.7799226383131541, 'timestamp': 243773.748873, 'diameter_3d': 1.2376567338430746, 'ellipse': {'center': [278.47095944883154, 44.69691660035677], 'axes': [16.52930235988301, 25.190848498175114], 'angle': -7.342331455226759}, 'location': [278.47095944883154, 44.69691660035677], 'diameter': 25.190848498175114, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5413092957983268, 'phi': -0.9015162478894135, 'norm_pos': [0.8702217482775986, 0.8137628474985135], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.932354,"{'circle_3d': {'center': [5.852628735468178, -3.713178625814109, 30.59526324033562], 'normal': [0.620273408185031, -0.029283459231609313, -0.7838388725458547], 'radius': 0.635955933675784}, 'confidence': 0.33953088765855, 'timestamp': 243773.757273, 'diameter_3d': 1.271911867351568, 'ellipse': {'center': [278.490532521723, 44.74762563513529], 'axes': [16.983522606822525, 25.88725570525171], 'angle': -7.321603695428458}, 'location': [278.490532521723, 44.74762563513529], 'diameter': 25.88725570525171, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5415086807506615, 'phi': -0.9013657908820594, 'norm_pos': [0.8702829141303845, 0.813551559853603], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.9443982,"{'circle_3d': {'center': [5.853007322236369, -3.6979949407323254, 30.595007844969153], 'normal': [0.6203049570823802, -0.028018152141460684, -0.7838601554930602], 'radius': 0.6236608222059082}, 'confidence': 0.012335953861346893, 'timestamp': 243773.765674, 'diameter_3d': 1.2473216444118165, 'ellipse': {'center': [278.5034147549253, 45.05473041538866], 'axes': [16.659685812709252, 25.38675302385161], 'angle': -7.203874793487955}, 'location': [278.5034147549253, 45.05473041538866], 'diameter': 25.38675302385161, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5427745075709434, 'phi': -0.9013542534007478, 'norm_pos': [0.8703231711091416, 0.8122719566025473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.952846,"{'circle_3d': {'center': [5.8602669010717054, -3.6872275358076396, 30.600378316055437], 'normal': [0.6209099219853249, -0.027120868397736867, -0.78341261623587], 'radius': 0.6190673149914084}, 'confidence': 0.6538355684527959, 'timestamp': 243773.774074, 'diameter_3d': 1.2381346299828169, 'ellipse': {'center': [278.6312870271921, 45.285971723576495], 'axes': [16.519851278206506, 25.19520236096647], 'angle': -7.109236623406374}, 'location': [278.6312870271921, 45.285971723576495], 'diameter': 25.19520236096647, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.543672132542156, 'phi': -0.900601862599912, 'norm_pos': [0.8707227719599754, 0.8113084511517646], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.9602182,"{'circle_3d': {'center': [5.8624830075646965, -3.7048490503424665, 30.6027618529519], 'normal': [0.6210945975264075, -0.028589327942305762, -0.7832139881611647], 'radius': 0.6085242829471843}, 'confidence': 0.11861407889974987, 'timestamp': 243773.782474, 'diameter_3d': 1.2170485658943686, 'ellipse': {'center': [278.67050280203273, 44.93522102700268], 'axes': [16.22568910520378, 24.764282076372176], 'angle': -7.241420132014552}, 'location': [278.67050280203273, 44.93522102700268], 'diameter': 24.764282076372176, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5422031028398016, 'phi': -0.9003336470505306, 'norm_pos': [0.8708453212563523, 0.8127699123874889], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.968203,"{'circle_3d': {'center': [5.861291943426702, -3.69958129055243, 30.601626663587602], 'normal': [0.6209953421815745, -0.028150347959802705, -0.7833085872748563], 'radius': 0.6044458277304856}, 'confidence': 0.012173183767870244, 'timestamp': 243773.790874, 'diameter_3d': 1.2088916554609712, 'ellipse': {'center': [278.6521157052817, 45.03918038560336], 'axes': [16.122200920251817, 24.59914630349462], 'angle': -7.202743358817243}, 'location': [278.6521157052817, 45.03918038560336], 'diameter': 24.59914630349462, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5426422595885654, 'phi': -0.9004702501751758, 'norm_pos': [0.8707878615790052, 0.8123367483933194], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.976268,"{'circle_3d': {'center': [5.863454853463066, -3.6951860224488935, 30.603184835897657], 'normal': [0.621175584684605, -0.027784075617841346, -0.7831787395823517], 'radius': 0.6091755483689054}, 'confidence': 0.012145442166455966, 'timestamp': 243773.799274, 'diameter_3d': 1.2183510967378108, 'ellipse': {'center': [278.6883315221289, 45.13188557646646], 'axes': [16.243817144900056, 24.79035464348149], 'angle': -7.165443641567106}, 'location': [278.6883315221289, 45.13188557646646], 'diameter': 24.79035464348149, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.543008675259357, 'phi': -0.900248256217353, 'norm_pos': [0.8709010360066529, 0.8119504767647231], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.984093,"{'circle_3d': {'center': [5.866110105177897, -3.670693032157485, 30.604454302766307], 'normal': [0.6213968556608408, -0.02574299309355733, -0.783072950676631], 'radius': 0.64408981732417}, 'confidence': 0.012167940943965672, 'timestamp': 243773.807674, 'diameter_3d': 1.28817963464834, 'ellipse': {'center': [278.7252421671791, 45.630100435200845], 'axes': [17.176395593727996, 26.21009141229029], 'angle': -6.972638640529878}, 'location': [278.7252421671791, 45.630100435200845], 'diameter': 26.21009141229029, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5450504895322288, 'phi': -0.9000090764346572, 'norm_pos': [0.8710163817724347, 0.8098745815199965], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227360.992397,"{'circle_3d': {'center': [5.862531751405873, -3.688868942795003, 30.602230792481624], 'normal': [0.6210986595131721, -0.027257652313350516, -0.7832582432003543], 'radius': 0.6264537747170064}, 'confidence': 0.012181886446632095, 'timestamp': 243773.816074, 'diameter_3d': 1.2529075494340127, 'ellipse': {'center': [278.6674897230368, 45.25710041151251], 'axes': [16.709759365502816, 25.494339573692088], 'angle': -7.118315389688109}, 'location': [278.6674897230368, 45.25710041151251], 'diameter': 25.494339573692088, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5435352980392292, 'phi': -0.9003579711882823, 'norm_pos': [0.87083590538449, 0.8114287482853646], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227361.000115,"{'circle_3d': {'center': [5.874247155321584, -3.687922326064313, 30.611499708572513], 'normal': [0.6220749431728146, -0.027178767585792952, -0.7824858335261137], 'radius': 0.6266223098780774}, 'confidence': 0.7783141101817784, 'timestamp': 243773.824475, 'diameter_3d': 1.2532446197561549, 'ellipse': {'center': [278.8688337377853, 45.298850428979776], 'axes': [16.680149945086864, 25.493450900329872], 'angle': -7.09241192984571}, 'location': [278.8688337377853, 45.298850428979776], 'diameter': 25.493450900329872, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5436142120031766, 'phi': -0.8991126234351355, 'norm_pos': [0.871465105430579, 0.8112547898792509], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227361.008692,"{'circle_3d': {'center': [5.864518362879892, -3.675220916661896, 30.603341340124388], 'normal': [0.6212642104693404, -0.026120316802258244, -0.7831656975634573], 'radius': 0.6373998609468391}, 'confidence': 0.40706415384331057, 'timestamp': 243773.832875, 'diameter_3d': 1.2747997218936782, 'ellipse': {'center': [278.6996502226173, 45.535882016334526], 'axes': [17.001008656363894, 25.938799775491244], 'angle': -7.010021156455279}, 'location': [278.6996502226173, 45.535882016334526], 'diameter': 25.938799775491244, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5446730388914622, 'phi': -0.9001706886026879, 'norm_pos': [0.8709364069456791, 0.8102671582652728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227361.015997,"{'circle_3d': {'center': [5.877673664882524, -3.6956691871643037, 30.61449715584084], 'normal': [0.6223604856362264, -0.027824339344125523, -0.782236046253753], 'radius': 0.6353584153365696}, 'confidence': 0.01187721917120299, 'timestamp': 243773.841275, 'diameter_3d': 1.2707168306731391, 'ellipse': {'center': [278.9236021314522, 45.1491866626167], 'axes': [16.899618071170742, 25.846470011953755], 'angle': -7.146583390509939}, 'location': [278.9236021314522, 45.1491866626167], 'diameter': 25.846470011953755, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5429683959606215, 'phi': -0.8987335173193614, 'norm_pos': [0.871636256660788, 0.8118783889057637], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227361.0283148,"{'circle_3d': {'center': [5.86895338659823, -3.6860419336932106, 30.607228509840574], 'normal': [0.6216337957792019, -0.027022068221534464, -0.7828417667537754], 'radius': 0.6354732950207136}, 'confidence': 0.012068865133403661, 'timestamp': 243773.849675, 'diameter_3d': 1.2709465900414272, 'ellipse': {'center': [278.7751125248881, 45.32631970503493], 'axes': [16.93233727545053, 25.857201627702473], 'angle': -7.086372665785707}, 'location': [278.7751125248881, 45.32631970503493], 'diameter': 25.857201627702473, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.543770968941876, 'phi': -0.8996796486391773, 'norm_pos': [0.8711722266402753, 0.8111403345623545], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227361.036462,"{'circle_3d': {'center': [5.863430461697723, -3.6879327501514454, 30.602910975292346], 'normal': [0.6211735520374929, -0.02717963625972067, -0.783201561299461], 'radius': 0.6216798887049754}, 'confidence': 0.7596730952478943, 'timestamp': 243773.858075, 'diameter_3d': 1.2433597774099507, 'ellipse': {'center': [278.68469026277194, 45.27781272046175], 'axes': [16.580106731087056, 25.299455853486812], 'angle': -7.109652103668368}, 'location': [278.68469026277194, 45.27781272046175], 'diameter': 25.299455853486812, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5436133430082224, 'phi': -0.9002640363562572, 'norm_pos': [0.8708896570711623, 0.811342446998076], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595227361.044323,"{'circle_3d': {'center': [5.864799914654087, -3.6977053561436066, 30.604341547738926], 'normal': [0.62128767311719, -0.027994020092400766, -0.7830823469289125], 'radius': 0.6515136140574433}, 'confidence': 0.5555724087854019, 'timestamp': 243773.866475, 'diameter_3d': 1.3030272281148867, 'ellipse': {'center': [278.69652663211747, 45.0828283971025], 'axes': [17.36805972138266, 26.512616913037537], 'angle': -7.1828724061559655}, 'location': [278.69652663211747, 45.0828283971025], 'diameter': 26.512616913037537, 'sphere': {'center': [-1.590652162752193, -3.3617771150347973, 40.00132971088588], 'radius': 12.0}, 'projected_sphere': {'center': [135.34571105425087, 67.89418685863443], 'axes': [371.98763409983815, 371.98763409983815], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 70, 'model_birth_timestamp': 243447.770221, 'theta': 1.5427986490894507, 'phi': -0.9001004792341833, 'norm_pos': [0.870926645725367, 0.8121548816787396], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
