eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1595228194.680277,"{'circle_3d': {'center': [89.3710274406733, -58.710710146023956, 409.43604416597566], 'normal': [-0.0007344879255861418, -0.4036316906604259, -0.9149212637282474], 'radius': 4.380450147969095}, 'confidence': 0.9934667772435787, 'timestamp': 243996.599514, 'diameter_3d': 8.76090029593819, 'ellipse': {'center': [295.3351534303306, 31.12021248910385], 'axes': [11.219973194822627, 13.446610195784428], 'angle': -75.61070119153071}, 'location': [295.3351534303306, 31.12021248910385], 'diameter': 13.446610195784428, 'sphere': {'center': [89.37984129578034, -53.86712985809884, 420.4150993307146], 'radius': 12.0}, 'projected_sphere': {'center': [291.8113970968294, 40.56036863283677], 'axes': [35.39359081937926, 35.39359081937926], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.155313538682937, 'phi': -1.5715991147471717, 'norm_pos': [0.9229223544697831, 0.8703324479620673], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.139755,"{'circle_3d': {'center': [104.9128554608153, -76.42085854528098, 500.2444362635248], 'normal': [-0.25591515743893967, -0.8793846633277989, -0.4014848018254947], 'radius': 3.832238363823874}, 'confidence': 0.23321605942118412, 'timestamp': 243997.061514, 'diameter_3d': 7.664476727647748, 'ellipse': {'center': [290.0385133873905, 25.29262343458187], 'axes': [2.966654415866644, 9.758967096765469], 'angle': 78.0800669790725}, 'location': [290.0385133873905, 25.29262343458187], 'diameter': 9.758967096765469, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.49622809304108595, 'phi': -2.138278333413714, 'norm_pos': [0.9063703543355952, 0.8946140690225756], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.14785,"{'circle_3d': {'center': [108.13940106959024, -70.57584117104577, 494.02530161204004], 'normal': [0.012963643292305819, -0.39229988214152994, -0.9197460227825568], 'radius': 6.610482498168367}, 'confidence': 0.8404347362078425, 'timestamp': 243997.069914, 'diameter_3d': 13.220964996336734, 'ellipse': {'center': [295.71698471098136, 31.465181557875823], 'axes': [14.105660540084896, 16.80238139002709], 'angle': -73.83532163962495}, 'location': [295.71698471098136, 31.465181557875823], 'diameter': 16.80238139002709, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1676657493302294, 'phi': -1.556702452393164, 'norm_pos': [0.9241155772218168, 0.868895076842184], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.1556978,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243997.078314, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.1637928,"{'circle_3d': {'center': [106.51888285294451, -73.74346246995219, 496.1272205844049], 'normal': [-0.12207954142817085, -0.6562683237170649, -0.744586108418819], 'radius': 3.23205288091277}, 'confidence': 0.04634391396301047, 'timestamp': 243997.086714, 'diameter_3d': 6.46410576182554, 'ellipse': {'center': [293.11936977982134, 27.855424262772374], 'axes': [5.321072783359293, 8.25664740117202], 'angle': 89.72500590331664}, 'location': [293.11936977982134, 27.855424262772374], 'diameter': 8.25664740117202, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.8549339818070534, 'phi': -1.7333066823947432, 'norm_pos': [0.9159980305619417, 0.8839357322384485], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.175719,"{'circle_3d': {'center': [108.29541892555108, -70.45187052574384, 493.976530100948], 'normal': [0.02596513128904244, -0.3819689950330364, -0.9238103153735592], 'radius': 5.221794203911885}, 'confidence': 0.9907286011014315, 'timestamp': 243997.095114, 'diameter_3d': 10.44358840782377, 'ellipse': {'center': [295.92434956816646, 31.597422225894178], 'axes': [11.189430657277265, 13.261909773255516], 'angle': -72.13451640832982}, 'location': [295.92434956816646, 31.597422225894178], 'diameter': 13.261909773255516, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1788704227598257, 'phi': -1.5426971631516406, 'norm_pos': [0.9247635924005202, 0.8683440740587742], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.185148,"{'circle_3d': {'center': [108.24653451111129, -70.4654792355798, 493.98089993461105], 'normal': [0.021891430085727106, -0.38310305418603363, -0.9234461625683085], 'radius': 5.095878363857615}, 'confidence': 0.9137367529022772, 'timestamp': 243997.103514, 'diameter_3d': 10.19175672771523, 'ellipse': {'center': [295.8620225632285, 31.580081152412603], 'axes': [10.921431992763603, 12.945105236089029], 'angle': -72.60841451138009}, 'location': [295.8620225632285, 31.580081152412603], 'diameter': 12.945105236089029, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1776430069616755, 'phi': -1.5470945329422119, 'norm_pos': [0.924568820510089, 0.8684163285316142], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.1916952,"{'circle_3d': {'center': [107.71291932050049, -71.80968478006305, 494.63988044805575], 'normal': [-0.022576502465173138, -0.4951201828929715, -0.8685311197812491], 'radius': 4.446116150538496}, 'confidence': 0.06303677888529766, 'timestamp': 243997.111914, 'diameter_3d': 8.892232301076993, 'ellipse': {'center': [295.01503612518314, 30.010828854974136], 'axes': [8.79188108735602, 11.326564476404757], 'angle': -79.75306457646447}, 'location': [295.01503612518314, 30.010828854974136], 'diameter': 11.326564476404757, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.0528231724548511, 'phi': -1.5967843647174067, 'norm_pos': [0.9219219878911973, 0.8749548797709411], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.201196,"{'circle_3d': {'center': [108.14477185148532, -70.41240019121756, 493.9570869916254], 'normal': [0.013411208450229493, -0.37867980048918004, -0.9254305744837802], 'radius': 5.375666221806335}, 'confidence': 0.9926385870095464, 'timestamp': 243997.120314, 'diameter_3d': 10.75133244361267, 'ellipse': {'center': [295.7414446101309, 31.6447150391122], 'axes': [11.57759686043655, 13.66152685081648], 'angle': -73.39540190003657}, 'location': [295.7414446101309, 31.6447150391122], 'diameter': 13.66152685081648, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1824268761818557, 'phi': -1.5563054831904997, 'norm_pos': [0.924192014406659, 0.8681470206703659], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.2081459,"{'circle_3d': {'center': [108.16391999631293, -70.313248221481, 493.91732252021956], 'normal': [0.015006887185863932, -0.37041713634446677, -0.9287442804342622], 'radius': 4.882630565740254}, 'confidence': 0.9991483990567072, 'timestamp': 243997.128714, 'diameter_3d': 9.765261131480507, 'ellipse': {'center': [295.77599109931236, 31.757490311367434], 'axes': [10.570258371810585, 12.406338012954812], 'angle': -72.97567585484677}, 'location': [295.77599109931236, 31.757490311367434], 'diameter': 12.406338012954812, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.191338264761308, 'phi': -1.5546394775296226, 'norm_pos': [0.9242999721853511, 0.8676771237026357], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.216046,"{'circle_3d': {'center': [108.07917746753061, -70.42046064706759, 493.95963162847926], 'normal': [0.007945009787336931, -0.3793515051433487, -0.9252185214126202], 'radius': 5.196842079968021}, 'confidence': 0.9968619995803596, 'timestamp': 243997.137114, 'diameter_3d': 10.393684159936042, 'ellipse': {'center': [295.6586741180771, 31.633500746897397], 'axes': [11.200287750711642, 13.21111950022886], 'angle': -74.01206486621247}, 'location': [295.6586741180771, 31.633500746897397], 'diameter': 13.21111950022886, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1817010152075882, 'phi': -1.5622093667145813, 'norm_pos': [0.9239333566189909, 0.8681937468879275], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.224034,"{'circle_3d': {'center': [108.11085087455936, -70.42674592221243, 493.9625279927616], 'normal': [0.010584460373066394, -0.37987527807208604, -0.9249771577224306], 'radius': 5.190554539899376}, 'confidence': 0.9566918818297572, 'timestamp': 243997.145514, 'diameter_3d': 10.381109079798753, 'ellipse': {'center': [295.69747002755213, 31.626097334350945], 'axes': [11.176606543923617, 13.193288248934577], 'angle': -73.73849214795679}, 'location': [295.69747002755213, 31.626097334350945], 'diameter': 13.193288248934577, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.181134863073278, 'phi': -1.5593538837666618, 'norm_pos': [0.9240545938361004, 0.8682245944402044], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.2323542,"{'circle_3d': {'center': [108.10230025541615, -70.46837469478758, 493.9796210251508], 'normal': [0.009871908777798416, -0.383344342453349, -0.9235527383566638], 'radius': 5.249159416084159}, 'confidence': 0.9173883839398564, 'timestamp': 243997.153914, 'diameter_3d': 10.498318832168318, 'ellipse': {'center': [295.6821636215584, 31.57757929069774], 'axes': [11.277862645275816, 13.343229470521104], 'angle': -73.91434690065127}, 'location': [295.6821636215584, 31.57757929069774], 'diameter': 13.343229470521104, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1773817750931022, 'phi': -1.5601076758724506, 'norm_pos': [0.92400676131737, 0.868426752955426], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.2398348,"{'circle_3d': {'center': [108.10994994204847, -71.1480208209163, 494.28690992816604], 'normal': [0.010509382663825548, -0.4399815196307417, -0.8979453297720572], 'radius': 4.020147581698326}, 'confidence': 0.17154829011119443, 'timestamp': 243997.162314, 'diameter_3d': 8.040295163396651, 'ellipse': {'center': [295.6071446312627, 30.77180464889706], 'axes': [8.280932937949006, 10.223184252412501], 'angle': -75.38048305174878}, 'location': [295.6071446312627, 30.77180464889706], 'diameter': 10.223184252412501, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1152182328221476, 'phi': -1.5590930498812294, 'norm_pos': [0.923772326972696, 0.8717841472962622], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.247801,"{'circle_3d': {'center': [108.32056247535893, -69.78377530814875, 493.7240344623167], 'normal': [0.02806042710636354, -0.3262943935667783, -0.9448516185928332], 'radius': 4.871468202810868}, 'confidence': 0.9962292999321192, 'timestamp': 243997.170714, 'diameter_3d': 9.742936405621736, 'ellipse': {'center': [296.0246923198033, 32.38586379149311], 'axes': [10.808640482352045, 12.36162780357351], 'angle': -70.0125034658098}, 'location': [296.0246923198033, 32.38586379149311], 'diameter': 12.36162780357351, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.2384155817427558, 'phi': -1.5411068165168258, 'norm_pos': [0.9250771634993853, 0.8650589008687787], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.2598379,"{'circle_3d': {'center': [108.28558515770108, -72.07787034352953, 494.798264828275], 'normal': [0.025145650634875914, -0.5174689798485095, -0.8553324214296403], 'radius': 4.973139579632923}, 'confidence': 0.02858907713739266, 'timestamp': 243997.179114, 'diameter_3d': 9.946279159265845, 'ellipse': {'center': [295.6880600425655, 29.70911255057186], 'axes': [9.516201502536656, 12.6414005526356], 'angle': -76.02786630111426}, 'location': [295.6880600425655, 29.70911255057186], 'diameter': 12.6414005526356, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.0269058595607035, 'phi': -1.5414061044189207, 'norm_pos': [0.9240251876330172, 0.8762120310392839], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.267964,"{'circle_3d': {'center': [108.18671839671511, -72.65865542625926, 495.1703818315222], 'normal': [0.016906753886045112, -0.5658677367426554, -0.8243226711590441], 'radius': 3.6766871814181368}, 'confidence': 0.1576974979980961, 'timestamp': 243997.187514, 'diameter_3d': 7.3533743628362735, 'ellipse': {'center': [295.46188783145, 29.03885070943032], 'axes': [6.688134141105282, 9.349163251892046], 'angle': -77.89108948738658}, 'location': [295.46188783145, 29.03885070943032], 'diameter': 9.349163251892046, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.9693110078222904, 'phi': -1.5502893282138328, 'norm_pos': [0.9233183994732812, 0.879004788710707], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.275799,"{'circle_3d': {'center': [107.74149802182818, -69.634504057638, 493.6711807940876], 'normal': [-0.020194944021198945, -0.31385512269088234, -0.949256090945258], 'radius': 5.034247754108728}, 'confidence': 0.9938094926821802, 'timestamp': 243997.195914, 'diameter_3d': 10.068495508217456, 'ellipse': {'center': [295.3148181526253, 32.56456645037828], 'axes': [11.351518484284986, 12.809768639913893], 'angle': -75.64193713718872}, 'location': [295.3148181526253, 32.56456645037828], 'diameter': 12.809768639913893, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.2515457190423311, 'phi': -1.5920676130886249, 'norm_pos': [0.9228588067269541, 0.8643143064567571], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.2837539,"{'circle_3d': {'center': [107.26256861306629, -71.23739765671263, 494.3546890255461], 'normal': [-0.06010572808468961, -0.4474295892804364, -0.8922970716570515], 'radius': 4.808425040616486}, 'confidence': 0.05709741194940987, 'timestamp': 243997.204314, 'diameter_3d': 9.616850081232972, 'ellipse': {'center': [294.5301896592831, 30.67858357099435], 'axes': [9.967645835887115, 12.272047066282179], 'angle': -82.49254202811333}, 'location': [294.5301896592831, 30.67858357099435], 'diameter': 12.272047066282179, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1069072148228882, 'phi': -1.638055390599405, 'norm_pos': [0.9204068426852597, 0.8721725684541902], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.291925,"{'circle_3d': {'center': [108.84242234490114, -72.61335453646768, 495.1745697999875], 'normal': [0.07154874956821428, -0.5620926625933568, -0.8239736737869334], 'radius': 4.406089183328746}, 'confidence': 0.13246572984045635, 'timestamp': 243997.212714, 'diameter_3d': 8.812178366657491, 'ellipse': {'center': [296.2803915797996, 29.10242822289277], 'axes': [7.9054536752177755, 11.177694679315284], 'angle': -73.41490883620446}, 'location': [296.2803915797996, 29.10242822289277], 'diameter': 11.177694679315284, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.9738824966489665, 'phi': -1.4841798089819065, 'norm_pos': [0.9258762236868737, 0.8787398824046134], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.29968,"{'circle_3d': {'center': [107.04742468952651, -72.54611011585169, 495.13606546417924], 'normal': [-0.07803438837967154, -0.5564889608753572, -0.8271823684376234], 'radius': 4.472542198971822}, 'confidence': 0.12787262246486739, 'timestamp': 243997.221114, 'diameter_3d': 8.945084397943644, 'ellipse': {'center': [294.0494762043225, 29.180082218062495], 'axes': [8.377653038041172, 11.419512856745518], 'angle': -85.60924448729376}, 'location': [294.0494762043225, 29.180082218062495], 'diameter': 11.419512856745518, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.9806423512325825, 'phi': -1.6648555434175583, 'norm_pos': [0.9189046131385078, 0.8784163240914062], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.307752,"{'circle_3d': {'center': [106.71076311936402, -74.8438136589197, 497.19978570385234], 'normal': [-0.10608951922654586, -0.7479642561310254, -0.6552056817981987], 'radius': 4.532824175141178}, 'confidence': 0.17483891901432927, 'timestamp': 243997.229514, 'diameter_3d': 9.065648350282355, 'ellipse': {'center': [293.07647038382544, 26.691816398174808], 'axes': [6.253004537493429, 11.555918915506611], 'angle': 89.76230227893846}, 'location': [293.07647038382544, 26.691816398174808], 'diameter': 11.555918915506611, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.7258066562825249, 'phi': -1.7313210416068328, 'norm_pos': [0.9158639699494545, 0.8887840983409383], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.315871,"{'circle_3d': {'center': [106.19344181642526, -76.0460851205608, 498.9625813400017], 'normal': [-0.1491996278047754, -0.8481535446011172, -0.5083060454524194], 'radius': 4.829469591630167}, 'confidence': 0.21296735044430556, 'timestamp': 243997.237914, 'diameter_3d': 9.658939183260333, 'ellipse': {'center': [291.96722404535194, 25.525273666310852], 'axes': [4.813620298775936, 12.294307757070726], 'angle': 85.44059807687587}, 'location': [291.96722404535194, 25.525273666310852], 'diameter': 12.294307757070726, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.5583063393006285, 'phi': -1.8563005815374636, 'norm_pos': [0.9123975751417248, 0.8936446930570381], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.324331,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 243997.246314, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.3318698,"{'circle_3d': {'center': [107.81621970850195, -68.84873406511959, 493.43949281650924], 'normal': [-0.013968136798384823, -0.2483742899810149, -0.9685634224101219], 'radius': 5.208732112326851}, 'confidence': 0.9558007042266632, 'timestamp': 243997.254714, 'diameter_3d': 10.417464224653703, 'ellipse': {'center': [295.47147999066635, 33.508526912887746], 'axes': [12.129435602959429, 13.235021740323488], 'angle': -73.18607794065416}, 'location': [295.47147999066635, 33.508526912887746], 'diameter': 13.235021740323488, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.3197947347385162, 'phi': -1.5852168265095599, 'norm_pos': [0.9233483749708323, 0.8603811378629678], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.343759,"{'circle_3d': {'center': [107.69529569166679, -70.37646509872785, 493.9450297048536], 'normal': [-0.024045138201315045, -0.37568520944836997, -0.9264353483814258], 'radius': 4.504331619392913}, 'confidence': 0.29898209795820996, 'timestamp': 243997.263114, 'diameter_3d': 9.008663238785825, 'ellipse': {'center': [295.1819201052151, 31.680336478949272], 'axes': [9.788761644481275, 11.470858787901655], 'angle': -77.45952924692524}, 'location': [295.1819201052151, 31.680336478949272], 'diameter': 11.470858787901655, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 1.1856602927105424, 'phi': -1.5967449709317845, 'norm_pos': [0.9224435003287972, 0.8679985980043781], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.3519292,"{'circle_3d': {'center': [107.23966392217247, -72.72607056895792, 495.24306851919994], 'normal': [-0.062014452325841594, -0.5714856653008772, -0.8182654471858993], 'radius': 4.388261497816905}, 'confidence': 0.19702649270676362, 'timestamp': 243997.271514, 'diameter_3d': 8.77652299563381, 'ellipse': {'center': [294.26041528678206, 28.973870174287086], 'axes': [8.063515079465795, 11.195748411731048], 'angle': -84.47752670138699}, 'location': [294.26041528678206, 28.973870174287086], 'diameter': 11.195748411731048, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.9624811748271933, 'phi': -1.6464394175573334, 'norm_pos': [0.9195637977711939, 0.8792755409404704], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595228195.360121,"{'circle_3d': {'center': [106.98198366799289, -74.59085588677533, 496.8822596071053], 'normal': [-0.08348780684080605, -0.7268844417856594, -0.6816661898604497], 'radius': 5.163433427589091}, 'confidence': 0.03030321170504976, 'timestamp': 243997.279914, 'diameter_3d': 10.326866855178181, 'ellipse': {'center': [293.5015621139145, 26.95477896645177], 'axes': [7.451461229227463, 13.159726652385004], 'angle': -88.36902160314881}, 'location': [293.5015621139145, 26.95477896645177], 'diameter': 13.159726652385004, 'sphere': {'center': [107.98383735008257, -65.8682425853474, 505.0622538854307], 'radius': 12.0}, 'projected_sphere': {'center': [292.5578750777884, 39.14202637645688], 'axes': [29.461714641172545, 29.461714641172545], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 5, 'model_birth_timestamp': 243990.635514, 'theta': 0.7570219415959382, 'phi': -1.6926654696377863, 'norm_pos': [0.9171923816059827, 0.8876884209731176], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
