eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656527.785011,"{'circle_3d': {'center': [1.262972970625135, -0.10204772324266909, 39.45675898904813], 'normal': [0.16769663159730516, -0.4677492445805651, -0.8678067088616154], 'radius': 1.2165846922138197}, 'confidence': 0.9998318662383359, 'timestamp': 3057.74147, 'diameter_3d': 2.4331693844276394, 'ellipse': {'center': [179.76446518667436, 118.63542232617084], 'axes': [32.921978543518584, 38.253482474794666], 'angle': -67.50716928391262}, 'location': [179.76446518667436, 118.63542232617084], 'diameter': 38.253482474794666, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9381744410491555, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0840537729531068, 'phi': -1.379907288508754, 'norm_pos': [0.5617639537083574, 0.5056857403076215], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.8770401,"{'circle_3d': {'center': [1.2752668906531595, -0.10702654241572329, 39.46182796215386], 'normal': [0.16872112493297386, -0.46816414617831964, -0.8673842944361378], 'radius': 1.235854276596298}, 'confidence': 0.9998806844120366, 'timestamp': 3057.83387, 'diameter_3d': 2.471708553192596, 'ellipse': {'center': [179.95206376841642, 118.56505053738199], 'axes': [33.41719246324011, 38.854780849515336], 'angle': -67.39925605289474}, 'location': [179.95206376841642, 118.56505053738199], 'diameter': 38.854780849515336, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9402964647641121, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.083584295217289, 'phi': -1.3786782492349678, 'norm_pos': [0.5623501992763014, 0.5059789560942417], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.885582,"{'circle_3d': {'center': [1.2698134297528982, -0.1068119438718993, 39.460652839690766], 'normal': [0.1682666698579521, -0.46814626296633427, -0.8674822213080627], 'radius': 1.2350869687665844}, 'confidence': 0.9998010466121056, 'timestamp': 3057.84227, 'diameter_3d': 2.470173937533169, 'ellipse': {'center': [179.86728144668564, 118.56810017106432], 'axes': [33.40289439983806, 38.83168226053724], 'angle': -67.45662560481091}, 'location': [179.86728144668564, 118.56810017106432], 'diameter': 38.83168226053724, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9404812144053643, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0836045331936053, 'phi': -1.3792042397515623, 'norm_pos': [0.5620852545208926, 0.505966249287232], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.892931,"{'circle_3d': {'center': [1.2699040604009992, -0.11539487352832012, 39.46530687034349], 'normal': [0.16827422241196052, -0.46886150710436936, -0.8670943854203355], 'radius': 1.236670193371752}, 'confidence': 0.9821570282986136, 'timestamp': 3057.85067, 'diameter_3d': 2.473340386743504, 'ellipse': {'center': [179.8662058183233, 118.43426737024876], 'axes': [33.42278282307554, 38.876815481543524], 'angle': -67.49683825069907}, 'location': [179.8662058183233, 118.43426737024876], 'diameter': 38.876815481543524, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9406322968900538, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0827949402170103, 'phi': -1.3791122330892005, 'norm_pos': [0.5620818931822603, 0.5065238859572968], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.901176,"{'circle_3d': {'center': [1.271223591760021, -0.10422591345025989, 39.459531268238365], 'normal': [0.16838418335854566, -0.46793076043119763, -0.8675756855957623], 'radius': 1.2348428181103372}, 'confidence': 0.9999021667906342, 'timestamp': 3057.85907, 'diameter_3d': 2.4696856362206745, 'ellipse': {'center': [179.88996468006968, 118.60852464633554], 'axes': [33.401633921338856, 38.8251626624664], 'angle': -67.42907445394418}, 'location': [179.88996468006968, 118.60852464633554], 'diameter': 38.8251626624664, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.940876590154549, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0838483948755693, 'phi': -1.379093842082587, 'norm_pos': [0.5621561396252177, 0.5057978139736019], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.908824,"{'circle_3d': {'center': [1.2691076677159492, -0.1134644531263298, 39.46410876470807], 'normal': [0.168207856354873, -0.4687006387375368, -0.8671942275566203], 'radius': 1.2473085381985605}, 'confidence': 0.9993462447006367, 'timestamp': 3057.86747, 'diameter_3d': 2.494617076397121, 'ellipse': {'center': [179.85286188175417, 118.46877679337358], 'axes': [33.7164961619315, 39.21252090323773], 'angle': -67.49606608774961}, 'location': [179.85286188175417, 118.46877679337358], 'diameter': 39.21252090323773, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.940774878748607, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.082977059256022, 'phi': -1.3792075192628594, 'norm_pos': [0.5620401933804817, 0.5063800966942767], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.917212,"{'circle_3d': {'center': [1.2673368893975607, -0.11132892794978311, 39.46261156059233], 'normal': [0.1680602914950073, -0.46852267830615796, -0.8673189945662654], 'radius': 1.2440103011654313}, 'confidence': 0.9998135526570535, 'timestamp': 3057.87587, 'diameter_3d': 2.4880206023308626, 'ellipse': {'center': [179.82629735744243, 118.50090113583826], 'axes': [33.63493947670807, 39.110266840758506], 'angle': -67.50480364876339}, 'location': [179.82629735744243, 118.50090113583826], 'diameter': 39.110266840758506, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9409616858134684, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0831785077173022, 'phi': -1.3793983875290052, 'norm_pos': [0.5619571792420076, 0.5062462452673406], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.9252632,"{'circle_3d': {'center': [1.274456133007162, -0.10166671637146774, 39.45877918818773], 'normal': [0.1686535617958074, -0.46771749400796503, -0.8676383589333155], 'radius': 1.2357321145420392}, 'confidence': 0.9998583188830197, 'timestamp': 3057.88427, 'diameter_3d': 2.4714642290840785, 'ellipse': {'center': [179.94087462626163, 118.64898441606697], 'axes': [33.42900345175204, 38.85396822819219], 'angle': -67.38209718412975}, 'location': [179.94087462626163, 118.64898441606697], 'diameter': 38.85396822819219, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9411736897628753, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.084089695188792, 'phi': -1.3788081662442864, 'norm_pos': [0.5623152332070676, 0.505629231599721], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.9334688,"{'circle_3d': {'center': [1.2683308031443765, -0.10330637707684343, 39.45847435900602], 'normal': [0.1681431176405753, -0.46785413240007967, -0.8676637613651249], 'radius': 1.2433405688052552}, 'confidence': 0.9998514411393375, 'timestamp': 3057.89267, 'diameter_3d': 2.4866811376105105, 'ellipse': {'center': [179.84398841461905, 118.62633113097105], 'axes': [33.63720250451747, 39.0933964191719], 'angle': -67.45562220323586}, 'location': [179.84398841461905, 118.62633113097105], 'diameter': 39.0933964191719, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9413793240835133, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0839350992156946, 'phi': -1.379380591562684, 'norm_pos': [0.5620124637956845, 0.5057236202876206], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.941431,"{'circle_3d': {'center': [1.2680828644778357, -0.10516989426825507, 39.45943135466782], 'normal': [0.1681224560850302, -0.468009425499364, -0.867584011726641], 'radius': 1.2488598727113533}, 'confidence': 0.9997308984185725, 'timestamp': 3057.90107, 'diameter_3d': 2.4977197454227067, 'ellipse': {'center': [179.83887870661025, 118.59935221447853], 'axes': [33.78186200352431, 39.26600443375819], 'angle': -67.46722046290787}, 'location': [179.83887870661025, 118.59935221447853], 'diameter': 39.26600443375819, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9415099045882003, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0837593814946658, 'phi': -1.3793863760693357, 'norm_pos': [0.561996495958157, 0.5058360324396728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.954818,"{'circle_3d': {'center': [1.2669901928503258, -0.10609783383815063, 39.459720284532125], 'normal': [0.16803140011607107, -0.4680867537968552, -0.8675599342379494], 'radius': 1.2428657529098206}, 'confidence': 0.9999695128186501, 'timestamp': 3057.90947, 'diameter_3d': 2.485731505819641, 'ellipse': {'center': [179.82243402840726, 118.5823993003478], 'axes': [33.618344775317766, 39.07717426658069], 'angle': -67.48341950297143}, 'location': [179.82243402840726, 118.5823993003478], 'diameter': 39.07717426658069, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9417831414296307, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0836718766453497, 'phi': -1.3794823522029636, 'norm_pos': [0.5619451063387727, 0.5059066695818841], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.9605792,"{'circle_3d': {'center': [1.2636153466365818, -0.11115751917205952, 39.4617985418287], 'normal': [0.1677501629315924, -0.46850839424134766, -0.8673867461299015], 'radius': 1.2462689884442713}, 'confidence': 0.9991383962876064, 'timestamp': 3057.91787, 'diameter_3d': 2.4925379768885425, 'ellipse': {'center': [179.7680673603818, 118.50449018243445], 'axes': [33.700539360972485, 39.18201663835591], 'angle': -67.54384881527223}, 'location': [179.7680673603818, 118.50449018243445], 'diameter': 39.18201663835591, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9420324778517952, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.083194676125025, 'phi': -1.379757604944578, 'norm_pos': [0.5617752105011931, 0.5062312909065232], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.969494,"{'circle_3d': {'center': [1.2695563674850194, -0.11057163044120433, 39.46263280334792], 'normal': [0.16824524800229554, -0.46845957018044304, -0.8673172243366326], 'radius': 1.2551779506658474}, 'confidence': 0.9997922810309995, 'timestamp': 3057.92627, 'diameter_3d': 2.5103559013316947, 'ellipse': {'center': [179.85953342997763, 118.51727768383273], 'axes': [33.936651103254604, 39.46149057803419], 'angle': -67.47735429841877}, 'location': [179.85953342997763, 118.51727768383273], 'diameter': 39.46149057803419, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9421948844084982, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0832499399720152, 'phi': -1.3791924804303552, 'norm_pos': [0.5620610419686801, 0.5061780096506969], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.976577,"{'circle_3d': {'center': [1.2659272730660374, -0.09912420715408299, 39.45575498195951], 'normal': [0.16794282346738035, -0.4675056182398496, -0.8678903761190007], 'radius': 1.2421861523403588}, 'confidence': 0.9999963182061861, 'timestamp': 3057.93467, 'diameter_3d': 2.4843723046807176, 'ellipse': {'center': [179.80780615316263, 118.6914039184505], 'axes': [33.61971952716275, 39.05976155414189], 'angle': -67.46128274460959}, 'location': [179.80780615316263, 118.6914039184505], 'diameter': 39.05976155414189, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9424763929685498, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0843293915386216, 'phi': -1.3796518041030454, 'norm_pos': [0.5618993942286332, 0.5054524836731229], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.987427,"{'circle_3d': {'center': [1.2661960604275913, -0.10392195045649988, 39.45839283226322], 'normal': [0.16796522241417652, -0.46790543018171765, -0.867670555260358], 'radius': 1.2567065251973695}, 'confidence': 0.9996086119378778, 'timestamp': 3057.94307, 'diameter_3d': 2.513413050394739, 'ellipse': {'center': [179.8087378013431, 118.62207971856421], 'axes': [33.99966035246916, 39.51378274543613], 'angle': -67.48142105065287}, 'location': [179.8087378013431, 118.62207971856421], 'diameter': 39.51378274543613, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9425260167359006, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0838770564016358, 'phi': -1.3795796670671634, 'norm_pos': [0.5619023056291972, 0.5057413345059825], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656527.992783,"{'circle_3d': {'center': [1.2568165471304487, -0.10859096039465488, 39.45910026421474], 'normal': [0.1671835963060813, -0.4682945143432306, -0.867611602597731], 'radius': 1.2631461711837186}, 'confidence': 0.9993769113528146, 'timestamp': 3057.95147, 'diameter_3d': 2.5262923423674373, 'ellipse': {'center': [179.6605198789563, 118.5515368420747], 'axes': [34.17158617644687, 39.71533684047829], 'angle': -67.60443326853282}, 'location': [179.6605198789563, 118.5515368420747], 'diameter': 39.71533684047829, 'sphere': {'center': [-0.749386608542527, 5.510943211724112, 49.870439495387515], 'radius': 12.0}, 'projected_sphere': {'center': [150.6834649544378, 188.51322799320758], 'axes': [298.37314751108704, 298.37314751108704], 'angle': 90.0}, 'model_confidence': 0.9424387903881337, 'model_id': 1, 'model_birth_timestamp': 3052.524638, 'theta': 1.0834367543216779, 'phi': -1.3804354836159896, 'norm_pos': [0.5614391246217385, 0.506035263158022], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
