eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581654268.0685,"{'circle_3d': {'center': [-4.141060251751423, -3.4906529798965913, 63.084179763355685], 'normal': [-0.40248625869449217, -0.044153368900494296, -0.9143605916578247], 'radius': 2.490510236482723}, 'confidence': 0.2686667862594892, 'timestamp': 798.023588, 'diameter_3d': 4.981020472965446, 'ellipse': {'center': [119.64640666408012, 85.72363663578787], 'axes': [43.32238327713849, 49.00273096725508], 'angle': 10.772711676437403}, 'location': [119.64640666408012, 85.72363663578787], 'diameter': 49.00273096725508, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.526628598981473, 'phi': -1.9854567564355716, 'norm_pos': [0.3738950208252504, 0.6428181806842173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.7491891,"{'circle_3d': {'center': [-4.072050152330355, -2.3006728825477385, 63.0611096040337], 'normal': [-0.3967354170760701, 0.05501163921191013, -0.9162831049346569], 'radius': 2.555639589869684}, 'confidence': 0.30756789311871807, 'timestamp': 799.703585, 'diameter_3d': 5.111279179739368, 'ellipse': {'center': [120.32440343483799, 97.32309557408058], 'axes': [44.83534343480951, 50.29934029060616], 'angle': -3.394353153354561}, 'location': [120.32440343483799, 97.32309557408058], 'diameter': 50.29934029060616, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.625835750635999, 'phi': -1.979409545814807, 'norm_pos': [0.3760137607338687, 0.5944871017746642], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.756889,"{'circle_3d': {'center': [-4.0670598214518305, -2.302071776031502, 63.05886633712342], 'normal': [-0.396319556169526, 0.0548950647549298, -0.9164700438438466], 'radius': 2.5542845479391136}, 'confidence': 0.32774852222747325, 'timestamp': 799.711985, 'diameter_3d': 5.108569095878227, 'ellipse': {'center': [120.37141116314996, 97.30870072844543], 'axes': [44.825235549876545, 50.274444449957436], 'angle': -3.379732283450679}, 'location': [120.37141116314996, 97.30870072844543], 'diameter': 50.274444449957436, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.625718999759373, 'phi': -1.9789529553443832, 'norm_pos': [0.3761606598848436, 0.5945470802981441], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.7652512,"{'circle_3d': {'center': [-4.064406586927045, -2.423360109341964, 63.05112585785905], 'normal': [-0.39609845329246063, 0.044787703645724625, -0.9171150837825442], 'radius': 2.569001176462285}, 'confidence': 0.2393377938794638, 'timestamp': 799.720385, 'diameter_3d': 5.13800235292457, 'ellipse': {'center': [120.39696988827957, 96.12182025965646], 'axes': [45.10825871833564, 50.57093270658485], 'angle': -1.9024796023925352}, 'location': [120.39696988827957, 96.12182025965646], 'diameter': 50.57093270658485, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6155990175354173, 'phi': -1.9784935261331718, 'norm_pos': [0.37624053090087367, 0.5994924155847647], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.772347,"{'circle_3d': {'center': [-4.059196350267305, -2.4165166661680195, 63.0492133065033], 'normal': [-0.39566426690414896, 0.04535799057688668, -0.9172744630621902], 'radius': 2.5542513466621437}, 'confidence': 0.25405542327284364, 'timestamp': 799.728785, 'diameter_3d': 5.108502693324287, 'ellipse': {'center': [120.44254291395904, 96.188435542068], 'axes': [44.862370838062354, 50.28198606985137], 'angle': -1.9869812673525518}, 'location': [120.44254291395904, 96.188435542068], 'diameter': 50.28198606985137, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6161698846450174, 'phi': -1.978031258181159, 'norm_pos': [0.37638294660612204, 0.59921485190805], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.780133,"{'circle_3d': {'center': [-4.054132120970301, -2.4196345844509812, 63.04687654036937], 'normal': [-0.3952422477960653, 0.045098164053306536, -0.9174691935733509], 'radius': 2.5534704176423375}, 'confidence': 0.2340320703790816, 'timestamp': 799.737185, 'diameter_3d': 5.106940835284675, 'ellipse': {'center': [120.49039213575479, 96.15715869855842], 'axes': [44.86257138276025, 50.26847202172633], 'angle': -1.949801408729256}, 'location': [120.49039213575479, 96.15715869855842], 'diameter': 50.26847202172633, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.61590979196446, 'phi': -1.9775661514883573, 'norm_pos': [0.37653247542423374, 0.5993451720893399], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.789045,"{'circle_3d': {'center': [-4.049035987984829, -2.4227989681116098, 63.04452748525487], 'normal': [-0.3948175700472761, 0.04483446541492084, -0.9176649481662262], 'radius': 2.5467225328070873}, 'confidence': 0.22791092394174894, 'timestamp': 799.745585, 'diameter_3d': 5.0934450656141745, 'ellipse': {'center': [120.53687689788586, 96.1256454978653], 'axes': [44.757910757959976, 50.13746451840785], 'angle': -1.9120052665884615}, 'location': [120.53687689788586, 96.1256454978653], 'diameter': 50.13746451840785, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6156458263250384, 'phi': -1.9770982060547555, 'norm_pos': [0.3766777403058933, 0.5994764770922278], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.798759,"{'circle_3d': {'center': [-4.043907916237305, -2.426009818584194, 63.04216621821409], 'normal': [-0.39439023073498214, 0.04456689454220547, -0.9178617204196237], 'radius': 2.5492296670887864}, 'confidence': 0.2812140011256037, 'timestamp': 799.753985, 'diameter_3d': 5.098459334177573, 'ellipse': {'center': [120.5862643611686, 96.09332346396589], 'axes': [44.81603333491456, 50.188715494663505], 'angle': -1.8735210366807267}, 'location': [120.5862643611686, 96.09332346396589], 'diameter': 50.188715494663505, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6153779877267596, 'phi': -1.9766274218803646, 'norm_pos': [0.3768320761286519, 0.5996111522334755], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.80814,"{'circle_3d': {'center': [-4.038747870410431, -2.4292671373077033, 63.0397928171038], 'normal': [-0.3939602269160763, 0.044295451315246384, -0.9180595038454819], 'radius': 2.5456330904222364}, 'confidence': 0.2480454914887098, 'timestamp': 799.762385, 'diameter_3d': 5.091266180844473, 'ellipse': {'center': [120.63425238654271, 96.06076883680764], 'axes': [44.76685809123877, 50.119775830251825], 'angle': -1.8344153752481398}, 'location': [120.63425238654271, 96.06076883680764], 'diameter': 50.119775830251825, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6151062761696162, 'phi': -1.9761537989651736, 'norm_pos': [0.376982038707946, 0.5997467965133014], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.818294,"{'circle_3d': {'center': [-4.314503840408175, -1.238370223277848, 63.286158923617606], 'normal': [-0.4169398910825548, 0.14353686081773429, -0.8975289949693311], 'radius': 2.5648601815421315}, 'confidence': 0.3175975172157576, 'timestamp': 799.770785, 'diameter_3d': 5.129720363084263, 'ellipse': {'center': [118.09949889251658, 107.73285896355716], 'axes': [43.80240467737692, 50.29636278203828], 'angle': -15.278964648590184}, 'location': [118.09949889251658, 107.73285896355716], 'diameter': 50.29636278203828, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7148306916536122, 'phi': -2.0056773373091885, 'norm_pos': [0.36906093403911433, 0.5511130876518451], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.824836,"{'circle_3d': {'center': [-4.399670215231943, -1.3241602367065597, 63.312713492791005], 'normal': [-0.42403708898453546, 0.13638769303200832, -0.8953161142048812], 'radius': 2.5817756074174216}, 'confidence': 0.36325678930840277, 'timestamp': 799.779185, 'diameter_3d': 5.163551214834843, 'ellipse': {'center': [117.29283233809637, 106.90273323324057], 'axes': [43.91030436052728, 50.607833025441266], 'angle': -14.129030133710419}, 'location': [117.29283233809637, 106.90273323324057], 'diameter': 50.607833025441266, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.707610437263938, 'phi': -2.013115797837971, 'norm_pos': [0.36654010105655116, 0.5545719448614976], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.8323681,"{'circle_3d': {'center': [-4.390599922542939, -1.3116413647422953, 63.31033609011642], 'normal': [-0.4232812312604517, 0.13743093236236367, -0.8955142310944296], 'radius': 2.5614058965668485}, 'confidence': 0.3050633498491347, 'timestamp': 799.787585, 'diameter_3d': 5.122811793133697, 'ellipse': {'center': [117.37358689031478, 107.02595299403626], 'axes': [43.58062408459892, 50.210189566247855], 'angle': -14.28674144678765}, 'location': [117.37358689031478, 107.02595299403626], 'diameter': 50.210189566247855, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.708663593601754, 'phi': -2.012340525198907, 'norm_pos': [0.3667924590322337, 0.5540585291915157], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.839974,"{'circle_3d': {'center': [-4.390406876747006, -1.2990940971103082, 63.312177906376576], 'normal': [-0.42326514411079086, 0.13847653799836265, -0.8953607464060839], 'radius': 2.5678057993328367}, 'confidence': 0.3381510161863386, 'timestamp': 799.795985, 'diameter_3d': 5.135611598665673, 'ellipse': {'center': [117.3784634386765, 107.1476610054889], 'axes': [43.6805591735082, 50.334147158628184], 'angle': -14.422527052324313}, 'location': [117.3784634386765, 107.1476610054889], 'diameter': 50.334147158628184, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7097192931769334, 'phi': -2.012392067034655, 'norm_pos': [0.36680769824586407, 0.5535514124771296], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.8542678,"{'circle_3d': {'center': [-4.390203248424623, -1.286518461128406, 63.31403411517567], 'normal': [-0.4232481750839254, 0.13952450766352112, -0.8952060623394922], 'radius': 2.5664098524533294}, 'confidence': 0.3586746797208269, 'timestamp': 799.804385, 'diameter_3d': 5.132819704906659, 'ellipse': {'center': [117.38119043676093, 107.27043036042133], 'axes': [43.64769284103811, 50.30522585250775], 'angle': -14.558529139475485}, 'location': [117.38119043676093, 107.27043036042133], 'diameter': 50.30522585250775, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.710777535989505, 'phi': -2.0124433366093912, 'norm_pos': [0.3668162201148779, 0.5530398734982445], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.857176,"{'circle_3d': {'center': [-4.389988996491996, -1.2739144843478547, 63.31590480046903], 'normal': [-0.4232303207562068, 0.1405748390619005, -0.8950501718983799], 'radius': 2.5698132818971193}, 'confidence': 0.3379615897673068, 'timestamp': 799.812785, 'diameter_3d': 5.139626563794239, 'ellipse': {'center': [117.38542213529246, 107.39297825738358], 'axes': [43.69641260999211, 50.370397036783956], 'angle': -14.694698307550228}, 'location': [117.38542213529246, 107.39297825738358], 'diameter': 50.370397036783956, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.71183832203944, 'phi': -2.0124943339231147, 'norm_pos': [0.36682944417278895, 0.5525292572609017], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.864773,"{'circle_3d': {'center': [-4.3897641072051, -1.2612837000811683, 63.317789821083515], 'normal': [-0.42321157998229864, 0.1416274044174576, -0.8948930868471722], 'radius': 2.5841178667579157}, 'confidence': 0.3361276144381528, 'timestamp': 799.821184, 'diameter_3d': 5.168235733515831, 'ellipse': {'center': [117.3929414477968, 107.51464052009148], 'axes': [43.9304677693656, 50.64928852411515], 'angle': -14.83099346886267}, 'location': [117.3929414477968, 107.51464052009148], 'diameter': 50.64928852411515, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7129015245885824, 'phi': -2.0125450529533344, 'norm_pos': [0.366852942024365, 0.5520223311662855], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.873706,"{'circle_3d': {'center': [-4.3895284857884205, -1.248623128658187, 63.3196897101845], 'normal': [-0.42319194486424194, 0.14268245203603938, -0.8947347627554234], 'radius': 2.5696224964594414}, 'confidence': 0.3380629280225575, 'timestamp': 799.829584, 'diameter_3d': 5.139244992918883, 'ellipse': {'center': [117.39219212155885, 107.63959094681302], 'axes': [43.674511285868206, 50.363495743477294], 'angle': -14.967595428877555}, 'location': [117.39219212155885, 107.63959094681302], 'diameter': 50.363495743477294, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7139673968105065, 'phi': -2.012595505777446, 'norm_pos': [0.3668506003798714, 0.5515017043882791], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.880605,"{'circle_3d': {'center': [-3.994996795132405, -2.1904688136502353, 63.035215937266045], 'normal': [-0.3903143039762408, 0.06419531162003539, -0.9184409104986282], 'radius': 2.574156412351589}, 'confidence': 0.27822414489047476, 'timestamp': 799.837984, 'diameter_3d': 5.148312824703178, 'ellipse': {'center': [121.06661146975557, 98.38844883534719], 'axes': [45.344317858098066, 50.68392169990067], 'angle': -4.792192055841142}, 'location': [121.06661146975557, 98.38844883534719], 'diameter': 50.68392169990067, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.635035812269823, 'phi': -1.9726456863405466, 'norm_pos': [0.3783331608429862, 0.59004812985272], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.894135,"{'circle_3d': {'center': [-4.422077124685015, -1.2760402895148961, 63.33080248142241], 'normal': [-0.4259043314389584, 0.1403976886313137, -0.893808698485598], 'radius': 2.5781172158799492}, 'confidence': 0.3507239294965681, 'timestamp': 799.846384, 'diameter_3d': 5.1562344317598985, 'ellipse': {'center': [117.08529235063395, 107.37459503734578], 'axes': [43.74497103694857, 50.521483336593036], 'angle': -14.589728893844432}, 'location': [117.08529235063395, 107.37459503734578], 'diameter': 50.521483336593036, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7116593971437986, 'phi': -2.015471907731282, 'norm_pos': [0.3658915385957311, 0.5526058540110592], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.903766,"{'circle_3d': {'center': [-4.3755873668376015, -1.0962915241860869, 63.33849414431315], 'normal': [-0.42203018495167377, 0.15537675240871443, -0.8931677265780359], 'radius': 2.57935917614584}, 'confidence': 0.3641194642789004, 'timestamp': 799.854784, 'diameter_3d': 5.15871835229168, 'ellipse': {'center': [117.54212744319656, 109.12241717289683], 'axes': [43.75203724161385, 50.538420344838066], 'angle': -16.630631632844583}, 'location': [117.54212744319656, 109.12241717289683], 'diameter': 50.538420344838066, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.726805152921138, 'phi': -2.0122106316811172, 'norm_pos': [0.36731914825998924, 0.5453232617795966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.911034,"{'circle_3d': {'center': [-4.3764476268056605, -1.1016367071266573, 63.337972149582555], 'normal': [-0.4221018732823453, 0.15493132049700017, -0.8932112261389187], 'radius': 2.5586459347733044}, 'confidence': 0.3398688734381654, 'timestamp': 799.863184, 'diameter_3d': 5.117291869546609, 'ellipse': {'center': [117.52747157757977, 109.07272525852548], 'axes': [43.40267918175255, 50.13289102892736], 'angle': -16.571560760892062}, 'location': [117.52747157757977, 109.07272525852548], 'diameter': 50.13289102892736, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7263542608329179, 'phi': -2.0122574298202482, 'norm_pos': [0.3672733486799368, 0.5455303114228105], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.916735,"{'circle_3d': {'center': [-4.482891780680232, -1.087335285164683, 63.39142612464466], 'normal': [-0.4309722194385597, 0.15612310566049808, -0.8887567282170769], 'radius': 2.5899495558479955}, 'confidence': 0.3774865452352574, 'timestamp': 799.871584, 'diameter_3d': 5.179899111695991, 'ellipse': {'center': [116.53623261893622, 109.21793002977113], 'axes': [43.60458579561976, 50.704081193426575], 'angle': -16.416528960191297}, 'location': [116.53623261893622, 109.21793002977113], 'diameter': 50.704081193426575, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7275607268250583, 'phi': -2.022303955704632, 'norm_pos': [0.3641757269341757, 0.5449252915426204], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.9240818,"{'circle_3d': {'center': [-4.474990326123752, -1.0729988474429475, 63.39012563098765], 'normal': [-0.4303137648921863, 0.15731780880397606, -0.8888651026884946], 'radius': 2.573093480676873}, 'confidence': 0.379915283946139, 'timestamp': 799.879984, 'diameter_3d': 5.146186961353746, 'ellipse': {'center': [116.60717316042795, 109.35878855887614], 'axes': [43.3312786267902, 50.37488379626323], 'angle': -16.588015708068056}, 'location': [116.60717316042795, 109.35878855887614], 'diameter': 50.37488379626323, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.728770377701016, 'phi': -2.0216561317225548, 'norm_pos': [0.36439741612633736, 0.5443383810046827], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.93792,"{'circle_3d': {'center': [-4.4759044238888785, -1.05862743667603, 63.393121858755094], 'normal': [-0.43038993970594686, 0.15851542636788585, -0.8886154170412074], 'radius': 2.5755140386895388}, 'confidence': 0.3864088968993122, 'timestamp': 799.888384, 'diameter_3d': 5.1510280773790775, 'ellipse': {'center': [116.6008987559278, 109.49857034411863], 'axes': [43.356251455515206, 50.419826970158745], 'angle': -16.734623646041555}, 'location': [116.6008987559278, 109.49857034411863], 'diameter': 50.419826970158745, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7299832134607573, 'phi': -2.0218357636965343, 'norm_pos': [0.36437780861227437, 0.5437559568995056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.942058,"{'circle_3d': {'center': [-3.9861102298533577, -2.1166754062212503, 63.03684797817995], 'normal': [-0.38957375686965334, 0.07034476223911744, -0.9183049070891358], 'radius': 2.585628519870422}, 'confidence': 0.31655160621117223, 'timestamp': 799.896784, 'diameter_3d': 5.171257039740844, 'ellipse': {'center': [121.15747707924501, 99.1085107978011], 'axes': [45.55069628166789, 50.908130070335346], 'angle': -5.709250448675236}, 'location': [121.15747707924501, 99.1085107978011], 'diameter': 50.908130070335346, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.6411992341043158, 'phi': -1.9720157650506973, 'norm_pos': [0.3786171158726407, 0.5870478716758287], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.949085,"{'circle_3d': {'center': [-4.525840380696188, -1.1928461509403943, 63.394326843679195], 'normal': [-0.43455126943988914, 0.14733053351252207, -0.8885150016308652], 'radius': 2.583533395598093}, 'confidence': 0.3380145067012855, 'timestamp': 799.905184, 'diameter_3d': 5.167066791196186, 'ellipse': {'center': [116.11926869401113, 108.1949753090859], 'axes': [43.458812748070095, 50.57691724006124], 'angle': -15.201863319239788}, 'location': [116.11926869401113, 108.1949753090859], 'diameter': 50.57691724006124, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7186651346201793, 'phi': -2.025666521889774, 'norm_pos': [0.3628727146687848, 0.5491876028788087], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.9572291,"{'circle_3d': {'center': [-4.47955461633974, -1.1316139065858772, 63.382126187430714], 'normal': [-0.43069412241018523, 0.15243322054206518, -0.8895317229849055], 'radius': 2.585410597127869}, 'confidence': 0.42516861192187666, 'timestamp': 799.913584, 'diameter_3d': 5.170821194255738, 'ellipse': {'center': [116.56141767976376, 108.78684816979802], 'axes': [43.57745764440312, 50.622856437394496], 'angle': -15.964436748649993}, 'location': [116.56141767976376, 108.78684816979802], 'diameter': 50.622856437394496, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.7238261267312658, 'phi': -2.021708621733567, 'norm_pos': [0.36425443024926174, 0.5467214659591749], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581654269.965966,"{'circle_3d': {'center': [-4.096931990403904, -2.201860771655955, 63.07830108058863], 'normal': [-0.398808903582199, 0.0632459817862254, -0.9148504818884127], 'radius': 2.5910897279046217}, 'confidence': 0.3102775661616999, 'timestamp': 799.921984, 'diameter_3d': 5.182179455809243, 'ellipse': {'center': [120.1017499257311, 98.29128878317438], 'axes': [45.368681996355654, 50.982944886379414], 'angle': -4.57607605251676}, 'location': [120.1017499257311, 98.29128878317438], 'diameter': 50.982944886379414, 'sphere': {'center': [0.6887748525824834, -2.9608125530906597, 74.05650686324958], 'radius': 12.0}, 'projected_sphere': {'center': [165.76641306333417, 95.212120302866], 'axes': [200.92765146858656, 200.92765146858656], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 52, 'model_birth_timestamp': 751.118679, 'theta': 1.634084549218868, 'phi': -1.9818865236265872, 'norm_pos': [0.37531796851790966, 0.5904529634034401], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
