eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656474.66892,"{'circle_3d': {'center': [1.085384601064467, -0.19337823954472277, 31.562750890293533], 'normal': [0.13661331152827969, -0.5057935657946434, -0.8517685553681921], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.619892, 'diameter_3d': 2.0, 'ellipse': {'center': [181.25408935547435, 116.46854400628754], 'axes': [33.150337211383935, 39.31091689132053], 'angle': -72.11129760742304}, 'location': [181.25408935547435, 116.46854400628754], 'diameter': 39.31091689132053, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0404946978452116, 'phi': -1.4117629366744289, 'norm_pos': [0.5664190292358573, 0.514714399973802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.76126,"{'circle_3d': {'center': [1.113464248205589, -0.18771749137797222, 31.9254264911888], 'normal': [0.12743772765242675, -0.5090455679235782, -0.8512533320628751], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.712291, 'diameter_3d': 2.0, 'ellipse': {'center': [181.56359863285545, 116.61715698242408], 'axes': [32.766666414605126, 38.86523056297444], 'angle': -73.0998077392522}, 'location': [181.56359863285545, 116.61715698242408], 'diameter': 38.86523056297444, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.036720751731578, 'phi': -1.4221939263666916, 'norm_pos': [0.5673862457276733, 0.5140951792398997], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.768887,"{'circle_3d': {'center': [1.1261590303263551, -0.1863973531738221, 32.342170395746585], 'normal': [0.12329309135306227, -0.4846073623394208, -0.8659991443362024], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.720691, 'diameter_3d': 2.0, 'ellipse': {'center': [181.53034973158785, 116.67471313471995], 'axes': [32.922271728855556, 38.3636779789148], 'angle': -72.70431518552904}, 'location': [181.53034973158785, 116.67471313471995], 'diameter': 38.3636779789148, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0648820812995543, 'phi': -1.429375807005235, 'norm_pos': [0.567282342911212, 0.5138553619386669], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.7815301,"{'circle_3d': {'center': [1.1188096069678575, -0.18814025779182586, 32.23345620203802], 'normal': [0.12999371072013646, -0.48989698894812933, -0.8620339757763414], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.729091, 'diameter_3d': 2.0, 'ellipse': {'center': [181.4583740233896, 116.63235473636382], 'axes': [32.87038040432599, 38.492900851566745], 'angle': -72.19840240479036}, 'location': [181.4583740233896, 116.63235473636382], 'diameter': 38.492900851566745, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0588247394915284, 'phi': -1.4211252238703709, 'norm_pos': [0.5670574188230926, 0.5140318552651507], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.788969,"{'circle_3d': {'center': [1.1186546346004742, -0.1894897196343095, 32.02635008063212], 'normal': [0.13760341822628921, -0.508361617355395, -0.8500786818243637], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.737491, 'diameter_3d': 2.0, 'ellipse': {'center': [181.59123229975722, 116.59195709224616], 'axes': [32.60364150380114, 38.74244689203537], 'angle': -72.04962921143319}, 'location': [181.59123229975722, 116.59195709224616], 'diameter': 38.74244689203537, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0375151732175956, 'phi': -1.4103169205041954, 'norm_pos': [0.5674726009367413, 0.5142001787823076], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.797859,"{'circle_3d': {'center': [1.114802372505352, -0.18849965070246633, 32.04051895622928], 'normal': [0.1261352921518871, -0.5025355039930176, -0.8553057671384204], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.74589, 'diameter_3d': 2.0, 'ellipse': {'center': [181.51245117187838, 116.61113739014738], 'axes': [32.80916595593586, 38.725330354372005], 'angle': -73.02474212646405}, 'location': [181.51245117187838, 116.61113739014738], 'diameter': 38.725330354372005, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0442673205419277, 'phi': -1.4243777863151272, 'norm_pos': [0.5672264099121199, 0.514120260874386], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.8056262,"{'circle_3d': {'center': [1.1211475160411326, -0.18614639211424233, 32.080561599626115], 'normal': [0.12246524388096171, -0.5083052277086987, -0.8524248116550718], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.75429, 'diameter_3d': 2.0, 'ellipse': {'center': [181.61053466789986, 116.66261291508368], 'axes': [32.66116333365622, 38.67746735042736], 'angle': -73.57283782959752}, 'location': [181.61053466789986, 116.66261291508368], 'diameter': 38.67746735042736, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0375806542251205, 'phi': -1.428105784554727, 'norm_pos': [0.5675329208371871, 0.5139057795204847], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.814246,"{'circle_3d': {'center': [1.1177532496835605, -0.18356398891239856, 32.07987013010644], 'normal': [0.12087206781772539, -0.5094458806019772, -0.8519711485485545], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.76269, 'diameter_3d': 2.0, 'ellipse': {'center': [181.5462493897407, 116.71291351318621], 'axes': [32.648353581649964, 38.678287512017235], 'angle': -73.77778625487088}, 'location': [181.5462493897407, 116.71291351318621], 'diameter': 38.678287512017235, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0362556078316183, 'phi': -1.4298634447592915, 'norm_pos': [0.5673320293429397, 0.5136961936950575], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.821753,"{'circle_3d': {'center': [1.1232382815516777, -0.18425905958386046, 32.30943299640982], 'normal': [0.12305928555973143, -0.4955335867013224, -0.8598272365356028], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.77109, 'diameter_3d': 2.0, 'ellipse': {'center': [181.49684143064337, 116.71640777586873], 'axes': [32.71839523032562, 38.40284728671829], 'angle': -73.10522460937801}, 'location': [181.49684143064337, 116.71640777586873], 'diameter': 38.40284728671829, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0523472882114229, 'phi': -1.4286407568635398, 'norm_pos': [0.5671776294707606, 0.5136816342672137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.829313,"{'circle_3d': {'center': [1.1228132870248748, -0.18265889426358228, 32.183494565723365], 'normal': [0.12304045524282427, -0.5014393541436247, -0.8563992179408287], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.77949, 'diameter_3d': 2.0, 'ellipse': {'center': [181.57295227038762, 116.73737335209368], 'axes': [32.71312332160705, 38.55348587044571], 'angle': -73.29204559327619}, 'location': [181.57295227038762, 116.73737335209368], 'diameter': 38.55348587044571, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0455347292458812, 'phi': -1.4281009558358926, 'norm_pos': [0.5674154758449613, 0.5135942776996096], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.837038,"{'circle_3d': {'center': [1.1364494941375303, -0.18463407380542662, 32.55280084385738], 'normal': [0.13088949277073603, -0.4875360916421312, -0.8632360627479223], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.78789, 'diameter_3d': 2.0, 'ellipse': {'center': [181.5838775635136, 116.72891235351996], 'axes': [32.59468841773931, 38.115375521386255], 'angle': -71.99817657470192}, 'location': [181.5838775635136, 116.72891235351996], 'diameter': 38.115375521386255, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0615308185188066, 'phi': -1.420316017080924, 'norm_pos': [0.56744961738598, 0.5136295318603334], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.845165,"{'circle_3d': {'center': [1.1322897114413002, -0.18794135819901214, 32.483718577416866], 'normal': [0.12287269183429897, -0.49373651560824294, -0.8608870743346219], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.79629, 'diameter_3d': 2.0, 'ellipse': {'center': [181.55456542953178, 116.66178894047307], 'axes': [32.58174896108713, 38.19678115690198], 'angle': -73.05912780763654}, 'location': [181.55456542953178, 116.66178894047307], 'diameter': 38.19678115690198, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0544150250783448, 'phi': -1.4290258327836018, 'norm_pos': [0.5673580169672868, 0.5139092127480289], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.8530529,"{'circle_3d': {'center': [1.130588841132612, -0.18298733004325918, 32.34629188437371], 'normal': [0.13800057229102888, -0.5047145397017234, -0.8521848833797897], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.80469, 'diameter_3d': 2.0, 'ellipse': {'center': [181.60661315911503, 116.74659729004145], 'axes': [32.366733548652824, 38.35913467125895], 'angle': -71.87283325196135}, 'location': [181.60661315911503, 116.74659729004145], 'diameter': 38.35913467125895, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0417450604570964, 'phi': -1.410252633715114, 'norm_pos': [0.5675206661222345, 0.5135558446248273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.865193,"{'circle_3d': {'center': [1.141916498811936, -0.1864670919146736, 32.6230242294739], 'normal': [0.1397576357496422, -0.48495358966157276, -0.8633005381233265], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.81309, 'diameter_3d': 2.0, 'ellipse': {'center': [181.6369934080903, 116.69930267336159], 'axes': [32.514656065360604, 38.0330429059182], 'angle': -70.97406768800252}, 'location': [181.6369934080903, 116.69930267336159], 'diameter': 38.0330429059182, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0644862281888297, 'phi': -1.4103011434501578, 'norm_pos': [0.5676156044002821, 0.5137529055276601], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.873423,"{'circle_3d': {'center': [1.1307984888354787, -0.17817606361169958, 32.39566425069765], 'normal': [0.14375126608342206, -0.5015969333386787, -0.8530744926233853], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.82149, 'diameter_3d': 2.0, 'ellipse': {'center': [181.5747833253158, 116.84197235103825], 'axes': [32.34782791001996, 38.300399778668975], 'angle': -71.18146514891144}, 'location': [181.5747833253158, 116.84197235103825], 'diameter': 38.300399778668975, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0453525877458303, 'phi': -1.4038550347019212, 'norm_pos': [0.5674211978916118, 0.5131584485373406], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.8813329,"{'circle_3d': {'center': [1.1270762910043417, -0.18376526420648176, 32.354220618551906], 'normal': [0.13422849714031193, -0.4942807650983768, -0.8588767291114695], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.82989, 'diameter_3d': 2.0, 'ellipse': {'center': [181.5351409912028, 116.72914886470781], 'axes': [32.62245177709866, 38.34938811653022], 'angle': -71.89949035644769}, 'location': [181.5351409912028, 116.72914886470781], 'diameter': 38.34938811653022, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0537890602384528, 'phi': -1.415766615366059, 'norm_pos': [0.5672973155975087, 0.5136285463970508], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656474.890954,"{'circle_3d': {'center': [1.1319018463873896, -0.18657925828565602, 32.71391973820435], 'normal': [0.14903833728014582, -0.4787658378583064, -0.8651998881880437], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 3004.83829, 'diameter_3d': 2.0, 'ellipse': {'center': [181.38232421882202, 116.70311737057156], 'axes': [32.48840713241587, 37.92643737490284], 'angle': -69.80608367919086}, 'location': [181.38232421882202, 116.70311737057156], 'diameter': 37.92643737490284, 'sphere': {'center': [246.2521437041731, -20.614196802314034, 7408.159421426003], 'radius': 12.0}, 'projected_sphere': {'center': [180.6092121418195, 118.27476687657803], 'axes': [2.0085960835243117, 2.0085960835243117], 'angle': 90.0}, 'model_confidence': 0.17844044507130397, 'model_id': 1, 'model_birth_timestamp': 2996.639967, 'theta': 1.0715478975676227, 'phi': -1.4002115899103227, 'norm_pos': [0.5668197631838188, 0.5137370109559518], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
