eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656690.519713,"{'circle_3d': {'center': [4.450618343443792, -1.3199253090587204, 142.48324191461765], 'normal': [0.03111719922494854, -0.6497156789260919, -0.7595401611962348], 'radius': 15.463213852234158}, 'confidence': 0.01873408462646544, 'timestamp': 3220.474355, 'diameter_3d': 30.926427704468317, 'ellipse': {'center': [179.28990829811642, 117.84938408920024], 'axes': [101.7325388737753, 134.97236781039945], 'angle': -85.25089842143392}, 'location': [179.28990829811642, 117.84938408920024], 'diameter': 134.97236781039945, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8635859692973268, 'phi': -1.5298507532402081, 'norm_pos': [0.5602809634316138, 0.5089608996283324], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.139882,"{'circle_3d': {'center': [4.637136345428233, 2.108955355188468, 140.43485611623484], 'normal': [0.046660366056985265, -0.3639756235721593, -0.9302389777281352], 'radius': 4.288516949850835}, 'confidence': 0.3113854665755078, 'timestamp': 3221.095955, 'diameter_3d': 8.57703389970167, 'ellipse': {'center': [180.44977243086643, 129.5076926389915], 'axes': [35.35558675145009, 37.89263287554357], 'angle': -77.41076690721196}, 'location': [180.44977243086643, 129.5076926389915], 'diameter': 37.89263287554357, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1982635747592507, 'phi': -1.520678782857098, 'norm_pos': [0.5639055388464576, 0.46038461400420205], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.147721,"{'circle_3d': {'center': [1.916893900108834, -1.0373513155094072, 142.49428399298947], 'normal': [-0.18002650438629808, -0.626167846130316, -0.7586199879985837], 'radius': 15.719467540841773}, 'confidence': 0.005254582757087845, 'timestamp': 3221.104355, 'diameter_3d': 31.438935081683546, 'ellipse': {'center': [169.4196311683184, 119.06576551259569], 'axes': [104.00689526214443, 137.16251287559376], 'angle': 74.95759115114477}, 'location': [169.4196311683184, 119.06576551259569], 'diameter': 137.16251287559376, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8941678558935303, 'phi': -1.803794261862598, 'norm_pos': [0.529436347400995, 0.503892643697518], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.153835,"{'circle_3d': {'center': [4.619279281512492, 2.0696361047930845, 140.4494379545669], 'normal': [0.045172277397340234, -0.36725222777177463, -0.9290238245337986], 'radius': 4.275734775127659}, 'confidence': 0.3046309102009914, 'timestamp': 3221.112755, 'diameter_3d': 8.551469550255318, 'ellipse': {'center': [180.36981709379322, 129.33343490213215], 'axes': [35.20107327491048, 37.77547725081075], 'angle': -77.79074988589392}, 'location': [180.36981709379322, 129.33343490213215], 'diameter': 37.77547725081075, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1947432435756034, 'phi': -1.5222112126604097, 'norm_pos': [0.5636556784181038, 0.46111068790778265], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.161076,"{'circle_3d': {'center': [1.9712373758989905, -0.737224304113127, 142.2422600239261], 'normal': [-0.1754978814037848, -0.6011572618472918, -0.7796219854205303], 'radius': 15.2229094644604}, 'confidence': 0.008033222495466376, 'timestamp': 3221.121155, 'diameter_3d': 30.4458189289208, 'ellipse': {'center': [169.6069019485291, 120.11527579300076], 'axes': [103.82485827024793, 133.0197075900414], 'angle': 74.78581377214418}, 'location': [169.6069019485291, 120.11527579300076], 'diameter': 133.0197075900414, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.9258478546145067, 'phi': -1.7922120190166333, 'norm_pos': [0.5300215685891534, 0.49951968419583015], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.1744719,"{'circle_3d': {'center': [0.7087640712746435, -2.7212101344420825, 144.66571896931168], 'normal': [-0.28070399012248054, -0.7664894143747053, -0.5776670733050652], 'radius': 15.690774742406576}, 'confidence': 0.017714363246156575, 'timestamp': 3221.129555, 'diameter_3d': 31.381549484813153, 'ellipse': {'center': [164.25362404279346, 111.50045438802478], 'axes': [76.5334621194104, 135.03164594518984], 'angle': 70.32025025078174}, 'location': [164.25362404279346, 111.50045438802478], 'diameter': 135.03164594518984, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6974391625695902, 'phi': -2.0231222320497126, 'norm_pos': [0.5132925751337296, 0.5354147733832301], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.1824262,"{'circle_3d': {'center': [0.7454153947069893, -4.245348542734999, 147.3624430263973], 'normal': [-0.2776497131697851, -0.8935009483991152, -0.35294006854793036], 'radius': 16.790227759000942}, 'confidence': 0.03163656185327615, 'timestamp': 3221.137955, 'diameter_3d': 33.580455518001884, 'ellipse': {'center': [163.97004709989397, 104.50054721332575], 'axes': [46.95580444200209, 142.10588597524534], 'angle': 73.00527933554885}, 'location': [163.97004709989397, 104.50054721332575], 'diameter': 142.10588597524534, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.4657144799375009, 'phi': -2.237360316734548, 'norm_pos': [0.5124063971871686, 0.5645810532778094], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.189447,"{'circle_3d': {'center': [4.572702052095461, 1.9078878814607796, 140.51256327469804], 'normal': [0.041290841612587614, -0.3807312463828, -0.9237633811895359], 'radius': 4.2957309594602995}, 'confidence': 0.7646891574094009, 'timestamp': 3221.146355, 'diameter_3d': 8.591461918920599, 'ellipse': {'center': [180.157327658497, 128.6233836417398], 'axes': [35.147926929369774, 37.934336915855326], 'angle': -78.92803995780979}, 'location': [180.157327658497, 128.6233836417398], 'diameter': 37.934336915855326, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1802093536437477, 'phi': -1.5261275552544789, 'norm_pos': [0.5629916489328031, 0.4640692348260842], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.1994119,"{'circle_3d': {'center': [5.618751766468654, -1.2071111763906588, 142.5101899757128], 'normal': [0.12846165114368716, -0.6403145012037537, -0.7572944894383067], 'radius': 15.840575454904977}, 'confidence': 0.01834209495649664, 'timestamp': 3221.154755, 'diameter_3d': 31.681150909809954, 'ellipse': {'center': [183.82508622374445, 118.45473618680982], 'axes': [103.40934354510706, 138.28762306848725], 'angle': -76.29892328730833}, 'location': [183.82508622374445, 118.45473618680982], 'diameter': 138.28762306848725, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8758886843945127, 'phi': -1.4027635053777845, 'norm_pos': [0.5744533944492014, 0.5064385992216257], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.206131,"{'circle_3d': {'center': [4.561943722541805, 1.8788664433760127, 140.52409285347548], 'normal': [0.04039431414978298, -0.3831496995565306, -0.9228025829580826], 'radius': 4.312847650028089}, 'confidence': 0.5035175756289856, 'timestamp': 3221.163155, 'diameter_3d': 8.625695300056178, 'ellipse': {'center': [180.1085878535732, 128.497338203164], 'axes': [35.24826024172856, 38.08222666282206], 'angle': -79.15537902775444}, 'location': [180.1085878535732, 128.497338203164], 'diameter': 38.08222666282206, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1775925083411183, 'phi': -1.5270507365802841, 'norm_pos': [0.5628393370424163, 0.4645944241534834], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.214111,"{'circle_3d': {'center': [2.2465688378304707, -0.9040038125349978, 142.3147014112803], 'normal': [-0.1525535929094949, -0.6150555542157815, -0.7735852031410128], 'radius': 15.316334184804509}, 'confidence': 0.008016077581168141, 'timestamp': 3221.171555, 'diameter_3d': 30.632668369609018, 'ellipse': {'center': [170.68445344557318, 119.47606983203048], 'axes': [103.5035933515578, 133.78305019483375], 'angle': 77.25212734285024}, 'location': [170.68445344557318, 119.47606983203048], 'diameter': 133.78305019483375, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.9083399052108775, 'phi': -1.7655013587613462, 'norm_pos': [0.5333889170174162, 0.5021830423665397], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.221886,"{'circle_3d': {'center': [0.9662759102457663, -2.8565680393822506, 144.72656104141606], 'normal': [-0.25924467020822023, -0.7777692397863858, -0.5725969006297001], 'radius': 15.787276208527405}, 'confidence': 0.014720146787365654, 'timestamp': 3221.179955, 'diameter_3d': 31.57455241705481, 'ellipse': {'center': [165.27680875605182, 110.97601940441608], 'axes': [76.21273438612293, 135.8183036061149], 'angle': 72.05160277596836}, 'location': [165.27680875605182, 110.97601940441608], 'diameter': 135.8183036061149, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6796874026552042, 'phi': -1.9959368632530223, 'norm_pos': [0.5164900273626619, 0.5375999191482663], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.22964,"{'circle_3d': {'center': [4.511685112394108, 1.8027197430799164, 140.55392518101021], 'normal': [0.03620609663747487, -0.38949525791453865, -0.92031655566352], 'radius': 4.329921010392729}, 'confidence': 0.5888115930099163, 'timestamp': 3221.188355, 'diameter_3d': 8.659842020785458, 'ellipse': {'center': [179.8848588361069, 128.16410956309207], 'axes': [35.28706956684266, 38.224236885166974], 'angle': -80.02715839965559}, 'location': [179.8848588361069, 128.16410956309207], 'diameter': 38.224236885166974, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1707128177066441, 'phi': -1.5314756876919071, 'norm_pos': [0.562140183862834, 0.4659828768204497], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.238278,"{'circle_3d': {'center': [1.903114077256732, -1.1207583470245508, 142.5670821351011], 'normal': [-0.18117482295730652, -0.633118432089911, -0.7525534761559481], 'radius': 15.278080089573903}, 'confidence': 0.008142514909991062, 'timestamp': 3221.196755, 'diameter_3d': 30.556160179147806, 'ellipse': {'center': [169.29339447850202, 118.51104400003533], 'axes': [100.14951324564859, 133.23069739472152], 'angle': 75.01140354487741}, 'location': [169.29339447850202, 118.51104400003533], 'diameter': 133.23069739472152, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8852210241875526, 'phi': -1.8070472919013085, 'norm_pos': [0.5290418577453189, 0.5062039833331862], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.245386,"{'circle_3d': {'center': [0.9713940873508022, -3.0309530209156614, 144.96755521874417], 'normal': [-0.2588181554494672, -0.7923013215808364, -0.5525140525190245], 'radius': 15.785113468524937}, 'confidence': 0.014910953929598188, 'timestamp': 3221.205155, 'diameter_3d': 31.570226937049874, 'ellipse': {'center': [165.24890756194716, 110.1741763766104], 'axes': [73.1950162508204, 135.5907730944361], 'angle': 72.37942566035831}, 'location': [165.24890756194716, 110.1741763766104], 'diameter': 135.5907730944361, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6562246584346352, 'phi': -2.008876434184654, 'norm_pos': [0.5164028361310848, 0.5409409317641234], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.257083,"{'circle_3d': {'center': [4.516932127983283, 1.787226000561927, 140.56070304104352], 'normal': [0.03664334793657278, -0.3907864031243711, -0.9197517339940794], 'radius': 4.3407249997741575}, 'confidence': 0.4936855443680129, 'timestamp': 3221.213555, 'diameter_3d': 8.681449999548315, 'ellipse': {'center': [179.90675858543153, 128.09699421199207], 'axes': [35.35021724534557, 38.317824246291885], 'angle': -79.99899019263262}, 'location': [179.90675858543153, 128.09699421199207], 'diameter': 38.317824246291885, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.169310549897418, 'phi': -1.5309769087118283, 'norm_pos': [0.5622086205794735, 0.46626252411669966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.266186,"{'circle_3d': {'center': [1.8119605284554412, -1.1514148399059367, 142.61545982904073], 'normal': [-0.1887709520240808, -0.6356731398300267, -0.7485220016609783], 'radius': 15.18823114742665}, 'confidence': 0.008211590590601501, 'timestamp': 3221.221955, 'diameter_3d': 30.3764622948533, 'ellipse': {'center': [168.91529951961627, 118.33195969741456], 'axes': [98.96998840669441, 132.40168864293378], 'angle': 74.39490369646066}, 'location': [168.91529951961627, 118.33195969741456], 'diameter': 132.40168864293378, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8819161296335657, 'phi': -1.8178365946689996, 'norm_pos': [0.5278603109988008, 0.5069501679274393], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.2760892,"{'circle_3d': {'center': [2.929285063436083, -3.0554610519306484, 144.3990518879244], 'normal': [-0.09566057410902723, -0.7943436574987525, -0.5998893300873387], 'radius': 15.613101066898642}, 'confidence': 0.02930287030179302, 'timestamp': 3221.230355, 'diameter_3d': 31.226202133797283, 'ellipse': {'center': [173.09127138211892, 110.26201024893955], 'axes': [79.00800113809143, 134.61315708864208], 'angle': 84.06726808651807}, 'location': [173.09127138211892, 110.26201024893955], 'diameter': 134.61315708864208, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6528699667821461, 'phi': -1.7289286350168755, 'norm_pos': [0.5409102230691216, 0.5405749572960852], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.282154,"{'circle_3d': {'center': [2.103171910375093, -4.477935513037541, 147.114428088332], 'normal': [-0.1645033368641097, -0.9128831959243268, -0.3736079800533716], 'radius': 16.63556081119983}, 'confidence': 0.025265723499734237, 'timestamp': 3221.238755, 'diameter_3d': 33.27112162239966, 'ellipse': {'center': [169.4548888965843, 103.65218002821643], 'axes': [49.35395643918891, 141.02228457567372], 'angle': 80.19975961226214}, 'location': [169.4548888965843, 103.65218002821643], 'diameter': 141.02228457567372, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.4205042869985133, 'phi': -1.9855629062638913, 'norm_pos': [0.5295465278018259, 0.5681159165490982], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.290974,"{'circle_3d': {'center': [4.512729584800754, 1.6918101334687066, 140.60156502020016], 'normal': [0.03629313600469531, -0.3987377253821394, -0.916346569064359], 'radius': 4.294035626057662}, 'confidence': 0.7934434725456376, 'timestamp': 3221.247155, 'diameter_3d': 8.588071252115324, 'ellipse': {'center': [179.8831804303855, 127.67268864431642], 'axes': [34.82524535266214, 37.894463655707604], 'angle': -80.2968733279562}, 'location': [179.8831804303855, 127.67268864431642], 'diameter': 37.894463655707604, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1606563220086348, 'phi': -1.531210674548076, 'norm_pos': [0.5621349388449547, 0.46803046398201487], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.297683,"{'circle_3d': {'center': [2.6146275938768384, 0.0320887620360395, 141.58132170189847], 'normal': [-0.12188202990563089, -0.5370478396681948, -0.8347001789228321], 'radius': 15.833718209145752}, 'confidence': 0.012435943288082634, 'timestamp': 3221.255555, 'diameter_3d': 31.667436418291505, 'ellipse': {'center': [172.28522603561393, 123.63036486525273], 'axes': [116.5039004366051, 138.9618745837923], 'angle': 78.81634069747572}, 'location': [172.28522603561393, 123.63036486525273], 'diameter': 138.9618745837923, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.0038628108854264, 'phi': -1.7157905553400712, 'norm_pos': [0.5383913313612936, 0.4848734797281137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.3053389,"{'circle_3d': {'center': [4.524940154710478, 1.687256830180397, 140.60403795438256], 'normal': [0.03731068349717234, -0.3991171673228319, -0.9161404912158246], 'radius': 4.30358089388695}, 'confidence': 0.662997562215544, 'timestamp': 3221.263955, 'diameter_3d': 8.6071617877739, 'ellipse': {'center': [179.9360795952092, 127.65357148006133], 'axes': [34.892467999485504, 37.97817375106859], 'angle': -80.1521748267739}, 'location': [179.9360795952092, 127.65357148006133], 'diameter': 37.97817375106859, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1602425279091668, 'phi': -1.5300928795647672, 'norm_pos': [0.5623002487350288, 0.46811011883307774], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.313088,"{'circle_3d': {'center': [2.191055165936953, -0.9634925734390425, 142.37348946185907], 'normal': [-0.15717973223395476, -0.6200129509577853, -0.7686861989261167], 'radius': 15.249224986038442}, 'confidence': 0.008076353154343404, 'timestamp': 3221.272355, 'diameter_3d': 30.498449972076884, 'ellipse': {'center': [170.44988749489954, 119.19027381167835], 'axes': [102.32163813442904, 133.14407467308473], 'angle': 76.91822947794154}, 'location': [170.44988749489954, 119.19027381167835], 'diameter': 133.14407467308473, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.9020371170766238, 'phi': -1.7724943187513957, 'norm_pos': [0.532655898421561, 0.5033738591180068], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.322894,"{'circle_3d': {'center': [1.1373799819690693, -2.9045757446649505, 144.71660834073506], 'normal': [-0.2449859975646118, -0.7817698818932779, -0.5734262923531169], 'radius': 15.7477246060456}, 'confidence': 0.01475117767580458, 'timestamp': 3221.280755, 'diameter_3d': 31.4954492120912, 'ellipse': {'center': [165.95146161644627, 110.77393406956226], 'axes': [76.11538379698052, 135.4855441113499], 'angle': 73.1227422730608}, 'location': [165.95146161644627, 110.77393406956226], 'diameter': 135.4855441113499, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6732972193008558, 'phi': -1.9745558836770734, 'norm_pos': [0.5185983175513946, 0.538441941376824], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.329244,"{'circle_3d': {'center': [4.571387183307182, 1.6858652217344128, 140.60663431967825], 'normal': [0.041181269213564374, -0.3992331346933306, -0.9159241274411855], 'radius': 4.259971644871498}, 'confidence': 0.7310683661504728, 'timestamp': 3221.289155, 'diameter_3d': 8.519943289742995, 'ellipse': {'center': [180.13888238209995, 127.64299697585894], 'axes': [34.524299668466796, 37.59307920960333], 'angle': -79.56408438765149}, 'location': [180.13888238209995, 127.64299697585894], 'diameter': 37.59307920960333, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 1.1601160467533769, 'phi': -1.525865145434368, 'norm_pos': [0.5629340074440623, 0.46815417926725444], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.3421922,"{'circle_3d': {'center': [1.8948041501557045, -1.2169408610270098, 142.6509055148002], 'normal': [-0.1818673168823922, -0.6411336415901161, -0.7455681945143556], 'radius': 15.112245269285317}, 'confidence': 0.005512777587950997, 'timestamp': 3221.297555, 'diameter_3d': 30.224490538570635, 'ellipse': {'center': [169.22482130798932, 118.02711672637663], 'axes': [98.01704487745467, 131.7075880870308], 'angle': 75.12794467649277}, 'location': [169.22482130798932, 118.02711672637663], 'diameter': 131.7075880870308, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.8748217773882467, 'phi': -1.8100550378794036, 'norm_pos': [0.5288275665874667, 0.5082203469734308], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.349793,"{'circle_3d': {'center': [0.8060242317135096, -3.107618109658973, 145.16026397654798], 'normal': [-0.27259897675257505, -0.7986900789761129, -0.5364549893687071], 'radius': 15.654852608954203}, 'confidence': 0.018226039585427862, 'timestamp': 3221.305955, 'diameter_3d': 31.309705217908405, 'ellipse': {'center': [164.53471911049243, 109.73148939402628], 'axes': [70.23167774845162, 134.2953399454542], 'angle': 71.58021724114884}, 'location': [164.53471911049243, 109.73148939402628], 'diameter': 134.2953399454542, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.6456811438592135, 'phi': -2.0409417305921465, 'norm_pos': [0.5141709972202888, 0.5427854608582239], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656691.35822,"{'circle_3d': {'center': [1.0309221076428159, -4.5133265849398905, 147.86405934046277], 'normal': [-0.2538574870917995, -0.9158324519161893, -0.31113870904247426], 'radius': 16.550625155266374}, 'confidence': 0.10517936891804491, 'timestamp': 3221.314355, 'diameter_3d': 33.10125031053275, 'ellipse': {'center': [164.99272968109915, 103.09760252120559], 'axes': [39.99845025500318, 139.60226149121667], 'angle': 74.76150286936091}, 'location': [164.99272968109915, 103.09760252120559], 'diameter': 139.60226149121667, 'sphere': {'center': [4.07721195274441, 6.47666283805438, 151.59772384897246], 'radius': 12.0}, 'projected_sphere': {'center': [176.67486388661018, 146.48806893429446], 'axes': [98.15450801110994, 98.15450801110994], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 3217.164755, 'theta': 0.41322024043364775, 'phi': -2.255156346646549, 'norm_pos': [0.5156022802534348, 0.5704266561616433], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
