,dwell_time,subject_num,posture,cursor_type,repetition,target_num,wide,initial_contact_time,target_in_count,target_in_total_time,target_in_mean_time,first_dwell_time,required_target_size,mean_final_speed,min_target_size,error
0,0.1,0,STAND,HEAD,4,0,SMALL,0.5024109999999951,1.0,0.9836730000000102,0.9836730000000102,0.5024109999999951,1.30850732,9.671119068751322,0.8216294,
1,0.1,0,STAND,HEAD,4,1,SMALL,0.6323549999999898,1.0,0.9988250000000107,0.9988250000000107,0.6323549999999898,1.3098526,6.133329673531411,0.37794175700000004,
2,0.1,0,STAND,HEAD,4,2,SMALL,0.5502929999999822,1.0,0.9832920000000058,0.9832920000000058,0.5502929999999822,1.463532,10.365536988668362,0.38308411800000003,
3,0.1,0,STAND,HEAD,4,3,SMALL,0.8015440000000069,2.0,1.114518000000004,0.557259000000002,0.8015440000000069,1.44536817,2.552402055944578,0.5207698350000001,
4,0.1,0,STAND,HEAD,4,4,SMALL,0.4161410000000103,1.0,1.0162629999999808,1.0162629999999808,0.4161410000000103,1.48292542,13.042478618577702,0.7574392560000001,
5,0.1,0,STAND,HEAD,4,5,SMALL,0.5153880000000015,1.0,0.9981989999999996,0.9981989999999996,0.8494489999999928,2.905488,6.694386745062914,0.47477755,
6,0.1,0,STAND,HEAD,4,6,SMALL,0.6324619999999754,1.0,0.9848479999999995,0.9848479999999995,0.6324619999999754,1.45803952,8.383515728123212,0.1341704,
7,0.1,0,STAND,HEAD,4,7,SMALL,0.8452650000000119,1.0,0.9873299999999858,0.9873299999999858,0.8452650000000119,1.379559,9.340321781338915,0.436110824,
8,0.1,0,STAND,HEAD,4,8,SMALL,0.43331899999998313,1.0,0.9980780000000209,0.9980780000000209,0.43331899999998313,1.23638082,6.062260828966235,0.5147229,
9,0.1,0,WALK,HEAD,4,0,SMALL,1.0993399999999838,3.0,0.5016859999999497,0.1672286666666499,1.0993399999999838,1.23717177,2.099707691106289,0.6611602,
10,0.1,0,WALK,HEAD,4,1,SMALL,0.5823389999999335,6.0,1.5013200000001916,0.2502200000000319,0.5823389999999335,1.35883534,7.719630881540252,0.5151028630000001,
11,0.1,0,WALK,HEAD,4,2,SMALL,1.0836000000000467,4.0,0.5518009999999549,0.13795024999998873,1.0836000000000467,1.33720541,6.678983818088855,0.781095445,
12,0.1,0,WALK,HEAD,4,3,SMALL,0.6165000000000873,3.0,0.21780800000010458,0.07260266666670152,1.6666529999999966,2.98097777,5.209424685207759,1.48411274,
13,0.1,0,WALK,HEAD,4,4,SMALL,1.4501999999999953,5.0,0.7028869999998051,0.14057739999996102,1.4501999999999953,1.42271566,11.28026303684151,0.81781,
14,0.1,0,WALK,HEAD,4,5,SMALL,0.7315499999999702,4.0,0.7654289999999264,0.1913572499999816,0.7315499999999702,1.42244053,6.023162320230842,0.6283845,
15,0.1,0,WALK,HEAD,4,6,SMALL,1.3663999999999987,4.0,0.5813950000000432,0.1453487500000108,1.3663999999999987,1.2799303499999999,2.7111649961071262,0.42612567500000004,
16,0.1,0,WALK,HEAD,4,7,SMALL,0.5991360000000441,6.0,1.6846590000000106,0.28077650000000176,0.5991360000000441,1.4918720699999999,9.434830742651274,0.6361217,
17,0.1,0,WALK,HEAD,4,8,SMALL,1.1160879999999906,5.0,0.8305939999999055,0.16611879999998108,1.784240000000068,2.24315023,7.308253644017687,0.535223067,
