eye_packets,700
norm_X,norm_Y,phi,theta,confidence,timestamp
1580955279.997401,"{'circle_3d': {'center': [-9.36848055350485, 6.581406091113674, 67.62123243408975], 'normal': [-0.21665815712716005, 0.23379837053895333, -0.9478383643235766], 'radius': 3.5364394424217025}, 'confidence': 0.20700380925546852, 'timestamp': 775.60089, 'diameter_3d': 7.072878884843405, 'ellipse': {'center': [74.42749653505447, 179.98394419624077], 'axes': [58.04190174267218, 64.87905495847741], 'angle': -44.271576240944576}, 'location': [74.42749653505447, 179.98394419624077], 'diameter': 64.87905495847741, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8067788290805298, 'phi': -1.795516908196585, 'norm_pos': [0.23258592667204522, 0.25006689918233016], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.010541,"{'circle_3d': {'center': [-9.167862291233575, 6.690468634009792, 67.60458108396034], 'normal': [-0.19993996860455368, 0.2428869157802964, -0.9492259768343602], 'radius': 3.5447288162165047}, 'confidence': 0.24222622264280264, 'timestamp': 775.60929, 'diameter_3d': 7.089457632433009, 'ellipse': {'center': [76.22245870233789, 180.98173298706666], 'axes': [58.380218344065774, 65.05508584148711], 'angle': -47.057076352175564}, 'location': [76.22245870233789, 180.98173298706666], 'diameter': 65.05508584148711, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8161371085315763, 'phi': -1.7783963754012908, 'norm_pos': [0.2381951834448059, 0.2459094458872222], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.0162308,"{'circle_3d': {'center': [-9.293542266068147, 6.684518519444371, 67.63025497989766], 'normal': [-0.21041329984076804, 0.24239107289984463, -0.9470864855062505], 'radius': 3.566039523091252}, 'confidence': 0.17972510747236592, 'timestamp': 775.61769, 'diameter_3d': 7.132079046182504, 'ellipse': {'center': [75.12070205541764, 180.90201262027378], 'axes': [58.46064536415648, 65.4181576727333], 'angle': -45.85171865307357}, 'location': [75.12070205541764, 180.90201262027378], 'diameter': 65.4181576727333, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8156259917644781, 'phi': -1.7894145971558606, 'norm_pos': [0.2347521939231801, 0.24624161408219258], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.026242,"{'circle_3d': {'center': [-9.287609496420485, 6.688184002653484, 67.62987716763647], 'normal': [-0.20991890237012947, 0.24269652983393739, -0.9471179698613498], 'radius': 3.5313876241213302}, 'confidence': 0.14518516290314445, 'timestamp': 775.62609, 'diameter_3d': 7.0627752482426605, 'ellipse': {'center': [75.1676918261551, 180.9427697097929], 'axes': [57.89714471079389, 64.78290485949545], 'angle': -45.93716281806529}, 'location': [75.1676918261551, 180.9427697097929], 'diameter': 64.78290485949545, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8159408502302743, 'phi': -1.7889100542361325, 'norm_pos': [0.2348990369567347, 0.2460717928758629], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.03596,"{'circle_3d': {'center': [-9.171159007222467, 6.808091013745642, 67.63602374209943], 'normal': [-0.20021469493696134, 0.2526887807582839, -0.9466057553227698], 'radius': 3.5443340585404135}, 'confidence': 0.19119219961936795, 'timestamp': 775.63449, 'diameter_3d': 7.088668117080827, 'ellipse': {'center': [76.22938851753736, 182.01826695306335], 'axes': [58.081241854216145, 65.02120281442919], 'angle': -48.025277291626544}, 'location': [76.22938851753736, 182.01826695306335], 'diameter': 65.02120281442919, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.826254542604402, 'phi': -1.7792323930751197, 'norm_pos': [0.23821683911730424, 0.2415905543622361], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.04284,"{'circle_3d': {'center': [-9.182948573078994, 6.803653386662483, 67.6373398019773], 'normal': [-0.20119715875833852, 0.25231897850135393, -0.9464960836662798], 'radius': 3.538332695399546}, 'confidence': 0.13977408828230461, 'timestamp': 775.64289, 'diameter_3d': 7.076665390799092, 'ellipse': {'center': [76.12339508206799, 181.97837293939423], 'axes': [57.967699599765055, 64.90935250992938], 'angle': -47.87877702194428}, 'location': [76.12339508206799, 181.97837293939423], 'diameter': 64.90935250992938, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8258723559224017, 'phi': -1.7802491859569092, 'norm_pos': [0.23788560963146246, 0.24175677941919071], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.054105,"{'circle_3d': {'center': [-9.18481215621622, 6.808813609295042, 67.63911303166176], 'normal': [-0.20135245735310747, 0.25274899705406734, -0.9463483145259087], 'radius': 3.5282865703590023}, 'confidence': 0.18173131098248632, 'timestamp': 775.65129, 'diameter_3d': 7.056573140718005, 'ellipse': {'center': [76.10693672528991, 182.02569281580523], 'axes': [57.78623991694075, 64.7234218424615], 'angle': -47.904581177242235}, 'location': [76.10693672528991, 182.02569281580523], 'diameter': 64.7234218424615, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8263167791129735, 'phi': -1.7804379439528206, 'norm_pos': [0.23783417726653097, 0.2415596132674782], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.06081,"{'circle_3d': {'center': [-9.300086127956874, 6.8139670852471514, 67.66563319859597], 'normal': [-0.2109586216648286, 0.2531784533834097, -0.9441383006147247], 'radius': 3.5594590010441145}, 'confidence': 0.17025250749046394, 'timestamp': 775.65969, 'diameter_3d': 7.118918002088229, 'ellipse': {'center': [75.10228216937051, 182.04289547441797], 'axes': [58.022400288728925, 65.26699961243301], 'angle': -46.89724947032795}, 'location': [75.10228216937051, 182.04289547441797], 'diameter': 65.26699961243301, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8267606727479548, 'phi': -1.7906258064909975, 'norm_pos': [0.23469463177928285, 0.24148793552325842], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.067505,"{'circle_3d': {'center': [-9.174175143000552, 6.93503658773442, 67.67131333490372], 'normal': [-0.20046603958513523, 0.2632675785906823, -0.9436649559224131], 'radius': 3.55777392687499}, 'confidence': 0.21681906267645096, 'timestamp': 775.66809, 'diameter_3d': 7.11554785374998, 'ellipse': {'center': [76.24566727594103, 183.13169397160445], 'axes': [57.97474201494955, 65.23775691055673], 'angle': -49.03385140631101}, 'location': [76.24566727594103, 183.13169397160445], 'diameter': 65.23775691055673, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8372040368273583, 'phi': -1.7801180820723017, 'norm_pos': [0.23826771023731572, 0.23695127511831482], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.074493,"{'circle_3d': {'center': [-9.298920815865701, 6.932120108256121, 67.6977181053418], 'normal': [-0.2108615123238976, 0.26302453863415726, -0.9414645583859053], 'radius': 3.5516948787790836}, 'confidence': 0.12959158167932527, 'timestamp': 775.676489, 'diameter_3d': 7.103389757558167, 'ellipse': {'center': [75.14938289048348, 183.08399080895722], 'axes': [57.60082790901577, 65.09735836709332], 'angle': -47.877592173977504}, 'location': [75.14938289048348, 183.08399080895722], 'diameter': 65.09735836709332, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8369521182534336, 'phi': -1.7911318989004443, 'norm_pos': [0.23484182153276087, 0.23715003829601156], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.081462,"{'circle_3d': {'center': [-8.725001260242342, 6.938781192953528, 67.58616757696066], 'normal': [-0.16303488268861757, 0.2635796290256077, -0.950760435751], 'radius': 3.519944663615792}, 'confidence': 0.16046813009654942, 'timestamp': 775.684889, 'diameter_3d': 7.039889327231584, 'ellipse': {'center': [80.20130571113847, 183.24777739911968], 'axes': [58.26201397559653, 64.64046320894383], 'angle': -53.47992026079284}, 'location': [80.20130571113847, 183.24777739911968], 'diameter': 64.64046320894383, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.837527512334606, 'phi': -1.7406230108665193, 'norm_pos': [0.25062908034730774, 0.2364675941703347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.094992,"{'circle_3d': {'center': [-8.989299985967513, 7.061020356656797, 67.66939724324725], 'normal': [-0.1850597764990486, 0.27376622600088024, -0.9438246302271186], 'radius': 3.5749747061736463}, 'confidence': 0.21563756310380586, 'timestamp': 775.693289, 'diameter_3d': 7.149949412347293, 'ellipse': {'center': [77.91553556670968, 184.26688933625258], 'axes': [58.32430399915581, 65.56511045252125], 'angle': -51.760590170147346}, 'location': [77.91553556670968, 184.26688933625258], 'diameter': 65.56511045252125, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8481030135302392, 'phi': -1.7644143644996284, 'norm_pos': [0.24348604864596773, 0.2322212944322809], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.0981162,"{'circle_3d': {'center': [-9.082886279548706, 7.059646240238616, 67.68775014235922], 'normal': [-0.1928586342974814, 0.2736517162993653, -0.9422952219677876], 'radius': 3.5422894634694755}, 'confidence': 0.15571391767580556, 'timestamp': 775.701689, 'diameter_3d': 7.084578926938951, 'ellipse': {'center': [77.08654524941511, 184.2461666420893], 'axes': [57.59687871921701, 64.9447533738646], 'angle': -50.85944814526564}, 'location': [77.08654524941511, 184.2461666420893], 'diameter': 64.9447533738646, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8479839573789145, 'phi': -1.7726772660375412, 'norm_pos': [0.2408954539044222, 0.23230763899129458], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.1112242,"{'circle_3d': {'center': [-8.954057788741508, 7.183056247606977, 67.69863497656243], 'normal': [-0.1821229267302148, 0.2839358835800619, -0.9413881524508528], 'radius': 3.5616247666842784}, 'confidence': 0.18593579036360042, 'timestamp': 775.710089, 'diameter_3d': 7.123249533368557, 'ellipse': {'center': [78.26510647793663, 185.3460088196005], 'axes': [57.84928420825917, 65.29735364595402], 'angle': -53.00416739741277}, 'location': [78.26510647793663, 185.3460088196005], 'diameter': 65.29735364595402, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8586927804983144, 'phi': -1.7618976114292648, 'norm_pos': [0.24457845774355197, 0.22772496325166458], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.120064,"{'circle_3d': {'center': [-8.843090200292751, 7.298116262786058, 67.71301079834063], 'normal': [-0.17287562769281836, 0.29352421817831853, -0.9401901673026691], 'radius': 3.559336920846419}, 'confidence': 0.11896502824613409, 'timestamp': 775.718489, 'diameter_3d': 7.118673841692838, 'ellipse': {'center': [79.28265831927365, 186.37218915288076], 'axes': [57.71528512698186, 65.24960539138581], 'angle': -54.8945314307994}, 'location': [79.28265831927365, 186.37218915288076], 'diameter': 65.24960539138581, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8687076958558415, 'phi': -1.7526382111302696, 'norm_pos': [0.24775830724773015, 0.22344921186299682], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.127914,"{'circle_3d': {'center': [-8.962530250595531, 7.299822998081488, 67.73616154917883], 'normal': [-0.18282896521805014, 0.29366644611960463, -0.9382609380661534], 'radius': 3.552938648295916}, 'confidence': 0.08827997401611949, 'timestamp': 775.726889, 'diameter_3d': 7.105877296591832, 'ellipse': {'center': [78.23020875248102, 186.36830026559102], 'axes': [57.36539827943353, 65.10560685418793], 'angle': -53.753747804180094}, 'location': [78.23020875248102, 186.36830026559102], 'diameter': 65.10560685418793, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8688564807787282, 'phi': -1.763244152977256, 'norm_pos': [0.2444694023515032, 0.2234654155600374], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.133646,"{'circle_3d': {'center': [-8.395797100350494, 7.080998512130433, 67.574784695248], 'normal': [-0.13560120269763035, 0.27543107229034997, -0.9517090092270558], 'radius': 3.549275361464446}, 'confidence': 0.07173417766462183, 'timestamp': 775.735289, 'diameter_3d': 7.098550722928892, 'ellipse': {'center': [83.16915109318262, 184.5367313668788], 'axes': [58.95721726680188, 65.2099435258124], 'angle': -58.071541825633595}, 'location': [83.16915109318262, 184.5367313668788], 'diameter': 65.2099435258124, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.849834417078094, 'phi': -1.7123255157735924, 'norm_pos': [0.2599035971661957, 0.231096952638005], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.156878,"{'circle_3d': {'center': [-9.001287971788052, 7.108320184695581, 67.68558427007821], 'normal': [-0.18605877531742682, 0.2777078783374455, -0.942475711324538], 'radius': 3.5880026854513494}, 'confidence': 0.13317966153099783, 'timestamp': 775.743689, 'diameter_3d': 7.176005370902699, 'ellipse': {'center': [77.82790413430429, 184.67652763362415], 'axes': [58.38407825618596, 65.7895821266924], 'angle': -52.00097969238737}, 'location': [77.82790413430429, 184.67652763362415], 'diameter': 65.7895821266924, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8522036377889823, 'phi': -1.7657050099535347, 'norm_pos': [0.2432122004197009, 0.23051446819323274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.186655,"{'circle_3d': {'center': [-9.689703649450852, 5.983104341014144, 67.56747704931274], 'normal': [-0.24342674845599352, 0.1839398913639925, -0.9523179797216605], 'radius': 3.540646351679726}, 'confidence': 0.10813002687101606, 'timestamp': 775.785689, 'diameter_3d': 7.081292703359452, 'ellipse': {'center': [71.45919516943331, 174.6167783891099], 'axes': [58.56439792168758, 64.99035925773603], 'angle': -35.75033492592292}, 'location': [71.45919516943331, 174.6167783891099], 'diameter': 64.99035925773603, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.7557895693273144, 'phi': -1.8210526622258187, 'norm_pos': [0.22330998490447912, 0.27243009004537544], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.1990678,"{'circle_3d': {'center': [-9.29295562830122, 6.827986942093001, 67.66781062450085], 'normal': [-0.2103644133601909, 0.25434677478723067, -0.9439568484559856], 'radius': 3.556245929581004}, 'confidence': 0.20142098520460264, 'timestamp': 775.794089, 'diameter_3d': 7.112491859162008, 'ellipse': {'center': [75.1686794150814, 182.16836021587017], 'axes': [57.95162971221513, 65.20657093367696], 'angle': -47.078127135583514}, 'location': [75.1686794150814, 182.16836021587017], 'diameter': 65.20657093367696, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.827968531653433, 'phi': -1.7900670916218369, 'norm_pos': [0.23490212317212938, 0.2409651657672076], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.203199,"{'circle_3d': {'center': [-8.421406084738024, 7.186400613529431, 67.6095054755049], 'normal': [-0.13773528472992444, 0.28421458074026634, -0.9488156108723135], 'radius': 3.5767862357220674}, 'confidence': 0.17335978252624773, 'timestamp': 775.802489, 'diameter_3d': 7.153572471444135, 'ellipse': {'center': [82.97838027882838, 185.45184066500755], 'axes': [59.08466370791038, 65.68441132442518], 'angle': -58.50079309561764}, 'location': [82.97838027882838, 185.45184066500755], 'diameter': 65.68441132442518, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.858983452778278, 'phi': -1.7149548286258858, 'norm_pos': [0.2593074383713387, 0.22728399722913517], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.22975,"{'circle_3d': {'center': [-8.878218419640042, 7.083287982633688, 67.65465217688526], 'normal': [-0.1758029793050926, 0.2756218614989543, -0.9450533857572831], 'radius': 3.5628138087697474}, 'confidence': 0.200622490009323, 'timestamp': 775.819289, 'diameter_3d': 7.125627617539495, 'ellipse': {'center': [78.89996408029062, 184.48382948771322], 'axes': [58.29372646134432, 65.36094717482476], 'angle': -53.012608198558354}, 'location': [78.89996408029062, 184.48382948771322], 'diameter': 65.36094717482476, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8500328884209174, 'phi': -1.754718401400323, 'norm_pos': [0.24656238775090816, 0.23131737713452827], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.22994,"{'circle_3d': {'center': [-7.738773225403075, 6.818973688212276, 67.42818511791057], 'normal': [-0.08084921311867872, 0.2535956702971702, -0.9639256406718412], 'radius': 3.5802161426305856}, 'confidence': 0.15029007474990191, 'timestamp': 775.827689, 'diameter_3d': 7.160432285261171, 'ellipse': {'center': [88.96426164318484, 182.2854050821649], 'axes': [61.08171476083523, 65.94984813352276], 'angle': -64.4048185016569}, 'location': [88.96426164318484, 182.2854050821649], 'diameter': 65.94984813352276, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8271919648951673, 'phi': -1.6544754140515652, 'norm_pos': [0.27801331763495263, 0.2404774788243128], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.2422478,"{'circle_3d': {'center': [-8.637611352015115, 7.149380736368686, 67.63193688347496], 'normal': [-0.1557523903363487, 0.28112959097687085, -0.9469463268748082], 'radius': 3.5732977606351395}, 'confidence': 0.18930196112686334, 'timestamp': 775.836089, 'diameter_3d': 7.146595521270279, 'ellipse': {'center': [81.04921103235503, 185.09830745514404], 'axes': [58.749112097346725, 65.58731671413841], 'angle': -55.9375559528394}, 'location': [81.04921103235503, 185.09830745514404], 'diameter': 65.58731671413841, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8557672955213553, 'phi': -1.7338153058127335, 'norm_pos': [0.25327878447610946, 0.22875705227023313], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.247045,"{'circle_3d': {'center': [-8.82221990885306, 7.088637555547865, 67.64593814035916], 'normal': [-0.17113643673951098, 0.2760676592418027, -0.9457795554677926], 'radius': 3.5785637626783546}, 'confidence': 0.15863236929311467, 'timestamp': 775.844489, 'diameter_3d': 7.157127525356709, 'ellipse': {'center': [79.39813884026765, 184.5360003933708], 'axes': [58.64886567409006, 65.66072255637313], 'angle': -53.610273150074455}, 'location': [79.39813884026765, 184.5360003933708], 'diameter': 65.66072255637313, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.850496680272516, 'phi': -1.7498068680168442, 'norm_pos': [0.2481191838758364, 0.23109999836095496], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.2508318,"{'circle_3d': {'center': [-8.821953816974645, 7.171623111736621, 67.67044285169183], 'normal': [-0.17111426241630948, 0.2829831222575321, -0.9437374961900693], 'radius': 3.58116273628819}, 'confidence': 0.17931739478790545, 'timestamp': 775.852889, 'diameter_3d': 7.16232547257638, 'ellipse': {'center': [79.42853955372084, 185.26304224280315], 'axes': [58.46579989632191, 65.68755606590288], 'angle': -54.2154097657952}, 'location': [79.42853955372084, 185.26304224280315], 'diameter': 65.68755606590288, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8576992694847343, 'phi': -1.7501632146818897, 'norm_pos': [0.24821418610537763, 0.22807065732165355], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.25941,"{'circle_3d': {'center': [-8.847016651620669, 7.130895914898684, 67.66287842697508], 'normal': [-0.17320283197014494, 0.27958918918770426, -0.9443678649164657], 'radius': 3.5528691934277847}, 'confidence': 0.15484397701567112, 'timestamp': 775.861289, 'diameter_3d': 7.1057383868555695, 'ellipse': {'center': [79.18963141989401, 184.90894199437508], 'axes': [58.06502337271468, 65.17333949244166], 'angle': -53.67218660035268}, 'location': [79.18963141989401, 184.90894199437508], 'diameter': 65.17333949244166, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8541625347626973, 'phi': -1.7521865057379358, 'norm_pos': [0.2474675981871688, 0.22954607502343716], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955280.265433,"{'circle_3d': {'center': [-7.850197519503546, 6.868261533699263, 67.45116228067722], 'normal': [-0.09013457096038466, 0.25770299075441916, -0.9620108771079541], 'radius': 3.5738161569758367}, 'confidence': 0.17101424740472596, 'timestamp': 775.869689, 'diameter_3d': 7.147632313951673, 'ellipse': {'center': [87.97812507813966, 182.71355774635902], 'axes': [60.71358147783363, 65.80403404982142], 'angle': -63.238499433431286}, 'location': [87.97812507813966, 182.71355774635902], 'diameter': 65.80403404982142, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.8314404686560115, 'phi': -1.6642175170860405, 'norm_pos': [0.2749316408691864, 0.23869350939017075], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
